dis2ts_3MBPP1_18Cr2_pr_counts	dis2ts_3MBPP1_18Cr2gb_counts	dis2ts_3MBPP1_18Cr2term_counts	dis2ts_3MBPP1_18Cr2pr_map	dis2ts_3MBPP1_18Cr2gb_map	dis2ts_3MBPP1_18Cr2term_map	dis2ts_3MBPP1_18Cr2pr_density	dis2ts_3MBPP1_18Cr2pr_densityRPKM	dis2ts_3MBPP1_18Cr2gb_density	dis2ts_3MBPP1_18Cr2gb_densityRPKM	dis2ts_3MBPP1_18Cr2pause_index_CI_low	dis2ts_3MBPP1_18Cr2pause_index_CI_high	dis2ts_3MBPP1_18Cr2pause_index_scaled	dis2ts_3MBPP1_18Cr2pause_index_CI_low_scaled	dis2ts_3MBPP1_18Cr2pause_index_CI_high_scaled	dis2ts_3MBPP1_18Cr2_ExpPR	dis2ts_3MBPP1_18Cr2_ExpGB	dis2ts_3MBPP1_18Cr2Fexact_Pval
SPAC26A3.05	35	1053	235	100	5156	300	0.35	177.722892434997	0.204228083785881	103.702873619667	0.0233673394012243	0.0470532328380992	1.71377018043685	1.20482001952712	2.4260646851324	22	113	1
SPAC26A3.06	38	88	24	100	882	300	0.38	192.956283215139	0.0997732426303855	50.6628264796881	0.289883832624561	0.641361673781729	3.80863636363636	2.55677540374863	5.65680996275485	12	126	7.40428659596844e-05
SPAC26A3.08	6	116	16	100	995	300	0.06	30.4667815602851	0.116582914572864	59.1984365325473	0.0205632941232057	0.121650830995752	0.514655172413793	0.204604776525897	1.21042576840773	11	95	1
SPAC26A3.10	10	523	45	100	3742	300	0.1	50.7779692671419	0.139764831640834	70.9697432568552	0.00965422969039932	0.0366821097927773	0.715487571701721	0.361261275014743	1.37264454844573	13	97	1
SPAC26A3.11	16	63	12	100	1307	300	0.16	81.244750827427	0.0482019892884468	24.4759913070386	0.141058743053617	0.451232809624477	3.31936507936508	1.84363777171077	5.89761282179192	5	111	1
SPAC26A3.16	38	228	162	100	1458	300	0.38	192.956283215139	0.156378600823045	79.4058778663124	0.116387660563352	0.237741759442221	2.43	1.69693209101368	3.46627485266758	18	120	0.182055563677875
SPNCRNA.902	72	25	0	100	1035	300	0.72	365.601378723422	0.0241545893719807	12.2652099679087	1.79088044624559	4.66001636462402	29.808	18.5356126186419	48.2311693738586	4	168	4.01575897375917e-43
SPAC8E11.12	2	1	3	100	239	300	0.02	10.1555938534284	0.00418410041841004	2.12460122456661	0.143294171183347	55.6482554667983	4.78	0.342473069128199	132.999330565648	0	102	1
SPAC8E11.08c	4	21	1	100	1331	300	0.04	20.3111877068568	0.0157776108189331	8.01155037272712	0.0554542706831016	0.585207244627966	2.5352380952381	0.738096342792083	7.78910842599823	1	103	1
SPAC8E11.07c	1	33	53	100	770	300	0.01	5.07779692671419	0.0428571428571429	21.7619868287751	0.00153958136153327	0.205601017062752	0.233333333333333	0.0118547764838062	1.58312783138319	4	97	1
SPAC8E11.05c	21	119	53	100	2169	300	0.21	106.633735460998	0.0548639926233287	27.8588213130008	0.107824215683607	0.286114615023885	3.82764705882353	2.33870723817743	6.20582599986807	6	115	0.0201501208202157
SPAC8E11.04c	16	39	5	100	994	300	0.16	81.244750827427	0.0392354124748491	19.9229456883152	0.219859168587977	0.757073129265873	4.07794871794872	2.18540013576449	7.52530690490278	4	112	0.282407405887971
SPAC8E11.03c	7	9	3	100	941	300	0.07	35.5445784869993	0.00956429330499469	4.85655391502951	0.261889060754899	2.27287061656872	7.31888888888889	2.4643760617036	21.3877125019117	1	106	1
SPAC8E11.02c	63	662	204	100	1255	300	0.63	319.901206382994	0.527490039840637	267.848730317513	0.0728406322724248	0.124098056627691	1.19433534743202	0.914149935018931	1.55743061067752	56	107	1
SPAC8E11.01c	67	241	65	100	2116	300	0.67	340.212394089851	0.113894139886578	57.8331313486824	0.210079597158571	0.367351322339039	5.88265560165975	4.44528427587537	7.77315398069407	17	150	5.8690812402016e-18
SPAC959.02	36	148	59	100	1364	300	0.36	182.800689361711	0.108504398826979	55.0963302898607	0.166093529505266	0.354824930446548	3.31783783783784	2.26551574245183	4.83981205129091	13	123	0.000918705941818651
SPAC959.10	2	54	12	100	1033	300	0.02	10.1555938534284	0.0522749273959342	26.5441465675282	0.00624894524129813	0.15448115453729	0.382592592592593	0.0645516043426096	1.59579032637021	5	97	1
SPSNORNA.20	453	259	274	100	126	300	4.53	2300.24200780153	2.05555555555556	1043.76936826903	1.49714395696638	2.04356786979295	2.20378378378378	1.88640138577763	2.57489551593911	372	181	0.00145217347722362
SPNCRNA.906	453	310	303	100	197	300	4.53	2300.24200780153	1.57360406091371	799.044186437258	1.26149160968674	1.69286027317684	2.87874193548387	2.48513847108288	3.33493473815838	338	215	2.19204304464111e-10
SPAC959.07	22	49	56	100	699	300	0.22	111.711532387712	0.0701001430615164	35.5954290999993	0.263183712845698	0.760958204626712	3.13836734693878	1.83965415279143	5.31909785034072	7	115	0.607066646487487
SPAC959.08	47	39	71	100	400	300	0.47	238.656455555567	0.0975	49.5085200354633	0.772721523555597	1.88130575377295	4.82051282051282	3.09088609422239	7.52522301509181	13	134	9.07106230591527e-07
SPAP32A8.02	11	258	6	100	3405	300	0.11	55.8557661938561	0.0757709251101322	38.474937065852	0.0221227320655503	0.0799611550787332	1.45174418604651	0.753279026831988	2.72267733043086	7	104	1
SPAC3H5.12c	17	66	26	52	627	300	0.326923076923077	166.004899527195	0.105263157894737	53.4504939654125	0.145646033296944	0.450062282032524	3.10576923076923	1.75615505533046	5.42671251604601	6	63	1
SPAC3H5.13	4	18	12	100	351	300	0.04	20.3111877068568	0.0512820512820513	26.0399842395599	0.0637362330886756	0.695119747806282	0.78	0.223714178141251	2.43987031480005	5	99	1
SPAC3H5.09c	2	1735	65	100	8315	300	0.02	10.1555938534284	0.208659049909802	105.952828236309	0.000199499394382769	0.0046542461572806	0.095850144092219	0.0165883746429272	0.387000567977882	17	85	1
SPAC3H5.08c	7	196	59	100	3282	300	0.07	35.5445784869993	0.0597196831200488	30.3244423411329	0.0154274312752545	0.0783440528882819	1.17214285714286	0.506328294453851	2.57125181579341	6	101	1
SPAC3H5.06c	2	405	93	100	5087	222	0.02	10.1555938534284	0.0796147041478278	40.4267300043099	0.000852329215373276	0.0200072211729678	0.25120987654321	0.0433579871860385	1.01776734106887	7	95	1
SPAC3H5.05c	60	39	15	96	332	300	0.625	317.362307919637	0.117469879518072	59.6488193198353	1.01012885983145	2.34751298286403	5.32051282051282	3.49336230691708	8.11848239907142	16	140	4.40303966624809e-09
SPAC3A11.14c	2	100	16	100	3037	300	0.02	10.1555938534284	0.032927230819888	16.7197791462436	0.00341511778310214	0.0821436396003927	0.6074	0.103717127072812	2.49470233466393	3	99	1
SPAC3A11.12c	32	270	125	100	1887	300	0.32	162.489501654854	0.14308426073132	72.6552819402666	0.0806843177422735	0.173189848552671	2.23644444444444	1.5225130757967	3.2680924421889	16	116	1
SPAC3A11.11c	46	70	18	100	1568	300	0.46	233.578658628853	0.0446428571428571	22.6687362799741	0.445529846691861	0.96788022656855	10.304	6.98590799612838	15.1763619525949	6	140	3.34409686450911e-19
SPAC3A11.10c	13	280	47	100	1327	300	0.13	66.0113600472844	0.211002260738508	107.142663110774	0.025473742192675	0.0828505065431878	0.616107142857143	0.338036558896798	1.0994262218281	19	94	1
SPAC3A11.08	17	209	87	100	2619	300	0.17	86.3225477541412	0.0798014509354716	40.5215562307471	0.0479588210785313	0.136059633970569	2.13028708133971	1.25604152404673	3.5634018136892	8	109	1
SPNCRNA.910	19	92	85	100	743	300	0.19	96.4781416075696	0.123822341857335	62.874470694173	0.122019982698024	0.345829622835901	1.53445652173913	0.906608471446319	2.56951409767074	13	106	1
SPAC3A11.07	10	1060	280	100	2299	300	0.1	50.7779692671419	0.461070030448021	234.121998360898	0.00477885649740628	0.018037212974391	0.21688679245283	0.10986591087537	0.414675526281248	34	76	1
SPAC3A11.05c	0	76	14	100	2945	300	0	0	0.0258064516129032	13.1039920689398	0.00119943495785576	0.0637745380674321	0	0.0353233595088521	1.87816014608588	2	98	1
SPAC3A11.03	1	57	2	100	3509	300	0.01	5.07779692671419	0.0162439441436307	8.24834496502447	0.000901472259074436	0.116861476015199	0.615614035087719	0.031632661570922	4.10066919337335	1	100	1
SPAC328.02	4	201	47	100	3781	300	0.04	20.3111877068568	0.0531605395398043	26.9938424297686	0.00630836811500976	0.0553815995686778	0.752437810945274	0.238519398428519	2.09397827969171	5	99	1
SPAC328.03	7	185	52	100	1957	300	0.07	35.5445784869993	0.0945324476239141	48.0016572019481	0.0163309837055552	0.0830776001456257	0.740486486486487	0.319597351117716	1.6258286348499	9	98	1
SPAC328.04	24	168	73	100	2897	300	0.24	121.867126241141	0.0579910251984812	29.4466649529853	0.0908779760159792	0.222800457669816	4.13857142857143	2.63273496518292	6.45452925869458	6	118	0.00108844294334686
SPAC328.05	13	207	45	100	2090	300	0.13	66.0113600472844	0.0990430622009569	50.2920556856381	0.0342955667359997	0.112619183113463	1.31256038647343	0.716777344782394	2.35374092707138	10	103	1
SPAC328.06	10	351	22	100	3718	300	0.1	50.7779692671419	0.0944055944055944	47.9372437137353	0.0143401807976579	0.0548372740331083	1.05925925925926	0.533167922056919	2.03884984855096	9	101	1
SPAC328.09	7	237	12	100	1645	70	0.07	35.5445784869993	0.144072948328267	73.1573174243929	0.0127899107694867	0.0646200098829274	0.485864978902954	0.210394032158057	1.06299916257416	13	94	1
SPNCRNA.222	0	1	0	100	408	300	0	0	0.00245098039215686	1.24455807027309	0.120791776113059	17.3080587281839	0	0.49283044654128	70.6168796109904	0	100	1
SPAC16E8.01	22	981	85	100	4675	300	0.22	111.711532387712	0.209839572192513	106.552273478216	0.0143336616281696	0.0347484767200845	1.04841997961264	0.670098681116927	1.62449128666395	21	101	1
SPAC16E8.02	9	120	40	100	2530	300	0.09	45.7001723404277	0.0474308300395257	24.0844123006207	0.0356558293296153	0.152163822913374	1.8975	0.902092482039267	3.84974471970837	4	105	1
SPAC16E8.03	5	16	5	100	391	300	0.05	25.3889846335709	0.040920716112532	20.7787086515159	0.100317443392901	0.906568351282525	1.221875	0.392241203666241	3.54468225351467	4	101	1
SPNCRNA.914	8	47	8	100	771	300	0.08	40.6223754137135	0.0609597924773022	30.954144689438	0.0744168474486257	0.373949513580612	1.31234042553191	0.573753893828904	2.88315074970652	6	102	1
SPNCRNA.562	2	24	7	100	535	300	0.02	10.1555938534284	0.0448598130841121	22.7789021011478	0.0136196282081625	0.36239285157422	0.445833333333333	0.0728650109136696	1.93880175592208	4	98	1
SPAC16E8.08	15	94	25	100	1228	300	0.15	76.1669539007128	0.0765472312703583	38.8691295693106	0.0888828649347261	0.281991986952525	1.95957446808511	1.09148158139844	3.46286159977701	8	107	1
SPAC16E8.09	7	303	40	100	2988	300	0.07	35.5445784869993	0.10140562248996	51.4917158231057	0.0100296844684238	0.0504052736909819	0.69029702970297	0.299686971916502	1.50610957788654	9	98	1
SPAC16E8.13	21	250	37	100	2423	300	0.21	106.633735460998	0.103177878662815	52.391631517893	0.0523625710837851	0.133405776899609	2.03532	1.26874509736011	3.23242197427753	11	110	1
SPAC16E8.15	15	216	56	100	1094	300	0.15	76.1669539007128	0.197440585009141	100.256319576807	0.0395955002830113	0.11976327127111	0.759722222222222	0.433174773096143	1.31021018770594	18	97	1
SPAC16E8.16	22	1158	60	100	2211	300	0.22	111.711532387712	0.523744911804613	265.947030354366	0.0121520302541302	0.0294142231710193	0.420051813471503	0.268681388918818	0.650348474311237	41	81	1
SPAC1B1.01	7	261	28	100	1918	300	0.07	35.5445784869993	0.136079249217935	69.0982793468406	0.0116263975022127	0.0586097645468077	0.514406130268199	0.22299430409244	1.12413528400777	12	95	1
SPNCRNA.915	4	0	10	100	250	300	0.04	20.3111877068568	0	0	0.655007235805828	41.512102956422	NA	1.63751808951457	103.780257391055	0	104	1
SPAC17A2.01	4	141	21	100	2185	300	0.04	20.3111877068568	0.0645308924485126	32.7674767353181	0.00895303106538308	0.0793454129489293	0.619858156028369	0.19562372877862	1.73369727293411	6	98	1
SPNCRNA.916	3	10	11	100	132	300	0.03	15.2333907801426	0.0757575757575758	38.4681585357135	0.065650578937277	1.17462743505802	0.396	0.0866587641972056	1.55050821427659	7	96	1
SPNCRNA.124	4	0	1	100	150	300	0.04	20.3111877068568	0	0	0.655007235805828	41.512102956422	NA	0.982510853708742	62.2681544346329	0	104	1
SPAC17A2.05	1	240	52	100	2211	300	0.01	5.07779692671419	0.108548168249661	55.1185555138582	0.000216683114160015	0.0272252603134038	0.092125	0.00479086365407794	0.601950505529358	9	92	1
SPNCRNA.917	2	10	9	100	239	300	0.02	10.1555938534284	0.0418410041841004	21.2460122456661	0.0303002114505232	0.965353981350509	0.478	0.0724175053667504	2.30719601542772	4	98	1
SPAC17A2.11	4	90	20	100	1595	300	0.04	20.3111877068568	0.0564263322884013	28.6521456679797	0.0139098302496193	0.125493482400553	0.708888888888889	0.221861792481428	2.00162104428882	5	99	1
SPAC17A2.12	11	935	73	100	4093	300	0.11	55.8557661938561	0.228438797947716	115.996582616119	0.0061645333136175	0.0218390907200148	0.481529411764706	0.252314348526364	0.893873983170205	20	91	1
SPNCRNA.920	6	19	66	100	1055	300	0.06	30.4667815602851	0.0180094786729858	9.14484754574119	0.113065862568829	0.835564152514514	3.33157894736842	1.19284485010115	8.81520180902813	1	105	1
SPAC17A2.14	3	448	47	100	2425	300	0.03	15.2333907801426	0.184742268041237	93.8083720894003	0.00172246528122236	0.0214408178649491	0.162388392857143	0.0417697830696423	0.519939833225015	16	87	1
SPAC17G6.03	1	949	28	100	4231	300	0.01	5.07779692671419	0.224296856535098	113.893388878557	5.49529899413438e-05	0.00685446245252456	0.0445837723919916	0.00232506100441825	0.290012306366314	18	83	1
SPNCRNA.226	115	0	1	100	284	300	1.15	583.946646572132	0	0	23.8233065666059	1262.81547788014	NA	67.6581906491608	3586.39595717961	0	215	2.71269392344334e-49
SPAC17G6.06	33	84	47	100	483	300	0.33	167.567298581568	0.173913043478261	88.3095117689424	0.257341517092042	0.597444789559701	1.8975	1.24295952755457	2.88565833357336	19	114	1
SPAC17G6.08	1	76	72	100	1969	300	0.01	5.07779692671419	0.0385982732351447	19.5994193209892	0.000678757471648433	0.0870941109429738	0.259078947368421	0.0133647346167577	1.71488304446715	3	98	1
SPAC17G6.09	34	149	62	100	1297	300	0.34	172.645095508282	0.114880493446415	58.3339816561615	0.154393941265761	0.3357844181502	2.95959731543624	2.00248941821692	4.35512390340809	13	121	0.0156065328567523
SPAC17G6.10	29	216	34	100	1639	300	0.29	147.256110874711	0.131787675411836	66.919105318503	0.0892959845108351	0.200660754897515	2.20050925925926	1.46356118613259	3.28882977277027	15	114	1
SPNCRNA.921	1	21	0	100	1516	300	0.01	5.07779692671419	0.0138522427440633	7.03388756339037	0.00238298221596271	0.331279590579523	0.721904761904762	0.0361260103939947	5.02219859318557	1	100	1
SPNCRNA.227	1	12	6	100	776	300	0.01	5.07779692671419	0.0154639175257732	7.85226328873328	0.0040448521341888	0.610617545978525	0.646666666666667	0.0313880525613051	4.73839215679335	1	100	1
SPAC17G6.12	3	161	12	100	2639	300	0.03	15.2333907801426	0.0610079575596817	30.9786019401661	0.00475870905853426	0.0601662091981817	0.491739130434783	0.125582332054719	1.58778626074002	5	98	1
SPAC17G6.13	15	191	30	100	1338	300	0.15	76.1669539007128	0.142750373692078	72.4857408820934	0.0446706870211766	0.135777591401152	1.05078534031414	0.597693792343343	1.81670417294741	14	101	1
SPAC17G6.17	1	39	65	100	1456	300	0.01	5.07779692671419	0.0267857142857143	13.6012417679844	0.00130809652203615	0.172803354535776	0.373333333333333	0.0190458853608463	2.51601684204091	2	99	1
SPAC1142.01	39	159	12	100	1904	300	0.39	198.034080141853	0.0835084033613445	42.4038713943044	0.170071680653187	0.352521851014103	4.67018867924528	3.23816479963669	6.71201604330851	10	129	6.76479872178281e-08
SPAC1142.04	2	184	51	100	2169	300	0.02	10.1555938534284	0.0848317196864915	43.0758245511946	0.00186811893151162	0.0442753046606247	0.235760869565217	0.0405194996244871	0.960331358088949	7	95	1
SPRRNA.16	13	0	1	34	14	298	0.382352941176471	194.151058962601	0	0	2.528032583868	140.569823864664	NA	1.04095459335741	57.8816921795674	0	47	1
SPAC1142.05	22	208	89	100	969	300	0.22	111.711532387712	0.214654282765738	108.99708573339	0.066385637899626	0.166968058943085	1.02490384615385	0.643276831247376	1.6179204911585	21	101	1
SPAC1142.06	45	264	30	100	1508	300	0.45	228.500861702138	0.175066312997347	88.8951186109115	0.122628120201059	0.236224602893323	2.57045454545455	1.84923205263197	3.56226701163132	21	124	0.0149273959723936
SPNCRNA.924	1	1	46	100	19	300	0.01	5.07779692671419	0.0526315789473684	26.7252469827063	0.027408528703162	36.4849938072245	0.19	0.00520762045360078	6.93214882337266	5	96	1
SPAC1142.08	8	201	33	100	2324	300	0.08	40.6223754137135	0.0864888123924269	43.9172625761425	0.0182330114403503	0.0831433612465162	0.924975124378109	0.423735185873741	1.93225171536904	8	100	1
SPAC1142.09	21	0	50	100	3	300	0.21	106.633735460998	0	0	4.19740925949824	228.593963389732	NA	0.125922277784947	6.85781890169195	0	121	1
SPAC8C9.03	8	142	12	100	2408	300	0.08	40.6223754137135	0.0589700996677741	29.9438190861053	0.0256518247641506	0.11845815576696	1.35661971830986	0.617695940320746	2.8524723908684	6	102	1
SPAC8C9.04	9	386	37	100	2365	300	0.09	45.7001723404277	0.163213530655391	82.8765164360117	0.0112854938734233	0.0464123477175547	0.551424870466321	0.266901930106461	1.09765202352017	15	94	1
SPAC8C9.05	14	250	73	100	1037	300	0.14	71.0891569739986	0.241080038572806	122.415547895713	0.0313742557263488	0.0980919408423155	0.58072	0.325351031882237	1.01721342653481	22	92	1
SPAC8C9.07	11	54	100	100	519	300	0.11	55.8557661938561	0.104046242774566	52.8325691796852	0.100667806978043	0.402288691591186	1.05722222222222	0.522465918216043	2.08787830935825	10	101	1
SPAC8C9.08	48	50	102	100	558	300	0.48	243.734252482281	0.0896057347670251	45.4999724615967	0.634539370518979	1.45214466474937	5.3568	3.54072968749591	8.10296722930148	12	136	6.26179076737592e-09
SPAC8C9.11	0	20	10	100	1234	300	0	0	0.0162074554294976	8.22981673697599	0.00459577388787386	0.250708753220746	0	0.0567118497763635	3.09374601474401	1	99	1
SPNCRNA.228	0	15	15	100	473	300	0	0	0.0317124735729387	16.1029500847173	0.00615095181701504	0.339527058120729	0	0.0290940020944811	1.60596298491105	3	97	1
SPAC8C9.19	3	0	6	100	62	300	0.03	15.2333907801426	0	0	0.449250381531113	30.4904450141133	NA	0.27853523654929	18.9040759087502	0	103	1
SPAC8C9.14	26	848	206	100	2956	300	0.26	132.022720094569	0.286874154262517	145.668869886794	0.0203188149678953	0.0459192402011468	0.906320754716981	0.600624170450984	1.3573727403459	28	98	1
SPAC15A10.01	3	197	32	100	4203	300	0.03	15.2333907801426	0.046871282417321	23.8002853809825	0.00389703593010893	0.0490534528731571	0.64005076142132	0.163792420142478	2.06171662425879	4	99	1
SPAC15A10.02	10	165	26	100	1848	300	0.1	50.7779692671419	0.0892857142857143	45.3374725599481	0.0301838145866431	0.117964668548532	1.12	0.557796893561164	2.17998707477686	9	101	1
SPNCRNA.926	1	12	3	100	1390	300	0.01	5.07779692671419	0.00863309352517986	4.38370957701944	0.0040448521341888	0.610617545978525	1.15833333333333	0.0562234446652243	8.4875838891015	0	101	1
SPAC15A10.17	7	37	60	100	147	300	0.07	35.5445784869993	0.251700680272109	127.808494073758	0.0770802406679355	0.442389864639154	0.278108108108108	0.113307953781865	0.650313101019557	21	86	1
SPAC15A10.06	21	195	45	100	2279	300	0.21	106.633735460998	0.0855638437911365	43.4475823040486	0.0667825887755204	0.171952799577894	2.45430769230769	1.52197519819411	3.91880430238021	9	112	1
SPAC15A10.07	21	61	33	100	1019	300	0.21	106.633735460998	0.0598626104023552	30.3970179126168	0.203233316307564	0.578498127669872	3.50803278688525	2.07094749317408	5.894895920956	6	115	0.141117502267503
SPAC15A10.08	21	97	13	100	2024	300	0.21	106.633735460998	0.0479249011857708	24.3352915954188	0.131170017497573	0.354082618136093	4.38185567010309	2.65488115415088	7.16663219107452	5	116	0.00341510705127617
SPAC15A10.10	3	101	17	100	3074	300	0.03	15.2333907801426	0.0328562134027326	16.6837179439861	0.00753578426970861	0.0966587113855281	0.913069306930693	0.231650008450843	2.97128878799113	3	100	1
SPAC15A10.11	30	1121	93	100	6436	300	0.3	152.333907801426	0.174176507147296	88.4432932698354	0.0182863529683408	0.038928694692961	1.72239072256913	1.17690967704241	2.50545079043897	19	111	1
SPAC15A10.13	2	157	39	100	3176	300	0.02	10.1555938534284	0.0494332493702771	25.1012001729889	0.00218647479066798	0.0519775762718875	0.404585987261147	0.0694424393516152	1.65080782239515	4	98	1
SPNCRNA.229	2	0	14	100	47	300	0.02	10.1555938534284	0	0	0.246676758328458	19.4460633145857	NA	0.115938076414375	9.13964975785529	0	102	1
SPAC15A10.15	24	190	72	100	2252	300	0.24	121.867126241141	0.0843694493783304	42.8410930761854	0.0806238004655785	0.196328052289158	2.84463157894737	1.81564798648483	4.42130773755183	9	115	0.343684882962468
SPAC15A10.16	16	386	20	100	4121	300	0.16	81.244750827427	0.0936665857801505	47.5619901410259	0.0242653323315925	0.0697173485913626	1.70818652849741	0.999974345384926	2.87305193545005	9	107	1
SPAC15E1.03	73	131	203	100	407	300	0.73	370.679175650136	0.321867321867322	163.437689778761	0.414306308295611	0.748849097689209	2.26801526717557	1.68622667476314	3.04781582759508	42	131	0.0508704039536852
SPAC15E1.04	17	352	96	100	1981	300	0.17	86.3225477541412	0.17768803634528	90.2263764867943	0.0287107632561512	0.0801015465647583	0.956732954545454	0.568760220104354	1.58681163744786	17	100	1
SPAC15E1.06	22	58	36	100	854	300	0.22	111.711532387712	0.0679156908665105	34.4862086357638	0.225286816181473	0.634074564458466	3.23931034482759	1.92394941018978	5.4149967804753	7	115	0.316081227490972
SPAC15E1.08	8	53	42	100	1063	300	0.08	40.6223754137135	0.0498588899341486	25.3173318077001	0.0664367047272466	0.329200020163401	1.60452830188679	0.706222171250632	3.49939621433696	5	103	1
SPAC15E1.09	18	63	24	100	992	300	0.18	91.4003446808554	0.063508064516129	32.2481054821566	0.163325635690415	0.494461817084064	2.83428571428571	1.62019030604891	4.90506122547392	7	111	1
SPAC15E1.10	10	62	24	100	721	300	0.1	50.7779692671419	0.0859916782246879	43.6648279412316	0.0777860923666748	0.324862315084089	1.16290322580645	0.560837725963725	2.34225729175628	8	102	1
SPAP7G5.03	0	201	0	100	6657	300	0	0	0.0301937809824245	15.3317888278437	0.000452691112198906	0.0239348814029313	0	0.0301356473390811	1.59334505499314	2	98	1
SPAP7G5.05	9	7	42	28	320	300	0.321428571428571	163.214901215813	0.021875	11.1076807771873	0.439972250382499	3.81841073131305	14.6938775510204	5.0282542900857	43.6389797864349	0	37	0.019965459199498
SPNCRNA.935	3	2234	193	100	2844	300	0.03	15.2333907801426	0.785513361462729	398.867733272837	0.000346537098600297	0.00428342997295014	0.0381915846016115	0.00985551508419245	0.121820748430702	45	58	1
SPAP7G5.06	53	2812	450	100	2802	300	0.53	269.123237115852	1.00356887937188	509.591897142052	0.0142188213805481	0.0249193298784998	0.528115220483641	0.398411375082957	0.698239623195564	76	77	1
SPNCRNA.230	0	0	0	0	16	18	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	1
SPNCRNA.231	0	0	0	23	51	0	0	0	0	0	NA	NA	NA	NA	NA	0	23	1
SPNCRNA.232	0	0	0	0	67	0	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	1
SPNCRNA.234	0	0	0	0	38	0	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	1
SPAP4C9.02	3	54	21	100	630	300	0.03	15.2333907801426	0.0857142857142857	43.5239736575502	0.0138817681280433	0.184093203713225	0.35	0.0874551392066728	1.15978718339332	8	95	1
SPNCRNA.936	3	39	9	100	1734	300	0.03	15.2333907801426	0.0224913494809689	11.4206505272118	0.0189841980592871	0.258723898903967	1.33384615384615	0.329185994348038	4.48627240699478	2	101	1
SPAC1556.03	2	244	45	100	2466	300	0.02	10.1555938534284	0.0989456609894566	50.2425973283967	0.00141143440283996	0.0333070681539512	0.202131147540984	0.0348059723740335	0.821352300676437	9	93	1
SPAC1556.06	7	87	18	100	2147	300	0.07	35.5445784869993	0.0405216581276199	20.5760751105792	0.034151843934587	0.17987678380173	1.72747126436782	0.733240089275582	3.86195454822314	4	103	1
SPAC1556.07	41	137	55	100	965	300	0.41	208.189673995282	0.141968911917098	72.08893046216	0.207844370593167	0.429589596447639	2.88795620437956	2.00569817622407	4.14553960571971	17	124	0.00614591621061566
SPAC1F12.05	10	652	69	100	3015	300	0.1	50.7779692671419	0.216252072968491	109.808411151498	0.00775392765638993	0.0293853441393635	0.462423312883436	0.233780918840156	0.88596812580181	19	91	1
SPAC1F12.07	36	180	67	100	1299	300	0.36	182.800689361711	0.138568129330254	70.3620821253698	0.137499525063225	0.289719933838811	2.598	1.78611883057129	3.76346194056615	16	120	0.0941835594580494
SPAC1F12.08	39	67	28	100	1154	300	0.39	198.034080141853	0.0580589254766031	29.4811433353423	0.384901146982813	0.878378893301359	6.71731343283582	4.44175923618166	10.1364924286977	7	132	5.83134285916473e-11
SPAC1F12.09	8	52	17	100	1599	300	0.08	40.6223754137135	0.032520325203252	16.5131607372819	0.0676456343132442	0.335901479361957	2.46	1.08165369266877	5.37106465499769	3	105	1
SPAC4H3.01	0	72	21	100	2579	300	0	0	0.0279177975959674	14.1760906833432	0.00126627693287426	0.0673624665384445	0	0.0326572820988272	1.73727801202648	2	98	1
SPNCRNA.938	2	0	0	100	577	300	0.02	10.1555938534284	0	0	0.246676758328458	19.4460633145857	NA	1.4233248955552	112.20378532516	0	102	1
SPRRNA.17	28	0	0	68	33	300	0.411764705882353	209.085755805878	0	0	5.65859720015503	305.612270269441	NA	2.74608393536935	148.311837042523	0	96	0.499389355977319
SPAC4H3.05	0	94	28	100	3262	300	0	0	0.0288166768853464	14.6325233326528	0.000969210753182856	0.0514441349397628	0	0.0316156547688248	1.67810768173506	2	98	1
SPNCRNA.939	20	28	10	100	927	300	0.2	101.555938534284	0.0302049622437972	15.3374664453072	0.387585588635373	1.31078394720209	6.62142857142857	3.59291840664991	12.1509671905634	3	117	0.000153386760230081
SPAC4H3.06	1	42	1	100	1989	300	0.01	5.07779692671419	0.0211161387631976	10.7223464515835	0.00121663271361786	0.160036851469115	0.473571428571429	0.0241988246738592	3.1831329757207	2	99	1
SPAC4H3.08	0	48	21	100	1438	300	0	0	0.0333796940194715	16.9495307706732	0.0019023677648798	0.101687091822644	0	0.0273560484589716	1.46226038040963	3	97	1
SPAC4H3.09	14	59	24	100	589	300	0.14	71.0891569739986	0.100169779286927	50.8641797412796	0.126707735952617	0.437121452202751	1.39762711864407	0.746308564760913	2.57464535347421	10	104	1
SPNCRNA.236	0	8	5	100	738	300	0	0	0.010840108401084	5.5043869124273	0.0116892782926356	0.673070909790981	0	0.0862668737996505	4.96726331425744	1	99	1
SPNCRNA.941	0	8	7	100	836	300	0	0	0.00956937799043062	4.8591358150375	0.0116892782926356	0.673070909790981	0	0.0977223665264333	5.6268728058526	0	100	1
SPNCRNA.942	150	154	379	100	118	300	1.5	761.669539007128	1.30508474576271	662.695531113547	0.77315139424141	1.22706589081937	1.14935064935065	0.912318645204863	1.44793775116686	141	109	1
SPAC4H3.13	4	17	15	100	460	300	0.04	20.3111877068568	0.0369565217391304	18.7657712509003	0.0670760206056884	0.74144797528323	1.08235294117647	0.308549694786167	3.41066068630286	3	101	1
