V4	Cdk9as_3MBPP1r1_pr_counts	Cdk9as_3MBPP1r1gb_counts	Cdk9as_3MBPP1r1term_counts	Cdk9as_3MBPP1r1pr_map	Cdk9as_3MBPP1r1gb_map	Cdk9as_3MBPP1r1term_map	Cdk9as_3MBPP1r1pr_density	Cdk9as_3MBPP1r1pr_densityRPKM	Cdk9as_3MBPP1r1gb_density	Cdk9as_3MBPP1r1gb_densityRPKM	Cdk9as_3MBPP1r1pause_index_CI_low	Cdk9as_3MBPP1r1pause_index_CI_high	Cdk9as_3MBPP1r1pause_index_scaled	Cdk9as_3MBPP1r1pause_index_CI_low_scaled	Cdk9as_3MBPP1r1pause_index_CI_high_scaled	Cdk9as_3MBPP1r1_ExpPR	Cdk9as_3MBPP1r1_ExpGB	Cdk9as_3MBPP1r1Fexact_Pval
SPAC29A4.07	6	240	0	100	2041	300	0.06	7.66497909376952	0.117589416952474	15.0220070431544	0.0100530877421979	0.0580704233320577	0.51025	0.205183520818258	1.1852173402073	11	95	1
SPAC29A4.08c	236	986	81	100	1920	300	2.36	301.489177688268	0.513541666666667	65.6047689796593	0.207115087900372	0.276539672063943	4.59553752535497	3.97660968768714	5.30956170362771	114	222	1.17306398861403e-33
SPAC29A4.09	31	863	145	100	988	300	0.31	39.6023919844759	0.873481781376518	111.586993217326	0.0246632662095913	0.0520183208666258	0.354901506373117	0.243673070150762	0.513941010162263	61	70	1
SPAC29A4.10	31	742	35	100	2367	300	0.31	39.6023919844759	0.313476975073933	40.0465743386635	0.0286541856365793	0.0605676437147716	0.988908355795148	0.678244574017832	1.43363612672864	31	100	1
SPAC29A4.11	38	2381	11	100	5512	300	0.38	48.5448675938736	0.431966618287373	55.1835849729839	0.0114206365227144	0.022207686983123	0.879697606047879	0.629505485132017	1.22408770650974	41	97	1
SPAC29A4.12c	0	8	5	100	802	300	0	0	0.00997506234413965	1.2743107387813	0.0116892782926356	0.673070909790981	0	0.0937480119069373	5.39802869652367	0	100	1
SPAC29A4.13	7	150	13	100	1058	300	0.07	8.94247560939777	0.141776937618147	18.1119543803628	0.0200713804903771	0.102848405543663	0.493733333333333	0.212355205588189	1.08813613065195	13	94	1
SPAC29A4.14c	22	697	61	100	1981	300	0.22	28.1049233438216	0.351842503785967	44.9477572636493	0.0201332120462503	0.0490086620129028	0.625279770444763	0.398838930636219	0.970861594475603	31	91	1
SPAC29A4.15	30	1360	170	100	1387	300	0.3	38.3248954688476	0.980533525594809	125.262816240406	0.0150861989812624	0.0320585555549787	0.305955882352941	0.209245579870109	0.444652165547555	64	66	1
SPAC29A4.16	111	6006	295	100	2521	300	1.11	141.802113234736	2.38238794129314	304.349229387675	0.0152455944540191	0.0223853151633649	0.465919080919081	0.38434143618582	0.56433379526843	148	63	1
SPAC29A4.17c	0	6	1	100	890	300	0	0	0.00674157303370787	0.861233606041519	0.0157393406208896	0.93492067967121	0	0.140080131525917	8.32079404907377	0	100	1
SPAC29A4.18	56	1109	113	100	1437	300	0.56	71.5398048751822	0.771746694502436	98.5903713174484	0.0382328507598974	0.0665368324555456	0.725626690712353	0.549406065419726	0.95613428238619	67	89	1
SPAC29A4.19c	16	362	2	100	6279	300	0.16	20.4399442500521	0.0576524924351011	7.36508582031259	0.0258556302956314	0.0743943289651765	2.77524861878453	1.6234750262627	4.67121991572343	6	110	1
SPAC29A4.20	2	1254	97	100	1910	300	0.02	2.55499303125651	0.656544502617801	83.8733314449126	0.0002759342950113	0.00644207410141419	0.0304625199362041	0.00527034503471583	0.123043615337011	40	62	1
SPAC29B12.01	173	2427	32	100	4913	300	1.73	221.006897203688	0.493995522084266	63.107755819861	0.0609009093183698	0.0833961509747183	3.50205603625876	2.99206167481151	4.09725289738791	90	183	7.21541148098191e-20
SPAC29B12.02c	34	1962	8	100	2739	300	0.34	43.4348815313606	0.71631982475356	91.5096080198114	0.0121515438937379	0.0245887442891153	0.474648318042813	0.33283078724948	0.673485706078867	55	79	1
SPAC29B12.03	5	2191	110	100	1058	300	0.05	6.38748257814127	2.07088846880907	264.555280315832	0.000839249392117513	0.0056673919238338	0.0241442263806481	0.00887925856860328	0.0599610065541616	70	35	1
SPAC29B12.04	241	3414	123	100	1056	300	2.41	307.876660266409	3.23295454545455	413.008816700271	0.0618074105181977	0.0806037932947846	0.745448154657294	0.652686255072168	0.851176057192925	260	81	1
SPAC29B12.05c	26	103	17	100	819	300	0.26	33.2149094063346	0.125763125763126	16.0661954956911	0.160271374274035	0.395038518816998	2.0673786407767	1.31262255530435	3.23536546911121	14	112	1
SPAC29B12.06c	69	1260	45	100	1616	300	0.69	88.1472595783495	0.77970297029703	99.6067827779455	0.0426385773703596	0.0702127533838421	0.884952380952381	0.689039410305012	1.13463809468289	74	95	1
SPAC29B12.07	5	2585	66	100	6330	300	0.05	6.38748257814127	0.408372827804107	52.1694864597004	0.000711450840558506	0.00480270553493871	0.122437137330754	0.0450348382073534	0.304011260361621	30	75	1
SPAC29B12.08	6	3655	26	100	3959	300	0.06	7.66497909376952	0.923212932558727	117.940130452672	0.00066683807045098	0.00377148675954781	0.0649904240766074	0.0264001192091543	0.149313160810498	50	56	1
SPAC29B12.10c	67	3980	70	100	3007	300	0.67	85.592266547093	1.32357831725973	169.086668846041	0.0131186925227313	0.0215627856387551	0.50620351758794	0.394479084158532	0.648392964157365	95	72	1
SPAC29B12.11c	13	981	133	100	1180	300	0.13	16.6074547031673	0.83135593220339	106.205430663671	0.00734128488519649	0.0234113737232624	0.156371049949032	0.0866271616453185	0.276254209934496	51	62	1
SPAC29B12.12	4	14	18	100	330	300	0.04	5.10998606251301	0.0424242424242424	5.4196821875138	0.0795907815169477	0.92609145582224	0.942857142857143	0.262649579005927	3.05610180421339	4	100	1
SPAC29B12.13	17	108	19	100	282	300	0.17	21.7174407656803	0.382978723404255	48.9253984708693	0.0911115953831764	0.268395070238073	0.443888888888889	0.256934698980557	0.756874098071366	32	85	1
SPAC29B12.14c	3	2073	28	100	2889	300	0.03	3.83248954688476	0.717549325025961	91.666676251207	0.000373427410637505	0.00461644426374154	0.0418089725036179	0.0107883178933175	0.133369074779493	43	60	1
SPAC29E6.01	7	363	393	100	1866	300	0.07	8.94247560939777	0.194533762057878	24.8516203200995	0.00838467757629204	0.0420049390904938	0.359834710743802	0.15645808357361	0.783812163428615	17	90	1
SPAC29E6.02	39	1500	77	100	5518	300	0.39	49.8223641095019	0.27183762232693	34.7271615339322	0.0186585586852331	0.036082320450113	1.43468	1.02957926825116	1.99102244243724	29	110	1
SPAC29E6.03c	13	1678	53	100	3182	300	0.13	16.6074547031673	0.527341294783155	67.3676666632373	0.0042988395055539	0.0136639222366348	0.246519666269368	0.136789073066725	0.43478600556972	39	74	1
SPAC29E6.04	10	252	78	100	633	300	0.1	12.7749651562825	0.398104265402844	50.8576811908878	0.0198997748532589	0.0766796911076079	0.251190476190476	0.125965574821129	0.485382444711158	31	79	1
SPAC29E6.05c	8	242	1	100	1352	300	0.08	10.219972125026	0.178994082840237	22.8664317146477	0.0151818770816393	0.0688730952434748	0.446942148760331	0.205258978143763	0.93116424769178	16	92	1
SPAC29E6.06c	11	1246	46	100	2264	300	0.11	14.0524616719108	0.550353356890459	70.3074495791875	0.004630223046607	0.0163720013437921	0.199871589085072	0.104828249775182	0.370662110423452	39	72	1
SPAC29E6.07	4	4	670	100	150	300	0.04	5.10998606251301	0.0266666666666667	3.40665737500868	0.211385029561017	4.73070397689326	1.5	0.317077544341525	7.09605596533989	2	102	1
SPAC29E6.08	556	2263	114	100	1473	300	5.56	710.288062689309	1.53632043448744	196.264400194619	0.223673255677181	0.269860167200347	3.61903667697746	3.29470705612487	3.97504026286111	397	259	1.11282230804019e-32
SPAC29E6.09	5	398	15	100	1071	300	0.05	6.38748257814127	0.371615312791783	47.4737267245607	0.00459756648922669	0.0313672870838273	0.134547738693467	0.0492399370996178	0.33594364466779	28	77	1
SPAC29E6.10c	6	2703	26	100	3528	300	0.06	7.66497909376952	0.766156462585034	97.8762211378449	0.000901471860754889	0.00510120016356275	0.0783129855715871	0.0318039272474325	0.179970341770494	45	61	1
SPAC2C4.03c	21	353	79	100	438	300	0.21	26.8274268281933	0.805936073059361	102.958052515245	0.0372866952741677	0.0939522341618013	0.26056657223796	0.163315725300855	0.41151078562869	53	68	1
SPAC2C4.04c	3	235	18	100	913	221	0.03	3.83248954688476	0.257393209200438	32.8818927899934	0.00327170747803244	0.041050018265897	0.116553191489362	0.0298706892744361	0.37478666676764	21	82	1
SPAC2C4.05	96	1719	373	100	830	300	0.96	122.639665500312	2.0710843373494	264.580302453611	0.0452137062923337	0.0689084019417095	0.463525305410122	0.37527376222637	0.571939736116189	132	64	1
SPAC2C4.06c	17	187	28	100	1575	300	0.17	21.7174407656803	0.118730158730159	15.1677364077767	0.0534747829279609	0.152438345939414	1.43181818181818	0.842227831115385	2.40090394854577	12	105	1
SPAC2C4.07c	78	2663	48	100	3037	300	0.78	99.6447282190038	0.876852156733619	112.017557494832	0.0232257463262181	0.036885419357865	0.889545625234698	0.705365915927245	1.12021018589836	83	95	1
SPAC2C4.08	4	82	235	100	653	300	0.04	5.10998606251301	0.125574272588055	16.0420695683793	0.0152327671852746	0.138088864345216	0.318536585365854	0.0994699697198432	0.901720284174264	11	93	1
SPAC2C4.09	67	632	2	100	1305	300	0.67	85.592266547093	0.484291187739464	61.8680304886633	0.0817183858590696	0.137292816629973	1.38346518987342	1.06642493546086	1.79167125702115	54	113	1
SPAC2C4.10c	3	217	36	100	831	300	0.03	3.83248954688476	0.261131167268351	33.3594156307258	0.00354084178044521	0.04448832275505	0.114884792626728	0.0294243951954997	0.369697962094466	21	82	1
SPAC2C4.11c	61	818	32	100	948	300	0.61	77.9272874533235	0.862869198312236	110.231239428683	0.05697042611125	0.0974147509591287	0.706943765281174	0.54007963953465	0.92349183909254	74	87	1
SPAC2C4.12c	13	389	104	100	1564	300	0.13	16.6074547031673	0.248721227621483	31.7740501649227	0.01840500513955	0.0594021049077066	0.5226735218509	0.287854280382561	0.929048920756531	22	91	1
SPAC2C4.13	27	790	0	100	2887	300	0.27	34.4924059219628	0.27364045722203	34.9574730636065	0.0228178832829477	0.0508302633328251	0.986696202531646	0.658752290378699	1.46746970241866	27	100	1
SPAC2C4.14c	24	461	7	100	1863	300	0.24	30.6599163750781	0.247450348899624	31.6116958510266	0.0337408315108758	0.0796577749191783	0.969891540130152	0.628591691047615	1.48402434674429	24	100	1
SPAC2C4.15c	118	1332	79	100	1238	300	1.18	150.744588844134	1.07592891760905	137.449544330924	0.0730426483358991	0.107363575403593	1.09672672672673	0.904267986398431	1.32916106349648	112	106	1
SPAC2C4.16c	117	1310	382	100	444	300	1.17	149.467092328506	2.95045045045045	376.919016998426	0.0735730086676563	0.108338923892452	0.396549618320611	0.326664158484394	0.481024822082485	162	55	1
SPAC2C4.17c	58	492	0	100	3552	291	0.58	74.0947979064387	0.138513513513514	17.6950530880941	0.0889205586361987	0.155955715316974	4.18731707317073	3.15845824275778	5.53954700805891	19	139	7.93749487226766e-11
SPAC2E12.02	98	5156	50	100	2602	300	0.98	125.194658531569	1.9815526518063	253.142660821648	0.0154802792448674	0.0233133111663346	0.494561675717611	0.402796865951449	0.606612356548027	131	67	1
SPAC2E12.03c	38	510	2	100	1688	300	0.38	48.5448675938736	0.302132701421801	38.5973473323702	0.0528046129573868	0.104703253702352	1.25772549019608	0.891341866720688	1.7673909224957	32	106	1
SPAC2E12.05	0	80	0	100	1909	255	0	0	0.0419067574646412	5.35357366423574	0.00113929585402706	0.0605494800111063	0	0.0217491578533766	1.15588957341202	4	96	1
SPAC2E1P3.01	22	1020	37	100	1533	300	0.22	28.1049233438216	0.665362035225049	84.9997681631323	0.0137882386709454	0.0334133402748589	0.330647058823529	0.211373698825593	0.512226506413586	48	74	1
SPAC2E1P3.02c	0	47	6	0	2107	300	NA	NA	0.0223065970574276	2.84966000163872	0.00194303656715677	0.1038928146097	NA	NA	NA	0	0	1
SPAC2E1P3.04	0	1080	31	100	3164	300	0	0	0.34134007585335	43.6060757546939	8.41750027464106e-05	0.00443821913049706	0	0.00266329708689643	0.140425253288927	25	75	1
SPAC2E1P3.05c	4	692	27	100	1648	300	0.04	5.10998606251301	0.419902912621359	53.6424507775941	0.00184602412779936	0.015951795047292	0.0952601156069364	0.0304224776261334	0.262885582379372	30	74	1
SPAC2E1P5.01c	36	1580	40	100	1976	300	0.36	45.9898745626171	0.799595141700405	102.148000743555	0.0161299727729673	0.032037009148769	0.450227848101266	0.318728261993833	0.633051300779675	60	76	1
SPAC2E1P5.02c	23	55	23	100	675	300	0.23	29.3824198594498	0.0814814814814815	10.4092308680821	0.24958846720908	0.696206027336036	2.82272727272727	1.68472215366129	4.69939068451824	9	114	1
SPAC2E1P5.03	207	1413	1	100	1967	300	2.07	264.441778735049	0.718352821555668	91.7693226529091	0.12626032567553	0.169924785108437	2.8815923566879	2.48354060603768	3.34242052308296	128	179	2.67834389375702e-14
SPAC2E1P5.04c	13	164	30	100	867	300	0.13	16.6074547031673	0.189158016147636	24.1648706531757	0.043085084471661	0.142845646725119	0.687256097560976	0.373547682369301	1.23847175710679	17	96	1
SPAC2E1P5.05	287	1152	28	100	1681	300	2.87	366.641499985309	0.685306365258775	87.5476493755948	0.218438960343941	0.284088851871087	4.18790798611111	3.67195892338166	4.77553359995296	157	230	3.1243575461816e-32
SPAC2F3.01	58	258	42	100	851	300	0.58	74.0947979064387	0.303172737955347	38.7302116371433	0.167307101734914	0.30147628198946	1.9131007751938	1.42378343576412	2.56556315973031	36	122	1
SPAC2F3.02	45	839	2	100	2588	300	0.45	57.4873432032714	0.3241885625966	41.4149759123688	0.0392546848320589	0.0730468686294812	1.3880810488677	1.01591124345368	1.89045296013097	35	110	1
SPAC2F3.03c	112	1091	21	100	1546	300	1.12	143.079609750364	0.705692108667529	90.1519209929123	0.0840922740747919	0.125223294747439	1.58709440879927	1.30006655719628	1.9359521367954	87	125	1
SPAC2F3.04c	14	964	201	100	730	300	0.14	17.8849512187955	1.32054794520548	168.699539872005	0.00823124319435596	0.0251349759954805	0.106016597510373	0.0600880753187985	0.183485324767007	64	50	1
SPAC2F3.05c	3	310	44	100	1143	300	0.03	3.83248954688476	0.271216097987752	34.6477620161644	0.00248477440652049	0.0310507749781756	0.110612903225806	0.0284009714665292	0.354910358000547	21	82	1
SPAC2F3.06c	136	4198	58	100	3371	300	1.36	173.739526125442	1.24532779590626	159.090192008526	0.0272044745597525	0.0385552809392828	1.09208194378275	0.917062837409255	1.29969852046322	130	106	1
SPAC2F3.07c	0	0	1	100	105	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPAC2F3.08	7	709	43	100	2631	300	0.07	8.94247560939777	0.269479285442797	34.4258848187165	0.00430910341201017	0.0214191789019462	0.259760225669958	0.113372510769988	0.563538596910204	22	85	1
SPAC2F3.09	20	3730	160	100	2226	300	0.2	25.5499303125651	1.67565139263252	214.063881549568	0.003361749603817	0.00845607320356714	0.119356568364611	0.0748325461809665	0.188232189511404	75	45	1
SPAC2F3.10	78	1141	117	100	3093	300	0.78	99.6447282190038	0.368897510507598	47.1265284297393	0.0539667745760626	0.0864734166625036	2.11440841367222	1.66919233763762	2.67462277737124	47	131	0.0108899037833913
SPAC2F3.11	54	1218	47	100	1233	300	0.54	68.9848118439257	0.987834549878346	126.195519548679	0.0334191408522185	0.0586708767384039	0.546650246305419	0.412058006707854	0.72341191018452	76	78	1
SPAC2F3.12c	28	210	37	100	907	300	0.28	35.7699024375911	0.231532524807056	29.5781993695626	0.0880240963679845	0.200696156905731	1.20933333333333	0.798378554057619	1.82031414313498	24	104	1
SPAC2F3.13c	29	653	38	100	2109	300	0.29	37.0473989532193	0.309625414888573	39.5545388670104	0.0300368785360046	0.0652482600041536	0.936615620214395	0.633477768324337	1.3760858034876	30	99	1
SPAC2F3.14c	4	159	30	100	1093	300	0.04	5.10998606251301	0.145471180237877	18.5838925878218	0.00795280847927952	0.0702292317166568	0.27496855345912	0.0869241966785252	0.767605502663059	13	91	1
SPAC2F3.15	6	997	44	100	2880	300	0.06	7.66497909376952	0.346180555555556	44.2244453500475	0.00243996892731419	0.0138548160700838	0.173319959879639	0.0702711051066486	0.399018702818413	27	79	1
SPAC2F3.16	137	2216	126	100	2129	300	1.37	175.017022641071	1.04086425551902	132.970045966755	0.0518193623196472	0.0737136908677593	1.31621389891697	1.10323422378529	1.5693644785746	120	117	1
SPAC2F3.17c	57	299	121	100	340	300	0.57	72.8173013908105	0.879411764705882	112.344546521426	0.142102335128019	0.255216694619255	0.648160535117057	0.483147939435263	0.867736761705468	73	84	1
SPAC2F3.18c	20	377	29	100	696	300	0.2	25.5499303125651	0.541666666666667	69.1977279298637	0.0328935231647994	0.0846219712271867	0.369230769230769	0.228938921227004	0.588968919741219	42	78	1
SPAC2F7.02c	77	1567	97	100	1722	300	0.77	98.3672317033755	0.909988385598142	116.250699186381	0.0388154744071014	0.0621170424191718	0.846164645820038	0.668402469290286	1.06965547045814	84	93	1
SPAC2F7.03c	134	3757	27	100	3553	300	1.34	171.184533094186	1.05741626794258	135.084559786528	0.0299025046011176	0.0425153077044644	1.26723981900453	1.06243598847771	1.51056888273962	120	114	1
SPAC2F7.04	2	262	9	100	1900	300	0.02	2.55499303125651	0.137894736842105	17.6160045839264	0.00131499448659946	0.0310029488965453	0.145038167938931	0.0249848952453898	0.58905602903436	12	90	1
SPAC2F7.05c	107	4262	185	100	1489	300	1.07	136.692127172223	2.86232370718603	365.66085625303	0.0206208974887134	0.0305383665236256	0.373822149225716	0.307045163606943	0.454716277536786	153	54	1
SPAC2F7.06c	2	9	503	100	1757	300	0.02	2.55499303125651	0.00512236767216847	0.654380685296203	0.0332058119471448	1.09402338033518	3.90444444444444	0.583426115911334	19.2219907924891	0	102	1
SPAC2F7.07c	171	2195	52	100	1952	300	1.71	218.451904172431	1.12448770491803	143.65291248996	0.0664640696657686	0.0912747996113068	1.52069248291572	1.2973786398758	1.78168408841271	143	128	1
SPAC2F7.08c	13	1050	100	100	1605	300	0.13	16.6074547031673	0.654205607476635	83.5745384055867	0.00686060995810625	0.0218671131474846	0.198714285714286	0.110112789827605	0.350967166017129	44	69	1
SPAC2F7.09c	11	324	26	100	1587	300	0.11	14.0524616719108	0.204158790170132	26.0812143077224	0.0176645767877585	0.0634901691828667	0.538796296296296	0.280336833621728	1.0075889849321	18	93	1
SPAC2F7.10	9	705	41	100	2628	300	0.09	11.4974686406543	0.268264840182648	34.2707398598904	0.00620206470136458	0.0253118337395551	0.335489361702128	0.162990260351861	0.665194990675509	23	86	1
SPAC2F7.11	52	2945	111	100	3566	300	0.52	66.4298188126692	0.825855300056085	105.502726823477	0.0132855300792907	0.0234046771699904	0.62965025466893	0.473762002627505	0.834610787881859	68	84	1
SPAC2F7.13c	94	1638	20	100	1468	300	0.94	120.084672469056	1.1158038147139	142.543548542172	0.0463470565629511	0.0709811899750607	0.842442002442002	0.680374790344122	1.04200386883389	102	92	1
SPAC2F7.14c	2	625	83	100	1154	300	0.02	2.55499303125651	0.54159445407279	69.1885027961576	0.000552997531221363	0.0129442331967842	0.036928	0.00638159151029452	0.14937645109089	35	67	1
SPAC2F7.15	13	330	24	100	962	300	0.13	16.6074547031673	0.343035343035343	43.8226455464993	0.021658056326976	0.0701487846646918	0.378969696969697	0.208350501865509	0.674831308474335	28	85	1
SPAC2F7.16c	6	1183	8	100	4189	300	0.06	7.66497909376952	0.2824063022201	36.0773067077638	0.00205718626611927	0.0116712557818244	0.212459847844463	0.0861755326877362	0.488908904700624	23	83	1
SPAC2F7.17	1	125	4	100	2126	300	0.01	1.27749651562825	0.0587958607714017	7.51115072688296	0.000414597968080589	0.0525615288383548	0.17008	0.00881435280139333	1.11745810310342	5	96	1
SPAC2G11.02	26	1483	9	100	4070	300	0.26	33.2149094063346	0.364373464373464	46.5485831124496	0.0116496857591266	0.0261857799042477	0.713553607552259	0.474142210396451	1.06576124210288	33	93	1
SPAC2G11.03c	3	802	9	100	2546	300	0.03	3.83248954688476	0.315003927729772	40.2416420083998	0.000963893158796163	0.0119519094454976	0.0952369077306733	0.0245407198229503	0.304295614482368	24	79	1
SPAC2G11.04	2	226	8	100	1073	300	0.02	2.55499303125651	0.210624417520969	26.9071959489269	0.00152313939880033	0.0359811516272245	0.0949557522123894	0.0163432857491275	0.386077756960119	17	85	1
SPAC2G11.05c	3	286	25	100	2343	300	0.03	3.83248954688476	0.122065727699531	15.5938541813777	0.0026919714566981	0.0336757437156969	0.245769230769231	0.0630728912304365	0.789022675258779	11	92	1
SPAC2G11.06	23	569	23	100	1550	300	0.23	29.3824198594498	0.367096774193548	46.896484993063	0.0260049402340041	0.0622690354016214	0.626537785588752	0.403076573627064	0.965170048725131	33	90	1
SPAC2G11.07c	167	2709	163	100	1816	300	1.67	213.341918109918	1.49174008810573	190.569276477805	0.052557032299465	0.0722753373089417	1.11949796973053	0.954435706558285	1.31252012553038	159	108	1
SPAC2G11.08c	45	53	11	100	856	300	0.45	57.4873432032714	0.0619158878504673	7.90973309910017	0.560306694944462	1.2857266004458	7.26792452830189	4.79622530872459	11.0058196998161	8	137	9.96156527375359e-13
SPAC2G11.09	43	2564	83	100	2677	300	0.43	54.9323501720149	0.957788569293986	122.357155998164	0.0122529107797915	0.0228729937113368	0.448950858034321	0.328010421575017	0.612310041652485	69	74	1
SPAC2G11.10c	11	181	14	100	1537	300	0.11	14.0524616719108	0.117761873780091	15.0440383427921	0.0313553759144756	0.114659935463884	0.934088397790055	0.48193212780549	1.76232320807989	11	100	1
SPAC2G11.11c	145	1183	15	100	3069	300	1.45	185.236994766097	0.385467579015966	49.2433489080555	0.10275039560981	0.146134297758271	3.7616652578191	3.15340964126506	4.48486159820135	68	177	2.05186868312607e-19
SPAC2G11.12	9	1292	36	100	3958	300	0.09	11.4974686406543	0.326427488630622	41.70099793309	0.00339122063182999	0.0137818725020689	0.275712074303406	0.134224512607831	0.545486513631886	26	83	1
SPAC2G11.13	13	490	170	100	1781	300	0.13	16.6074547031673	0.275126333520494	35.1472932430008	0.0146406176967483	0.0470598712134413	0.472510204081633	0.260749401179088	0.83813630631139	24	89	1
SPAC2G11.14	28	1560	23	100	3125	300	0.28	35.7699024375911	0.4992	63.7726260601624	0.0121138396713102	0.0264148574835705	0.560897435897436	0.378557489728445	0.825464296361577	42	86	1
SPAC2G11.15c	11	140	18	100	953	300	0.11	14.0524616719108	0.146904512067156	18.7670002295861	0.0403146262131788	0.149103582790712	0.748785714285714	0.384198387811594	1.42095714399548	14	97	1
SPAC2H10.01	70	1423	35	100	2762	300	0.7	89.4247560939777	0.515206372194062	65.8174345307388	0.0383983103820774	0.0629142949126112	1.35867884750527	1.06056133275298	1.73769282548632	57	113	1
SPAC2H10.02c	28	502	70	100	707	300	0.28	35.7699024375911	0.71004243281471	90.7076733869	0.0373682921891531	0.0827044641668749	0.394342629482072	0.264193825777313	0.584720561659805	53	75	1
SPAC2H10.04	1	5	111	100	212	300	0.01	1.27749651562825	0.0235849056603774	3.01296348025532	0.00883974757390515	1.74105855180368	0.424	0.0187402648566789	3.6910441298238	2	99	1
SPAC30.01c	134	1826	30	100	5458	300	1.34	171.184533094186	0.334554781971418	42.7392568255257	0.0613259698973191	0.0877597165100372	4.00532311062432	3.34717143699568	4.78992532711783	58	176	7.16610885654672e-21
SPAC30.02c	25	300	24	100	844	300	0.25	31.9374128907063	0.355450236966825	45.4086439204356	0.0541651606993519	0.127221689294895	0.703333333333333	0.45715395630253	1.07375105764891	32	93	1
SPAC30.03c	3	205	44	100	1188	300	0.03	3.83248954688476	0.172558922558923	22.0443422309589	0.00374629128267587	0.0471194138648563	0.173853658536585	0.0445059404381893	0.559778636714493	15	88	1
SPAC30.04c	50	3058	14	100	4443	300	0.5	63.8748257814127	0.688273688948908	87.9267239430835	0.012233037985041	0.0217923955562744	0.726455199476782	0.543513877675372	0.968236134565273	61	89	1
SPAC30C2.02	85	1109	254	100	1225	300	0.85	108.587203828402	0.90530612244898	115.65254170055	0.0610750953461677	0.0960679361458754	0.938908926961226	0.748169917990554	1.17683221778697	87	98	1
SPAC30C2.03	53	98	24	100	653	300	0.53	67.7073153282974	0.150076569678407	19.1722294841606	0.381892654568541	0.764734651947874	3.5315306122449	2.49375903433257	4.99371727721962	19	134	8.84362862798559e-06
SPAC30C2.04	100	1267	198	100	1191	300	1	127.749651562825	1.06381192275399	135.901602460201	0.0640336519311879	0.0971902301157408	0.940015785319653	0.762640794500447	1.15753564067847	103	97	1
SPAC30C2.05	57	248	66	100	809	300	0.57	72.8173013908105	0.30655129789864	39.1618214926832	0.170489339388452	0.309229809683031	1.85939516129032	1.37925875565258	2.50166916033572	36	121	1
SPAC30C2.06c	8	555	25	100	1527	300	0.08	10.219972125026	0.363457760314342	46.4316022379621	0.00666610285914179	0.0298094244706755	0.220108108108108	0.101791390659095	0.455189911667216	28	80	1
SPAC30C2.07	43	1630	30	100	2671	300	0.43	54.9323501720149	0.610258330213403	77.9602890480739	0.0192448651944178	0.0360342904416786	0.704619631901841	0.514030349342899	0.962475897697236	54	89	1
SPAC30C2.08	75	2364	90	100	2034	300	0.75	95.812238672119	1.1622418879056	148.475996211661	0.0250310163406417	0.0401503707937229	0.645304568527919	0.509130872368651	0.816658541944324	94	81	1
SPAC30D11.01c	6	709	20	100	3648	300	0.06	7.66497909376952	0.194353070175439	24.8285369950776	0.00342745255615565	0.0195051613301452	0.308716502115656	0.125033469248558	0.711548285323698	17	89	1
SPAC30D11.02c	0	5	14	100	521	300	0	0	0.00959692898272553	1.22600433361637	0.0190383591688732	1.16008855872718	0	0.0991898512698294	6.04406139096862	0	100	1
SPAC30D11.03	22	1080	33	100	2242	300	0.22	28.1049233438216	0.48171275646744	61.5386367920836	0.0130256974632999	0.0315484390863989	0.456703703703704	0.292036137127184	0.707316004317064	39	83	1
SPAC30D11.04c	92	2843	42	100	3497	300	0.92	117.529679437799	0.81298255647698	103.858238316589	0.0261411015036884	0.0400141481569988	1.1316355962012	0.914154319583983	1.39929476105025	86	106	1
SPAC30D11.05	50	513	46	100	1624	300	0.5	63.8748257814127	0.315886699507389	40.3544157953999	0.0720821871426168	0.131434044390621	1.58284600389864	1.1706147191961	2.13448888090369	36	114	1
SPAC30D11.06c	28	491	16	100	1955	300	0.28	35.7699024375911	0.251150895140665	32.0844393439116	0.0381962535059325	0.0845781082594467	1.11486761710794	0.746736756040981	1.65350201647218	25	103	1
SPAC30D11.07	39	196	3	100	1246	300	0.39	49.8223641095019	0.157303370786517	20.0954508076354	0.138935213126771	0.28393926298882	2.47928571428571	1.73113275555956	3.5378832168407	18	121	0.121147439561713
SPAC30D11.08c	9	1395	86	100	1641	300	0.09	11.4974686406543	0.850091407678245	108.598881127448	0.0031414032498402	0.012761828370498	0.105870967741935	0.0515504273298776	0.209421603559872	50	59	1
SPAC30D11.09	3	568	166	100	1922	300	0.03	3.83248954688476	0.295525494276795	37.7532789217923	0.00135972410826852	0.0168941619026496	0.101514084507042	0.026133897360921	0.324705791768925	23	80	1
SPAC30D11.10	35	895	604	100	1874	300	0.35	44.7123780469889	0.477588046958378	61.011706589503	0.027464558370416	0.0554170565591872	0.732849162011173	0.514685823861596	1.03851563991917	43	92	1
SPAC30D11.11	96	2062	182	100	1871	300	0.96	122.639665500312	1.10208444681988	140.790904074049	0.0377284240498171	0.0573912481794414	0.871076624636276	0.705898813972079	1.07379025343735	102	94	1
SPAC30D11.12	57	826	490	100	308	244	0.57	72.8173013908105	2.68181818181818	342.601338282123	0.0522526293212412	0.0909294665561123	0.212542372881356	0.160938098309423	0.280062756992826	114	43	1
