V4	mcs6as_3MBPP1r2_pr_counts	mcs6as_3MBPP1r2gb_counts	mcs6as_3MBPP1r2term_counts	mcs6as_3MBPP1r2pr_map	mcs6as_3MBPP1r2gb_map	mcs6as_3MBPP1r2term_map	mcs6as_3MBPP1r2pr_density	mcs6as_3MBPP1r2pr_densityRPKM	mcs6as_3MBPP1r2gb_density	mcs6as_3MBPP1r2gb_densityRPKM	mcs6as_3MBPP1r2pause_index_CI_low	mcs6as_3MBPP1r2pause_index_CI_high	mcs6as_3MBPP1r2pause_index_scaled	mcs6as_3MBPP1r2pause_index_CI_low_scaled	mcs6as_3MBPP1r2pause_index_CI_high_scaled	mcs6as_3MBPP1r2_ExpPR	mcs6as_3MBPP1r2_ExpGB	mcs6as_3MBPP1r2Fexact_Pval
SPAC22H12.02	1	896	65	100	2351	300	0.01	1.1810712079642	0.381114419396002	45.012326768861	5.82002758382162e-05	0.00726056661199036	0.0262388392857143	0.00136828848495646	0.170695921047893	27	74	1
SPAC22H12.03	16	96	18	100	965	300	0.16	18.8971393274272	0.0994818652849741	11.7495166802656	0.0945336884063944	0.289673058050474	1.60833333333333	0.912250093121706	2.79534501018707	10	106	1
SPAC22H12.04c	385	3136	660	100	717	300	3.85	454.712415066217	4.37377963737796	516.574519968721	0.110275545761002	0.136658647512577	0.880245535714286	0.790675663106386	0.979842502665174	394	91	1
SPAC22H12.05c	2	490	51	100	2597	300	0.02	2.3621424159284	0.188679245283019	22.2843624144189	0.000704908500584538	0.0165237243163997	0.106	0.0183064737601804	0.429121120496901	16	86	1
SPAC23A1.02c	75	1272	128	100	1854	300	0.75	88.580340597315	0.686084142394822	81.0314226823334	0.0463729245705534	0.0748573218695494	1.09316037735849	0.85975402153806	1.38785474746144	71	104	1
SPAC23A1.03	67	665	56	100	741	300	0.67	79.1317709336014	0.897435897435897	105.993569945505	0.0777122251507123	0.130396680796846	0.746571428571429	0.575847588366778	0.966239404704631	78	89	1
SPAC23A1.04c	2	586	125	100	3090	300	0.02	2.3621424159284	0.189644012944984	22.398308345211	0.00058971109227012	0.0138083796453531	0.105460750853242	0.0182220727511467	0.42667893104141	16	86	1
SPAC23A1.05	22	778	151	100	852	300	0.22	25.9835665752124	0.913145539906103	107.848990586402	0.0180502151262174	0.0438735177682349	0.240925449871465	0.153787832875372	0.373802371385362	58	64	1
SPAC23A1.06c	12	681	71	100	2121	300	0.12	14.1728544955704	0.321074964639321	37.9212396333626	0.00949662794018937	0.0319137334036104	0.373744493392071	0.201423478611417	0.676890285490576	27	85	1
SPAC23A1.07	30	405	81	100	801	300	0.3	35.432136238926	0.50561797752809	59.7170835487517	0.0501697494740326	0.108724211347267	0.593333333333333	0.401859693287001	0.87088093289161	43	87	1
SPAC23A1.08c	405	1565	648	100	254	300	4.05	478.333839225501	6.16141732283465	727.707260025186	0.231639410617235	0.289084584520735	0.657316293929712	0.588364102967777	0.734274844682667	434	71	1
SPAC23A1.09	103	637	1987	100	955	60	1.03	121.650334420313	0.667015706806283	78.7793046568791	0.13056421724767	0.200076254635853	1.54419152276295	1.24688827471525	1.91072823177239	81	122	1
SPAC23A1.10	2003	24	422	42	242	300	47.6904761904762	5632.58483226736	0.0991735537190083	11.7131028889012	55.0190609391987	127.685852784366	480.878968253968	317.014589221097	735.713723186108	184	1861	1.16902749758258e-247
SPAC23A1.11	206	1510	332	100	598	300	2.06	243.300668840625	2.52508361204013	298.230355188284	0.11761385077484	0.158193049388216	0.815814569536424	0.703330827633544	0.945994435341534	219	87	1
SPAC23A1.12c	470	1269	174	100	1720	300	4.7	555.103467743174	0.737790697674419	87.1383350527075	0.332695212382419	0.412282359522315	6.37037037037037	5.7223576529776	7.09125658378382	241	329	3.31433539310166e-69
SPAC23A1.14c	51	1951	186	100	1732	300	0.51	60.2346316061742	1.12644341801386	133.040988841695	0.0195881445100397	0.034789559240213	0.452752434648898	0.339266662913888	0.602555166040489	79	72	1
SPAC23A1.15c	93	625	470	100	785	300	0.93	109.839622340671	0.796178343949045	94.0343318442834	0.118926747890102	0.185987448609549	1.16808	0.933574970937298	1.46000147158496	85	108	1
SPAC23A1.16c	53	116	295	100	854	300	0.53	62.5967740221026	0.135831381733021	16.0426534102866	0.325806233749613	0.63963469460961	3.90189655172414	2.7823852362217	5.46248029196607	18	135	2.34512927534896e-07
SPAC23A1.17	32	4811	53	100	5120	300	0.32	37.7942786548544	0.9396484375	110.97917151398	0.00461997862643961	0.00952301034691688	0.340552899605072	0.236542905673708	0.487578129762144	63	69	1
SPAC23A1.18c	446	1183	124	100	1470	300	4.46	526.757758752033	0.804761904761905	95.0481114980713	0.337589807115638	0.420995496474566	5.54201183431953	4.96257016459987	6.18863379817612	243	303	4.12149594316812e-56
SPAC23A1.19c	7	633	675	100	3478	300	0.07	8.2674984557494	0.182001150086256	21.4956318183248	0.00482416742037322	0.0240030873229669	0.384612954186414	0.167784542880581	0.83482737709279	16	91	1
SPAC23A1.20	48	258	47	100	487	300	0.48	56.6914179822816	0.529774127310062	62.5700968490274	0.13501721005358	0.255674323329936	0.906046511627907	0.657533812960934	1.24513395461679	51	97	1
SPAC23C11.01	123	1273	153	100	2586	300	1.23	145.271758579597	0.492266047950503	58.1401255892663	0.0799339577141941	0.116713499765733	2.49864886095837	2.06709214648906	3.01821110394185	73	150	2.24856903782555e-07
SPAC23C11.02c	376	1169	687	100	278	300	3.76	444.082774194539	4.20503597122302	496.644691406529	0.285857577359328	0.361868535883193	0.894165953806672	0.794684065058931	1.00599452975528	384	92	1
SPAC23C11.03	55	640	90	100	1872	300	0.55	64.958916438031	0.341880341880342	40.3785028363829	0.0645877619119864	0.114076166702792	1.60875	1.20908290299238	2.13550584067626	39	116	1
SPAC23C11.04c	2	223	185	100	3163	300	0.02	2.3621424159284	0.0705026873221625	8.32686940803087	0.00154349889403641	0.0364691422191435	0.283677130044843	0.0488208700183717	1.15351896839151	6	96	1
SPAC23C11.05	526	2671	338	100	997	300	5.26	621.243455389169	2.679037111334	316.413359726417	0.179148158035479	0.216461181812934	1.96339198801947	1.78610713561373	2.15811798267495	455	171	2.77371094016529e-06
SPAC23C11.06c	15	140	5	100	1614	300	0.15	17.716068119463	0.0867410161090458	10.2447316675953	0.060488481670063	0.186689947073283	1.72928571428571	0.976284094154817	3.01317574576279	9	106	1
SPAC23C11.08	41	314	64	100	507	300	0.41	48.4239195265322	0.619329388560158	73.1472109074475	0.092972818381101	0.182729877006977	0.662006369426752	0.471372189192182	0.926440476425374	53	88	1
SPAC23C11.09	287	1738	180	100	2814	300	2.87	338.967436685725	0.617626154939588	72.9460468884783	0.14544900684	0.187444834477786	4.64682393555811	4.09293505247761	5.27469764220489	147	240	2.11848284636578e-39
SPAC23C11.10	48	61	4	100	755	300	0.48	56.6914179822816	0.080794701986755	9.54242962726042	0.530105678318846	1.16703562785385	5.94098360655738	4.00229787130729	8.81111899029659	11	137	6.32395515497268e-11
SPAC23C11.11	205	1431	215	100	1972	300	2.05	242.119597632661	0.725659229208925	85.7055222412155	0.123403035437864	0.166252278436602	2.82501747030049	2.43350785883468	3.27849493076978	128	177	1.26971066150412e-13
SPAC23C11.12	35	97	39	100	211	300	0.35	41.337492278747	0.459715639810427	54.2956906030935	0.240567322863297	0.539229824808753	0.761340206185567	0.507597051241556	1.13777493034647	42	93	1
SPAC23C11.13c	178	788	135	100	943	300	1.78	210.230675017628	0.835630965005302	98.6939673251102	0.191318964668557	0.266608012101896	2.1301269035533	1.80413783682449	2.51411355412088	126	152	4.20447215785998e-05
SPAC23C11.14	55	1030	213	100	1410	300	0.55	64.958916438031	0.730496453900709	86.2768329222075	0.0403088452148656	0.0705683879046084	0.752912621359223	0.568354717529606	0.995014269454979	65	90	1
SPAC23C11.15	30	697	93	100	3393	300	0.3	35.432136238926	0.205422929560861	24.261910755999	0.0293204331254459	0.0628051881012796	1.46040172166428	0.994842295946378	2.13098003227642	22	108	1
SPAC23C11.16	61	579	50	100	2336	300	0.61	72.0453436858162	0.247859589041096	29.2739824234277	0.0801733450975487	0.138168999016861	2.46107081174439	1.87284934147874	3.22762781703387	31	130	0.00155802682631099
SPAC23C11.17	82	3055	133	100	1611	300	0.82	96.8478390530644	1.89633767846058	223.970983260747	0.0214156039600418	0.03359672533711	0.432412438625205	0.345005379796273	0.541243245180842	119	63	1
SPAC23C4.02	53	751	415	100	1876	300	0.53	62.5967740221026	0.400319829424307	47.2806224510189	0.0528581570230176	0.0939876348676936	1.3239414114514	0.99161902575181	1.76320803011793	43	110	1
SPAC23C4.03	291	1121	182	100	1548	300	2.91	343.691721517582	0.724160206718346	85.5284770108442	0.227692318788224	0.295906210534574	4.01844781445138	3.52467709484171	4.5806281390752	164	227	3.50260692601568e-30
SPAC23C4.04c	102	60	40	100	173	300	1.02	120.469263212348	0.346820809248555	40.9620072126312	1.22189370034208	2.36784599376036	2.941	2.11387610159179	4.09637356920543	52	150	0.000521145811213746
SPAC23C4.05c	60	346	49	100	1370	300	0.6	70.864272477852	0.252554744525547	29.8285137193878	0.130538103260866	0.229917141210081	2.3757225433526	1.78837201467387	3.14986483457811	32	128	0.00787693201648496
SPAC23C4.06c	7	366	74	100	3248	300	0.07	8.2674984557494	0.112684729064039	13.3088689074784	0.008316476878373	0.0416578087226089	0.62120218579235	0.270119169009555	1.35304562731034	10	97	1
SPAC23C4.07	0	398	139	100	2616	300	0	0	0.152140672782875	17.9688968184156	0.000228495162966765	0.0120607393473259	0	0.00597743346321057	0.315508941326046	13	87	1
SPAC23C4.08	91	1608	84	100	1435	300	0.91	107.477479924742	1.1205574912892	132.345818983027	0.0455448670773912	0.0702401401738337	0.812095771144279	0.653568842560563	1.00794601149451	100	91	1
SPAC23C4.09c	8	311	15	100	1989	300	0.08	9.4485696637136	0.156359979889392	18.4672270325222	0.0118458583407835	0.0534368790587347	0.511639871382637	0.235614122398185	1.06285952447823	14	94	1
SPAC23C4.10	117	367	58	100	1619	300	1.17	138.185331331811	0.226683137739345	26.7728927314924	0.257471076833685	0.394495768682719	5.16138964577657	4.16845673393736	6.38688649497322	40	177	5.71832914337432e-24
SPAC23C4.11	86	479	193	100	279	300	0.86	101.572123884921	1.7168458781362	202.771723517868	0.141732826894228	0.22717931728799	0.500918580375783	0.395434587034897	0.633830295233493	117	69	1
SPAC23C4.12	15	844	34	100	1935	300	0.15	17.716068119463	0.436175710594315	51.5154573396271	0.0102749225895789	0.0302132738273874	0.343898104265403	0.198819752108352	0.584626848559946	34	81	1
SPAC23C4.13	27	783	256	100	891	300	0.27	31.8889226150334	0.878787878787879	103.79110615443	0.0230204768995833	0.0512878587900092	0.307241379310345	0.205112449175287	0.456974821818982	59	68	1
SPAC23C4.14	77	370	184	100	1422	300	0.77	90.9424830132434	0.260196905766526	30.7311073802218	0.161527051993528	0.267775615318084	2.9592972972973	2.29691467934796	3.80776924982316	36	141	5.20984609520211e-07
SPAC23C4.15	100	464	65	100	1088	300	1	118.10712079642	0.426470588235294	50.3692132808262	0.172579744541733	0.268904386589647	2.3448275862069	1.87766762061405	2.92567972609536	59	141	0.000132744279378868
SPAC23C4.16c	83	288	34	100	1516	300	0.83	98.0289102610286	0.189973614775726	22.4372366684492	0.224026477872982	0.370344613791422	4.36902777777778	3.3962414045544	5.61442434507796	29	154	1.14730390242713e-14
SPAC23C4.17	1	699	66	100	3254	300	0.01	1.1810712079642	0.214812538414259	25.3708904230785	7.45817086556654e-05	0.00931102957694387	0.046552217453505	0.00242688879965535	0.302980902433753	17	84	1
SPAC23C4.18c	28	829	3	100	4245	300	0.28	33.0699938229976	0.195288574793875	23.0649712933409	0.0227251211553581	0.0498641747394049	1.43377563329312	0.964681393044952	2.11673421768774	20	108	1
SPAC23C4.19	66	1097	49	100	3017	300	0.66	77.9506997256372	0.363606231355651	42.9444850890529	0.0465422507791915	0.0776318819818925	1.81515041020966	1.40417970600821	2.3421538793937	44	122	1
SPAC23D3.01	3	165	34	100	1230	300	0.03	3.5432136238926	0.134146341463415	15.8436381556173	0.00464460146227796	0.0586889451217522	0.223636363636364	0.0571285979860189	0.721874024997553	12	91	1
SPAC23D3.02	18	587	16	100	1074	300	0.18	21.2592817433556	0.546554934823091	64.5520297090303	0.0185969963734524	0.0499055719479523	0.329335604770017	0.199731741050879	0.535985842721007	41	77	1
SPAC23D3.03c	183	1030	128	100	1800	300	1.83	216.136031057448	0.572222222222222	67.5835191223959	0.151329784447605	0.208519765253713	3.19805825242718	2.72393612005689	3.75335577456684	103	180	2.87760443962636e-16
SPAC23D3.04c	86	2066	315	100	1575	300	0.86	101.572123884921	1.31174603174603	154.926547025653	0.0333405228393254	0.0519075146958499	0.655614714424008	0.525113234719376	0.817543356459636	105	81	1
SPAC23D3.05c	11	102	34	100	1473	300	0.11	12.9917832876062	0.0692464358452139	8.17849716309222	0.0548389208556289	0.206601964171795	1.58852941176471	0.807777304203414	3.04324693225054	7	104	1
SPAC23D3.06c	41	996	45	100	4289	300	0.41	48.4239195265322	0.232221963161576	27.4270674547061	0.0297227076731474	0.0567974621733538	1.76555220883534	1.27480693210129	2.43604315261514	26	115	1
SPAC23D3.07	256	1164	294	100	1202	300	2.56	302.354229238835	0.968386023294509	114.373285030809	0.191642412983346	0.252343104736856	2.64357388316151	2.30354180405982	3.03316411893701	175	181	2.20102288615378e-12
SPAC23D3.08	169	532	55	100	2561	300	1.69	199.60103414595	0.207731354939477	24.5345522310408	0.266156470724961	0.379016862225653	8.13550751879699	6.81626721526626	9.70662184159897	46	223	6.48342182421271e-52
SPAC23D3.09	64	449	4	100	2734	300	0.64	75.5885573097088	0.164228237015362	19.3965242273565	0.108706537690256	0.186565002242655	3.89701559020045	2.9720367404516	5.10068716131417	23	141	1.75903568979984e-10
SPAC23D3.10c	16	1484	162	100	2642	300	0.16	18.8971393274272	0.561695685087055	66.3402601294047	0.0063624794836587	0.0179844000547432	0.284851752021563	0.168096707958263	0.475147849446314	41	75	1
SPAC23D3.11	1	336	3	100	2696	300	0.01	1.1810712079642	0.124629080118694	14.7195818203253	0.000154940038780128	0.0194133543856156	0.0802380952380952	0.00417718344551225	0.523384034236197	11	90	1
SPAC23D3.12	5	7621	63	100	2544	300	0.05	5.905356039821	2.99567610062893	353.810679083929	0.000241467287402088	0.00162796002680153	0.0166907230022307	0.00614292779150913	0.0414153030818309	78	27	1
SPAC23D3.13c	38	876	77	100	5002	300	0.38	44.8807059026396	0.175129948020792	20.6840939259624	0.0309001559879463	0.0606416001507711	2.16981735159817	1.54562580251708	3.03329283954157	20	118	0.777112521853301
SPAC23D3.14c	0	81	20	100	1748	300	0	0	0.0463386727688787	5.47292722225973	0.00112519171100525	0.059793543622105	0	0.0196683511083719	1.0451911425144	4	96	1
SPAC23D3.16	22	75	19	100	666	300	0.22	25.9835665752124	0.112612612612613	13.3003514410383	0.177155357363579	0.48187830238986	1.9536	1.17985468004143	3.20930949391647	12	110	1
SPAC23D3.17	11	85	1	100	815	300	0.11	12.9917832876062	0.104294478527607	12.3179205738597	0.0653778142652239	0.249645017405388	1.05470588235294	0.532829186261575	2.03460689185391	10	101	1
SPAC23E2.01	61	2894	200	100	3301	300	0.61	72.0453436858162	0.876704029082096	103.544988665507	0.0162145883019569	0.0273432948180239	0.695787836903939	0.535243559847598	0.90260216194297	75	86	1
SPAC23E2.02	20	737	32	100	3817	300	0.2	23.621424159284	0.193083573487032	22.8045449376373	0.0169274179880047	0.0430210676717613	1.03582089552239	0.64611954460214	1.64211415303113	19	101	1
SPAC23E2.03c	160	1461	60	100	2501	300	1.6	188.971393274272	0.584166333466613	68.994203711943	0.0926956388685847	0.129324093801925	2.73894592744695	2.3183179281033	3.23439558598614	95	165	3.7196417403293e-11
SPAC23G3.01	61	3202	93	100	3563	300	0.61	72.0453436858162	0.898680886893068	106.140612065713	0.0146587988742406	0.0247065340197388	0.678772642098688	0.522293003889194	0.880293807123294	76	85	1
SPAC23G3.02c	12	1691	14	100	15008	300	0.12	14.1728544955704	0.112673240938166	13.3075120780081	0.0038368113526837	0.0128093226733601	1.0650266114725	0.575828647810769	1.92242314681788	11	101	1
SPAC23G3.03	9	104	134	100	1780	300	0.09	10.6296408716778	0.0584269662921348	6.90064076563353	0.0409794438815253	0.176313274367161	1.54038461538462	0.729434101091151	3.13837628373546	6	103	1
SPAC23G3.04	71	699	67	100	1096	300	0.71	83.8560557654582	0.637773722627737	75.3256180991766	0.0789410215520754	0.130488545787798	1.11324749642346	0.865193596210746	1.43015446183427	66	105	1
SPAC23G3.05c	35	540	69	100	1341	300	0.35	41.337492278747	0.402684563758389	47.5599144146657	0.0453189438929143	0.0922624773474695	0.869166666666667	0.607727037603981	1.23723982122957	38	97	1
SPAC23G3.06	93	2489	204	100	1833	300	0.93	109.839622340671	1.35788325150027	160.375681212378	0.0302035250480194	0.0461724722335702	0.684889513860988	0.553630614130195	0.846341416041342	111	82	1
SPAC23G3.07c	104	465	48	100	1121	300	1.04	122.831405628277	0.414808206958073	48.9918030065435	0.179759174464701	0.278046530344543	2.50718279569893	2.0151003457493	3.11690160516232	59	145	7.04820995655172e-06
SPAC23G3.08c	86	1223	133	100	3354	300	0.86	101.572123884921	0.36463923673226	43.0664903798514	0.0561479929970156	0.0879599357326694	2.35849550286182	1.8832036851199	2.95017624447373	49	137	0.000127302823007974
SPAC23G3.09	20	967	29	100	1407	300	0.2	23.621424159284	0.68727789623312	81.1724135111145	0.0129207016440929	0.0327379280822746	0.29100310237849	0.181794272132387	0.460622648117604	48	72	1
SPAC23G3.10c	20	575	1	100	2720	300	0.2	23.621424159284	0.211397058823529	24.9674979624785	0.0216579787783669	0.0552424976434412	0.946086956521739	0.58909702277158	1.5025959359016	20	100	1
SPAC23G3.11	63	1491	142	100	3061	300	0.63	74.4074861017446	0.487095720352826	57.5294730831304	0.0325571024664607	0.0547302026890657	1.29338028169014	0.996572906498362	1.6752915043123	53	110	1
SPAC23G3.12c	10	986	104	100	2876	300	0.1	11.810712079642	0.342837273991655	40.4915233328477	0.00513629066882825	0.0193957600724801	0.291683569979716	0.147719719635501	0.557822059684529	28	82	1
SPAC23H3.02c	530	2588	40	100	729	300	5.3	625.967740221026	3.55006858710562	419.28837945286	0.186308961656909	0.225091277996217	1.49292890262751	1.35819233047887	1.64091541659242	491	139	1
SPAC23H3.03c	4	124	6	100	1515	300	0.04	4.7242848318568	0.0818481848184818	9.66685345132414	0.0101598494999838	0.0904312249418767	0.488709677419355	0.153921719924754	1.37003305786943	7	97	1
SPAC23H3.04	32	179	18	100	1038	300	0.32	37.7942786548544	0.172447013487476	20.3672202529472	0.120442794533972	0.264027939937173	1.85564245810056	1.25019620726263	2.74061001654786	19	113	1
SPAC23H3.05c	20	849	1	100	1415	300	0.2	23.621424159284	0.6	70.864272477852	0.0147066309628315	0.0373137623861992	0.333333333333333	0.208098828124065	0.527989737764719	45	75	1
SPAC23H3.06	136	1561	51	100	3025	300	1.36	160.625684283131	0.51603305785124	60.9471786985823	0.0728221748381508	0.104171303388955	2.63549007046765	2.20287078885406	3.15118192751589	80	156	3.14002848986474e-09
SPAC23H3.07c	76	549	216	100	951	300	0.76	89.7614118052792	0.577287066246057	68.1817132673339	0.108082131063552	0.177061377153414	1.31650273224044	1.02786106641438	1.68385369672897	64	112	1
SPAC23H3.08c	41	318	90	100	1128	300	0.41	48.4239195265322	0.281914893617021	33.2961563947354	0.0918264326224426	0.180385294161021	1.45433962264151	1.03580215998115	2.03474611813631	31	110	1
SPAC23H3.09c	42	3400	597	100	1639	300	0.42	49.6049907344964	2.07443563148261	245.005619711914	0.00899669427221331	0.0168989600229	0.202464705882353	0.147455819121576	0.276973954775331	95	47	1
SPAC23H3.10	34	599	74	100	1558	300	0.34	40.1564210707828	0.384467265725289	45.408321795286	0.0395265973077417	0.0811091135263002	0.884340567612688	0.615824386054615	1.26367998873976	37	97	1
SPAC23H3.11c	14	314	27	100	1992	300	0.14	16.5349969114988	0.157630522088353	18.6172871134919	0.0250586318695249	0.0778424331910043	0.888152866242038	0.499167946840937	1.55062126916481	15	99	1
SPAC23H3.12c	55	181	44	100	757	300	0.55	64.958916438031	0.239101717305152	28.239615408391	0.222095228126728	0.414931349897094	2.30027624309392	1.68126087691933	3.141030318721	29	126	0.0761593424352142
SPAC23H3.13c	14	1312	146	100	2986	300	0.14	16.5349969114988	0.439383791024782	51.8943544825529	0.0060545385366008	0.018447292389723	0.318628048780488	0.1807885207029	0.55083615075713	34	80	1
SPAC23H3.14	3	435	44	100	1772	300	0.03	3.5432136238926	0.24548532731377	28.9935652067961	0.00177372722724911	0.0220847016843667	0.122206896551724	0.0314304464668542	0.391340913846978	20	83	1
SPAC23H3.15c	5	30	3	100	1024	300	0.05	5.905356039821	0.029296875	3.46016955458262	0.0568751624943239	0.450161372090488	1.70666666666667	0.582401663941877	4.60965245020659	2	103	1
SPAC23H4.01c	20	1719	94	100	2986	300	0.2	23.621424159284	0.575686537173476	67.9926793868205	0.0072837913945751	0.0183763005754325	0.347411285631181	0.217494011042012	0.548716335182415	43	77	1
SPAC23H4.02	271	1088	46	100	1872	300	2.71	320.070297358298	0.581196581196581	68.6434548218509	0.217546780270266	0.285132588554229	4.66279411764706	4.07247572665938	5.33768205773517	136	235	7.05942607787555e-37
SPAC23H4.03c	22	537	56	100	931	300	0.22	25.9835665752124	0.576799140708915	68.1240857869791	0.026077720722295	0.0637462823926734	0.381415270018622	0.242783579924566	0.59347788907579	44	78	1
SPAC23H4.04	50	591	25	100	1360	300	0.5	59.05356039821	0.434558823529412	51.3244914637384	0.0626819514056801	0.113878964561779	1.15059221658206	0.85247453911725	1.54875391804019	45	105	1
SPAC23H4.05c	2	333	85	100	840	300	0.02	2.3621424159284	0.396428571428571	46.8210371728665	0.00103582483712375	0.0243567038450003	0.0504504504504505	0.00870092863183947	0.204596312298002	28	74	1
SPAC23H4.06	529	2947	36	100	1791	300	5.29	624.786669013062	1.64544946957007	194.339299266918	0.163454379453444	0.197116508719064	3.21492704445199	2.92746793601118	3.53035667115844	391	238	1.73983262177412e-26
SPAC23H4.07c	9	290	21	100	638	300	0.09	10.6296408716778	0.454545454545455	53.6850549074636	0.0149807038990611	0.0619538341699518	0.198	0.0955768908760101	0.395265462004292	34	75	1
SPAC23H4.08	22	448	95	100	1037	300	0.22	25.9835665752124	0.432015429122469	51.0240984732846	0.0312024470182952	0.0765503959426149	0.509241071428571	0.323569375579721	0.793827605924916	36	86	1
SPAC23H4.09	27	679	109	100	1022	300	0.27	31.8889226150334	0.664383561643836	78.4684295702242	0.0265186330433296	0.0592066699761185	0.40639175257732	0.271020429702829	0.605092167155931	50	77	1
SPAC23H4.10c	52	674	99	100	3116	300	0.52	61.4157028141384	0.216302952503209	25.5469189399188	0.0575673605675043	0.103132170834892	2.40403560830861	1.79379895528343	3.21359844321524	27	125	0.010619700409444
SPAC23H4.11c	6	148	200	100	919	300	0.06	7.0864272477852	0.161044613710555	19.0205156451253	0.0161940565034737	0.0948537618131779	0.372567567567568	0.148823379266923	0.871706071063105	14	92	1
SPAC23H4.12	37	505	55	100	1374	300	0.37	43.6996346946754	0.367540029112082	43.4090946158603	0.0516843738338131	0.103416909780492	1.00669306930693	0.710143296476593	1.42094834038396	36	101	1
SPAC23H4.13c	8	567	110	100	1463	300	0.08	9.4485696637136	0.38755980861244	45.7735731316269	0.00652576865883849	0.0291749867562777	0.20641975308642	0.0954719954788071	0.426830056244342	30	78	1
SPAC23H4.14	48	577	458	100	2963	300	0.48	56.6914179822816	0.194735065811677	22.9995979411186	0.06125216785474	0.112656008900332	2.46488734835355	1.81490173353595	3.33799754371684	24	124	0.0123971319425366
SPAC23H4.15	169	1965	97	100	2482	300	1.69	199.60103414595	0.791700241740532	93.5054360858039	0.0732605218638073	0.100923096965169	2.13464631043257	1.8183261526597	2.5049112666755	118	151	1.22596796246107e-05
SPAC23H4.16c	108	495	119	100	1104	300	1.08	127.555690460134	0.448369565217391	52.9556384005687	0.176182249120765	0.269985623748694	2.40872727272727	1.94505203029325	2.98064128618558	64	144	2.17886917378851e-05
SPAC23H4.17c	75	325	42	100	1167	300	0.75	88.580340597315	0.278491859468723	32.8918716870921	0.178061313839326	0.298684791225899	2.69307692307692	2.07797553250494	3.48565151360624	38	137	2.77398727499094e-05
SPAC23H4.18c	5	371	32	100	780	300	0.05	5.905356039821	0.475641025641026	56.1765920711177	0.00493002437882228	0.033666141397765	0.105121293800539	0.0384541901548138	0.262595902902567	33	72	1
SPAC23H4.21	6	27	78	100	475	300	0.06	7.0864272477852	0.0568421052631579	6.71345739263861	0.0824428789552319	0.564505302260395	1.05555555555556	0.391603675037351	2.68140018573688	5	101	1
SPAC24B11.05	164	916	64	100	1489	300	1.64	193.695678106129	0.61517797179315	72.6568990258702	0.151079265193581	0.212084022997934	2.66589519650655	2.24957025873242	3.15793110243923	100	164	4.20184650921787e-10
SPAC24B11.06c	554	2083	135	100	1460	300	5.54	654.313449212166	1.42671232876712	168.50488535544	0.241899788968941	0.292400589715175	3.88305328852616	3.53173691894654	4.26904860984155	384	270	1.00014013830596e-36
SPAC24B11.07c	462	1376	95	100	2384	300	4.62	545.65489807946	0.577181208053691	68.1692106610209	0.301738568758981	0.373579424626999	8.00441860465116	7.1934474792141	8.90613348310766	205	357	2.04995219311837e-91
SPAC24B11.08c	75	747	99	100	1602	300	0.75	88.580340597315	0.466292134831461	55.0724214949599	0.0785909631035537	0.128078297772129	1.60843373493976	1.25902722891893	2.0518143303095	55	120	1
SPAC24B11.09	28	2410	202	100	2741	300	0.28	33.0699938229976	0.879241152863918	103.844641050482	0.0078511003707906	0.017076744823304	0.31845643153527	0.21519866116337	0.468073575606763	59	69	1
SPAC24B11.10c	47	1259	50	100	3089	300	0.47	55.5103467743174	0.407575267076724	48.1375413022637	0.0275800168719446	0.0503754570065331	1.15316123907863	0.851946721174368	1.55609786693181	42	105	1
SPAC24B11.11c	196	610	130	100	2056	300	1.96	231.489956760983	0.296692607003891	35.0415095748133	0.272638465173849	0.378566515378041	6.60616393442623	5.60544684397434	7.78332755617251	67	229	3.81889284667648e-46
SPAC24B11.12c	35	3957	385	100	4956	300	0.35	41.337492278747	0.798426150121065	94.2998137593692	0.00624485532470223	0.0124673524620908	0.438362395754359	0.309495029892242	0.617881988021218	59	76	1
SPAC24B11.13	150	2172	152	100	2075	300	1.5	177.16068119463	1.04674698795181	123.628272949313	0.0583165205489331	0.0817418073867281	1.43301104972376	1.21006780139036	1.69614250327461	127	123	1
SPAC24B11.14	21	58	350	100	596	300	0.21	24.8024953672482	0.0973154362416107	11.4936459835442	0.212994640909117	0.610666169823618	2.15793103448276	1.26944805981834	3.63957037214876	10	111	1
SPAC24C9.02c	68	121	64	100	564	300	0.68	80.3128421415656	0.214539007092199	25.3385844261823	0.413029784122431	0.76390374564838	3.1695867768595	2.32948798245051	4.30841712545686	29	139	7.60352221895539e-06
SPAC24C9.03	17	570	3	100	1996	129	0.17	20.0782105353914	0.285571142284569	33.7279853977752	0.0178128999964772	0.0492292816723467	0.595298245614035	0.355545483929685	0.982616462180041	25	92	1
SPAC24C9.04	30	499	112	100	819	300	0.3	35.432136238926	0.609279609279609	71.9602604119823	0.0408243075978312	0.0880109896953735	0.492384769539078	0.334351079226238	0.720810005605109	49	81	1
SPAC24C9.05c	12	283	13	100	2107	300	0.12	14.1728544955704	0.134314190792596	15.8634623566145	0.022681363909849	0.0773998650887077	0.893427561837456	0.477896337580519	1.63081515741907	13	99	1
SPAC24C9.06c	461	7780	408	100	3190	300	4.61	544.473826871496	2.43887147335423	288.048087710391	0.0538783450991081	0.0651607859854144	1.89021850899743	1.71871920866155	2.07862907293472	397	164	8.35679586506486e-06
