mcs6as_3MBPP1_combined_pr_counts	mcs6as_3MBPP1_combinedgb_counts	mcs6as_3MBPP1_combinedterm_counts	mcs6as_3MBPP1_combinedpr_map	mcs6as_3MBPP1_combinedgb_map	mcs6as_3MBPP1_combinedterm_map	mcs6as_3MBPP1_combinedpr_density	mcs6as_3MBPP1_combinedpr_densityRPKM	mcs6as_3MBPP1_combinedgb_density	mcs6as_3MBPP1_combinedgb_densityRPKM	mcs6as_3MBPP1_combinedpause_index_CI_low	mcs6as_3MBPP1_combinedpause_index_CI_high	mcs6as_3MBPP1_combinedpause_index_scaled	mcs6as_3MBPP1_combinedpause_index_CI_low_scaled	mcs6as_3MBPP1_combinedpause_index_CI_high_scaled	mcs6as_3MBPP1_combined_ExpPR	mcs6as_3MBPP1_combined_ExpGB	mcs6as_3MBPP1_combinedFexact_Pval
SPAC7D4.06c	30	561	358	100	1705	300	0.3	20.2722139372687	0.329032258064516	22.2340410924883	0.0363574604359254	0.0781857453148606	0.911764705882353	0.619894700432528	1.33306695761837	32	98	1
SPAC7D4.03c	304	6456	113	100	3209	300	3.04	205.42510123099	2.01184169523216	135.948284178879	0.0418980644837709	0.0529111041305633	1.51105328376704	1.34450888928421	1.69791733154978	269	135	1
SPAC7D4.02c	48	426	42	100	1879	300	0.48	32.4355422996299	0.226716338477914	15.320140388995	0.0826144530789669	0.153241319963169	2.11718309859155	1.55232557335379	2.87940440210794	27	121	0.417438183902204
SPAC4F8.14c	88	2483	551	100	1528	300	0.88	59.4651608826549	1.625	109.807825493539	0.0284794699455081	0.0440517131339548	0.541538461538462	0.435166300767363	0.673110176686829	116	72	1
SPAC4F8.13c	401	3157	115	100	4793	300	4.01	270.971926294825	0.658668892134363	44.5089223172386	0.114321781430933	0.141111003467512	6.08803611023123	5.47944298398461	6.76345039619783	198	303	7.23797850445471e-68
SPAC4F8.12c	385	6570	343	100	7106	300	3.85	260.160078861615	0.9245707852519	62.4769891959168	0.0528026904786571	0.065024862149271	4.16409436834094	3.75215918541337	4.6206667043272	232	253	1.52015690593063e-40
SPNCRNA.326	2	23	3	100	457	300	0.02	1.35148092915125	0.050328227571116	3.40088198801736	0.0141770511003493	0.379382372512883	0.397391304347826	0.0647891235285964	1.73377744238387	4	98	1
SPAC4F8.10c	38	660	190	100	646	300	0.38	25.6781376538737	1.02167182662539	69.0384994767665	0.0409169451160439	0.0806794960787656	0.371939393939394	0.264323465449643	0.521189544668825	69	69	1
SPNCRNA.200	0	17	13	100	437	300	0	0	0.0389016018306636	2.62873864937886	0.00541762860743838	0.297388981119444	0	0.0236750370145057	1.29958984749197	3	97	1
SPAC4F8.07c	103	5512	210	100	2869	300	1.03	69.6012678512893	1.92122690833043	129.825076359039	0.0152987484448643	0.0228028191415835	0.536115747460087	0.438921092883157	0.654212881172031	133	70	1
SPNCRNA.201	116	18	27	100	83	300	1.16	78.3858938907724	0.216867469879518	14.6546124847726	3.84001414466101	10.9465967189748	5.34888888888889	3.18721174006864	9.08567527674905	38	178	3.5134910992299e-06
SPAC4F8.05c	26	226	92	100	539	300	0.26	17.5692520789662	0.419294990723562	28.3334591825772	0.07497079900912	0.175282463990463	0.620088495575221	0.404092606659157	0.944772480908597	37	89	1
SPAC4F8.02c	97	648	100	100	942	300	0.97	65.5468250638355	0.687898089171974	46.4840574357754	0.120204265782785	0.186233757923667	1.41009259259259	1.13232418367384	1.75432199964094	80	117	1
SPAC644.04	16	1424	46	100	2357	300	0.16	10.81184743321	0.604157827747136	40.825389119885	0.00662976702632055	0.0187444844202136	0.264831460674157	0.156263608810375	0.441807497784434	43	73	1
SPNCRNA.844	10	282	18	100	1848	237	0.1	6.75740464575624	0.152597402597403	10.3116239724202	0.0178076616709119	0.0684214416268582	0.65531914893617	0.329085587678452	1.26442824126434	14	96	1
SPAC644.07	7	617	58	100	1567	300	0.07	4.73018325202937	0.393746011486918	26.6070112726969	0.0049486967761902	0.0246285750213996	0.177779578606159	0.0775460784829004	0.385929770585332	30	77	1
SPAC644.08	32	354	29	100	861	300	0.32	21.62369486642	0.411149825783972	27.7830574285448	0.0618443729026303	0.131428701842407	0.778305084745763	0.532480050691647	1.13160112286313	38	94	1
SPAC644.09	15	1163	84	100	1277	300	0.15	10.1361069686344	0.910728269381363	61.5415943853916	0.00746650581069769	0.0218960276711685	0.164703353396389	0.0953472792026095	0.279612273360822	54	61	1
SPAC644.10	35	225	95	100	710	300	0.35	23.6509162601468	0.316901408450704	21.4143104971148	0.107123213478213	0.224886715265993	1.10444444444444	0.760574815695312	1.59669567838855	32	103	1
SPAC644.12	112	2301	65	100	2544	300	1.12	75.6829320324699	0.904481132075472	61.1194500388565	0.0400725442305125	0.0590743578937343	1.23827900912647	1.01944552522424	1.5028516648166	100	112	1
SPAC644.15	550	6521	1852	100	578	300	5.5	371.657255516593	11.2820069204152	762.370859774679	0.0772362866417821	0.0920966440713798	0.487501916883914	0.446425736789501	0.532318602732575	597	53	1
SPAC644.16	51	2747	248	100	1239	300	0.51	34.4627636933568	2.21711057304278	149.819132864345	0.0139272067220725	0.0246814518847393	0.230029122679286	0.172558091286478	0.30580318885192	104	47	1
SPSNORNA.54	1201	5028	4841	100	103	300	12.01	811.564297955324	48.8155339805825	3298.6631610546	0.224174150438967	0.254507869009432	0.246028241845664	0.230899374952136	0.262143105079715	1274	27	1
SPNCRNA.845	7	22	279	100	341	300	0.07	4.73018325202937	0.0645161290322581	4.3596159004879	0.123821198770668	0.783327833367181	1.085	0.422230287807977	2.67114791178209	6	101	1
SPAPB2B4.02	99	829	57	100	1045	300	0.99	66.8983059929868	0.793301435406699	53.6065880510232	0.0963981606430185	0.147802328786851	1.24794933655006	1.00736077871954	1.54453433582259	88	111	1
SPAPB2B4.03	25	1229	16	100	4265	300	0.25	16.8935116143906	0.288159437280188	19.4720992019564	0.0133937080258476	0.0306475513095781	0.867575264442636	0.571241647302401	1.30711806335351	27	98	1
SPAPB2B4.05	10	1422	238	100	1789	300	0.1	6.75740464575624	0.794857462269424	53.7117350825342	0.00356517701841451	0.0134340735012474	0.125808720112518	0.0637810168594357	0.240335574937316	48	62	1
SPAPB2B4.06	91	277	63	100	1160	300	0.91	61.4923822763818	0.238793103448276	16.1362162661593	0.257387235952907	0.418936032224714	3.81083032490975	2.98569193705372	4.85965797380668	36	155	1.65662261855528e-12
SPAPB2B4.07	262	892	457	100	1446	300	2.62	177.044001718813	0.616874135546335	41.6846814938767	0.255303306165659	0.337858274148825	4.2472197309417	3.69168580715543	4.88543064419202	138	224	8.96682168898977e-31
SPNCRNA.204	186	568	373	100	324	300	1.86	125.687726411066	1.75308641975309	118.463143172517	0.276516270770738	0.387682468188093	1.06098591549296	0.895912717297192	1.25609119692942	182	104	1
SPAC6F6.01	186	3937	214	100	6086	300	1.86	125.687726411066	0.646894511994742	43.7132798066748	0.0406657317045583	0.0548656075960589	2.87527559055118	2.47491643153942	3.33912087829615	112	174	2.63556399060008e-14
SPNCRNA.847	6	86	39	100	1806	300	0.06	4.05444278745374	0.0476190476190476	3.2178117360744	0.0275260981546271	0.165461997872458	1.26	0.497121332672565	2.98824368157659	4	102	1
SPNCRNA.848	3	279	28	100	2002	300	0.03	2.02722139372687	0.139360639360639	9.41716231851144	0.00275907524586666	0.034527071090317	0.215268817204301	0.0552366864222505	0.691231963228146	12	91	1
SPNCRNA.205	16	268	750	100	1712	300	0.16	10.81184743321	0.156542056074766	10.5781801697586	0.0347847412272649	0.100905190643031	1.02208955223881	0.595514769810776	1.72749686380869	15	101	1
SPAC6F6.05	179	1134	386	100	742	300	1.79	120.957543159037	1.52830188679245	103.273542699293	0.134389321393238	0.1853323970359	1.17123456790123	0.997168764737822	1.37516638600638	168	111	1
SPAC6F6.09	112	652	123	100	687	300	1.12	75.6829320324699	0.949053857350801	64.1314094473518	0.139834138920157	0.210862292941592	1.1801226993865	0.960660534381481	1.44862395250873	103	109	1
SPNCRNA.849	9	233	89	100	1494	300	0.09	6.08166418118061	0.155957161981258	10.5386565091111	0.0185960444600871	0.0773271012646014	0.577081545064378	0.277824904233702	1.15526689289315	14	95	1
SPAC6F6.12	52	2099	56	100	1658	300	0.52	35.1385041579324	1.26598311218335	85.5476016371673	0.0186214032372054	0.0328714721059296	0.410747975226298	0.308742865672865	0.545009007516312	84	68	1
SPNCRNA.851	2	46	20	100	1065	300	0.02	1.35148092915125	0.0431924882629108	2.91869120849565	0.00730283643198064	0.182405882134092	0.46304347826087	0.0777752080005938	1.94262264472808	4	98	1
SPAC6F6.15	0	2301	547	100	1497	300	0	0	1.53707414829659	103.866319905712	3.95041623367836e-05	0.00208220073554959	0	0.000591377310181651	0.0311705450111774	60	40	1
SPAC6F6.17	405	3927	219	100	4232	300	4.05	273.674888153128	0.927930056710775	62.7039887615424	0.0929764560844821	0.11438405178619	4.36455309396486	3.93476362149528	4.84073307159158	243	262	1.7348012595868e-43
SPAC1805.04	7	2063	992	100	5730	300	0.07	4.73018325202937	0.360034904013962	24.3290153301835	0.00148480116071667	0.00734067295715872	0.194425593795444	0.0850791065090654	0.420620560445195	28	79	1
SPAC1805.05	298	5053	110	100	1782	300	2.98	201.370658443536	2.83557800224467	191.611479657723	0.0523771100735824	0.066391304282776	1.05093211953295	0.933360101511239	1.18309304231907	294	104	1
SPNCRNA.853	1	61	16	100	687	300	0.01	0.675740464575624	0.0887918486171761	6.00002450350991	0.000843223890509038	0.109017573252971	0.112622950819672	0.00579294812779709	0.748950728247912	8	93	1
SPAC1805.08	54	849	215	100	497	300	0.54	36.4899850870837	1.70824949698189	115.433330870162	0.047817436175249	0.0843961442770647	0.316113074204947	0.237652657790988	0.419448837057012	97	57	1
SPAC1805.18	163	205	151	100	137	300	1.63	110.145695725827	1.4963503649635	101.114449078834	0.643935556842315	0.981675002468656	1.08931707317073	0.882191712873971	1.34489475338206	157	106	1
SPSNORNA.52	111	84	82	100	72	300	1.11	75.0071915678942	1.16666666666667	78.8363875338228	0.986059559459256	1.77160658897862	0.951428571428571	0.709962882810664	1.2755567440646	113	98	1
SPAC1805.10	5	999	3871	100	3621	300	0.05	3.37870232287812	0.275890637945319	18.6430467857235	0.00183824988511126	0.0124474155365981	0.181231231231231	0.0665630283398786	0.450720916580216	22	83	1
SPAC1805.13	1800	5117	1834	100	642	300	18	1216.33283623612	7.97040498442368	538.592516703032	0.333248592331467	0.37131425685574	2.25835450459253	2.13945596276801	2.38383752901385	1688	212	8.01876393680434e-12
SPAC1805.14	235	1607	169	100	1802	300	2.35	158.799009175272	0.891786903440622	60.2616496433423	0.127214460008869	0.168057474123182	2.63515868077162	2.29240456935983	3.02839568369975	157	178	2.24095389476329e-12
SPAC1805.17	748	5033	580	100	4129	300	7.48	505.453867502567	1.21893921046258	82.3686548367429	0.137525793970285	0.160600175434811	6.13648321080866	5.67844003303307	6.63118124370334	465	383	8.52690138282969e-87
SPAC1B2.06	13	134	54	100	586	300	0.13	8.78462603948311	0.228668941979522	15.4520857087259	0.0524672353554667	0.175745777168188	0.568507462686567	0.307457999183035	1.02987025420558	21	92	1
SPAC1B2.04	338	1847	307	100	986	300	3.38	228.400277026561	1.87322515212982	126.581403455495	0.162678189503537	0.205829965525555	1.80437466161343	1.60400694850487	2.02948346008198	285	153	0.00163652787654949
SPAC1B2.05	94	3401	19	100	4846	300	0.94	63.5196036701086	0.701815930664466	47.424542303378	0.0223906402784935	0.0340804815834779	1.33938253454866	1.08505042789579	1.65154013753534	80	114	1
SPAC3F10.03	53	2708	698	100	2067	300	0.53	35.8142446225081	1.31011127237542	88.529519984073	0.0147633857269691	0.0258790140349062	0.404545790251108	0.305159182976451	0.534919220101511	86	67	1
SPAC3F10.04	406	1633	14	100	3680	300	4.06	274.350628617703	0.44375	29.9859831155433	0.222673445958809	0.277566490000474	9.14929577464789	8.19438281128415	10.2144468320175	155	351	3.65062387780035e-102
SPAC3F10.19	117	991	259	100	1142	300	1.17	79.061634355348	0.867775831873905	58.6391243777971	0.0970049528061996	0.143585470970767	1.34827447023209	1.1077965610468	1.63974607848616	100	117	1
SPAC3F10.09	55	787	92	100	1839	300	0.55	37.1657255516593	0.42794997281131	28.9183113442641	0.0526372080726228	0.092566257944621	1.28519695044473	0.967998256455533	1.70229348360158	46	109	1
SPAC3F10.13	522	2068	68	100	2456	300	5.22	352.736522508476	0.842019543973941	56.8986677826706	0.229037202987617	0.278165785839444	6.19938104448743	5.62515370537588	6.83175170021675	284	338	1.77833831140433e-73
SPAC3F10.17	62	1950	94	100	1556	300	0.62	41.8959088036887	1.25321336760925	84.684698324066	0.0244784459618337	0.0412146333774917	0.494728205128205	0.380884619166132	0.641299695353771	90	72	1
SPAC8F11.03	65	1125	160	100	3252	300	0.65	43.9231301974155	0.345940959409594	23.3766304627176	0.0446186604368194	0.0746790118112721	1.87893333333333	1.45099883740537	2.42856146410257	42	123	0.726546950962578
SPAC8F11.04	71	1884	18	100	2322	300	0.71	47.9775729848693	0.811369509043928	54.827520898384	0.0295106753804112	0.0480464929603969	0.875063694267516	0.685237882333148	1.11563956654041	76	95	1
SPAC8F11.06	21	209	100	100	1223	300	0.21	14.1905497560881	0.170891251022077	11.5478133357568	0.0624076799363846	0.160173501062807	1.22885167464115	0.763245925621983	1.95892191799813	17	104	1
SPNCRNA.857	34	938	22	100	1945	300	0.34	22.9751757955712	0.482262210796915	32.5884090371175	0.0253322900276184	0.0516068876505139	0.70501066098081	0.492713041037179	1.0037539648025	43	91	1
SPACUNK4.19	0	48	2376	100	2331	300	0	0	0.0205920205920206	1.39148615614028	0.0019023677648798	0.101687091822644	0	0.0443441925993482	2.37032611038584	2	98	1
SPACUNK4.16c	151	7073	443	100	2960	300	1.51	102.036810150919	2.38952702702703	161.470010335925	0.0181075235621734	0.0251568716831727	0.631924218860455	0.535982697440333	0.744643401821911	176	75	1
SPACUNK4.13c	1	164	98	100	1470	300	0.01	0.675740464575624	0.11156462585034	7.53887321023145	0.000316545893997051	0.0399526425995154	0.0896341463414634	0.00465322464175664	0.587303846212877	10	91	1
SPACUNK4.12c	29	852	154	100	2963	300	0.29	19.5964734726931	0.287546405669929	19.4306741754449	0.0230668782598636	0.0499075562345645	1.00853286384977	0.68347160283976	1.47876089123015	28	101	1
SPACUNK4.11c	80	339	90	100	445	300	0.8	54.0592371660499	0.761797752808989	51.4777567395812	0.183540939854313	0.303061023666839	1.05014749262537	0.816757182351691	1.34862155531743	77	103	1
SPACUNK4.20	23	87	21	100	1274	300	0.23	15.5420306852393	0.0682888540031397	4.61455419294186	0.162453542419998	0.426958274655501	3.36804597701149	2.06965813043078	5.43944841911108	7	116	0.0806778250377857
SPNCRNA.559	2	37	19	100	951	300	0.02	1.35148092915125	0.0389064143007361	2.62906384745511	0.0090128876830177	0.228949768930256	0.514054054054054	0.0857125618654983	2.17731230252674	3	99	1
SPNCRNA.858	2	94	8	100	1889	300	0.02	1.35148092915125	0.0497617787188989	3.36260474696181	0.00362982371442338	0.0874879634222898	0.401914893617021	0.0685673699654576	1.65264762904705	4	98	1
SPACUNK4.07c	116	5794	500	100	3789	300	1.16	78.3858938907724	1.52916336764318	103.331756446323	0.0165840354275746	0.0241504353719068	0.758584742837418	0.628369102350803	0.915059996241547	130	86	1
SPACUNK4.06c	138	833	68	100	860	300	1.38	93.2521841114361	0.968604651162791	65.4525356966854	0.137769525527488	0.199101221722735	1.42472989195678	1.1848179195364	1.71227050681552	117	121	1
SPNCRNA.209	0	9	2	100	442	300	0	0	0.0203619909502262	1.37594212243905	0.0103569347612096	0.590306163886248	0	0.0457776516445463	2.60915324437721	1	99	1
SPAC513.02	1	18	3	100	1054	300	0.01	0.675740464575624	0.0170777988614801	1.15401597365856	0.00276112751307903	0.390963955466763	0.585555555555555	0.029102283987853	4.12076009061969	1	100	1
SPAC513.04	0	0	1	100	102	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPAC513.05	23	1286	4	100	5600	300	0.23	15.5420306852393	0.229642857142857	15.5178970972188	0.011562360533285	0.0274142583532257	1.00155520995334	0.647492189863962	1.53519846778064	22	101	1
SPAC513.07	15	7183	610	100	1733	300	0.15	10.1361069686344	4.14483554529717	280.083309696867	0.00121247791718989	0.00353439532220322	0.036189614367256	0.0210122423049008	0.0612510709337818	92	23	1
SPAC2E1P3.01	79	2307	146	100	1533	300	0.79	53.3834967014743	1.50489236790607	101.691666782516	0.0271794142776711	0.0430833940593102	0.524954486345904	0.416660420876698	0.660468430929225	107	72	1
SPNCRNA.859	71	333	42	100	1464	227	0.71	47.9775729848693	0.227459016393443	15.3703261409619	0.163613590234933	0.277444909954925	3.12144144144144	2.39530296103943	4.0617934817401	31	140	2.70256152820223e-07
SPAC2E1P3.04	9	1556	52	100	3164	300	0.09	6.08166418118061	0.491782553729456	33.231737132733	0.00281702893481196	0.011438496427401	0.183007712082262	0.0891307954974504	0.361914026962969	35	74	1
SPNCRNA.862	13	641	5	100	1328	61	0.13	8.78462603948311	0.482680722891566	32.6166895928445	0.0112121622160784	0.0359059044035281	0.269329173166927	0.148897514229521	0.476830410478853	36	77	1
SPAPB2C8.01	43	828	55	100	1797	300	0.43	29.0568399767518	0.460767946577629	31.1359546281923	0.0377350989926889	0.0712231720795541	0.933224637681159	0.678099728898619	1.27988040226959	45	98	1
SPAPB24D3.01	5	1605	230	100	2836	300	0.05	3.37870232287812	0.565937940761636	38.242716701124	0.00114521199854422	0.00773998416625782	0.0883489096573209	0.032478212278714	0.219505950955072	37	68	1
SPAPB24D3.03	83	1677	13	100	1262	300	0.83	56.0864585597768	1.32884310618067	89.7953057918638	0.0394452535348702	0.0620204349897825	0.624603458556947	0.497799099610062	0.782697889571055	104	79	1
SPNCRNA.864	2	84	17	100	1215	300	0.02	1.35148092915125	0.0691358024691358	4.67178592793024	0.00405468224733989	0.0981280301027346	0.289285714285714	0.0492643893051796	1.19225556574823	6	96	1
SPNCRNA.865	8	520	16	100	2653	300	0.08	5.40592371660499	0.196004523181304	13.2448187553458	0.0071121927922176	0.0318281401899766	0.408153846153846	0.188686474777533	0.84440055924008	17	91	1
SPNCRNA.210	49	55	16	100	176	300	0.49	33.1112827642056	0.3125	21.1168895179882	0.595871717917191	1.33144083769984	1.568	1.04873422353426	2.34333587435172	35	114	1
SPNCRNA.867	2	498	327	100	3070	300	0.02	1.35148092915125	0.162214983713355	10.961522845559	0.0006936172495286	0.0162573150589871	0.123293172690763	0.021294049560528	0.499099572310904	14	88	1
SPNCRNA.31	42	60	44	100	272	300	0.42	28.3810995121762	0.220588235294118	14.9060396597564	0.463258477635545	1.05618783227205	1.904	1.26006305916868	2.87283090377998	25	117	1
SPAPB1A11.01	223	349	5	100	2823	300	2.23	150.690123600364	0.123627346794191	8.35400007569581	0.538226809176862	0.758461236825317	18.0380802292264	15.1941428230628	21.4113607155787	35	288	2.21267551041461e-110
SPRRNA.13	134	0	6	31	34	300	4.32258064516129	292.094265332689	0	0	27.7904747789809	1471.85892824658	NA	30.4798755640435	1614.29688904463	0	165	9.09313587052395e-17
SPAPB1A11.02	3	9	4	100	1211	300	0.03	2.02722139372687	0.0074318744838976	0.502201831641669	0.071737496193308	1.33450631594981	4.03666666666667	0.86874107890096	16.1608714861522	0	103	1
SPAPB1A11.03	0	13	1	100	1479	300	0	0	0.00878972278566599	0.593957135867688	0.00711390234765344	0.395564521747562	0	0.105214615721794	5.85039927664645	0	100	1
SPAC31G5.01	182	1549	397	100	1250	300	1.82	122.984764552764	1.2392	83.7377583702113	0.100454778519189	0.137374103710167	1.46868947708199	1.25568473148986	1.71717629637709	156	126	1
SPAC31G5.02	138	1639	137	100	1146	300	1.38	93.2521841114361	1.43019197207679	96.6438587643497	0.0704876267681429	0.1005153311352	0.964905430140329	0.807788202762917	1.15190569480939	140	98	1
SPAC31G5.03	366	1480	1020	100	392	300	3.66	247.321010034678	3.77551020408163	255.126501931613	0.220185947642654	0.277713740171991	0.969405405405405	0.863128914759203	1.0886378614742	368	98	1
SPAC31G5.04	253	1839	265	100	1288	300	2.53	170.962337537633	1.4277950310559	96.4818877604481	0.120358522002543	0.15721790353105	1.77196302338227	1.55021776339275	2.02496659747993	207	146	0.00830763868079578
SPAC31G5.06	30	199	58	100	697	300	0.3	20.2722139372687	0.285509325681492	19.2930204376685	0.100693417952713	0.224439655490382	1.05075376884422	0.70183312313041	1.56434439876796	28	102	1
SPAC31G5.07	21	120	72	100	504	300	0.21	14.1905497560881	0.238095238095238	16.089058680372	0.106959060913531	0.283638700959421	0.882	0.539073667004198	1.42953905283548	23	98	1
SPAC31G5.08	27	1215	62	100	1905	300	0.27	18.2449925435418	0.637795275590551	43.0984075831697	0.0148717095219465	0.0329699806957463	0.423333333333333	0.283306066393081	0.628078132253967	49	78	1
SPNCRNA.71	23	2	183	100	3	300	0.23	15.5420306852393	0.666666666666667	45.0493643050416	2.635863109233	70.5365306876377	0.345	0.0790758932769901	2.11609592062913	49	74	1
SPAC31G5.10	51	172	40	100	1358	300	0.51	34.4627636933568	0.126656848306333	8.55871575162057	0.214222170562794	0.409502056875882	4.02662790697674	2.90913707624274	5.56103793237447	16	135	4.03050897361414e-08
SPNCRNA.01	32	183	495	100	705	300	0.32	21.62369486642	0.259574468085106	17.54049716558	0.117888736297192	0.258080771428339	1.2327868852459	0.831115590895201	1.81946943856979	27	105	1
SPAC31G5.11	483	1639	873	100	291	300	4.83	326.382644390026	5.63230240549828	380.597464412181	0.265900283790233	0.326576547135881	0.857553386211104	0.773769825829577	0.950337752165414	495	88	1
SPAC31G5.21	160	790	978	100	414	300	1.6	108.1184743321	1.90821256038647	128.94564420646	0.170239956589961	0.240844633326196	0.838481012658228	0.704793420282439	0.997096781970452	170	90	1
SPAC31G5.13	633	4208	177	100	1462	300	6.33	427.74371407637	2.87824897400821	194.494929886062	0.13824320946625	0.163676961684946	2.19925380228137	2.02111572239657	2.39295717983391	543	190	1.38204545978466e-10
SPAC31G5.14	87	2375	74	100	1565	300	0.87	58.7894204180793	1.51757188498403	102.548473058601	0.0293944727135297	0.0455952659444625	0.573284210526316	0.46002349796674	0.713565912030838	112	75	1
SPAC31G5.15	15	841	33	100	3413	300	0.15	10.1361069686344	0.246410782302959	16.6509736509845	0.0103113974356697	0.0303215899406314	0.608739595719382	0.351927994479405	1.03487586467375	22	93	1
SPAC31G5.19	28	3006	41	100	5144	300	0.28	18.9207330081175	0.584370139968896	39.4882549866704	0.00629732241760989	0.0136846082777067	0.479148369926813	0.323934265161853	0.703936249805232	47	81	1
SPAC1786.02	1305	8284	177	100	3250	300	13.05	881.841306271189	2.54892307692308	172.241046416753	0.148534167299087	0.167072986345393	5.11980927088363	4.82736043722031	5.42987205622526	1009	396	8.96243636031025e-77
SPAC1786.03	179	1511	320	100	1789	300	1.79	120.957543159037	0.84460592509782	57.0734400208925	0.101141548331979	0.138700813123332	2.11933156849768	1.8094222996591	2.48135754677641	127	152	1.55542711045807e-05
SPAC24C9.03	26	1083	3	100	1996	129	0.26	17.5692520789662	0.542585170340681	36.6646755077856	0.0159313752525582	0.0359056651753823	0.479187442289935	0.317990250041063	0.71667707690063	44	82	1
SPAC24C9.04	51	894	193	100	819	300	0.51	34.4627636933568	1.09157509157509	73.7621459500131	0.042560250825649	0.0762601555123833	0.467214765100671	0.348568454262065	0.624570673646419	78	73	1
SPNCRNA.879	5	46	4	100	1212	300	0.05	3.37870232287812	0.037953795379538	2.56469153221771	0.0380545415310089	0.285148878491716	1.31739130434783	0.461221043355828	3.4560044073196	3	102	1
SPNCRNA.880	40	542	65	100	1323	300	0.4	27.029618583025	0.409674981103553	27.6833962055925	0.0527861785361014	0.102787263234408	0.976383763837638	0.698361142032621	1.35987549259122	40	100	1
SPNCRNA.212	0	144	545	100	660	300	0	0	0.218181818181818	14.7434283180136	0.000632158495222	0.0334689242084586	0	0.0041722460684652	0.220894899775827	17	83	1
SPNCRNA.882	5	188	584	100	489	300	0.05	3.37870232287812	0.384458077709611	25.9793880041344	0.00966889966985715	0.0668922882832213	0.130053191489362	0.0472809193856014	0.327103289704952	29	76	1
SPAC24C9.08	234	1607	48	100	2052	300	2.34	158.123268710696	0.783138401559454	52.9198307296797	0.126639646119684	0.167386279296752	2.98797759800871	2.59864553837592	3.43476645116936	146	188	1.46816351219018e-16
SPAC24C9.09	11	379	342	100	2532	300	0.11	7.43314511033186	0.149684044233807	10.1147565590111	0.0151246849574237	0.054187968311902	0.734881266490765	0.382957023121968	1.37203935765736	14	97	1
SPAC24C9.11	198	1679	63	100	2518	300	1.98	133.796611985974	0.666799046862589	45.0583097705509	0.101487801012235	0.136984153828449	2.96941036331149	2.55546282948808	3.44926099340034	119	179	3.56085345208666e-15
SPAC24C9.14	222	2096	89	100	3931	300	2.22	150.014383135788	0.533197659628593	36.0303234228061	0.092000036781469	0.121902474454545	4.16355916030534	3.61652144587955	4.79198627080815	111	211	4.91520843516287e-30
SPAC16A10.01	20	1647	212	100	3288	300	0.2	13.5148092915125	0.500912408759124	33.8486783806585	0.00760130054857762	0.0191819833417196	0.399271402550091	0.249930762037232	0.630703612275739	40	80	1
SPAC16A10.02	83	435	7	100	2229	300	0.83	56.0864585597768	0.195154777927322	13.1873980300761	0.149793934164686	0.242758603468834	4.25303448275862	3.33890679253085	5.41108927132031	29	154	8.8161447514801e-15
SPNCRNA.215	10	4	17	100	258	300	0.1	6.75740464575624	0.0155038759689922	1.04765963500097	0.724232255837934	9.4364946705636	6.45	1.86851922006187	24.3461562500541	1	109	1
SPAC16A10.04	2	484	58	100	1407	300	0.02	1.35148092915125	0.343994314143568	23.2450877650748	0.000713621168658811	0.0167293324384402	0.0581404958677686	0.0100406498430295	0.235381707408854	26	76	1
SPNCRNA.885	33	225	32	100	1310	300	0.33	22.2994353309956	0.17175572519084	11.6062293533981	0.0999804477087692	0.214107460641486	1.92133333333333	1.30974386498488	2.80480773440347	19	114	1
SPNCRNA.886	13	216	213	100	985	300	0.13	8.78462603948311	0.219289340101523	14.8182680556685	0.0328912128556338	0.107842398526518	0.592824074074074	0.323978446627993	1.0622476254862	20	93	1
SPAC589.04	151	764	95	100	1048	300	1.51	102.036810150919	0.729007633587786	49.2619956999787	0.16532844489663	0.236164370921334	2.07130890052356	1.73264210251668	2.47500260725558	105	146	0.000391231888729125
SPNCRNA.560	2	60	5	100	968	300	0.02	1.35148092915125	0.0619834710743802	4.18847395398114	0.00563865156310302	0.138568272531168	0.322666666666667	0.0545821471308372	1.3413408781017	5	97	1
SPAC589.09	1	1115	13	100	2236	179	0.01	0.675740464575624	0.49865831842576	33.6963603757523	4.67782864254793e-05	0.00583266209173812	0.0200538116591928	0.00104596248447372	0.130418324371264	33	68	1
SPAC589.11	6	25	329	100	745	300	0.06	4.05444278745374	0.0335570469798658	2.26758545159605	0.0884284041294287	0.614451905742255	1.788	0.658791610764244	4.5776666977798	3	103	1
SPAC589.12	235	3909	184	100	3037	300	2.35	158.799009175272	1.28712545274942	86.9762751408006	0.0525817133180584	0.0687153259096067	1.82577385520594	1.59690663346943	2.08688444787476	188	147	0.00154726790533281
SPNCRNA.887	9	213	21	100	2045	300	0.09	6.08166418118061	0.104156479217604	7.0382747655065	0.0203164281514428	0.0847013537225699	0.864084507042253	0.415470955697004	1.73214268362655	10	99	1
SPAC688.08	64	2306	47	100	3403	300	0.64	43.2473897328399	0.677637378783426	45.790699715292	0.0214694085980751	0.0358081321948696	0.944457935819601	0.730603974592496	1.21855073859141	66	98	1
SPAC688.09	189	683	97	100	1602	300	1.89	127.714947804793	0.426342072409488	28.8096590078122	0.234758564518758	0.326080265830126	4.43306002928258	3.7608322035905	5.22380585859862	86	203	1.59689815588038e-27
