ePRO_Lsk1as_Cdk9as_3MBPP1r2_pr_counts	ePRO_Lsk1as_Cdk9as_3MBPP1r2gb_counts	ePRO_Lsk1as_Cdk9as_3MBPP1r2term_counts	ePRO_Lsk1as_Cdk9as_3MBPP1r2pr_map	ePRO_Lsk1as_Cdk9as_3MBPP1r2gb_map	ePRO_Lsk1as_Cdk9as_3MBPP1r2term_map	ePRO_Lsk1as_Cdk9as_3MBPP1r2pr_density	ePRO_Lsk1as_Cdk9as_3MBPP1r2pr_densityRPKM	ePRO_Lsk1as_Cdk9as_3MBPP1r2gb_density	ePRO_Lsk1as_Cdk9as_3MBPP1r2gb_densityRPKM	ePRO_Lsk1as_Cdk9as_3MBPP1r2pause_index_CI_low	ePRO_Lsk1as_Cdk9as_3MBPP1r2pause_index_CI_high	ePRO_Lsk1as_Cdk9as_3MBPP1r2pause_index_scaled	ePRO_Lsk1as_Cdk9as_3MBPP1r2pause_index_CI_low_scaled	ePRO_Lsk1as_Cdk9as_3MBPP1r2pause_index_CI_high_scaled	ePRO_Lsk1as_Cdk9as_3MBPP1r2_ExpPR	ePRO_Lsk1as_Cdk9as_3MBPP1r2_ExpGB	ePRO_Lsk1as_Cdk9as_3MBPP1r2Fexact_Pval
SPNCRNA.274	1	2	5	100	209	300	0.01	2.33736279096076	0.00956937799043062	2.23671080474714	0.0179700152612445	6.97865092307548	1.045	0.0375573318960011	14.5853804292278	0	101	1
SPAC1039.06	4	180	11	100	1966	300	0.04	9.34945116384305	0.0915564598168871	21.4000662448086	0.00703577784790896	0.0619280053599564	0.436888888888889	0.13832339248989	1.21750458537674	8	96	1
SPNCRNA.1085	2	12	10	100	1226	300	0.02	4.67472558192153	0.00978792822185971	2.28779392263696	0.0257876390551737	0.780923056209107	2.04333333333333	0.316156454816429	9.57411666912365	0	102	1
SPAC1039.08	1	42	4	100	995	300	0.01	2.33736279096076	0.0422110552763819	9.86625499702031	0.00121663271361786	0.160036851469115	0.236904761904762	0.0121054955004977	1.59236667211769	4	97	1
SPNCRNA.275	3	2	2	100	447	300	0.03	7.01208837288229	0.00447427293064877	1.04579990647014	0.205434456268421	12.7771333780473	6.705	0.91829201951984	57.1137861998713	0	103	1
SPAC1039.09	0	99	2	100	3060	300	0	0	0.0323529411764706	7.56205608840247	0.000920150435057037	0.0488220553709562	0	0.0281566033127453	1.49395489435126	3	97	1
SPAC1039.10	0	39	13	100	888	300	0	0	0.0439189189189189	10.2654446900304	0.00234390037330292	0.125706278271577	0	0.02081383531493	1.1162717510516	4	96	1
SPNCRNA.1087	1	70	2	100	2749	300	0.01	2.33736279096076	0.0254638050200073	5.95181503700449	0.000736193769851976	0.0947130282636387	0.392714285714286	0.0202379667332308	2.60366114696743	2	99	1
SPNCRNA.30	0	1	2	100	215	300	0	0	0.00465116279069767	1.0871454841678	0.120791776113059	17.3080587281839	0	0.259702318643077	37.2123262655955	0	100	1
SPAC922.03	26	289	41	100	1140	300	0.26	60.7714325649799	0.253508771929825	59.254197069093	0.0589170157879604	0.136382855223803	1.02560553633218	0.671653979982749	1.55476454955135	25	101	1
SPNCRNA.1089	2	36	325	100	1269	300	0.02	4.67472558192153	0.0283687943262411	6.63081642825749	0.00925365154988372	0.235628337171256	0.705	0.117428838168024	2.99012359870324	2	100	1
SPNCRNA.277	1	9	9	100	496	300	0.01	2.33736279096076	0.0181451612903226	4.24118248359816	0.00526992812214453	0.847902870266008	0.551111111111111	0.0261388434858369	4.2055982365194	1	100	1
SPAC922.04	38	278	315	100	427	300	0.38	88.819786056509	0.651053864168618	152.174907701895	0.0959070485622053	0.194045827561673	0.583669064748201	0.409523097360617	0.828575683688344	54	84	1
SPNCRNA.278	2	3	0	100	309	300	0.02	4.67472558192153	0.00970873786407767	2.2692842630687	0.0782648165603505	4.86773260028688	2.06	0.241838283171483	15.0412937348865	0	102	1
SPAC922.09	3	11	22	100	172	300	0.03	7.01208837288229	0.063953488372093	14.9482504073072	0.060516818949439	1.0484994078404	0.469090909090909	0.104088928593035	1.80341898148549	6	97	1
SPAC922.06	3	65	13	100	987	300	0.03	7.01208837288229	0.0658561296859169	15.3929667084549	0.011596225119087	0.151936386470903	0.455538461538462	0.114454741925389	1.49961213446781	6	97	1
SPNCRNA.1090	0	14	1	100	1203	300	0	0	0.0116375727348296	2.72012294874902	0.0065974714867639	0.365411596620526	0	0.0793675819857697	4.39590150734493	1	99	1
SPAC869.10c	5	143	17	100	1836	300	0.05	11.6868139548038	0.0778867102396514	18.2049498424504	0.0126617784660798	0.0883250751188701	0.641958041958042	0.232470252637224	1.62164837918246	7	98	1
SPNCRNA.1092	5	13	1	100	950	300	0.05	11.6868139548038	0.0136842105263158	3.19849645078841	0.119978551159896	1.15490291840107	3.65384615384615	1.13979623601901	10.9715777248101	1	104	1
SPNCRNA.1093	0	0	1	100	498	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPAC869.07c	0	0	0	100	1268	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPAC869.06c	0	0	0	100	531	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPNCRNA.279	0	3	17	100	788	300	0	0	0.00380710659898477	0.889858930568819	0.0327971598819604	2.22593021867193	0	0.258441619869848	17.5403301231348	0	100	1
SPAC869.05c	8	270	30	100	2893	300	0.08	18.6989023276861	0.0933287245074317	21.8143087991499	0.0136248236634161	0.0616468720090665	0.857185185185185	0.394166148582629	1.78344400722229	9	99	1
SPAC869.03c	0	0	0	100	1908	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPNCRNA.280	0	0	0	100	25	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPNCRNA.281	0	2	0	100	420	300	0	0	0.00476190476190476	1.11302990045751	0.0514242900386907	4.05388820080272	0	0.215982018162501	17.0263304433714	0	100	1
SPNCRNA.282	0	1	2	100	266	300	0	0	0.0037593984962406	0.878707816150663	0.120791776113059	17.3080587281839	0	0.321306124460737	46.0394362169693	0	100	1
SPAC869.02c	33	272	17	100	1800	300	0.33	77.1329721017052	0.151111111111111	35.3201488411849	0.0830636783021154	0.176329384774134	2.18382352941176	1.49514620943808	3.17392892593441	17	116	1
SPNCRNA.284	6	5	14	100	70	300	0.06	14.0241767457646	0.0714285714285714	16.6954485068626	0.325595132616408	4.51332755016755	0.84	0.227916592831485	3.15932928511728	7	99	1
SPAC186.01	1	38	2	100	1246	300	0.01	2.33736279096076	0.0304975922953451	7.12839374450313	0.0013417190345932	0.177523570277566	0.327894736842105	0.0167178191710313	2.21194368565847	2	99	1
SPNCRNA.96	0	0	0	100	72	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPAC186.03	0	0	0	100	379	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPAC186.06	6	27	1	100	541	300	0.06	14.0241767457646	0.0499075785582255	11.6652117108948	0.0824428789552319	0.564505302260395	1.20222222222222	0.446015975147805	3.05397368522874	5	101	1
SPNCRNA.61	0	0	0	100	243	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPAC186.09	0	1	0	100	1518	300	0	0	0.000658761528326746	0.153976468442738	0.120791776113059	17.3080587281839	0	1.83361916139623	262.736331493832	0	100	1
SPAC750.01	4	23	8	100	464	300	0.04	9.34945116384305	0.0495689655172414	11.5860655586417	0.0510340464290798	0.529307342558426	0.80695652173913	0.23679797543093	2.4559860694711	4	100	1
SPAC212.11	0	0	0	0	33	0	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	1
SPAC212.10	0	0	0	21	1	34	0	0	0	0	NA	NA	NA	NA	NA	0	21	1
SPNCRNA.70	0	0	0	0	35	0	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	1
SPAC212.03	0	0	0	0	35	0	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	1
SPAC212.02	0	0	0	0	30	35	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	1
SPAC977.18	0	4	1	0	128	34	NA	NA	0.03125	7.30425872175239	0.0240893601812892	1.52670069174082	NA	NA	NA	0	0	1
SPAC977.05c	0	0	0	90	33	54	0	0	0	0	NA	NA	NA	NA	NA	0	90	1
SPNCRNA.601	0	0	0	15	35	0	0	0	0	0	NA	NA	NA	NA	NA	0	15	1
SPAC977.07c	0	0	0	0	35	28	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	1
SPNCRNA.602	0	2	3	100	494	300	0	0	0.00404858299595142	0.946300725085329	0.0514242900386907	4.05388820080272	0	0.254035992791132	20.0262077119655	0	100	1
SPAC977.13c	13	5	0	100	864	300	0.13	30.3857162824899	0.00578703703703704	1.35264050402822	0.865873645366205	8.33482310240016	22.464	7.48114829596402	72.0128716047374	0	113	1.11864773015197e-05
SPAC977.14c	5	117	50	100	639	288	0.05	11.6868139548038	0.183098591549296	42.7967834964647	0.0154194951114676	0.108387909702592	0.273076923076923	0.0985305737622779	0.692598742999563	16	89	1
SPAC977.16c	0	41	4	100	2221	300	0	0	0.0184601530841963	4.314807493444	0.00222893830759859	0.119437073139709	0	0.0495047198117647	2.65269739443294	1	99	1
SPNCRNA.37	0	0	0	97	198	300	0	0	0	0	NA	NA	NA	NA	NA	0	97	1
SPAPJ695.02	0	27	3	100	1882	300	0	0	0.014346439957492	3.35328349393946	0.00339432100419189	0.183491530730493	0	0.0638811212988914	3.45331060834787	1	99	1
SPAPJ695.01c	0	1	0	100	386	300	0	0	0.00259067357512953	0.605534401803307	0.120791776113059	17.3080587281839	0	0.466256255796407	66.80910669079	0	100	1
SPNCRNA.603	0	3	0	100	677	300	0	0	0.00443131462333826	1.03575899156312	0.0327971598819604	2.22593021867193	0	0.222036772400872	15.069547580409	0	100	1
SPAC1F8.02c	0	0	0	100	558	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPAC1F8.03c	0	7	1	100	1899	300	0	0	0.00368615060558189	0.861587126736458	0.0134151780994594	0.782741335671289	0	0.254754232108735	14.8642579643978	0	100	1
SPNCRNA.604	0	4	0	100	872	300	0	0	0.00458715596330275	1.07218476649576	0.0240893601812892	1.52670069174082	0	0.210059220780842	13.3128300319799	0	100	1
SPAC1F8.04c	0	3	0	100	1167	300	0	0	0.0025706940874036	0.600864470684001	0.0327971598819604	2.22593021867193	0	0.382742855822478	25.9766056519015	0	100	1
SPNCRNA.606	1	7	1	100	956	300	0.01	2.33736279096076	0.00732217573221757	1.71145811053612	0.00660323359662749	1.14229470290644	1.36571428571429	0.0631269131837588	10.9203373597855	0	101	1
SPAC1F8.09c	1	0	3	100	24	300	0.01	2.33736279096076	0	0	0.0577765545925511	8.27870929775896	NA	0.0138663731022123	1.98689023146215	0	101	1
SPNCRNA.607	3	19	1	100	1791	248	0.03	7.01208837288229	0.010608598548297	2.47961435110299	0.0372348404284344	0.561573026386184	2.82789473684211	0.666875992073261	10.0577729025766	1	102	1
SPAC1F8.07c	229	2670	260	100	1684	300	2.29	535.256079130015	1.5855106888361	370.591368875608	0.074759778479188	0.0983697684640317	1.44432958801498	1.25895466958953	1.65654690093429	201	128	1
SPAC11D3.01c	13	5	9	100	130	300	0.13	30.3857162824899	0.0384615384615385	8.98985688831063	0.865873645366205	8.33482310240016	3.38	1.12563573897607	10.8352700331202	4	109	1
SPAC11D3.02c	27	160	106	100	450	300	0.27	63.1087953559406	0.355555555555556	83.1062325674938	0.109779757734777	0.25772038521622	0.759375	0.494008909806495	1.15974173347299	33	94	1
SPAC11D3.03c	5	36	9	100	1284	300	0.05	11.6868139548038	0.0280373831775701	6.55335361951616	0.047976302371859	0.369952422653469	1.78333333333333	0.61601572245467	4.75018910687054	2	103	1
SPAC11D3.04c	2	123	12	100	1836	300	0.02	4.67472558192153	0.0669934640522876	15.6588030113384	0.00278388935609129	0.0665575074137385	0.298536585365854	0.0511122085778361	1.22199583611624	6	96	1
SPAC11D3.07c	17	505	1	100	4030	300	0.17	39.735167446333	0.12531017369727	29.289533732883	0.0200861334795628	0.0556213649701958	1.35663366336634	0.80947117922638	2.24154100829889	13	104	1
SPAC11D3.08c	5	332	88	100	3214	300	0.05	11.6868139548038	0.103298070939639	24.1445067392338	0.00550502626774395	0.0376519824758648	0.484036144578313	0.176931544245291	1.21013471677429	9	96	1
SPAC11D3.11c	2	212	9	100	2151	300	0.02	4.67472558192153	0.098558809855881	23.0367694878513	0.00162304701254378	0.0383776092462577	0.202924528301887	0.0349117412398168	0.825502374887003	9	93	1
SPAC11D3.14c	2	462	4	100	4308	300	0.02	4.67472558192153	0.107242339832869	25.0664254740918	0.00074749776388137	0.0175290988000584	0.186493506493506	0.0322022036680094	0.755153576306517	9	93	1
SPNCRNA.610	1	44	22	100	881	300	0.01	2.33736279096076	0.0499432463110102	11.6735485587144	0.00116244621996113	0.152524184436484	0.200227272727273	0.0102411511978576	1.34373806488542	4	97	1
SPAC11D3.16c	23	369	134	100	945	300	0.23	53.7593441920976	0.39047619047619	91.2684518375155	0.0399119923959867	0.0964817175450413	0.589024390243902	0.377168328142074	0.91175223080064	34	89	1
SPAC11D3.18c	13	310	16	100	2031	300	0.13	30.3857162824899	0.152634170359429	35.6761430427295	0.0230384086641506	0.0747316816971138	0.851709677419355	0.467910079968898	1.51780045526838	14	99	1
SPNCRNA.612	2	41	138	100	861	300	0.02	4.67472558192153	0.0476190476190476	11.1302990045751	0.00816331069656794	0.205632495298649	0.42	0.0702861050974499	1.77049578452137	4	98	1
SPAC5H10.02c	1	15	5	100	2071	300	0.01	2.33736279096076	0.00724287783679382	1.69292331551963	0.00328192270549487	0.476785931797302	1.38066666666667	0.0679686192307988	9.87423664752212	0	101	1
SPAC5H10.05c	15	144	16	100	2194	300	0.15	35.0604418644115	0.0656335460346399	15.3409408340178	0.0588538437457203	0.181357607962786	2.28541666666667	1.2912533317811	3.97898591870353	7	108	1
SPAC5H10.06c	3	1104	79	100	1677	300	0.03	7.01208837288229	0.658318425760286	153.872899297596	0.00070065265060409	0.00867617293961236	0.045570652173913	0.0117499449506306	0.145499420197299	40	63	1
SPAC5H10.08c	8	250	49	100	962	300	0.08	18.6989023276861	0.25987525987526	60.7422762723691	0.0147018372900974	0.0666412188060862	0.30784	0.141431674730737	0.641088524914549	22	86	1
SPAC5H10.09c	9	41	114	100	650	300	0.09	21.0362651186469	0.0630769230769231	14.7433652968294	0.0994859389068054	0.46889022062971	1.42682926829268	0.646658602894235	3.04778643409311	6	103	1
SPNCRNA.615	1	10	0	100	1998	300	0.01	2.33736279096076	0.005005005005005	1.16985124672711	0.00478667548335045	0.750794709134687	1.998	0.095637776157342	15.0008782885111	0	101	1
SPAC5H10.12c	21	404	63	100	1728	300	0.21	49.084618610176	0.233796296296296	54.6466763627401	0.0326345923918128	0.0819502295970107	0.898217821782178	0.563925756530526	1.41609996743635	22	99	1
SPAC5H10.13c	49	1700	117	100	2089	300	0.49	114.530776757077	0.813786500718047	190.211428656453	0.0214598104244505	0.0386022852116682	0.602123529411765	0.448295439766772	0.806401738071749	66	83	1
SPAC13G6.01c	180	513	16	100	4022	300	1.8	420.725302372937	0.127548483341621	29.8127079006184	0.2949889205292	0.417223873120485	14.1122807017544	11.8644543836844	16.7807441769059	31	249	3.04692451947369e-85
SPAC13G6.02c	6	1081	403	100	1590	300	0.06	14.0241767457646	0.679874213836478	158.911268995508	0.00225082727042432	0.0127754015386383	0.0882516188714154	0.0357881535997467	0.203128884464349	42	64	1
SPNCRNA.618	0	4	13	100	865	300	0	0	0.0046242774566474	1.08086140622463	0.0240893601812892	1.52670069174082	0	0.208372965568152	13.2059609835581	0	100	1
SPAC13G6.05c	9	94	22	100	1131	300	0.09	21.0362651186469	0.0831122900088417	19.4263574138207	0.0451972903791	0.195723000960407	1.08287234042553	0.511181354187621	2.2136271408622	8	101	1
SPAC13G6.06c	151	1690	33	100	3730	300	1.51	352.941781435075	0.453083109919571	105.901960233879	0.0753698137955021	0.105867110798259	3.33272189349112	2.81129405457223	3.94884323277508	78	173	1.88093445898734e-16
SPAC13G6.07c	95	1885	453	100	1057	300	0.95	222.049465141273	1.7833491012299	416.833383250808	0.0407788044468066	0.0622204321640194	0.532705570291777	0.431031963002746	0.657669967973685	124	71	1
SPNCRNA.619	4	53	14	100	1834	300	0.04	9.34945116384305	0.0288985823336968	6.75464710582991	0.0232482768630924	0.217016735298953	1.38415094339623	0.426373397669115	3.9800869253828	2	102	1
SPAC13G6.10c	97	3451	668	100	1922	300	0.97	226.724190723194	1.7955254942768	419.679448054401	0.0228462823306713	0.0345453559864542	0.540231816864677	0.439105546395503	0.663961742059649	126	71	1
SPAC13G6.11c	7	249	383	100	1342	300	0.07	16.3615395367253	0.185543964232489	43.3683558084374	0.0121804309467497	0.061468338288479	0.377269076305221	0.163461383305381	0.824905099831388	16	91	1
SPAC13G6.12c	2	332	15	100	2897	300	0.02	4.67472558192153	0.11460131170176	26.7864841766991	0.00103893134686314	0.0244304685799324	0.174518072289157	0.0300978411186252	0.707750674760641	10	92	1
SPNCRNA.620	2	13	6	100	513	300	0.02	4.67472558192153	0.0253411306042885	5.9231415755341	0.0240005686740661	0.712651641747209	0.789230769230769	0.123122917297959	3.65590292216318	2	100	1
SPAC13G6.15c	3	75	27	100	1351	300	0.03	7.01208837288229	0.0555144337527757	12.9757371814994	0.0100865340312156	0.131111553513308	0.5404	0.136269074761722	1.77131708796479	5	98	1
SPNCRNA.621	1	14	7	100	468	300	0.01	2.33736279096076	0.0299145299145299	6.99211091313049	0.00350210863509423	0.514391103811047	0.334285714285714	0.016389868412241	2.4073503658357	2	99	1
SPAC24B11.06c	19	1029	29	100	1460	300	0.19	44.4098930282545	0.704794520547945	164.73604876018	0.0113918134143585	0.0295676300160331	0.26958211856171	0.166320475849634	0.431687398234084	49	70	1
SPAC24B11.07c	73	1220	38	100	2384	300	0.73	170.627483740136	0.511744966442953	119.613364302522	0.0468969385991234	0.0762263894651858	1.42649180327869	1.1180230162031	1.81723712485003	58	115	1
SPAC24B11.08c	14	523	65	100	1602	300	0.14	32.7230790734507	0.326466916354557	76.3071622766841	0.0151197669172735	0.04649469377158	0.428833652007648	0.242218666014722	0.744844994220711	28	86	1
SPNCRNA.623	2	107	68	100	2215	300	0.02	4.67472558192153	0.0483069977426637	11.2910979066728	0.00319465798615693	0.0766788051253727	0.414018691588785	0.070761674393376	1.69843553352701	4	98	1
SPAC24B11.10c	15	1115	26	100	3089	300	0.15	35.0604418644115	0.360958238912269	84.3690356724264	0.00778675596197673	0.0228422053658523	0.415560538116592	0.240532891665461	0.705595723751179	30	85	1
SPAC24B11.11c	56	493	70	100	2056	300	0.56	130.892316293803	0.239785992217899	56.0466856003724	0.0852859812031461	0.150948671821964	2.33541582150101	1.75347977353668	3.10350469265959	30	126	0.0147645782293099
SPAC24B11.12c	4	1800	104	100	4956	300	0.04	9.34945116384305	0.36319612590799	84.8921110518437	0.000711032532252072	0.0061195857852437	0.110133333333333	0.0352387722984127	0.303286671516678	27	77	1
SPNCRNA.624	5	31	71	100	1324	300	0.05	11.6868139548038	0.0234138972809668	5.47267722959091	0.0551695094846635	0.434472259261205	2.13548387096774	0.730444305576945	5.75241271261836	2	103	1
SPAC806.02c	10	437	21	100	1907	300	0.1	23.3736279096076	0.229155742003146	53.5620104693159	0.0115396297627051	0.0439590455455903	0.436384439359268	0.220060739574787	0.838298998554406	20	90	1
SPAC806.03c	23	92	263	100	298	300	0.23	53.7593441920976	0.308724832214765	72.1601935464397	0.154057298454116	0.402578050518703	0.745	0.459090749393265	1.19968259054574	29	94	1
SPAC806.11	9	191	213	100	642	300	0.09	21.0362651186469	0.297507788161994	69.5383634070881	0.0226181880489967	0.0946273652815238	0.302513089005236	0.145208767274559	0.607507685107383	24	85	1
SPNCRNA.03	9	175	192	100	591	300	0.09	21.0362651186469	0.296108291032149	69.2112501553526	0.0246492307557088	0.103443093117206	0.303942857142857	0.145676953766239	0.611348680322688	24	85	1
SPNCRNA.626	8	93	39	100	1394	300	0.08	18.6989023276861	0.0667144906743185	15.5935968120051	0.0387460919091848	0.182982003556164	1.19913978494624	0.540120521214036	2.55076912957292	6	102	1
SPAC806.04c	6	212	11	100	1814	300	0.06	14.0241767457646	0.116868798235943	27.3164780420993	0.011364700378635	0.0658417010790652	0.513396226415094	0.206155664868438	1.19436845757424	11	95	1
SPAC806.06c	2	812	19	100	2626	300	0.02	4.67472558192153	0.309215536938309	72.2748890426558	0.000425869632069129	0.00995656801961859	0.064679802955665	0.0111833365381353	0.261459476195184	24	78	1
SPNCRNA.629	6	5	3	100	431	300	0.06	14.0241767457646	0.0116009280742459	2.71155776213546	0.325595132616408	4.51332755016755	5.172	1.40331502157672	19.4524417412221	1	105	1
SPAC806.08c	47	271	11	100	2147	300	0.47	109.856051175156	0.126222636236609	29.5028093316426	0.125640135490241	0.238732877479917	3.72357933579336	2.69749370897547	5.12559487949383	16	131	5.89098792783167e-07
SPAC1639.01c	13	2264	330	100	3093	300	0.13	30.3857162824899	0.73197542838668	171.089213020859	0.00318803467205113	0.0101210388758901	0.177601590106007	0.0986059124065413	0.31304373243128	47	66	1
SPAC1639.02c	15	1113	19	100	3414	300	0.15	35.0604418644115	0.326010544815466	76.2004916912516	0.0078006969710744	0.0228834071943182	0.46010781671159	0.26631579459248	0.781239521614024	28	87	1
SPNCRNA.632	2	9	3	100	1041	300	0.02	4.67472558192153	0.00864553314121038	2.02077474722833	0.0332058119471448	1.09402338033518	2.31333333333333	0.345672502369777	11.3887833892892	0	102	1
SPAC1F5.10	9	339	56	100	1269	300	0.09	21.0362651186469	0.267139479905437	62.440188032758	0.0128355465911213	0.0529106571957015	0.336902654867257	0.162883086241329	0.671436239813452	22	87	1
SPNCRNA.634	5	83	21	100	2162	300	0.05	11.6868139548038	0.0383903792784459	8.97322440563105	0.0215603461470317	0.154173043226467	1.30240963855422	0.466134683698824	3.33322119455621	3	102	1
SPAC1F5.06	36	820	7	100	4375	300	0.36	84.1450604745875	0.187428571428571	43.8088568820075	0.0309675783160084	0.0619566139865468	1.92073170731707	1.35483155132537	2.71060186191142	21	115	1
SPAC1F5.02	58	2107	131	100	1626	300	0.58	135.567041875724	1.29581795817958	302.879667930771	0.0210111084635781	0.0359835352241146	0.447593735168486	0.34164062361778	0.585092282744103	89	69	1
SPAC18B11.11	6	504	2	100	4344	300	0.06	14.0241767457646	0.116022099447514	27.1185738177768	0.004814354240191	0.027483267521973	0.517142857142857	0.209135548193897	1.19387314115451	11	95	1
SPAC18B11.10	27	726	31	100	2332	300	0.27	63.1087953559406	0.311320754716981	72.7669548129294	0.0248145266641108	0.055344915033568	0.867272727272727	0.578674761807065	1.29064341858281	30	97	1
SPAC18B11.06	9	359	85	100	1062	300	0.09	21.0362651186469	0.33804143126177	79.0125463234382	0.012126778555252	0.0499355278738154	0.266239554317549	0.128786388256776	0.53031530601992	27	82	1
SPAC18B11.05	9	350	32	100	1589	300	0.09	21.0362651186469	0.220264317180617	51.4837619154353	0.0124357905823128	0.0512318609086468	0.4086	0.19760471235295	0.814074269838398	19	90	1
SPAC18B11.04	8	304	39	100	1125	300	0.08	18.6989023276861	0.270222222222222	63.1607367512953	0.0121159474083952	0.0546801950730074	0.296052631578947	0.136304408344446	0.615152194571333	22	86	1
SPNCRNA.636	2	297	7	100	3861	300	0.02	4.67472558192153	0.0769230769230769	17.9797137766213	0.00116077487496451	0.0273270829856831	0.26	0.0448175179223798	1.05509867407723	7	95	1
SPAC12G12.15	52	573	69	100	1759	300	0.52	121.54286512996	0.325753268902786	76.1403569767207	0.0675874711981485	0.121541401613987	1.59630017452007	1.18886361837543	2.13791325439004	37	115	1
SPNCRNA.638	2	10	1	100	582	300	0.02	4.67472558192153	0.0171821305841924	4.01608726969203	0.0303002114505232	0.965353981350509	1.164	0.176347230642045	5.61836017145996	1	101	1
SPAC12G12.12	5	273	30	100	1209	300	0.05	11.6868139548038	0.225806451612903	52.7791597958882	0.00668446419820505	0.0458669762440604	0.221428571428571	0.0808151721562991	0.55453174279069	19	86	1
SPAC12G12.10	9	339	44	100	1189	300	0.09	21.0362651186469	0.28511354079058	66.6413781442976	0.0128355465911213	0.0529106571957015	0.315663716814159	0.152614648968432	0.629107714056891	24	85	1
SPAC12G12.09	2	425	20	100	2798	300	0.02	4.67472558192153	0.151894210150107	35.5031874967235	0.000812354757787358	0.0190616828111512	0.131670588235294	0.0227296861228903	0.53334588505601	13	89	1
SPAC12G12.08	2	148	11	100	1186	300	0.02	4.67472558192153	0.124789207419899	29.1677650136756	0.00231815796058481	0.0551771209222058	0.16027027027027	0.0274933534125359	0.654400654137361	11	91	1
SPAC12G12.04	36	3063	508	100	2131	300	0.36	84.1450604745875	1.43735335523229	335.961624998255	0.008336236540181	0.0164939342666554	0.250460333006856	0.177645200671257	0.351485739222427	80	56	1
SPAC12G12.03	24	1235	175	100	2891	300	0.24	56.0967069830583	0.427187824282255	99.8492925228828	0.0126818127706199	0.0295260244983055	0.561813765182186	0.366631207198622	0.853597368246013	37	87	1
SPAC12G12.02	1	452	123	100	2301	300	0.01	2.33736279096076	0.196436332029552	45.914297327869	0.000115256161880906	0.0144153276947608	0.0509070796460177	0.00265204428487965	0.331696690256446	16	85	1
SPAC630.04c	11	331	62	100	2664	300	0.11	25.7109907005684	0.124249249249249	29.0415572000005	0.017294931612513	0.0621326965569541	0.885317220543807	0.460736978157346	1.65521503627726	12	99	1
SPAC630.06c	13	146	1	100	3300	300	0.13	30.3857162824899	0.0442424242424242	10.3410596206143	0.0482632261547795	0.160921768064701	2.93835616438356	1.59268646310772	5.31041834613512	4	109	1
SPAC630.07c	9	152	28	100	1589	300	0.09	21.0362651186469	0.0956576463184393	22.3586623175605	0.0283026967249588	0.119436909570377	0.940855263157895	0.449729850959596	1.89785249307329	9	100	1
SPAC630.08c	13	1442	421	100	1479	300	0.13	30.3857162824899	0.974983096686951	227.888921201178	0.00500052984267508	0.0159063321163043	0.133335644937587	0.0739578363731645	0.235254652000141	55	58	1
SPNCRNA.642	11	7	15	100	274	300	0.11	25.7109907005684	0.0255474452554745	5.97136479442531	0.565927857386855	4.47568550412	4.30571428571429	1.55064232923998	12.2633782812888	2	109	1
SPAC630.09c	1	352	52	100	1409	300	0.01	2.33736279096076	0.249822569198013	58.3925977585656	0.00014791537944916	0.0185273252165421	0.0400284090909091	0.00208412769643867	0.261050012301078	20	81	1
SPAC630.13c	33	910	19	100	4143	300	0.33	77.1329721017052	0.219647598358677	51.3396123527467	0.0252008932644276	0.0519109769668113	1.50240659340659	1.04407300794524	2.15067177573499	23	110	1
SPAC630.14c	17	1554	95	100	3293	300	0.17	39.735167446333	0.471910112359551	110.302513730733	0.00656515681418328	0.0179679653385482	0.360238095238095	0.216190613891056	0.591685098598391	37	80	1
SPAC1751.01c	2	717	33	100	6707	300	0.02	4.67472558192153	0.106903235425675	24.9871644717291	0.000482183009360732	0.0112791209395008	0.187085076708508	0.0323400144378243	0.756490641412321	9	93	1
SPAC1751.02c	10	163	11	100	1084	300	0.1	23.3736279096076	0.150369003690037	35.1466914138934	0.0305467324971132	0.119442798652035	0.665030674846626	0.331126580268707	1.29475993738806	14	96	1
SPNCRNA.643	2	9	8	100	439	300	0.02	4.67472558192153	0.020501138952164	4.79185993591045	0.0332058119471448	1.09402338033518	0.975555555555555	0.145773514447966	4.80276263967145	2	100	1
SPAC31A2.04c	40	352	369	100	593	300	0.4	93.4945116384306	0.593591905564924	138.743963308295	0.0807701952363426	0.159280788015816	0.673863636363636	0.478967257751511	0.944535072933787	52	88	1
SPAC31A2.05c	8	611	21	100	5062	300	0.08	18.6989023276861	0.120703279336231	28.2127353867449	0.00605813912742624	0.0270630324030705	0.66278232405892	0.306663002630316	1.36993070024343	11	97	1
