V4	Mcs6as_Cdk9as_3MBPP1r2_pr_counts	Mcs6as_Cdk9as_3MBPP1r2gb_counts	Mcs6as_Cdk9as_3MBPP1r2term_counts	Mcs6as_Cdk9as_3MBPP1r2pr_map	Mcs6as_Cdk9as_3MBPP1r2gb_map	Mcs6as_Cdk9as_3MBPP1r2term_map	Mcs6as_Cdk9as_3MBPP1r2pr_density	Mcs6as_Cdk9as_3MBPP1r2pr_densityRPKM	Mcs6as_Cdk9as_3MBPP1r2gb_density	Mcs6as_Cdk9as_3MBPP1r2gb_densityRPKM	Mcs6as_Cdk9as_3MBPP1r2pause_index_CI_low	Mcs6as_Cdk9as_3MBPP1r2pause_index_CI_high	Mcs6as_Cdk9as_3MBPP1r2pause_index_scaled	Mcs6as_Cdk9as_3MBPP1r2pause_index_CI_low_scaled	Mcs6as_Cdk9as_3MBPP1r2pause_index_CI_high_scaled	Mcs6as_Cdk9as_3MBPP1r2_ExpPR	Mcs6as_Cdk9as_3MBPP1r2_ExpGB	Mcs6as_Cdk9as_3MBPP1r2Fexact_Pval
SPAC1610.02c	28	320	57	100	871	300	0.28	61.097832030713	0.367393800229621	80.1677310555526	0.0582663158535486	0.130549943311843	0.762125	0.507499611084408	1.13709000624615	34	94	1
SPAC1610.03c	0	20	125	100	2361	300	0	0	0.00847098686997035	1.84842476041366	0.00459577388787386	0.250708753220746	0	0.108506221492702	5.91923366354182	0	100	1
SPAC1610.04	14	202	42	100	1869	300	0.14	30.5489160153565	0.108079186730872	23.5835857032103	0.0386874764875374	0.121864702903908	1.29534653465347	0.723068935552074	2.27765129727405	11	103	1
SPAC1635.01	46	1099	51	100	1331	300	0.46	100.375009764743	0.825694966190834	180.172044117617	0.0307969870436832	0.0567075477392504	0.557106460418562	0.409907897551423	0.754777460409423	66	80	1
SPAC1639.01c	12	2961	122	100	3093	300	0.12	26.1847851560199	0.957322987390883	208.894139581245	0.00219321510595441	0.00730818360376062	0.125349544072948	0.06783614322717	0.226042118864316	54	58	1
SPAC1639.02c	50	858	7	100	3414	300	0.5	109.103271483416	0.251318101933216	54.839254207833	0.0433374145464497	0.0781456050651831	1.98951048951049	1.47953933261579	2.66789095692535	30	120	0.878779298134253
SPAC167.01	13	508	1	100	3235	300	0.13	28.3668505856882	0.157032457496136	34.2655096838178	0.0141257242392675	0.0453794737779968	0.827854330708661	0.456967179140304	1.4680259767182	15	98	1
SPAC167.02	6	215	4	100	3270	300	0.06	13.0923925780099	0.0657492354740061	14.3469133754951	0.0112080254550858	0.0649109955905933	0.912558139534884	0.366502432381305	2.1225895558124	6	100	1
SPAC167.03c	27	756	4	100	2731	300	0.27	58.9157666010447	0.276821677041377	60.4043011654797	0.0238368051432249	0.0531328166426048	0.975357142857143	0.650983148461472	1.45105722250954	27	100	1
SPAC167.04	1	168	10	100	1033	300	0.01	2.18206542966832	0.162633107454017	35.4876081494945	0.000309049489364474	0.0389932453250671	0.0614880952380952	0.00319248122513502	0.402800224207943	14	87	1
SPAC167.05	14	878	0	100	3194	300	0.14	30.5489160153565	0.274890419536631	59.9828881417904	0.00903386780232252	0.0276084097815301	0.509293849658314	0.288541737606181	0.881812608422071	24	90	1
SPAC167.06c	2	66	10	100	612	300	0.02	4.36413085933664	0.107843137254902	23.5320781630897	0.00513695955622772	0.125626360932355	0.185454545454545	0.0314381924841136	0.768833328906014	9	93	1
SPAC167.07c	20	249	28	100	3598	300	0.2	43.6413085933664	0.0692051139521957	15.1010086711343	0.0494930414454004	0.128946838193009	2.88995983935743	1.7807596312055	4.63950723818445	7	113	0.833921791664256
SPAC167.08	0	0	0	0	35	10	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	1
SPAC167.09	2	85	16	100	1373	300	0.02	4.36413085933664	0.0619082301529497	13.5087808828702	0.00400777260120626	0.0969489900390142	0.323058823529412	0.055026717814562	1.33110963323567	5	97	1
SPAC1687.01	6	183	66	100	635	300	0.06	13.0923925780099	0.288188976377953	62.8847202565831	0.0131403430239179	0.0764355850006361	0.208196721311475	0.0834411782018788	0.485365964754039	23	83	1
SPAC1687.02	18	58	35	100	2108	300	0.18	39.2771777340298	0.0275142314990512	6.00378533779709	0.176453788309895	0.540131080784174	6.54206896551724	3.71964585757259	11.3859631829304	3	115	0.000127465142845285
SPAC1687.03c	13	399	21	100	1170	300	0.13	28.3668505856882	0.341025641025641	74.414026191253	0.0179480910248911	0.0578986821291708	0.381203007518797	0.209992664991226	0.677414580911298	28	85	1
SPAC1687.04	24	295	72	100	1619	300	0.24	52.3695703120397	0.182211241507103	39.7596850989595	0.0524068365381756	0.125261272364832	1.31715254237288	0.848466683553063	2.02797999958663	19	105	1
SPAC1687.05	31	706	30	100	2981	300	0.31	67.644028319718	0.236833277423683	51.6785707261266	0.030103492345294	0.0636814918363345	1.30893767705382	0.897385106813215	1.89834527164113	25	106	1
SPAC1687.06c	70	651	295	100	263	300	0.7	152.744580076783	2.47528517110266	540.123420043376	0.083354848662311	0.138485370930314	0.282795698924731	0.219223251981878	0.364216525546725	121	49	1
SPAC1687.08	14	7	25	100	90	300	0.14	30.5489160153565	0.0777777777777778	16.9716200085314	0.757625516655048	5.45938372498946	1.8	0.681862964989543	4.91344535249051	8	106	1
SPAC1687.09	92	1842	19	100	4612	300	0.92	200.750019529486	0.399392888117953	87.1501414017573	0.0402727561746305	0.0618735848932732	2.30349619978284	1.85737951477396	2.85360973527776	54	138	0.000120594992980616
SPAC1687.10	4	156	97	100	2041	300	0.04	8.72826171867329	0.0764331210191083	16.6782071057451	0.00810369756165723	0.0716003105379711	0.523333333333333	0.165396467233424	1.46136233807999	7	97	1
SPAC1687.11	87	1355	11	100	2664	300	0.87	189.839692381144	0.508633633633634	110.987186831853	0.0513694169382427	0.0801562922867153	1.71046494464945	1.36848126723478	2.1353636265181	63	124	1
SPAC1687.12c	13	203	32	100	993	300	0.13	28.3668505856882	0.204431017119839	44.6081855209133	0.0349589673973095	0.114880701662621	0.635911330049261	0.347142546255283	1.14076536750983	19	94	1
SPAC1687.13c	23	274	39	100	1057	300	0.23	50.1875048823714	0.25922421948912	56.5644207879962	0.0535043536799267	0.130545271618788	0.887262773722628	0.565541018396825	1.37986352101059	25	98	1
SPAC1687.14c	25	161	45	100	771	300	0.25	54.551635741708	0.208819714656291	45.5658280384695	0.0994952490003902	0.240563976828458	1.1972049689441	0.767108369793009	1.85474826134741	21	104	1
SPAC1687.15	41	1021	44	100	2170	300	0.41	89.4646826164012	0.470506912442396	102.667686806053	0.0289995818937624	0.055397714297534	0.871400587659158	0.629290927094644	1.20213040025649	45	96	1
SPAC1687.16c	223	536	59	100	1343	300	2.23	486.600590816036	0.399106478034252	87.087644847522	0.354776773927354	0.487791939990281	5.58748134328358	4.76465207384436	6.55104575406947	92	231	2.25377068074061e-39
SPAC1687.17c	27	228	37	100	902	249	0.27	58.9157666010447	0.252771618625277	55.1564210603523	0.0777747932010923	0.179100930740556	1.06815789473684	0.701528634673852	1.61549039527981	25	102	1
SPAC1687.18c	7	225	59	100	1733	300	0.07	15.2744580076783	0.129832660126947	28.3303359304889	0.0134635990773787	0.0681122861476463	0.539155555555555	0.233324172010973	1.18038591893871	12	95	1
SPAC1687.19c	7	215	11	100	1263	300	0.07	15.2744580076783	0.170229612034838	37.145215152707	0.0140817106800445	0.0713244061708526	0.411209302325581	0.177852005888962	0.900827249937869	15	92	1
SPAC1687.20c	0	110	27	100	1978	300	0	0	0.0556117290192113	12.1348431376904	0.000827948885328349	0.0438994717314359	0	0.0163768289517947	0.868331550847803	5	95	1
SPAC1687.21	33	359	26	100	1174	300	0.33	72.0081591790546	0.305792163543441	66.7258508731625	0.0632551846232075	0.132906552067271	1.0791643454039	0.742615867476456	1.56032292126977	31	102	1
SPAC1687.22c	93	1346	9	100	3446	300	0.93	202.932084959154	0.390597794544399	85.2309944380023	0.0556686313029766	0.0856640234414502	2.38096582466568	1.91834103470057	2.95198224779237	54	139	3.78471032636621e-05
SPAC1687.23c	0	0	5	100	298	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPAC16A10.01	1	305	10	100	3288	300	0.01	2.18206542966832	0.0927615571776156	20.2411787119476	0.000170641429796538	0.0213958187713859	0.107803278688525	0.00561069021171017	0.70349452120317	8	93	1
SPAC16A10.02	5	178	0	100	2229	300	0.05	10.9103271483416	0.0798564378645132	17.4251972400611	0.0102049305479653	0.0707051414221756	0.626123595505618	0.227467901914147	1.57601760230029	7	98	1
SPAC16A10.03c	4	234	16	100	3975	300	0.04	8.72826171867329	0.0588679245283019	12.8453663029531	0.00542671532460676	0.0474921954190426	0.67948717948718	0.215711934153119	1.88781476790694	5	99	1
SPAC16A10.04	1	114	11	100	1407	300	0.01	2.18206542966832	0.0810234541577825	17.6798478310013	0.000454287800892566	0.0576973078617017	0.123421052631579	0.0063918293585584	0.811801121614143	7	94	1
SPAC16A10.05c	15	63	54	100	414	300	0.15	32.7309814450248	0.152173913043478	33.2053434949527	0.130043596682663	0.429510772654583	0.985714285714286	0.538380490266224	1.77817459878997	15	100	1
SPAC16A10.06c	8	68	40	100	1052	300	0.08	17.4565234373466	0.064638783269962	14.1046054389207	0.0523934359970915	0.253334354169002	1.23764705882353	0.551178946689402	2.6650774058579	6	102	1
SPAC16A10.07c	2	527	22	100	2216	300	0.02	4.36413085933664	0.237815884476534	51.8929820142241	0.000655552349041409	0.0153596175450688	0.0840986717267552	0.0145270400547576	0.340369124798725	19	83	1
SPAC16A10.08c	2	13	2	100	977	300	0.02	4.36413085933664	0.0133060388945752	2.90346474776747	0.0240005686740661	0.712651641747209	1.50307692307692	0.234485555945625	6.96260653987023	1	101	1
SPAC16C9.01c	11	57	28	100	1815	300	0.11	24.0027197263515	0.031404958677686	6.85276746507407	0.0956686965822437	0.379840898609665	3.50263157894737	1.73638684296772	6.89411230976542	3	108	1
SPAC16C9.02c	41	418	92	100	1151	300	0.41	89.4646826164012	0.363162467419635	79.2444265509434	0.0701913842823944	0.136569706830499	1.12897129186603	0.807902833090359	1.57191732561905	37	104	1
SPAC16C9.03	87	1188	86	100	1610	300	0.87	189.839692381144	0.737888198757764	161.012032946954	0.0585342842957565	0.0915125044586231	1.1790404040404	0.94240197716168	1.47335132178383	79	108	1
SPAC16C9.04c	16	719	44	100	1726	300	0.16	34.9130468746931	0.41657010428737	90.8983223598797	0.0130924512803231	0.0372350716711185	0.384089012517385	0.225975709098376	0.642677337043505	34	82	1
SPAC16C9.05	19	204	15	100	1374	300	0.19	41.4592431636981	0.148471615720524	32.3974779950755	0.0564575540702037	0.151873240628692	1.27970588235294	0.775726792924599	2.08673832623823	15	104	1
SPAC16C9.06c	11	233	3	100	2792	300	0.11	24.0027197263515	0.0834527220630372	18.2099299825472	0.0244612119017293	0.0886743769543295	1.31811158798283	0.682957036296281	2.47578860456488	8	103	1
SPAC16C9.07	7	440	42	100	2860	300	0.07	15.2744580076783	0.153846153846154	33.5702373795126	0.00692671772360842	0.0346038644288962	0.455	0.198104126895201	0.98967052266643	14	93	1
SPAC16E8.01	59	1951	23	100	4675	300	0.59	128.741860350431	0.417326203208556	91.0633080916127	0.0231290550210496	0.0394533286895808	1.41376217324449	1.08128332223407	1.8444431162379	46	113	1
SPAC16E8.02	8	140	19	100	2530	300	0.08	17.4565234373466	0.0553359683794466	12.074670361801	0.0260105954649789	0.120188403466023	1.44571428571429	0.658068065263967	3.04076660769039	5	103	1
SPAC16E8.03	6	22	9	100	391	300	0.06	13.0923925780099	0.0562659846547315	12.2776059981338	0.099238444329978	0.708298164460976	1.06636363636364	0.388022317330214	2.76944582304242	5	101	1
SPAC16E8.04c	15	239	19	100	1217	300	0.15	32.7309814450248	0.196384552177486	42.8523942227386	0.0358485740180601	0.108038865307688	0.763807531380753	0.436277145799791	1.31483299079456	18	97	1
SPAC16E8.05c	12	35	19	100	1274	300	0.12	26.1847851560199	0.0274725274725275	5.99468524634154	0.168550062680475	0.684562593781376	4.368	2.14732779854925	8.72132744477473	2	110	1
SPAC16E8.06c	74	490	21	100	1391	300	0.74	161.472841795456	0.352264557872035	76.8664313829962	0.117340426317301	0.19408847823446	2.10069387755102	1.63220533007365	2.69977073224134	45	129	0.0347139314423713
SPAC16E8.07c	280	2151	76	100	2497	300	2.8	610.97832030713	0.861433720464557	187.970474137628	0.114697706369007	0.147705038759134	3.25039516503952	2.86400172803411	3.68819481781558	175	205	9.45862242564065e-22
SPAC16E8.08	108	560	74	100	1228	300	1.08	235.663066404179	0.456026058631922	99.5078697568616	0.156086825774769	0.238102370441892	2.36828571428571	1.91674622051417	2.92389710902643	65	143	3.31554151293967e-05
SPAC16E8.09	24	943	6	100	2988	300	0.24	52.3695703120397	0.315595716198126	68.8650502067345	0.0165875140508464	0.0387192791970491	0.760466595970308	0.495634919839291	1.15693206240783	29	95	1
SPAC16E8.10c	19	211	34	100	942	300	0.19	41.4592431636981	0.223991507430998	48.8764124904475	0.0546237116101158	0.146726171003058	0.84824644549763	0.514555363367291	1.3821605308488	21	98	1
SPAC16E8.11c	39	350	10	100	2014	300	0.39	85.1005517570646	0.173783515392254	37.9207001183671	0.0788696198395098	0.156818643070615	2.24417142857143	1.58843414356773	3.15832747144219	20	119	0.501420893372923
SPAC16E8.12c	9	153	21	100	1075	300	0.09	19.6385888670149	0.142325581395349	31.0563730920236	0.0281214719324134	0.118639416790714	0.632352941176471	0.302305823273444	1.27537373050018	13	96	1
SPAC16E8.13	206	769	5	100	2423	300	2.06	449.505478511674	0.317375154766818	69.2533353452307	0.228997546324449	0.313278247638583	6.49074122236671	5.54861054744141	7.59073194028286	73	233	1.07156159718477e-47
SPAC16E8.14c	18	172	41	100	970	300	0.18	39.2771777340298	0.177319587628866	38.6922942167991	0.0623441524894308	0.173484997107646	1.01511627906977	0.604738279147479	1.68280447194417	17	101	1
SPAC16E8.15	49	930	18	100	1094	300	0.49	106.921206053748	0.850091407678245	185.495507275278	0.0390918603157571	0.0708110428635308	0.576408602150538	0.427664951854383	0.774672808927026	68	81	1
SPAC16E8.16	2	3617	46	100	2211	300	0.02	4.36413085933664	1.63591135232926	356.966560791964	9.5736955261315e-05	0.00223132942226906	0.0122256013270666	0.00211674408082768	0.0493346935263689	63	39	1
SPAC16E8.17c	10	271	13	100	1137	300	0.1	21.8206542966832	0.238346525945471	52.0087714547155	0.0185216425915665	0.071234473566901	0.419557195571956	0.210591076266111	0.809935964455664	21	89	1
SPAC16E8.18	5	23	29	100	365	300	0.05	10.9103271483416	0.063013698630137	13.750001337636	0.0725872728326126	0.602116315135574	0.793478260869565	0.264943545839036	2.19772455024484	6	99	1
SPAC16E8.18c	4	161	55	100	587	300	0.04	8.72826171867329	0.27427597955707	59.8488133179897	0.0078552992204592	0.069343979035832	0.14583850931677	0.0461106064240955	0.407049156940334	22	82	1
SPAC1705.02	41	152	52	100	435	300	0.41	89.4646826164012	0.349425287356322	76.2468839792149	0.188130082762403	0.3855206443509	1.17335526315789	0.818365860016455	1.67701480292641	36	105	1
SPAC1705.03c	174	3906	332	100	1776	300	1.74	379.679384762288	2.19932432432432	479.906957673675	0.0381534072787833	0.0519896097610624	0.791152073732719	0.677604513271192	0.923335469356468	188	86	1
SPAC1751.01c	0	444	13	100	6707	300	0	0	0.066199493066945	14.4451625282948	0.000204810384895483	0.0108086520837185	0	0.01373663251494	0.724936295254997	6	94	1
SPAC1751.02c	19	192	7	100	1084	300	0.19	41.4592431636981	0.177121771217712	38.6491293815791	0.0599053332224588	0.16159005147132	1.07270833333333	0.649373812131454	1.7516361579491	17	102	1
SPAC1751.03	140	2067	103	100	1374	300	1.4	305.489160153565	1.50436681222707	328.262681450103	0.0568537967748501	0.0806424152560361	0.930624092888244	0.781171167686441	1.10802678561794	144	96	1
SPAC1751.04	0	561	25	100	1652	300	0	0	0.339588377723971	74.1004059348625	0.000162078991715834	0.00855079968544905	0	0.00267754494314557	0.141259210803618	25	75	1
SPAC1782.01	26	491	4	100	5213	300	0.26	56.7337011713764	0.0941876079033186	20.5523523108986	0.0349347631712067	0.0796717255422948	2.76044806517312	1.821149204115	4.15328705251983	10	116	0.207025580552142
SPAC1782.02c	10	121	33	100	841	300	0.1	21.8206542966832	0.143876337693222	31.3947582627666	0.0408654993491681	0.162086716729214	0.69504132231405	0.343678849526504	1.36314928769269	13	97	1
SPAC1782.03	0	188	204	100	1695	300	0	0	0.110914454277286	24.2022596328994	0.000484031287418805	0.0255979477434017	0	0.00820433032174875	0.433885214250659	9	91	1
SPAC1782.04	103	558	66	100	978	300	1.03	224.752739255837	0.570552147239264	124.498211631383	0.148731483471576	0.228893730211959	1.8052688172043	1.45459390835202	2.23858068147296	73	130	0.387659801074392
SPAC1782.05	30	173	26	100	1115	300	0.3	65.4619628900496	0.155156950672646	33.8562618235533	0.115361570547723	0.259235738555296	1.93352601156069	1.28628151160711	2.89047848489155	17	113	1
SPAC1782.06c	14	524	70	100	1013	300	0.14	30.5489160153565	0.517275419545903	112.872881060829	0.0150911285427982	0.0464052744222626	0.270648854961832	0.152873132138546	0.47008542989752	38	76	1
SPAC1782.07	52	777	236	100	731	300	0.52	113.467402342753	1.06292749658003	231.937734453117	0.0500071083567882	0.0893325190142536	0.489214929214929	0.365551962088122	0.653020713994193	78	74	1
SPAC1782.08c	8	402	23	100	1659	300	0.08	17.4565234373466	0.242314647377939	52.8746415145669	0.00918429614296337	0.0412448638358465	0.330149253731343	0.152367473011762	0.684252291036694	21	87	1
SPAC1782.09c	40	572	50	100	1555	300	0.4	87.2826171867329	0.367845659163987	80.2663296315293	0.0500484876740855	0.0973354849882911	1.08741258741259	0.778253983332029	1.51356679156793	37	103	1
SPAC1782.10c	78	1047	40	100	965	300	0.78	170.201103514129	1.08497409326425	236.748446099765	0.058771340179197	0.0943025984851695	0.7189111747851	0.567143432729251	0.910020075381886	92	86	1
SPAC1782.11	10	461	75	100	763	300	0.1	21.8206542966832	0.604193971166448	131.839077729633	0.0109432201459694	0.0416530898128977	0.165509761388286	0.0834967697137462	0.317813075272409	41	69	1
SPAC1782.12c	0	48	35	100	1654	300	0	0	0.0290205562273277	6.33247524933975	0.0019023677648798	0.101687091822644	0	0.0314651628311119	1.68190449874654	2	98	1
SPAC1783.01	5	307	29	100	3347	300	0.05	10.9103271483416	0.0917239318792949	20.0147620827061	0.00594986570322184	0.0407441520505734	0.545114006514658	0.199142005086835	1.36370676913269	8	97	1
SPAC1783.02c	6	92	6	100	1261	300	0.06	13.0923925780099	0.0729579698651864	15.9199063861606	0.0257801998313862	0.154346611177421	0.822391304347826	0.32508831987378	1.94631076694727	7	99	1
SPAC1783.03	12	135	1	100	2822	300	0.12	26.1847851560199	0.0478384124734231	10.438654606847	0.0468935532094842	0.164621773731861	2.50844444444444	1.32333607157164	4.64562645471313	5	107	1
SPAC1783.04c	20	231	8	100	1386	300	0.2	43.6413085933664	0.166666666666667	36.3677571611387	0.0532739436949517	0.139198028325166	1.2	0.738376859612031	1.9292846725868	17	103	1
SPAC1783.05	8	854	14	100	4457	300	0.08	17.4565234373466	0.191608705407225	41.8102732092606	0.00434041263782241	0.0193336417182083	0.41751756440281	0.193452191267745	0.861700411380544	17	91	1
SPAC1783.06c	10	26	17	100	420	300	0.1	21.8206542966832	0.0619047619047619	13.5080240884229	0.173596228683436	0.832554888179174	1.61538461538462	0.72910416047043	3.49673053035253	6	104	1
SPAC1783.07c	45	2423	30	100	2441	300	0.45	98.1929443350745	0.992625972961901	216.597482019105	0.0136652434957089	0.0251573888261571	0.453342963268675	0.333568593730255	0.614091861246495	72	73	1
SPAC1783.08c	89	728	251	100	580	300	0.89	194.203823240481	1.2551724137931	273.886833241127	0.0974735589210214	0.153161076385795	0.709065934065934	0.565346641741924	0.888334243037613	105	84	1
SPAC1786.01c	14	1024	24	100	2251	300	0.14	30.5489160153565	0.454908929364727	99.2641048414199	0.00775080462335335	0.0236563418040819	0.30775390625	0.174470612071684	0.532504254009883	35	79	1
SPAC1786.02	248	1485	8	100	3250	300	2.48	541.152226557744	0.456923076923077	99.7036050171525	0.145648788995195	0.191444995479362	5.42760942760943	4.73358564234383	6.22196235307927	109	239	6.10795616346626e-45
SPAC1786.03	73	907	93	100	1789	300	0.73	159.290776365787	0.506987143655674	110.627911945733	0.0629292273507188	0.102780532360128	1.43987872105843	1.12580387730436	1.83874372392269	58	115	1
SPAC1786.04	3	1	26	100	88	300	0.03	6.54619628900496	0.0113636363636364	2.47961980644127	0.281109371130232	74.8083338953006	2.64	0.247376246594604	65.8313338278645	1	102	1
SPAC17A2.01	19	48	3	100	2185	300	0.19	41.4592431636981	0.0219679633867277	4.79355334663979	0.224658171430671	0.691355788436594	8.64895833333333	4.90878104576017	15.1061239773396	2	117	1.20138791684994e-06
SPAC17A2.02c	110	1877	61	100	1603	300	1.1	240.027197263515	1.17092950717405	255.504479818306	0.0481150186028616	0.0713200343854906	0.939424613745338	0.771283748203871	1.14326015119942	113	97	1
SPAC17A2.03c	83	1033	20	100	1823	300	0.83	181.111430662471	0.566648381788261	123.646384467766	0.0638209894894863	0.101027977361485	1.46475314617619	1.16345663839334	1.84174002729986	66	117	1
SPAC17A2.04c	3	226	40	100	1412	300	0.03	6.54619628900496	0.160056657223796	34.9254098516318	0.00340095844536514	0.0427000713555516	0.187433628318584	0.0480215332485557	0.602925007540388	14	89	1
SPAC17A2.05	21	1315	54	100	2211	300	0.21	45.8233740230348	0.594753505201266	129.779106287374	0.0101082481747126	0.0249675218259754	0.353087452471483	0.223493367142896	0.552031907572317	45	76	1
SPAC17A2.06c	46	917	2	100	3825	300	0.46	100.375009764743	0.239738562091503	52.3125228498262	0.0368634809341845	0.0680480770143345	1.91875681570338	1.41002814573256	2.60283894579829	28	118	1
SPAC17A2.07c	29	276	141	100	483	300	0.29	63.2798974603813	0.571428571428571	124.689453123904	0.0702602506950816	0.156178697153041	0.5075	0.339357010857244	0.75434310724919	46	83	1
SPAC17A2.08c	45	251	67	100	1367	300	0.45	98.1929443350745	0.183613752743233	40.0657222272676	0.128816573655893	0.248778469705071	2.450796812749	1.76092256187605	3.40080168086832	22	123	0.0446938696271465
SPAC17A2.09c	114	1030	50	100	1893	300	1.14	248.755458982189	0.544109878499736	118.72833558153	0.0907603748336058	0.134866635259779	2.09516504854369	1.71809389560016	2.55302540546762	75	139	0.00101938104631132
SPAC17A2.10c	102	59	65	100	321	300	1.02	222.570673826169	0.183800623052959	40.1064985515361	1.24038039683556	2.41242236775509	5.54949152542373	3.98162107384215	7.74387580049385	31	171	6.69288564308821e-15
SPAC17A2.11	0	101	19	100	1595	300	0	0	0.0633228840125392	13.8174676110659	0.000901889401576689	0.0478465687296423	0	0.0143851359551482	0.763152771237795	5	95	1
SPAC17A2.12	3	897	11	100	4093	300	0.03	6.54619628900496	0.219154654287808	47.8209794872339	0.000862014922409509	0.0106831052995995	0.136889632107023	0.0352822707742212	0.437259499912608	18	85	1
SPAC17A2.13c	92	2114	165	100	1513	300	0.92	200.750019529486	1.39722405816259	304.883431481747	0.0351145811588279	0.0538761662403517	0.65844843897824	0.531283612933067	0.815146395216522	111	81	1
SPAC17A2.14	59	597	4	100	2425	300	0.59	128.741860350431	0.246185567010309	53.719301505649	0.0749126222111512	0.130103839385402	2.3965661641541	1.81663108862042	3.15501810509599	31	128	0.00425844331993495
SPAC17A5.01	4	257	4	100	3069	300	0.04	8.72826171867329	0.0837406321277289	18.272753842449	0.00494503083223984	0.0432026491867043	0.477665369649805	0.151762996241441	1.32588930353995	8	96	1
SPAC17A5.02c	92	284	69	100	1680	300	0.92	200.750019529486	0.169047619047619	36.887296549155	0.254257691556412	0.412364026794494	5.44225352112676	4.27152921814772	6.92771565014749	27	165	3.83311091772502e-21
SPAC17A5.03	132	508	365	100	232	300	1.32	288.032636716218	2.18965517241379	477.797085461857	0.213543797284557	0.316006183702649	0.602834645669291	0.495421609700173	0.733134346190145	159	73	1
SPAC17A5.04c	11	47	0	100	1552	217	0.11	24.0027197263515	0.0302835051546392	6.60805896871206	0.114649474776915	0.466577754997097	3.63234042553191	1.77935984853772	7.24128675755495	3	108	1
SPAC17A5.05c	20	38	17	100	319	300	0.2	43.6413085933664	0.119122257053292	25.9932559020051	0.295675025511159	0.93066296293312	1.67894736842105	0.943203331380599	2.96881485175665	12	108	1
SPAC17A5.06	76	1168	20	100	2570	300	0.76	165.836972654792	0.454474708171206	99.1693549358988	0.0512232847710717	0.0825352877167057	1.6722602739726	1.31643841861654	2.12115689431934	54	122	1
SPAC17A5.07c	3	380	8	100	2336	300	0.03	6.54619628900496	0.162671232876712	35.4959273661799	0.00202922978363566	0.0252990125044469	0.184421052631579	0.047402807745729	0.59098493210388	14	89	1
SPAC17A5.08	2	426	95	100	1048	300	0.02	4.36413085933664	0.406488549618321	88.6984611678154	0.000810454232304004	0.0190167463533515	0.0492018779342723	0.00849356035454596	0.199295501783124	29	73	1
SPAC17A5.09c	4	303	32	100	1180	300	0.04	8.72826171867329	0.256779661016949	56.0310021347035	0.00419951903113342	0.0365924124974824	0.155775577557756	0.0495543245673744	0.431790467470292	21	83	1
SPAC17A5.10	31	775	412	100	1675	258	0.31	67.644028319718	0.462686567164179	100.961236298087	0.0274430699277444	0.0579692933751934	0.67	0.459671421289719	0.97098566403449	41	90	1
SPAC17A5.11	0	10	109	100	1078	300	0	0	0.00927643784786642	2.02417943382961	0.00929728784483565	0.525639636497703	0	0.100224762967328	5.66639528144524	0	100	1
SPAC17A5.12	39	412	150	100	1919	300	0.39	85.1005517570646	0.214695153725899	46.847887286261	0.0671797298231953	0.132859388922874	1.81652912621359	1.28917901530712	2.54957167342996	24	115	1
SPAC17A5.13	70	519	62	100	708	300	0.7	152.744580076783	0.733050847457627	159.956491242635	0.10422269388518	0.174266016030143	0.954913294797688	0.737896672707072	1.23380339349341	71	99	1
SPAC17A5.14	19	594	3	100	4061	300	0.19	41.4592431636981	0.146269391775425	31.9169383211766	0.0196704745594147	0.0513913711278707	1.29897306397306	0.798817971857829	2.08700358150283	15	104	1
SPAC17A5.15c	32	2160	88	100	2065	300	0.32	69.8260937493863	1.04600484261501	228.245100633587	0.0102747044801156	0.0212431098037981	0.305925925925926	0.212172647514388	0.43867021744843	67	65	1
SPAC17A5.16	20	422	23	100	3786	300	0.2	43.6413085933664	0.111463285789752	24.3220182599058	0.0294242573201826	0.0754971112426661	1.79431279620853	1.11400238214211	2.85832063164734	12	108	1
SPAC17A5.18c	40	195	1	100	2409	300	0.4	87.2826171867329	0.0809464508094645	17.663045196568	0.143772298889062	0.291650795349516	4.94153846153846	3.46347468023749	7.02586765996984	10	130	5.60367167405555e-09
SPAC17A5.19	1	49	159	100	673	300	0.01	2.18206542966832	0.0728083209509658	15.8872520139298	0.00104598122796186	0.136503271149038	0.13734693877551	0.00703945366418333	0.918667014833026	6	95	1
SPAC17C9.01c	12	447	185	100	2286	300	0.12	26.1847851560199	0.195538057742782	42.6676835985013	0.0144274763607787	0.0487626593342874	0.613691275167785	0.329812109607401	1.11471439238181	18	94	1
SPAC17C9.02c	41	152	80	100	1216	300	0.41	89.4646826164012	0.125	27.275817870854	0.188130082762403	0.3855206443509	3.28	2.28766180639083	4.68793103530694	15	126	0.000287370189171116
SPAC17C9.03	89	2911	48	100	4382	300	0.89	194.203823240481	0.664308534915564	144.956468867286	0.0246121867549158	0.0379346075193468	1.33973892133288	1.07850602360041	1.66229450149778	75	114	1
SPAC17C9.05c	21	154	8	100	1326	300	0.21	45.8233740230348	0.116138763197587	25.342238021789	0.0840370666299198	0.219135816582199	1.80818181818182	1.11433150351274	2.90574092787995	12	109	1
SPAC17C9.06	10	514	32	100	1660	300	0.1	21.8206542966832	0.309638554216867	67.5651584849107	0.00982217286661868	0.0373287935574031	0.32295719844358	0.16304806958587	0.619657973052891	26	84	1
