Isk1as_3MBPP1_combined_pr_counts	Isk1as_3MBPP1_combinedgb_counts	Isk1as_3MBPP1_combinedterm_counts	Isk1as_3MBPP1_combinedpr_map	Isk1as_3MBPP1_combinedgb_map	Isk1as_3MBPP1_combinedterm_map	Isk1as_3MBPP1_combinedpr_density	Isk1as_3MBPP1_combinedpr_densityRPKM	Isk1as_3MBPP1_combinedgb_density	Isk1as_3MBPP1_combinedgb_densityRPKM	Isk1as_3MBPP1_combinedpause_index_CI_low	Isk1as_3MBPP1_combinedpause_index_CI_high	Isk1as_3MBPP1_combinedpause_index_scaled	Isk1as_3MBPP1_combinedpause_index_CI_low_scaled	Isk1as_3MBPP1_combinedpause_index_CI_high_scaled	Isk1as_3MBPP1_combined_ExpPR	Isk1as_3MBPP1_combined_ExpGB	Isk1as_3MBPP1_combinedFexact_Pval
SPNCRNA.311	34	21	17	100	245	300	0.34	45.064592140258	0.0857142857142857	11.3608215479642	0.912371184506447	2.88786239132616	3.96666666666667	2.23530940204079	7.07526285874908	10	124	0.0218578106349554
SPAC17C9.16c	18	3900	161	100	2196	300	0.18	23.8577252507248	1.77595628415301	235.390428247892	0.00281717822987558	0.00746185605549784	0.101353846153846	0.0618652339280677	0.163862358978733	75	43	1
SPAC17C9.15c	158	206	10	100	1255	300	1.58	209.41781053414	0.164143426294821	21.7560487014135	0.620113566052931	0.948507321166145	9.62572815533981	7.78242525396429	11.9037668806351	36	222	1.46841933990219e-50
SPAC17C9.13c	129	1594	274	100	1320	300	1.29	170.980364296861	1.20757575757576	160.055614687102	0.0673482636170931	0.0971837030823816	1.06825595984944	0.888997079745629	1.28282488068744	125	104	1
SPAC17C9.11c	5	262	149	100	1595	300	0.05	6.62714590297911	0.164263322884013	21.7719401452104	0.00696258119292007	0.0478118370469505	0.304389312977099	0.111053170027075	0.762598800898861	14	91	1
SPAC17C9.09c	49	434	303	100	499	300	0.49	64.9460298491953	0.869739478957916	115.277808492703	0.0830526594514402	0.153061403484832	0.563387096774194	0.414432770662687	0.76377640338931	69	80	1
SPAC17C9.05c	31	325	30	100	1326	300	0.31	41.0883045984705	0.245098039215686	32.486009328329	0.064784665777248	0.139661323222811	1.2648	0.859044668206308	1.85190914593448	25	106	1
SPAC17C9.02c	234	586	242	100	1216	300	2.34	310.150428259423	0.481907894736842	63.8734786043711	0.342149367990718	0.4659451867492	4.85569965870307	4.16053631476713	5.66589347087028	108	226	1.06303668534162e-33
SPAC17C9.01c	51	815	284	100	2286	300	0.51	67.596888210387	0.356517935258093	47.2539274796848	0.0466493347134178	0.0837182190428734	1.43050306748466	1.06640379154873	1.91379848732009	39	112	1
SPAC1851.02	198	446	134	100	919	300	1.98	262.434977757973	0.485310119695321	64.324419428263	0.374187347430409	0.52658396021683	4.07986547085202	3.43878172288546	4.83930659439266	97	201	5.47837576946972e-23
SPAC1851.03	74	1940	109	100	3253	300	0.74	98.0817593640909	0.596372579157701	79.0449618922809	0.0300228496828009	0.0483879686195598	1.24083505154639	0.976643300181513	1.57406061919428	65	109	1
SPNCRNA.992	42	473	14	100	4080	300	0.42	55.6680255850246	0.11593137254902	15.3658824122996	0.0638997047032539	0.122955435654337	3.62283298097252	2.60710795189276	5.01658177469695	14	128	3.78672123191986e-06
SPNCRNA.993	0	7	24	100	611	300	0	0	0.0114566284779051	1.51849496958605	0.0134151780994594	0.782741335671289	0	0.0819667381876972	4.78254956095157	1	99	1
SPNCRNA.130	4	428	78	100	800	300	0.04	5.30171672238329	0.535	70.9104611618765	0.0029790742383509	0.0258460352038709	0.0747663551401869	0.0238325939068072	0.206768281630967	36	68	1
SPAC27D7.04	14	106	167	100	1206	300	0.14	18.5560085283415	0.087893864013267	11.6497092158505	0.0724841963746252	0.236386638666881	1.59283018867925	0.87415940827798	2.85082286232259	9	105	1
SPAC27D7.06	150	373	64	100	912	300	1.5	198.814377089373	0.408991228070175	54.2088908291932	0.33120313047003	0.48809358609883	3.66756032171582	3.02057254988667	4.45141350522133	72	178	2.06711640954041e-16
SPNCRNA.248	5	36	35	100	253	300	0.05	6.62714590297911	0.142292490118577	18.8598618582805	0.047976302371859	0.369952422653469	0.351388888888889	0.121380045000803	0.935979629313276	13	92	1
SPNCRNA.996	14	90	310	100	1208	262	0.14	18.5560085283415	0.0745033112582782	9.87488627927351	0.0848406034742992	0.280234275568372	1.87911111111111	1.02487448996953	3.38523004886594	7	107	1
SPAC637.03	16	202	47	100	1221	300	0.16	21.2068668895332	0.165438165438165	21.9276572055984	0.0459199186091371	0.134569319143902	0.967128712871287	0.560682206217564	1.64309138674704	16	100	1
SPAC637.04	6	1255	144	100	3412	300	0.06	7.95257508357494	0.367819460726846	48.7518646438381	0.00193941018399515	0.0110001614663499	0.163123505976096	0.0661726754779145	0.375325509231858	28	78	1
SPAC637.06	136	606	96	100	1253	300	1.36	180.258368561032	0.483639265762171	64.1029595723119	0.185499782044932	0.271365280752506	2.81201320132013	2.324312269023	3.4002069678289	76	160	7.77238178571728e-10
SPAC637.07	597	1908	365	100	1702	300	5.97	791.281220815706	1.12103407755582	148.58512788348	0.285104224533987	0.343372133883861	5.32544025157233	4.85247390156847	5.84419371870332	368	329	5.12027248451603e-61
SPAC637.08	144	246	97	100	1050	300	1.44	190.861802005798	0.234285714285714	31.0529122311021	0.474038951807843	0.722619018312974	6.14634146341463	4.97740899398236	7.58749969228623	46	198	2.91295703520529e-31
SPAC637.09	66	338	86	100	1781	300	0.66	87.4783259193243	0.18978102189781	25.1541304346652	0.148632682071667	0.256108387141822	3.47769230769231	2.64714806769638	4.56129037499585	26	140	1.43895648673851e-08
SPNCRNA.999	45	81	14	100	726	300	0.45	59.644313126812	0.111570247933884	14.7878462297881	0.379677454877969	0.811398406602679	4.03333333333333	2.75645832241405	5.89075243193545	14	131	3.25707652900741e-06
SPAC637.11	24	567	41	100	2399	300	0.24	31.8103003342998	0.236348478532722	31.3263170236695	0.0274891375255841	0.0646306463798672	1.01544973544974	0.659464409238761	1.55048920665301	23	101	1
SPNCRNA.249	0	7	259	100	425	300	0	0	0.0164705882352941	2.18305982686371	0.0134151780994594	0.782741335671289	0	0.0570145069227026	3.32665067660298	1	99	1
SPAC31F12.01	142	1777	24	100	4530	300	1.42	188.210943644607	0.392273730684327	51.9931049430194	0.0670944075775826	0.0951197157085805	3.61992121553179	3.03937666326449	4.3089231215987	68	174	2.18258535605111e-18
SPAC12B10.03	16	582	144	100	2213	300	0.16	21.2068668895332	0.262991414369634	34.857649485168	0.0161521739141094	0.046065203171147	0.608384879725086	0.357447608719241	1.01942294617748	24	92	1
SPAC12B10.04	87	165	121	100	1314	300	0.87	115.312338711837	0.125570776255708	16.6435171079384	0.403273490268188	0.688900856652406	6.92836363636364	5.29901366212399	9.05215725641261	20	167	1.17952141435424e-24
SPAC12B10.05	59	373	34	100	1942	300	0.59	78.2003216551535	0.192070030895984	25.4575223667478	0.119001574960446	0.209826480723162	3.07179624664879	2.31101058573186	4.07483025564381	25	134	4.67216853222395e-06
SPAC12B10.07	14	678	57	100	1782	300	0.14	18.5560085283415	0.38047138047138	50.4287870058343	0.011683242109897	0.0358015619641924	0.367964601769912	0.208195374398364	0.637983834201909	31	83	1
SPAC12B10.09	8	131	49	100	1167	300	0.08	10.6034334447666	0.112253641816624	14.8784252491905	0.0277576109812324	0.128643672953162	0.712671755725191	0.323931320150982	1.5012716633634	10	98	1
SPAC12B10.10	16	168	43	100	1169	300	0.16	21.2068668895332	0.143712574850299	19.0480840325148	0.0549887775528281	0.162488908877174	1.11333333333333	0.642818809592561	1.89949534477416	14	102	1
SPAC12B10.11	15	303	33	100	1512	300	0.15	19.8814377089373	0.200396825396825	26.5611800079718	0.0283767325904602	0.0849069358789678	0.748514851485149	0.429056196767759	1.28379287048999	19	96	1
SPAC12B10.13	40	386	107	100	952	300	0.4	53.0171672238329	0.40546218487395	53.7411411460071	0.0737711919931539	0.145019916554494	0.986528497409326	0.702301747774825	1.38058960559879	40	100	1
SPNCRNA.1003	17	33	17	100	484	300	0.17	22.532296070129	0.0681818181818182	9.03701714042606	0.275423024105543	0.955240877583002	2.49333333333333	1.33304743667083	4.62336584750173	7	110	1
SPNCRNA.1004	3	1009	364	100	1452	300	0.03	3.97628754178747	0.694903581267218	92.1045484312111	0.000766502376622922	0.00949477598620347	0.0431714568880079	0.0111296145085648	0.137864147319674	42	61	1
SPAC1093.01	214	4845	198	100	5223	300	2.14	283.641844647506	0.927627800114877	122.950495500417	0.0384221066049801	0.0507602754232886	2.30695975232198	2.00678662797811	2.65120918535836	151	163	8.5218281224555e-09
SPAC1093.02	234	554	121	100	992	300	2.34	310.150428259423	0.558467741935484	74.0209441582748	0.361447124926361	0.493496539056917	4.19003610108303	3.5855554792695	4.89548566744462	119	215	1.15427847434466e-26
SPAC1093.03	45	587	50	100	3353	300	0.45	59.644313126812	0.175067104085893	23.2039048317849	0.0559131694199786	0.104772131988737	2.57044293015332	1.87476857065188	3.51300958558234	21	124	0.00806533241583568
SPAC1093.05	164	747	86	100	2479	300	1.64	217.370385617715	0.301331181928197	39.9393141551061	0.184715844898733	0.260834156848142	5.44251673360107	4.57910579503958	6.46607874826544	61	203	4.7462315360577e-34
SPNCRNA.1006	1	15	2	100	1461	300	0.01	1.32542918059582	0.0102669404517454	1.3608102470183	0.00328192270549487	0.476785931797302	0.974	0.04794889072728	6.96584246355858	1	100	1
SPAC30C2.02	333	1005	333	100	1225	300	3.33	441.367917138409	0.820408163265306	108.739291959086	0.2921430174463	0.375756090331746	4.0589552238806	3.57875196371717	4.60301210656389	195	238	1.62648200747095e-31
SPAC30C2.03	123	179	51	100	653	300	1.23	163.027789213286	0.274119448698315	36.3325916273587	0.542668264754399	0.869841233823357	4.48709497206704	3.54362376884622	5.68006325686652	47	176	1.457255674049e-17
SPAC30C2.04	142	713	175	100	1191	300	1.42	188.210943644607	0.598656591099916	79.347691499985	0.165628881252749	0.239351802598237	2.37197755960729	1.97263997572025	2.850679968945	90	152	1.72700312008331e-06
SPAC30C2.05	75	316	117	100	809	300	0.75	99.4071885446867	0.390605686032138	51.7720174373647	0.183003757348735	0.307410423345605	1.92009493670886	1.48050039695126	2.48695032486594	49	126	0.514241059081736
SPAC30C2.07	144	1271	85	100	2671	300	1.44	190.861802005798	0.475851740921003	63.0707783054021	0.0949880135579048	0.135061113457112	3.02615263571991	2.53712984213164	3.60748234043945	78	166	5.70862408826732e-13
SPAC30C2.08	117	1084	146	100	2034	300	1.17	155.075214129711	0.532940019665683	70.6374253572208	0.0887630151363808	0.131147169344812	2.19536900369004	1.80543972787399	2.66753342447347	75	142	0.000130769495419095
SPAC1635.01	125	930	88	100	1331	300	1.25	165.678647574478	0.698722764838467	92.6107541663497	0.111004617045978	0.162639756513701	1.78897849462366	1.47747145288197	2.16473515919736	92	133	0.149733885717978
SPNCRNA.1009	30	25	9	100	370	300	0.3	39.7628754178747	0.0675675675675676	8.9556025715934	0.685065578254515	2.10584528585955	4.44	2.53474263954171	7.79162755768033	8	122	0.00312961332987271
SPAC144.02	109	247	115	100	1142	300	1.09	144.471780684945	0.216287215411559	28.6673386696294	0.34998932925124	0.556093278974971	5.0395951417004	3.99687814004916	6.35058524589417	37	172	6.53746658308991e-21
SPAC144.03	67	1264	121	100	1623	300	0.67	88.8037550999201	0.778804682686383	103.22504524172	0.0411227099944645	0.0682026219962478	0.860292721518987	0.66742158321016	1.1069285549991	73	94	1
SPAC144.05	7	507	13	100	4741	300	0.07	9.27800426417076	0.106939464248049	14.1740686471648	0.00601642583247298	0.0300038254728167	0.654575936883629	0.285238748717544	1.42248136566624	10	97	1
SPAC144.06	29	729	68	100	3873	300	0.29	38.4374462372789	0.188226181254841	24.9480473187285	0.0269292327050744	0.0583934280314674	1.54069958847737	1.04296918266753	2.26157746765873	20	109	1
SPAC144.08	48	595	41	100	2605	300	0.48	63.6206006685995	0.228406909788868	30.2737183283883	0.0594206998659574	0.109207835628791	2.10151260504202	1.54790923150819	2.84486411813002	27	121	0.411785380165193
SPNCRNA.1014	21	44	55	100	397	300	0.21	27.8340127925123	0.110831234256927	14.6898952005582	0.274597131294188	0.823998195241524	1.89477272727273	1.09015061123792	3.27127283510885	12	109	1
SPAC144.11	407	458	585	100	402	300	4.07	539.4496765025	1.13930348258706	151.006608137534	0.775846637912745	1.01782690696745	3.57235807860262	3.11890348440923	4.09166416600914	270	237	6.27625811865515e-21
SPAC144.12	178	1830	164	100	2694	300	1.78	235.926394146056	0.679287305122494	90.0347216217653	0.0831339860064837	0.113759285936139	2.62039344262295	2.23962958301467	3.06467516311958	112	166	8.51470055935382e-11
SPAC144.14	18	122	12	100	1779	300	0.18	23.8577252507248	0.0685778527262507	9.08950871459755	0.0870139285033485	0.247153011206347	2.62475409836066	1.54797778807457	4.39685206936091	7	111	1
SPAC144.16	29	288	3	100	2232	300	0.29	38.4374462372789	0.129032258064516	17.102312007688	0.0673874285967698	0.149547170392138	2.2475	1.5040874062799	3.33789284315253	14	115	1
SPAC144.18	3	1047	487	100	2270	300	0.03	3.97628754178747	0.461233480176211	61.1332313693316	0.000738730992966779	0.00914947236467362	0.0650429799426934	0.0167691935403459	0.207693022678091	32	71	1
SPAC1834.01	179	2098	637	100	1759	300	1.79	237.251823326652	1.19272313814667	158.087005167142	0.073017752754718	0.0996539260434117	1.50076739752145	1.28438227095549	1.75291255910361	151	128	1
SPAC1834.02	219	3186	139	100	4684	300	2.19	290.268990550485	0.680187873612297	90.1540855973162	0.0597940264966774	0.0789969821732995	3.21969868173258	2.80075220110437	3.70021864499735	129	190	1.46406264984038e-19
SPAC1834.04	162	883	739	90	609	300	1.8	238.577252507248	1.44991789819376	192.176349173417	0.154598717048053	0.217628629218094	1.24144960362401	1.04611798535849	1.47262039104244	149	103	1
SPAC1834.05	35	817	68	100	2276	300	0.35	46.3900213208538	0.35896309314587	47.5780158412472	0.0300672021489208	0.0607476251926763	0.975030599755202	0.684329520909438	1.38261594938531	35	100	1
SPAC1834.07	7	179	18	100	2102	300	0.07	9.27800426417076	0.0851569933396765	11.2869563904211	0.0168699142999236	0.0859087816793754	0.822011173184358	0.354605598584395	1.80580259090047	8	99	1
SPAC1834.08	79	2054	37	100	5330	259	0.79	104.70890526707	0.385365853658537	51.0775147644244	0.0305125988104991	0.0484135042193653	2.05	1.6263215165996	2.58043977489217	49	130	0.0197341113358452
SPATRNATHR.05	13	2	2	100	70	249	0.13	17.2305793477457	0.0285714285714286	3.78694051598807	1.40321012598568	41.665679408695	4.55	0.982247088189974	29.1659755860865	3	110	1
SPNCRNA.252	1	0	1	17	136	300	0.0588235294117647	7.79664223879896	0	0	0.0577765545925511	8.27870929775896	NA	0.462212436740409	66.2296743820717	0	18	1
SPAC1834.09	6	102	66	100	1052	300	0.06	7.95257508357494	0.096958174904943	12.8511194316325	0.0233155241553432	0.138803753726381	0.618823529411765	0.24527931411421	1.46021548920152	9	97	1
SPNCRNA.1018	5	146	127	100	1324	300	0.05	6.62714590297911	0.110271903323263	14.6157598464494	0.0124057738417167	0.086477968076733	0.453424657534247	0.164252445664329	1.14496829733595	10	95	1
SPAC17D4.01	67	1544	313	100	1626	300	0.67	88.8037550999201	0.949569495694957	125.858711859776	0.0337050601900117	0.0557677386747533	0.705582901554404	0.54804427868959	0.906783430851489	81	86	1
SPAC17D4.02	123	405	26	100	1901	300	1.23	163.027789213286	0.213045765386639	28.2377074245822	0.246908489018364	0.37334543554308	5.77340740740741	4.69373037623911	7.09729672967395	39	184	9.33532556372653e-29
SPAC17D4.04	81	513	49	100	2273	300	0.81	107.359763628262	0.225692916849978	29.9139977846748	0.124008578028972	0.200789963226419	3.58894736842105	2.81871497859854	4.56395586413651	33	148	3.41451934104745e-11
SPNCRNA.1019	13	49	69	100	350	300	0.13	17.2305793477457	0.14	18.5560085283415	0.137089407484169	0.504323686627043	0.928571428571429	0.479812926194592	1.76513290319465	13	100	1
SPAC458.03	22	1008	70	100	3487	300	0.22	29.1594419731081	0.289073702322914	38.314672040166	0.0139515876284588	0.0338130933737573	0.761051587301587	0.486491860604358	1.17906256594292	27	95	1
SPAC458.05	47	982	91	100	2287	300	0.47	62.2951714880037	0.429383471797114	56.9117383185439	0.0353045349891268	0.0646873403293715	1.09459266802444	0.807414715201329	1.47939947333273	44	103	1
SPAC458.06	30	175	81	100	1335	300	0.3	39.7628754178747	0.131086142322097	17.3745398205445	0.114083108533361	0.256181115981412	2.28857142857143	1.52300949892036	3.42001789835185	15	115	1
SPAC458.07	59	354	43	100	1491	300	0.59	78.2003216551535	0.237424547283702	31.4689423159572	0.125255727384523	0.221325851052257	2.485	1.86756289530324	3.29996843918915	30	129	0.00264207328209719
SPNCRNA.1021	11	91	69	100	3832	300	0.11	14.5797209865541	0.0237473903966597	3.14754841947338	0.0612248669371449	0.232548478246199	4.63208791208791	2.34613690103139	8.91125768639433	2	109	0.597012526154854
SPAPYUG7.05	13	348	88	100	1013	300	0.13	17.2305793477457	0.343534057255676	45.5330064015149	0.0205499333288658	0.0664795616336422	0.378419540229885	0.208170824621411	0.673437959348795	28	85	1
SPAPYUG7.06	48	138	114	100	572	300	0.48	63.6206006685995	0.241258741258741	31.9771375738153	0.247034830091557	0.488616827147532	1.9895652173913	1.41303922812371	2.79488825128388	28	120	1
SPAC1782.01	42	2056	68	100	5213	300	0.42	55.6680255850246	0.394398618837522	52.2747438193941	0.0148586841107934	0.0279821354248967	1.06491245136187	0.774583202695659	1.45870871969986	40	102	1
SPAC1782.03	8	300	374	100	1695	300	0.08	10.6034334447666	0.176991150442478	23.4589235503685	0.0122758868719119	0.0554169849811526	0.452	0.208076282478907	0.939317895430537	16	92	1
SPAC1782.04	235	534	111	100	978	300	2.35	311.475857440018	0.54601226993865	72.370059554005	0.376346076912606	0.514499648067965	4.30393258426966	3.68066463220529	5.0318065581047	118	217	1.13696697212671e-27
SPAC1782.05	65	145	51	100	1115	300	0.65	86.1528967387285	0.130044843049327	17.2365229763582	0.330992710375748	0.606342707921823	4.99827586206897	3.69056872068959	6.76072119332833	18	147	2.69583167600057e-13
SPAC1782.07	107	677	384	100	731	300	1.07	141.820922323753	0.926128590971272	122.751785945742	0.128193452029055	0.19470115228275	1.15534711964549	0.937094134332391	1.4232654231869	99	108	1
SPNCRNA.1023	111	351	10	100	1465	300	1.11	147.122639046136	0.239590443686007	31.7560165453334	0.253967563618854	0.393515333428288	4.63290598290598	3.72062480701621	5.76499963472442	40	171	6.19274038084933e-20
SPAC1782.11	41	683	140	100	763	300	0.41	54.3425964044287	0.895150720838794	118.645888643112	0.0432142790262925	0.0830777514299724	0.458023426061493	0.329724948970612	0.63388324341069	66	75	1
SPAC11H11.01	6	39	13	100	1378	300	0.06	7.95257508357494	0.0283018867924528	3.75121466206365	0.0586381891385364	0.379097058927005	2.12	0.808034246329032	5.22395747201413	2	104	1
SPAC11H11.04	0	50	34	100	1498	300	0	0	0.0333778371161549	4.4239959298926	0.00182593230767121	0.0975451588739486	0	0.0273524659689148	1.46122647993175	3	97	1
SPAC11H11.06	244	1573	78	100	1533	300	2.44	323.404720065381	1.02609262883235	136.001311224868	0.135225675465855	0.177893508334938	2.37795295613477	2.07300960489156	2.7271074827746	174	170	1.85017428459634e-09
SPAC22F8.04	348	2023	137	100	1612	300	3.48	461.249354847346	1.25496277915633	166.336428805543	0.153267713322927	0.193044087121549	2.77299060800791	2.47067553876558	3.11187068439938	249	199	1.64028525280909e-16
SPNCRNA.1024	111	204	66	100	745	300	1.11	147.122639046136	0.273825503355705	36.293631253899	0.428936780962271	0.689892347692869	4.05367647058824	3.19557901816892	5.13969799031187	45	166	1.1097210536451e-14
SPAC22F8.05	50	739	188	100	3200	300	0.5	66.2714590297911	0.2309375	30.6091301393848	0.0502488444444183	0.0908518504105179	2.16508795669824	1.60796302222138	2.90725921313657	28	122	0.156239646439222
SPAC22F8.06	70	471	94	100	793	300	0.7	92.7800426417076	0.593947036569987	78.7234733998276	0.114662176957964	0.192333295628128	1.17855626326964	0.909271063276653	1.52520303433106	63	107	1
SPAC22F8.08	234	2520	48	100	2855	300	2.34	310.150428259423	0.882661996497373	116.990596676059	0.0810244856709488	0.106389772749787	2.65107142857143	2.31324906590559	3.03742801200643	156	178	5.05352432212114e-13
SPAC22F8.09	90	458	110	100	1272	300	0.9	119.288626253624	0.360062893081761	47.723786534032	0.155713957291094	0.247729821550492	2.49956331877729	1.98068153674272	3.15112333012226	50	140	3.22875030979063e-05
SPAC22F8.11	86	1009	62	100	3785	300	0.86	113.986909531241	0.266578599735799	35.3331055012202	0.0679483455440718	0.106786317562263	3.22606541129832	2.57184487884312	4.04186211973166	39	147	4.19516922647626e-10
SPAC20G4.01	12	359	30	100	1032	300	0.12	15.9051501671499	0.347868217054264	46.1074685885562	0.0179282378239398	0.0608420371612519	0.344958217270195	0.185019414343058	0.62788982350412	28	84	1
SPNCRNA.1026	0	319	8	100	3004	300	0	0	0.106191744340879	14.0749636687772	0.000285121194196449	0.0150560615104844	0	0.00856504067366134	0.452284087774952	9	91	1
SPNCRNA.54	10	24	46	100	334	300	0.1	13.2542918059582	0.0718562874251497	9.52404201625741	0.186375380279222	0.910973757175616	1.39166666666667	0.622493770132601	3.04265234896656	7	103	1
SPNCRNA.1027	37	246	12	100	2960	300	0.37	49.0408796820454	0.0831081081081081	11.0153911630599	0.104776226141083	0.215027851143948	4.4520325203252	3.10137629377605	6.36482439386085	10	127	2.78896131825761e-07
SPAC20G4.08	139	1514	71	100	3374	300	1.39	184.234656102819	0.448725548310611	59.4753935809744	0.0768621388169954	0.109600941300038	3.09766182298547	2.59332856368543	3.69793575946327	74	165	1.80322346580908e-13
SPAC4F10.02	90	690	62	100	1484	300	0.9	119.288626253624	0.464959568733154	61.6270980196171	0.104045478957071	0.163339919943621	1.93565217391304	1.54403490772294	2.42396441196334	60	130	0.0827991417943648
SPAC4F10.04	16	265	42	100	1196	300	0.16	21.2068668895332	0.221571906354515	29.3677870282519	0.0351724102984851	0.102065894227362	0.72211320754717	0.420662027169882	1.22070809495925	21	95	1
SPNCRNA.1028	15	89	27	100	772	300	0.15	19.8814377089373	0.115284974093264	15.2802068747446	0.0936631330458645	0.298544286838595	1.30112359550562	0.723079387114074	2.30476189439395	11	104	1
SPAC4F10.06	122	356	49	100	1347	300	1.22	161.70236003269	0.264291017074981	35.0299026200529	0.277495037480884	0.422978904345765	4.61612359550562	3.73785815486751	5.69752584153746	46	176	4.79234870384902e-21
SPAC4F10.08	0	45	17	100	2380	300	0	0	0.0189075630252101	2.50606357675681	0.00202982372305869	0.108604324102592	0	0.0483098046087967	2.58478291364169	1	99	1
SPAC4F10.11	176	473	86	100	1960	300	1.76	233.275535784865	0.241326530612245	31.9861225725421	0.311764667814069	0.443955633016395	7.29302325581395	6.11058748915575	8.70153040712134	53	223	6.36198128321007e-47
SPAC4F10.12	51	299	42	100	1013	300	0.51	67.596888210387	0.295162882527147	39.1217497530258	0.125280527476104	0.231652256372107	1.72785953177258	1.26909174333293	2.34663735704944	34	117	1
SPNCRNA.1030	1	49	10	100	1127	300	0.01	1.32542918059582	0.0434782608695652	5.76273556780793	0.00104598122796186	0.136503271149038	0.23	0.0117882084391302	1.53839186584966	4	97	1
SPNCRNA.1031	6	42	2	100	2120	300	0.06	7.95257508357494	0.019811320754717	2.62585026344455	0.0546913675962816	0.350281815736364	3.02857142857143	1.15945699304117	7.42597449361092	2	104	1
SPAC4F10.17	0	14	11	100	757	300	0	0	0.0184940554821664	2.45125608036216	0.0065974714867639	0.365411596620526	0	0.0499428591548027	2.76616578641738	1	99	1
SPNCRNA.254	0	1494	1212	100	865	300	0	0	1.7271676300578	228.923837665914	6.08459299691376e-05	0.0032076055588881	0	0.000526317294233041	0.027745788084382	63	37	1
SPNCRNA.1032	10	1361	1287	100	295	300	0.1	13.2542918059582	4.6135593220339	611.494615183361	0.00372457307565341	0.0140377500508972	0.0216752387950037	0.0109874905731776	0.0414113626501469	90	20	1
SPAC4F10.18	323	780	151	100	1507	300	3.23	428.113625332451	0.517584605175846	68.6021739127234	0.362952265211114	0.472405006567952	6.24052564102564	5.46969063673148	7.11914344897904	144	279	1.40610109079105e-55
SPAC4F10.20	124	368	144	100	635	300	1.24	164.353218393882	0.579527559055118	76.8122737731123	0.273450005205892	0.414981221546489	2.13967391304348	1.73640753305741	2.63513075682021	82	142	0.001587614741582
SPAC19B12.01	90	780	52	100	2534	300	0.9	119.288626253624	0.307813733228098	40.7985304208659	0.092181749294233	0.144269551148706	2.92384615384615	2.33588552711586	3.65579042610822	44	146	2.286945733619e-08
SPNCRNA.255	6	19	14	100	437	300	0.06	7.95257508357494	0.0434782608695652	5.76273556780793	0.113065862568829	0.835564152514514	1.38	0.494097819425783	3.65141534648843	4	102	1
SPAC19B12.03	329	6178	240	100	6765	300	3.29	436.066200416026	0.913229859571323	121.042150446726	0.0475861678903492	0.0595861142948212	3.60259792813208	3.21920425778213	4.03100063204465	204	225	8.86741118484947e-30
SPAC19B12.04	1112	746	793	100	310	300	11.12	1473.87724882255	2.40645161290323	318.958118943382	1.35710807483877	1.63729324268176	4.62091152815013	4.2070350320002	5.07560905231346	856	356	5.08489581222477e-36
SPAC19B12.08	53	294	33	100	1787	300	0.53	70.2477465715786	0.164521544487969	21.8061655901048	0.133048112732632	0.243690685660335	3.22146258503401	2.37756977453214	4.35475255275019	21	132	6.54072365896692e-06
SPAC19B12.09	28	124	27	100	425	300	0.28	37.112017056683	0.291764705882353	38.6713455044428	0.146576120557914	0.345832220401412	0.959677419354839	0.622948512371135	1.469786936706	28	100	1
SPAC19B12.10	45	423	11	100	2545	300	0.45	59.644313126812	0.166208251473477	22.0297266558756	0.0772497559851855	0.146044165855821	2.70744680851064	1.96600628982297	3.71682402103063	20	125	0.00293020450724081
SPAC19B12.13	0	3	0	0	37	0	NA	NA	0.0810810810810811	10.7467230859121	0.0327971598819604	2.22593021867193	NA	NA	NA	0	0	1
SPNCRNA.1035	39	3	192	100	42	300	0.39	51.6917380432371	0.0714285714285714	9.46735128997016	3.86512418928556	52.6753880715464	5.46	1.62335215949994	22.1236629900495	9	130	1
SPAPB8E5.03	69	3292	265	76	1791	300	0.907894736842105	120.335017711989	1.83807928531547	243.624392100583	0.0163870503101689	0.0267624282233473	0.493936656647695	0.386173777704111	0.630677749315987	93	52	1
SPAPB8E5.05	1	1	1	100	661	273	0.01	1.32542918059582	0.00151285930408472	0.200518786776978	0.027408528703162	36.4849938072245	6.61	0.181170374727901	241.165809065754	0	101	1
SPAPB8E5.08	5	0	11	100	196	300	0.05	6.62714590297911	0	0	0.862003156980681	52.525534954449	NA	1.68952618768214	102.95004851072	0	105	1
SPAPB8E5.09	102	568	78	100	1636	300	1.02	135.193776420774	0.34718826405868	46.0173456343782	0.144605097933325	0.222814709778214	2.93788732394366	2.3657394021892	3.64524865197158	52	150	5.33813160610144e-09
SPAPB8E5.10	58	111	3	100	1537	300	0.58	76.8748924745577	0.0722186076772934	9.57206499974862	0.375639003671736	0.725863905527467	8.03117117117117	5.77357148643458	11.1565282279572	10	148	5.78423451206451e-20
SPNCRNA.1036	4	106	80	100	1317	300	0.04	5.30171672238329	0.0804859529233106	10.6678430632617	0.011851323935349	0.106130354302675	0.496981132075472	0.156081936228546	1.39773676616623	7	97	1
SPNCRNA.564	39	539	60	100	1840	300	0.39	51.6917380432371	0.292934782608696	38.8264308881059	0.0515347498164576	0.101186697570686	1.33135435992579	0.94823939662282	1.86183523530062	31	108	1
SPNCRNA.1037	39	616	4	100	2370	300	0.39	51.6917380432371	0.259915611814346	34.4499736391151	0.0451588321632671	0.0884072018424867	1.50048701298701	1.07026432226943	2.09525068366694	28	111	1
