ePRO_Lsk1as_Cdk9as_3MBPP1_combined_pr_counts	ePRO_Lsk1as_Cdk9as_3MBPP1_combinedgb_counts	ePRO_Lsk1as_Cdk9as_3MBPP1_combinedterm_counts	ePRO_Lsk1as_Cdk9as_3MBPP1_combinedpr_map	ePRO_Lsk1as_Cdk9as_3MBPP1_combinedgb_map	ePRO_Lsk1as_Cdk9as_3MBPP1_combinedterm_map	ePRO_Lsk1as_Cdk9as_3MBPP1_combinedpr_density	ePRO_Lsk1as_Cdk9as_3MBPP1_combinedpr_densityRPKM	ePRO_Lsk1as_Cdk9as_3MBPP1_combinedgb_density	ePRO_Lsk1as_Cdk9as_3MBPP1_combinedgb_densityRPKM	ePRO_Lsk1as_Cdk9as_3MBPP1_combinedpause_index_CI_low	ePRO_Lsk1as_Cdk9as_3MBPP1_combinedpause_index_CI_high	ePRO_Lsk1as_Cdk9as_3MBPP1_combinedpause_index_scaled	ePRO_Lsk1as_Cdk9as_3MBPP1_combinedpause_index_CI_low_scaled	ePRO_Lsk1as_Cdk9as_3MBPP1_combinedpause_index_CI_high_scaled	ePRO_Lsk1as_Cdk9as_3MBPP1_combined_ExpPR	ePRO_Lsk1as_Cdk9as_3MBPP1_combined_ExpGB	ePRO_Lsk1as_Cdk9as_3MBPP1_combinedFexact_Pval
SPAC664.10	19	1022	78	100	2776	300	0.19	26.4106887115295	0.368155619596542	51.1749656134976	0.0114694908523169	0.0297710769199614	0.516086105675147	0.318393066060318	0.826445095298128	32	87	1
SPAC664.11	64	4159	767	100	2292	300	0.64	88.9623198704153	1.81457242582897	252.232144647863	0.011922727313586	0.0198226376360765	0.35270016830969	0.273268910027391	0.454334854618875	105	59	1
SPAC664.13	0	12	27	100	310	300	0	0	0.0387096774193548	5.38078547603318	0.00771806013949717	0.431135285113533	0	0.0239259864324412	1.33651938385195	3	97	1
SPAC664.14	47	1415	51	100	2000	300	0.47	65.3317036548362	0.7075	98.3450645442481	0.0245544285613589	0.0447939421822669	0.664310954063604	0.491088571227178	0.895878843645338	60	87	1
SPAC664.15	7	1197	44	100	2511	300	0.07	9.73025373582667	0.476702508960573	66.2633766955938	0.00255648442187786	0.0126648828866433	0.146842105263158	0.0641933238333531	0.318015209283613	34	73	1
SPAC17A5.01	5	511	37	100	3069	300	0.05	6.95018123987619	0.166503747148908	23.1446243960687	0.00358560472466388	0.0243954647914849	0.300293542074364	0.110042208999935	0.748696814450671	14	91	1
SPNCRNA.759	11	28	19	100	408	300	0.11	15.2903987277276	0.0686274509803922	9.53946444688889	0.184131821194055	0.821627638650306	1.60285714285714	0.751257830471744	3.35224076569325	7	104	1
SPAC17A5.03	104	171	937	100	232	300	1.04	144.563769789425	0.737068965517241	102.455257932658	0.473138509161939	0.781415293694214	1.41099415204678	1.0976813412557	1.81288348137058	86	118	1
SPNCRNA.556	0	2	8	100	649	300	0	0	0.00308166409861325	0.428362480115636	0.0514242900386907	4.05388820080272	0	0.333743642351103	26.3097344232097	0	100	1
SPAC17A5.19	6	42	77	100	673	300	0.06	8.34021748785143	0.062407132243685	8.67481759509064	0.0546913675962816	0.350281815736364	0.961428571428571	0.368072903922975	2.35739661990573	6	100	1
SPAC17A5.06	25	1574	106	100	2570	300	0.25	34.750906199381	0.612451361867704	85.1329593117909	0.010467708837588	0.0239073369198148	0.408195679796696	0.269020117126012	0.614418558839239	47	78	1
SPAC17A5.08	0	620	106	100	1048	300	0	0	0.591603053435115	82.2349688687641	0.000146649815449549	0.00773590519622962	0	0.00153689006591128	0.0810722864564864	37	63	1
SPAC17A5.10	18	754	168	100	1675	258	0.18	25.0206524635543	0.450149253731343	62.572377968557	0.0145022568653754	0.0387854690805353	0.399867374005305	0.242912802495038	0.649656607098966	36	82	1
SPAC17A5.11	1	31	61	100	1078	300	0.01	1.39003624797524	0.0287569573283859	3.99732130679336	0.00163609062693161	0.219484423903823	0.347741935483871	0.0176370569583228	2.36604208968321	2	99	1
SPAC17A5.12	13	670	326	100	1919	300	0.13	18.0704712236781	0.349140177175612	48.5317501898598	0.010729612361381	0.034342613925229	0.37234328358209	0.205901261214901	0.659034761225144	29	84	1
SPAC17A5.13	80	781	176	100	708	300	0.8	111.202899838019	1.10310734463277	153.335919444726	0.0808080998376063	0.129672934250231	0.725224071702945	0.572121346850253	0.918084374491634	94	86	1
SPAC17A5.14	58	1643	35	100	4061	300	0.58	80.6221023825638	0.404580152671756	56.2381077425096	0.0269168790966546	0.0461940574744804	1.43358490566038	1.09309446011514	1.87594067403865	45	113	1
SPAC17A5.16	28	1213	26	100	3786	300	0.28	38.9210149433067	0.320390913893291	44.5354983833588	0.0155635234197017	0.0340061643244428	0.873932399010717	0.589234996669908	1.28747338132341	31	97	1
SPAC1610.01	15	127	19	100	967	300	0.15	20.8505437196286	0.131334022750776	18.2559052215983	0.066490656635581	0.206411658233267	1.14212598425197	0.642964649666068	1.99600073511569	13	102	1
SPNCRNA.762	31	911	35	100	2961	300	0.31	43.0911236872324	0.307666328942925	42.7667349512139	0.0233719505207953	0.049259978922651	1.00758507135016	0.692043454920749	1.45858797589969	30	101	1
SPAC1610.04	4	460	44	100	1869	300	0.04	5.56014499190095	0.246120920278224	34.2117000571755	0.00277278600943965	0.0240387461202872	0.162521739130435	0.0518233705164271	0.449284164988168	20	84	1
SPAC1002.01	17	85	182	100	481	300	0.17	23.6306162155791	0.176715176715177	24.5640501201446	0.114605984255586	0.344619094919767	0.962	0.55125478426937	1.65761784656408	17	100	1
SPAC1002.02	34	379	171	100	837	300	0.34	47.2612324311581	0.452807646356033	62.9419041795239	0.0621156120053307	0.128936515711835	0.750870712401055	0.519907672484618	1.07919863650806	41	93	1
SPNCRNA.763	8	169	96	100	2281	300	0.08	11.1202899838019	0.0740903112669882	10.2988218284882	0.0216251039208264	0.0991810155052315	1.07976331360947	0.49326862043405	2.26231896367433	7	101	1
SPAC1002.11	10	497	52	100	1871	300	0.1	13.9003624797524	0.265633351149118	36.9239986768409	0.010155882772146	0.0386146579418992	0.376458752515091	0.190016566666852	0.722480250092933	23	87	1
SPAC1002.20	2	16	89	100	548	300	0.02	2.78007249595048	0.0291970802919708	4.05849999408829	0.0198698862921535	0.564288735510909	0.685	0.108886976881001	3.09230227059978	2	100	1
SPAC1002.14	11	491	121	100	1485	300	0.11	15.2903987277276	0.330639730639731	45.9601210609995	0.0116992195402677	0.041735455966562	0.332688391038697	0.173733410172975	0.619771521103446	27	84	1
SPAC1002.18	8	223	29	100	1505	300	0.08	11.1202899838019	0.148172757475083	20.5965503852809	0.0164581767957769	0.0748246028351843	0.539910313901345	0.247695560776442	1.12611027266952	13	95	1
SPAC1002.19	4	178	36	100	1563	300	0.04	5.56014499190095	0.113883557261676	15.8302272642094	0.00711390126320129	0.062633097062372	0.35123595505618	0.111190276743836	0.978955307084874	10	94	1
SPAC1399.05c	22	281	26	100	1609	300	0.22	30.5807974554552	0.174642635177129	24.2759593338124	0.0494308252405924	0.122843667582209	1.2597153024911	0.795341978121132	1.97655461139774	18	104	1
SPAC1399.04c	7	99	38	100	612	300	0.07	9.73025373582667	0.161764705882353	22.4858804819524	0.030126091916352	0.157425662298524	0.432727272727273	0.184371682528074	0.963445053266969	14	93	1
SPNCRNA.178	0	67	3	100	837	300	0	0	0.0800477897252091	11.126932928834	0.00136109033415423	0.0724580173373754	0	0.0113923260968709	0.606473605113832	7	93	1
SPAC1399.01c	8	583	34	100	3116	300	0.08	11.1202899838019	0.187098844672657	26.0074176049282	0.00634759666551965	0.02836991819082	0.427581475128645	0.197791112097592	0.884006650825951	17	91	1
SPAP11E10.01	2	253	20	100	1351	87	0.02	2.78007249595048	0.187268689859363	26.0310267015348	0.0013615087951463	0.0321137333879541	0.106798418972332	0.0183939838224265	0.43385653807126	16	86	1
SPAPB1A10.02	1	229	80	100	2207	300	0.01	1.39003624797524	0.103760761214318	14.4231219205405	0.000227050481356244	0.0285412374784691	0.0963755458515284	0.00501100412353231	0.629905111149812	9	92	1
SPNCRNA.181	0	0	15	100	138	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPAPB1A10.03	40	76	166	100	234	300	0.4	55.6014499190095	0.324786324786325	45.146476429965	0.352507463467194	0.783986017768511	1.23157894736842	0.824867464513235	1.83452728157832	34	106	1
SPAPB1A10.16	53	196	115	100	310	300	0.53	73.6719211426876	0.632258064516129	87.8861627752086	0.197269461905932	0.369868244010855	0.838265306122449	0.611535331908388	1.14659155643365	59	94	1
SPAPB1A10.05	7	863	190	100	1238	300	0.07	9.73025373582667	0.697092084006462	96.8983264945582	0.00354266733618456	0.0175836277939141	0.100417149478563	0.0438582216219649	0.217685312088656	43	64	1
SPNCRNA.766	0	127	25	100	1221	300	0	0	0.104013104013104	14.4581984842633	0.000716926601156283	0.0379810994690606	0	0.00875367380011822	0.46374922451723	9	91	1
SPAPB1A10.08	12	1171	85	100	1843	300	0.12	16.6804349757029	0.63537710255019	88.3197203678244	0.00553525868727067	0.0185160846306698	0.188864218616567	0.102014817606398	0.341251439743245	43	69	1
SPAPB1A10.09	18	882	42	100	2338	300	0.18	25.0206524635543	0.377245508982036	52.4384931870898	0.0124082247376571	0.0331276075941216	0.477142857142857	0.290104294366424	0.774523465550562	32	86	1
SPAPB1A10.13	9	229	14	100	2947	300	0.09	12.5103262317771	0.0777061418391585	10.8014353846736	0.0189164095146188	0.0786974303419044	1.1582096069869	0.557466588395816	2.31921327217592	7	102	1
SPAPB1A10.14	6	326	158	100	1368	300	0.06	8.34021748785143	0.238304093567251	33.1251328099362	0.00742213197115145	0.0426193474905729	0.251779141104295	0.101534765365352	0.583032673671037	20	86	1
SPAPB1A10.15	12	105	8	100	1120	300	0.12	16.6804349757029	0.09375	13.0315898247679	0.0598455675662054	0.213316700450854	1.28	0.6702703567415	2.38914704504957	9	103	1
SPAC140.01	54	1422	232	100	1131	300	0.54	75.0619573906629	1.25729442970822	174.768483167179	0.0286499827848098	0.0502094054660063	0.429493670886076	0.324031305296199	0.567868375820532	85	69	1
SPAC140.02	93	5921	375	100	1830	300	0.93	129.273371061697	3.23551912568306	449.74888657166	0.0127254662778848	0.0193651655990087	0.287434554973822	0.232876032885291	0.35438253046186	147	46	1
SPAC140.03	142	179	27	100	1496	300	1.42	197.385147212484	0.119652406417112	16.6321182077251	0.632692614918156	0.994504290956641	11.8677094972067	9.46508151917561	14.8777841927113	25	217	1.12560905490753e-55
SPNCRNA.182	7	3	41	100	170	300	0.07	9.73025373582667	0.0176470588235294	2.45300514348571	0.547198984134646	11.3536365524267	3.96666666666667	0.930238273028898	19.3011821391254	1	106	1
SPAC140.04	10	145	1	100	1566	300	0.1	13.9003624797524	0.0925925925925926	12.8707059997707	0.0342534334744306	0.134623713040325	1.08	0.536408768209584	2.10820734621149	9	101	1
SPAC110.01	1	4422	244	100	5792	300	0.01	1.39003624797524	0.763466850828729	106.124659677944	1.18022295389772e-05	0.00146927904434744	0.0130981456354591	0.000683585134897557	0.0851006422486036	43	58	1
SPAC110.02	96	1030	247	100	3853	300	0.96	133.443479805623	0.267324162989878	37.1590276515571	0.0751747765138516	0.115440317593243	3.59114563106796	2.8964841390787	4.44791543686766	41	155	2.00120724821467e-13
SPAC110.03	47	1740	101	100	1448	300	0.47	65.3317036548362	1.20165745856354	167.034742505312	0.0199866037202351	0.0363931832069919	0.391126436781609	0.289406021869004	0.526973292837243	80	67	1
SPNCRNA.774	8	15	6	100	568	300	0.08	11.1202899838019	0.0264084507042254	3.67087037317405	0.207577564103173	1.33529432459652	3.02933333333333	1.17904056410602	7.58447176370822	2	106	1
SPAP14E8.02	21	952	84	100	2175	300	0.21	29.19076120748	0.437701149425287	60.8420463481576	0.0139431648505616	0.0345367916557307	0.479779411764706	0.303263835499715	0.751175218512144	36	85	1
SPAP14E8.03	24	368	68	100	1264	300	0.24	33.3608699514057	0.291139240506329	40.4694097511778	0.0421517601218513	0.100069623657509	0.824347826086957	0.532798247940201	1.26488004303091	27	97	1
SPAP14E8.04	28	432	23	100	1062	300	0.28	38.9210149433067	0.406779661016949	56.5438473752639	0.0433478214481702	0.0962764459849043	0.688333333333333	0.460353863779567	1.02245585635968	37	91	1
SPAC3H1.03	1	165	41	100	743	300	0.01	1.39003624797524	0.22207267833109	30.8689072565161	0.000314637904235831	0.0397083945120995	0.045030303030303	0.00233775962847222	0.295033371224899	18	83	1
SPAC3H1.05	6	1478	141	100	2058	300	0.06	8.34021748785143	0.718172983479106	99.8286479352479	0.00164731040326858	0.00933728703732166	0.0835453315290934	0.0339016480992674	0.19216136722808	44	62	1
SPNCRNA.775	7	1	37	100	72	300	0.07	9.73025373582667	0.0138888888888889	1.93060589996561	0.875430830113821	151.440954702963	5.04	0.630310197681951	109.037487386133	1	106	1
SPAC3H1.07	25	1005	440	100	990	300	0.25	34.750906199381	1.01515151515152	141.109740324759	0.0163635333478441	0.0375145267381327	0.246268656716418	0.161998980143656	0.371393814707514	62	63	1
SPNCRNA.776	143	77	10	100	696	300	1.43	198.775183460459	0.110632183908046	15.3782745824847	1.39557624824604	2.47347346129684	12.9257142857143	9.71321068779247	17.215375290626	24	219	3.61923909544454e-48
SPAC3H1.10	1	468	25	100	2111	300	0.01	1.39003624797524	0.22169587873046	30.8165307462061	0.00011132338919271	0.0139209821726777	0.0451068376068376	0.00235003674585811	0.293871933665226	18	83	1
SPNCRNA.778	1	55	12	100	1085	300	0.01	1.39003624797524	0.0506912442396313	7.04626669480536	0.000933722173271147	0.121222376687452	0.197272727272727	0.0101308855799919	1.31526278705886	4	97	1
SPNCRNA.779	14	31	58	100	703	300	0.14	19.4605074716533	0.0440967283072546	6.12960507641997	0.228883748063601	0.879734604191759	3.17483870967742	1.60905274888711	6.18453426746806	4	110	1
SPNCRNA.781	25	135	17	100	1304	300	0.25	34.750906199381	0.103527607361963	14.3907126899277	0.117969325316895	0.288616410371113	2.41481481481481	1.53832000213231	3.76355799123931	11	114	1
SPNCRNA.784	12	18	48	100	222	300	0.12	16.6804349757029	0.0810810810810811	11.2705641727722	0.302479098138294	1.4539745688424	1.48	0.671503597867013	3.22782354283014	8	104	1
SPAC3H1.11	28	3951	152	100	3878	300	0.28	38.9210149433067	1.01882413615266	141.620247956425	0.00479323741326766	0.0104068652916364	0.27482662617059	0.18588174688652	0.403578236009661	64	64	1
SPAC3H1.13	6	174	49	100	1171	300	0.06	8.34021748785143	0.148590947907771	20.6546803712802	0.0138099771671669	0.0804527852743163	0.403793103448276	0.161714832627524	0.942102115562244	13	93	1
SPAC3H1.14	15	146	75	100	856	300	0.15	20.8505437196286	0.170560747663551	23.7085621734094	0.0580692237617665	0.178803960377493	0.879452054794521	0.497072555400721	1.53056190083134	16	99	1
SPAC9G1.02	148	3380	32	100	4530	300	1.48	205.725364700335	0.746136865342163	103.715728877623	0.0370077246052796	0.051780060198361	1.98355029585799	1.67644992461916	2.34563672698575	105	143	0.000620239118396154
SPAC9G1.04	12	585	192	100	1217	300	0.12	16.6804349757029	0.480690221857025	66.8176832428525	0.0110453130818539	0.0371849784048616	0.249641025641026	0.134421460206162	0.452541187187166	36	76	1
SPAC9G1.05	100	937	54	100	2153	300	1	139.003624797524	0.435206688341849	60.4953072156432	0.0863500860251151	0.131779986887295	2.29775880469584	1.85911735212073	2.83722311768347	60	140	0.000100193922899627
SPAC9G1.07	16	642	117	100	1334	300	0.16	22.2405799676038	0.481259370314843	66.896796941537	0.0146524759840098	0.0417310698799612	0.332461059190031	0.195464029626691	0.556692472198682	37	79	1
SPAC9G1.09	10	215	6	100	5343	300	0.1	13.9003624797524	0.040239565787011	5.59344550467296	0.0232718347763889	0.0900896480748169	2.48511627906977	1.24341413210246	4.81348989663747	4	106	1
SPAC9G1.12	0	458	16	100	2378	300	0	0	0.19259882253995	26.771934464788	0.000198546766014008	0.010477602650963	0	0.0047214420958131	0.2491573910399	16	84	1
SPNCRNA.785	5	91	45	100	1131	300	0.05	6.95018123987619	0.0804597701149425	11.1841996963525	0.0197130691508831	0.14023665256983	0.621428571428571	0.222954812096488	1.58607654056478	7	98	1
SPAC17H9.01	22	876	145	100	4034	300	0.22	30.5807974554552	0.217154189390183	30.1852194652035	0.0160421539334002	0.0389373183037202	1.01310502283105	0.647140489673365	1.57073142037207	21	101	1
SPAC17H9.02	30	608	34	100	3196	300	0.3	41.7010874392572	0.190237797246558	26.443743390768	0.0335728173730009	0.0720851421514746	1.57697368421053	1.07298724324111	2.30384114316113	20	110	1
SPAC17H9.05	45	1199	31	100	3190	300	0.45	62.5516311588857	0.375862068965517	52.2461900101038	0.0275355537738158	0.0509884780892948	1.19724770642202	0.878384165384725	1.6265324510485	39	106	1
SPAC17H9.07	20	633	100	100	1058	300	0.2	27.8007249595048	0.598298676748582	83.1656847796149	0.0196880949741092	0.0501426643061503	0.334281200631912	0.208300044826075	0.53050938835907	44	76	1
SPAC17H9.08	21	353	15	100	2482	300	0.21	29.19076120748	0.142224012892828	19.7696533253529	0.0372866952741677	0.0939522341618013	1.47654390934844	0.925455776704843	2.33189445189591	15	106	1
SPAC17H9.11	6	199	163	100	615	300	0.06	8.34021748785143	0.323577235772358	44.9784086743207	0.0120975066016993	0.0702035439147054	0.185427135678392	0.0743996656004505	0.431751795075438	25	81	1
SPNCRNA.788	7	30	164	100	186	300	0.07	9.73025373582667	0.161290322580645	22.4199394834716	0.093555402767761	0.555427283381952	0.434	0.174013049148035	1.03309474709043	14	93	1
SPNCRNA.184	3	4	17	100	95	300	0.03	4.17010874392572	0.0421052631578947	5.852784202001	0.133893566820236	3.94140253599159	0.7125	0.127198888479224	3.74433240919201	4	99	1
SPAC17H9.16	85	837	108	100	887	300	0.85	118.153081077895	0.943630214205186	131.168020242985	0.0807078344372851	0.127628421294771	0.900776583034647	0.715878491458718	1.13206409688462	89	96	1
SPAC17H9.20	4	909	8	100	4037	300	0.04	5.56014499190095	0.225167203368838	31.2990574537897	0.00140636095755639	0.0121337392880301	0.177645764576458	0.0567747918565516	0.489839055057776	19	85	1
SPAC607.04	7	298	89	100	910	300	0.07	9.73025373582667	0.327472527472527	45.519868340288	0.0101963891521584	0.0512595187105642	0.213758389261745	0.0927871412846413	0.466461620266134	26	81	1
SPAC607.05	106	1267	148	100	1146	300	1.06	147.343842285375	1.10558464223386	153.68027279098	0.0682643496594958	0.102443581395869	0.958768745067088	0.782309447097822	1.17400344279666	108	98	1
SPNCRNA.186	15	293	72	100	751	300	0.15	20.8505437196286	0.390146471371505	54.2317737226025	0.0293319659485798	0.0878459130596423	0.384470989761092	0.220283064273834	0.659722807077914	32	83	1
SPAC607.10	15	521	7	100	4160	300	0.15	20.8505437196286	0.125240384615385	17.4088674325745	0.0165953466505626	0.0490956923982481	1.19769673704415	0.690366420663404	2.04238080376712	12	103	1
SPAC732.01	7	880	110	100	975	300	0.07	9.73025373582667	0.902564102564103	125.459681868534	0.00347444871820642	0.017242779147103	0.0775568181818182	0.0338758750025126	0.168117096684255	50	57	1
SPNCRNA.791	0	6	6	100	926	300	0	0	0.00647948164146868	0.900671434973157	0.0157393406208896	0.93492067967121	0	0.145746294149437	8.65736549375541	0	100	1
SPAC3C7.04	10	1506	67	100	2875	300	0.1	13.9003624797524	0.523826086956522	72.8137248504595	0.00336676703469395	0.0126830063879616	0.190903054448871	0.0967945522474511	0.364636433653896	37	73	1
SPAC3C7.09	5	173	48	100	1309	300	0.05	6.95018123987619	0.132161955691367	18.3709909014298	0.0104958695518534	0.0727793192569576	0.378323699421965	0.13739093243376	0.952681289073575	12	93	1
SPAC3C7.10	26	358	45	100	1124	300	0.26	36.1409424473562	0.318505338078292	44.2733965102434	0.0477252466465258	0.109710436440702	0.816312849162011	0.53643177230695	1.23314530559349	30	96	1
SPAC3C7.12	2	530	51	100	1867	300	0.02	2.78007249595048	0.283877878950187	39.4600541739087	0.000651851708741801	0.015272378415465	0.0704528301886792	0.0121700714022094	0.285135305016732	22	80	1
SPNCRNA.793	2	95	19	100	2123	300	0.02	2.78007249595048	0.0447479981158738	6.22013394053922	0.00359218404508672	0.0865494780358868	0.446947368421053	0.0762620672771911	1.83744541870188	4	98	1
SPAC25A8.02	15	441	93	100	1575	300	0.15	20.8505437196286	0.28	38.9210149433067	0.0195782191477288	0.0580866083965595	0.535714285714286	0.308356951576728	0.914864082245812	25	90	1
SPAC631.02	2	6802	214	100	4835	300	0.02	2.78007249595048	1.40682523267839	195.553806798916	5.09181090406686e-05	0.00118624234193299	0.0142164069391355	0.00246189057211633	0.0573548172324601	59	43	1
SPAC20H4.01	81	1451	302	100	2252	300	0.81	112.592936085994	0.644316163410302	89.5622822296657	0.0443318386486586	0.0702004780968179	1.25714679531358	0.998353006367792	1.58091476674034	70	111	1
SPAC20H4.02	110	417	104	100	748	300	1.1	152.903987277276	0.557486631016043	77.4926624873896	0.212585993119791	0.327089507522222	1.97314148681055	1.59014322853603	2.44662951626622	75	135	0.0323970208329802
SPAC20H4.04	5	815	14	100	3555	300	0.05	6.95018123987619	0.229254571026723	31.8672163741159	0.00225205454562535	0.0152666517402308	0.218098159509202	0.0800605390969811	0.542729469365203	19	86	1
SPAC20H4.07	1	449	30	100	1816	300	0.01	1.39003624797524	0.247246696035242	34.3681869681103	0.000116024697752982	0.0145119523064044	0.040445434298441	0.00210700851119415	0.263537053884304	20	81	1
SPAC20H4.08	5	259	197	100	875	300	0.05	6.95018123987619	0.296	41.1450729400671	0.00704249396685529	0.0483712108956937	0.168918918918919	0.0616218222099838	0.42324809533732	23	82	1
SPAC20H4.09	83	477	82	100	2138	300	0.83	115.373008581945	0.22310570626754	31.0125018841997	0.136842984428075	0.220994390572875	3.72020964360587	2.92570300707224	4.72486007044806	33	150	4.67546560800314e-12
SPAC20H4.10	19	1465	79	100	3073	300	0.19	26.4106887115295	0.476732834363814	66.2675920365677	0.00801207651971149	0.0207398099322371	0.398546075085324	0.246211111450734	0.637334359217647	38	81	1
SPAC23C11.01	57	1345	95	100	2586	300	0.57	79.2320661345886	0.520108275328693	72.2969355578769	0.0322038605728675	0.0556423222305956	1.09592565055762	0.832791834414353	1.4389104528832	53	104	1
SPAC23C11.03	29	892	136	100	1872	300	0.29	40.3110511912819	0.476495726495726	66.2346331834355	0.0220389315853937	0.0476553630075078	0.608609865470852	0.412568799278569	0.892108395500546	41	88	1
SPAC23C11.05	134	2297	297	100	997	300	1.34	186.264857228682	2.30391173520562	320.252082407134	0.0488136435162811	0.0696747720288325	0.581619503700479	0.486672025857322	0.69465747712746	163	71	1
SPNCRNA.798	76	416	17	100	1635	300	0.76	105.642754846118	0.254434250764526	35.3672831289113	0.141946650588868	0.23481749402587	2.98701923076923	2.320827737128	3.83926602732298	35	141	3.37827204090305e-07
SPAC23C11.08	65	458	127	100	507	300	0.65	90.3523561183905	0.903353057199211	125.569349422615	0.108478003512282	0.185349053977262	0.719541484716157	0.549983477807271	0.939719703664716	78	87	1
SPAC23C11.09	131	2316	142	100	2814	300	1.31	182.094748484756	0.823027718550107	114.403836187301	0.0472383650462952	0.0676846372721782	1.59168393782383	1.32928759240275	1.9046456928391	104	127	1
SPAC23C11.10	29	28	5	100	755	300	0.29	40.3110511912819	0.0370860927152318	5.15510131699426	0.598370402035793	1.79330307015783	7.81964285714286	4.51769653537024	13.5394381796916	4	125	4.45748741223594e-08
SPAC23C11.11	76	1652	168	100	1972	300	0.76	105.642754846118	0.837728194726166	116.447255662023	0.0362953573060905	0.0582256838452834	0.907215496368039	0.715744446076105	1.14821048542899	80	96	1
SPAC23C11.12	41	98	29	100	211	300	0.41	56.9914861669848	0.464454976303318	64.5609252614092	0.285760846551568	0.610878220813098	0.882755102040816	0.602955386223809	1.28895304591564	44	97	1
SPNCRNA.187	13	17	22	100	406	300	0.13	18.0704712236781	0.041871921182266	5.8203488215712	0.350903029919469	1.65523900632394	3.10470588235294	1.42466630147304	6.72027036567519	4	109	1
SPAC23C11.14	25	1209	353	100	1410	300	0.25	34.750906199381	0.857446808510638	119.188214454047	0.0136143208189788	0.0311567683440461	0.291563275434243	0.191961923547601	0.43931043365105	57	68	1
SPAC23C11.15	66	1111	36	100	3393	300	0.66	91.7423923663657	0.327438844680224	45.5151863100645	0.0459600568662691	0.0766463941106881	2.01564356435644	1.55942472947251	2.60061215217565	40	126	0.124497812927929
SPAC23C11.16	17	657	47	100	2336	300	0.17	23.6306162155791	0.28125	39.0947694743036	0.0154695921483766	0.0426663097038204	0.604444444444444	0.361369672586077	0.996684994681245	25	92	1
SPAC23C11.17	57	2656	137	100	1611	300	0.57	79.2320661345886	1.64866542520174	229.170470181393	0.016354116262116	0.0280972138986174	0.345734186746988	0.263464812982688	0.452646115906727	97	60	1
SPNCRNA.801	0	41	24	100	2222	300	0	0	0.0184518451845185	2.5648733648508	0.00222893830759859	0.119437073139709	0	0.0495270091948406	2.65389176516434	1	99	1
SPAC13F5.05	11	560	145	100	1977	300	0.11	15.2903987277276	0.283257460799191	39.37381380203	0.0102667239820547	0.0365594399242353	0.388339285714286	0.202973133125222	0.722780127302133	24	87	1
SPNCRNA.802	1	17	1	100	904	300	0.01	1.39003624797524	0.0188053097345133	2.61400621853751	0.0029153350293855	0.415929044001673	0.531764705882353	0.0263546286656449	3.75999855777512	1	100	1
SPAC1783.01	10	684	27	100	3347	300	0.1	13.9003624797524	0.204362115327159	28.4070748017647	0.00739294861030565	0.0280035197336691	0.489327485380117	0.24744198998693	0.937277805485905	18	92	1
SPAC1783.03	10	347	1	100	2822	300	0.1	13.9003624797524	0.122962437987243	17.0922245941675	0.0145039002533284	0.0554757808449452	0.813256484149856	0.409300065148928	1.56552653544435	12	98	1
SPAC1783.05	1	1282	19	100	4457	300	0.01	1.39003624797524	0.287637424276419	39.9826446018455	4.06890039011152e-05	0.00507201735780978	0.0347659906396256	0.00181350890387271	0.226059813637582	22	79	1
SPNCRNA.804	11	29	21	100	510	300	0.11	15.2903987277276	0.0568627450980392	7.90412768456508	0.178433750308884	0.790126236215744	1.93448275862069	0.910012126575308	4.02964380470029	5	106	1
SPAC18G6.03	186	2944	469	100	1281	300	1.86	258.546742123394	2.29820452771272	319.45875987815	0.0543194756570462	0.0734564537593525	0.809327445652174	0.695832483166762	0.940977172657305	199	87	1
SPNCRNA.188	16	32	27	100	543	300	0.16	22.2405799676038	0.0589318600368324	8.19174216118004	0.262752860654837	0.942259340003901	2.715	1.42674803335576	5.11646821622118	6	110	1
SPAC18G6.06	14	221	137	100	905	300	0.14	19.4605074716533	0.244198895027624	33.9445315803898	0.035419377937406	0.111197900261569	0.573303167420815	0.320545370333524	1.0063409973672	22	92	1
SPAC18G6.10	12	493	28	100	2325	300	0.12	16.6804349757029	0.212043010752688	29.474747107604	0.0130912561616184	0.0441777440348396	0.565922920892495	0.304371705757627	1.02713254881002	19	93	1
SPAC18G6.13	8	24	29	100	155	300	0.08	11.1202899838019	0.154838709677419	21.5231419041327	0.138007017162321	0.777791749782136	0.516666666666667	0.213910876601597	1.20557721216231	14	94	1
SPAC18G6.15	27	633	93	100	1406	300	0.27	37.5309786953314	0.450213371266003	62.5812905382878	0.0284294626984682	0.063546284861628	0.599715639810427	0.399718245540462	0.893460765154489	39	88	1
SPAC13D6.01	41	94	8	100	1431	300	0.41	56.9914861669848	0.0656883298392732	9.13091595455433	0.297198353336277	0.638462989823403	6.24159574468085	4.25290843624212	9.1364053843729	8	133	3.33997859915269e-11
SPNCRNA.189	1	3	22	100	206	256	0.01	1.39003624797524	0.0145631067961165	2.02432463297365	0.0133674946082822	3.55733427163736	0.686666666666667	0.0275370388930613	7.32810859957295	1	100	1
SPAC13D6.05	11	176	171	100	830	300	0.11	15.2903987277276	0.212048192771084	29.4754674269448	0.032228803114169	0.117984065877553	0.51875	0.267499065847602	0.97926774678369	19	92	1
