Cdk9as_3MBPP1_18C_combined_pr_counts	Cdk9as_3MBPP1_18C_combinedgb_counts	Cdk9as_3MBPP1_18C_combinedterm_counts	Cdk9as_3MBPP1_18C_combinedpr_map	Cdk9as_3MBPP1_18C_combinedgb_map	Cdk9as_3MBPP1_18C_combinedterm_map	Cdk9as_3MBPP1_18C_combinedpr_density	Cdk9as_3MBPP1_18C_combinedpr_densityRPKM	Cdk9as_3MBPP1_18C_combinedgb_density	Cdk9as_3MBPP1_18C_combinedgb_densityRPKM	Cdk9as_3MBPP1_18C_combinedpause_index_CI_low	Cdk9as_3MBPP1_18C_combinedpause_index_CI_high	Cdk9as_3MBPP1_18C_combinedpause_index_scaled	Cdk9as_3MBPP1_18C_combinedpause_index_CI_low_scaled	Cdk9as_3MBPP1_18C_combinedpause_index_CI_high_scaled	Cdk9as_3MBPP1_18C_combined_ExpPR	Cdk9as_3MBPP1_18C_combined_ExpGB	Cdk9as_3MBPP1_18C_combinedFexact_Pval
SPAC31A2.04c	193	1241	198	100	593	300	1.93	251.329867064732	2.09274873524452	272.52345151756	0.133233007487336	0.18147328363281	0.922232070910556	0.790071734399903	1.07613657194256	198	95	1
SPAC31A2.05c	10	700	34	100	5062	300	0.1	13.0222729049084	0.138285262741999	18.0078843015327	0.00722477631876732	0.0273602212134203	0.723142857142857	0.365718177256002	1.38497439782333	13	97	1
SPAC31A2.07c	31	921	8	100	2587	300	0.31	40.3690460052159	0.356010823347507	46.3607009873236	0.0231197633030575	0.0487217398006947	0.870760043431053	0.598108276650098	1.26043140864397	34	97	1
SPAC31A2.09c	34	693	40	100	2348	267	0.34	44.2757278766884	0.295144804088586	38.4345618530728	0.0342111073716991	0.0700115410691904	1.15197691197691	0.803276801087496	1.64387098430459	30	104	1
SPAC31A2.11c	39	576	9	100	1949	300	0.39	50.7868643291426	0.295536172396101	38.4855269021407	0.048260539690839	0.094614817294958	1.31963541666667	0.940597918574452	1.84404278907873	31	108	1
SPAC31A2.13c	16	101	25	100	383	300	0.16	20.8356366478534	0.263707571801567	34.3407196709072	0.0900359892723445	0.274750951012092	0.606732673267327	0.34483783891308	1.05229614237631	24	92	1
SPAC31A2.15c	1	383	13	100	1905	300	0.01	1.30222729049084	0.201049868766404	26.1812625857213	0.000135971353501833	0.01702209612593	0.0497389033942559	0.00259025428420992	0.324270931198967	16	85	1
SPAC13C5.01c	89	1491	68	100	1113	300	0.89	115.898228853684	1.33962264150943	174.449316273301	0.0479038122605135	0.0742938913803148	0.664366197183099	0.533169430459515	0.826891011062904	108	81	1
SPNCRNA.644	12	32	49	100	767	300	0.12	15.62672748589	0.0417209908735332	5.43302129018341	0.182809162662171	0.755587171181099	2.87625	1.40214627761885	5.79535360295903	4	108	1
SPNCRNA.645	19	113	26	100	574	300	0.19	24.7423185193259	0.196864111498258	25.6361818511262	0.100195169175556	0.279074053647505	0.965132743362832	0.575120271067691	1.60188506793668	19	100	1
SPAC13C5.05c	52	1511	48	100	1652	300	0.52	67.7158191055235	0.914648910411622	119.108077235572	0.0258325688619886	0.045726277366115	0.568524156187955	0.426754037600051	0.75539810208822	72	80	1
SPAC13C5.06c	94	425	22	100	880	300	0.94	122.409365306139	0.482954545454545	62.8916589157506	0.175748983297854	0.278082651499852	1.94635294117647	1.54659105302111	2.4471273331987	63	131	0.0953545851306889
SPNCRNA.646	4	360	261	100	709	300	0.04	5.20890916196335	0.507757404795487	66.1215549473486	0.00353849083696203	0.0307603563101245	0.0787777777777778	0.0250879000340608	0.218090926238783	35	69	1
SPNCRNA.647	22	146	19	100	1482	300	0.22	28.6490003907984	0.0985155195681511	12.828959811853	0.0936822262938061	0.240212292471328	2.23315068493151	1.38837059367421	3.55994617442508	10	112	1
SPNCRNA.648	14	193	89	100	655	300	0.14	18.2311820668717	0.294656488549618	38.3709720709514	0.0404556738828628	0.127665309612171	0.475129533678756	0.264984663932751	0.83620777795972	25	89	1
SPNCRNA.649	0	3	9	100	195	300	0	0	0.0153846153846154	2.00342660075513	0.0327971598819604	2.22593021867193	0	0.0639544617698228	4.34056392641027	1	99	1
SPAC23E2.03c	128	2244	27	100	2501	300	1.28	166.685093182827	0.897241103558577	116.841185120409	0.0475332832109546	0.0684047112905189	1.42659536541889	1.18880741310598	1.71080182937588	107	121	1
SPAC24H6.13	0	2678	76	100	3680	300	0	0	0.727717391304348	94.7653446721321	3.39424353359661e-05	0.00178897626074089	0	0.00124908162036355	0.0658343263952648	42	58	1
SPNCRNA.652	6	130	0	100	3042	300	0.06	7.81336374294502	0.0427350427350427	5.56507389098648	0.0183922596923605	0.108269642925195	1.404	0.559492539841607	3.29356253778443	4	102	1
SPAC24H6.09	118	941	26	100	2802	300	1.18	153.662820277919	0.335831548893647	43.7329007977116	0.103053464593668	0.152478225072665	3.51366631243358	2.88755807791458	4.27243986653607	54	164	6.81886492274853e-15
SPAC24H6.08	68	545	41	100	844	300	0.68	88.5514557533769	0.645734597156398	84.0893214831168	0.0961549206980462	0.161633425458723	1.05306422018349	0.81154753069151	1.36418611087162	65	103	1
SPAC24H6.07	54	1471	297	100	564	300	0.54	70.3202736865052	2.60815602836879	339.641195800004	0.0277004789472197	0.0485283208595012	0.207042828008158	0.156230701262319	0.273699729647586	111	43	1
SPAC24H6.06	3	213	9	100	2050	300	0.03	3.90668187147251	0.10390243902439	13.5304591646121	0.0036067745359091	0.0453320878714689	0.288732394366197	0.0739388779861365	0.929307801365113	9	94	1
SPAC24H6.05	6	1194	16	100	2945	300	0.06	7.81336374294502	0.405432937181664	52.796583526182	0.00203827543971688	0.0115634770601554	0.147989949748744	0.0600272116996622	0.340544399421576	30	76	1
SPAC24H6.04	102	1889	14	100	2377	300	1.02	132.827183630065	0.794699200673117	103.487898684779	0.0440082573025194	0.0661900290716627	1.28350449973531	1.04607627608089	1.57333699103342	89	113	1
SPAC24H6.03	5	432	6	100	2791	300	0.05	6.51113645245418	0.154783231816553	20.1562948581885	0.00423770668993297	0.0288836527580735	0.323032407407407	0.118274393716029	0.806142748477831	14	91	1
SPNCRNA.654	5	9	13	100	147	300	0.05	6.51113645245418	0.0612244897959184	7.97282014586227	0.162500866268345	1.80674945735204	0.816666666666667	0.238876273414468	2.65592170230749	6	99	1
SPAC227.01c	36	241	7	100	1578	300	0.36	46.8801824576701	0.152724968314322	19.8882621678258	0.103535377354209	0.21460017064159	2.35717842323651	1.63378825464941	3.3863906927243	18	118	0.422263805826184
SPAC227.19c	21	8	28	100	31	300	0.21	27.3467731003076	0.258064516129032	33.6058655610539	1.10592285931847	6.43721406175963	0.81375	0.342836086388726	1.99553635914548	24	97	1
SPAC227.02c	5	216	256	100	455	300	0.05	6.51113645245418	0.474725274725275	61.8200208233013	0.00842918481487139	0.0581168037474573	0.105324074074074	0.0383527909076648	0.264431457050931	33	72	1
SPAC227.03c	60	625	19	100	1473	300	0.6	78.1336374294502	0.424304141208418	55.254043214988	0.0729705302311904	0.126039271753589	1.41408	1.07485591030543	1.85655847293037	47	113	1
SPAC227.07c	34	1687	42	100	2169	300	0.34	44.2757278766884	0.777777777777778	101.284344815954	0.0141252957527073	0.028611545747478	0.437142857142857	0.306377664876221	0.620584427262798	58	76	1
SPAC227.08c	51	696	146	100	757	300	0.51	66.4135918150327	0.919418758256275	119.729219839052	0.0545432555488824	0.098181236606435	0.554698275862069	0.41289244450504	0.743231961110713	72	79	1
SPAC227.11c	10	419	21	100	2906	300	0.1	13.0222729049084	0.144184445973847	18.7760920411446	0.0120314181581515	0.0458633117047938	0.693556085918854	0.349633011675882	1.33278783814131	13	97	1
SPAC227.13c	55	3271	357	100	1335	300	0.55	71.622500976996	2.4501872659176	319.070072449103	0.0127566373907112	0.0221088800845614	0.2244726383369	0.170301109165995	0.295153549128894	110	45	1
SPAC227.16c	16	355	26	100	897	300	0.16	20.8356366478534	0.395763656633222	51.5374234252226	0.0263595001080243	0.075878988362091	0.404281690140845	0.236444715968978	0.680634525607956	32	84	1
SPAC227.17c	66	790	37	100	815	300	0.66	85.9470011723952	0.969325153374233	126.228166808314	0.064443859058561	0.108112535019725	0.680886075949367	0.525217451327272	0.881117160410761	81	85	1
SPAC2F7.02c	92	1478	26	100	1722	300	0.92	119.804910725157	0.858304297328688	111.770727952698	0.0501269185061636	0.0772110411952894	1.07188092016238	0.863185536676138	1.32957412938288	88	104	1
SPAC2F7.03c	94	2699	32	100	3553	300	0.94	122.409365306139	0.75963974106389	98.922360175479	0.0281932690103757	0.0429770019228025	1.23742867728788	1.00170684793865	1.52697287831717	83	111	1
SPAC2F7.05c	153	4534	75	100	1489	300	1.53	199.240775445098	3.04499664204164	396.527772671958	0.0286245372492186	0.039760926890563	0.502463608292898	0.426219359640865	0.592040201400483	190	63	1
SPAC2F7.06c	8	50	862	100	1757	300	0.08	10.4178183239267	0.0284575981787137	3.70582609701433	0.0702005629196382	0.350155069491311	2.8112	1.23342389049804	6.15222457096233	2	106	1
SPAC2F7.07c	109	2013	76	100	1952	300	1.09	141.942774663501	1.03125	134.292189331868	0.0444341802036185	0.0659291748405967	1.0569696969697	0.867355197574633	1.28693749288845	106	103	1
SPAC2F7.08c	31	909	30	100	1605	300	0.31	40.3690460052159	0.566355140186916	73.7523119661166	0.0234230496266084	0.0493690568604776	0.547359735973597	0.375939946507065	0.792373362610665	47	84	1
SPAC2F7.09c	13	266	21	100	1587	300	0.13	16.9289547763809	0.167611846250788	21.826872039733	0.0267955865605025	0.0872750767370896	0.775601503759398	0.425245958715174	1.38505546781761	16	97	1
SPAC2F7.13c	105	1263	17	100	1468	300	1.05	136.733865501538	0.860354223433243	112.037674924382	0.0677706805304306	0.101893074287692	1.22042755344418	0.994873590186721	1.49579033054332	94	111	1
SPAC2F7.14c	7	441	63	100	1154	300	0.07	9.11559103343586	0.382149046793761	49.7644917769895	0.00691111086106046	0.0345248621498292	0.183174603174603	0.0797542193366377	0.398416909209028	29	78	1
SPAC2F7.16c	10	879	25	100	4189	300	0.1	13.0222729049084	0.209835282883743	27.3253231879075	0.00575913847377885	0.0217662604461914	0.476564277588168	0.241250310666596	0.911788650090957	19	91	1
SPAC13A11.01c	161	1262	14	100	3460	300	1.61	209.658593769025	0.364739884393064	47.497423138712	0.107892694877171	0.150780272009837	4.41410459587956	3.73308724275013	5.21699741154035	69	192	1.43676687275958e-26
SPAC13A11.02c	325	2430	131	100	2318	300	3.25	423.223869409522	1.04831751509922	136.514767726175	0.118915658889329	0.150399789905014	3.10020576131687	2.75646497305464	3.48626712999823	217	208	4.21697997722472e-21
SPAC13A11.04c	9	598	17	100	1927	300	0.09	11.7200456144175	0.310326933056565	40.4116201200581	0.00730589185490034	0.0298663361528218	0.290016722408027	0.140784536043929	0.575524297664875	25	84	1
SPNCRNA.662	38	486	4	100	3021	300	0.38	49.4846370386518	0.160873882820258	20.9494360535765	0.0553790067116566	0.10994075634746	2.3620987654321	1.67299979275915	3.32131024925676	19	119	0.195590162124739
SPNCRNA.553	38	442	21	100	2233	300	0.38	49.4846370386518	0.197939991043439	25.7762858216278	0.060814804327451	0.121040632986012	1.91977375565611	1.35799458063198	2.70283733457764	22	116	1
SPNCRNA.663	1	157	112	100	1602	300	0.01	1.30222729049084	0.0980024968789014	12.7621525971948	0.000330578476845718	0.0417502948353405	0.10203821656051	0.00529586719906841	0.668839723262156	9	92	1
SPAC3H8.05c	51	838	24	100	3425	300	0.51	66.4135918150327	0.244671532846715	31.8617947279218	0.0453799622316039	0.0814005456452	2.08442720763723	1.55426370643243	2.7879686883481	29	122	0.300461745076412
SPNCRNA.664	3	25	115	100	234	300	0.03	3.90668187147251	0.106837606837607	13.9126847274662	0.0288991736999246	0.415829500379834	0.2808	0.0676240664578236	0.973041030888811	9	94	1
SPNCRNA.665	0	23	12	100	1108	300	0	0	0.0207581227436823	2.70317939361816	0.00399043342974737	0.216691035021888	0	0.0442140024016008	2.40093666804252	2	98	1
SPAC3H8.07c	17	206	29	100	492	300	0.17	22.1378639383442	0.41869918699187	54.5241507807139	0.0486430208786168	0.1380828755519	0.406019417475728	0.239323662722795	0.67936774771535	34	83	1
SPAC3H8.08c	17	587	13	100	1955	300	0.17	22.1378639383442	0.300255754475703	39.1001237605177	0.0173008082445588	0.0477927870522567	0.56618398637138	0.338230801181124	0.934348986871618	27	90	1
SPAC3H8.09c	0	655	14	100	3230	300	0	0	0.202786377708978	26.4073955192414	0.000138810906259716	0.00732196431606243	0	0.00448359227218882	0.236499447408816	16	84	1
SPNCRNA.667	14	22	46	100	204	300	0.14	18.2311820668717	0.107843137254902	14.0436276425482	0.30931741697158	1.29744294856109	1.29818181818182	0.631007530622023	2.64678361506462	11	103	1
SPAC1F3.02c	48	1210	14	100	3740	300	0.48	62.5069099435602	0.323529411764706	42.1308829276447	0.0293941192304034	0.0533781862478466	1.48363636363636	1.09934005921709	1.99634416566946	36	112	1
SPAC1F3.04c	39	410	42	100	966	300	0.39	50.7868643291426	0.424430641821946	55.270516470108	0.0675024625202355	0.133517474756977	0.918878048780488	0.652073787945474	1.2897788061524	41	98	1
SPAC1F3.06c	18	1100	147	100	5959	300	0.18	23.4400912288351	0.184594730659507	24.0384295945615	0.00995909370683822	0.02653503273364	0.975109090909091	0.59346239399049	1.58122260059761	18	100	1
SPAC1F3.07c	62	542	48	100	1343	300	0.62	80.7380920104319	0.403574087862993	52.5545190950137	0.0871517680349655	0.149855471329911	1.53627306273063	1.17044824470959	2.01255897996071	46	116	1
SPAC1F3.08c	0	0	101	100	126	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPNCRNA.669	6	28	1	100	886	300	0.06	7.81336374294502	0.0316027088036117	4.11539098574982	0.0797443418588746	0.542440899588623	1.89857142857143	0.706534868869629	4.8060263703552	3	103	1
SPAC1F3.10c	16	572	19	100	4258	300	0.16	20.8356366478534	0.134335368717708	17.4935183222348	0.0164324886976096	0.0468766208559544	1.19104895104895	0.699695368744215	1.99600651604654	13	103	1
SPAC1D4.02c	52	1609	30	100	1921	300	0.52	67.7158191055235	0.837584591358667	109.072551296187	0.0242663618792963	0.0429283613420074	0.6208328154133	0.466156811701282	0.824653821379963	69	83	1
SPAC1D4.03c	20	316	99	100	1502	300	0.2	26.0445458098167	0.210386151797603	27.3970588412187	0.0391510621525959	0.101201519137457	0.950632911392405	0.58804895353199	1.5200468174446	20	100	1
SPNCRNA.670	9	255	14	100	735	300	0.09	11.7200456144175	0.346938775510204	45.1793141598862	0.017011482578299	0.0705686396852112	0.259411764705882	0.125034396950497	0.518679501686302	28	81	1
SPAC1D4.05c	26	1317	166	100	3266	300	0.26	33.8579095527618	0.403245560318432	52.5117373415931	0.0131121413106218	0.0294999061510329	0.644768413059985	0.428242535204907	0.963466934892733	36	90	1
SPAC1D4.06c	4	193	36	100	1057	300	0.04	5.20890916196335	0.182592242194891	23.77766008181	0.00656701383490715	0.0577054417902879	0.219067357512953	0.0694133362349686	0.609946519723343	16	88	1
SPAC1D4.07c	0	6	97	100	316	300	0	0	0.0189873417721519	2.47258346295729	0.0157393406208896	0.93492067967121	0	0.0497363163620111	2.95434934776102	1	99	1
SPAC1D4.09c	94	628	35	100	847	300	0.94	122.409365306139	0.741440377804014	96.5523894248224	0.119767987951459	0.186878934116063	1.2678025477707	1.01443485794886	1.58286457196305	82	112	1
SPAC1D4.11c	29	2145	57	100	3901	300	0.29	37.7645914242343	0.549859010510126	71.6041409408573	0.00919847411870264	0.0197439401202479	0.527407925407925	0.35883247537059	0.77021110409087	45	84	1
SPNCRNA.672	0	200	26	100	3202	300	0	0	0.0624609618988132	8.1338369174943	0.000454957086890741	0.0240550990817154	0	0.0145677259222415	0.770244272596529	5	95	1
SPNCRNA.673	5	9	3	100	294	300	0.05	6.51113645245418	0.0306122448979592	3.98641007293113	0.162500866268345	1.80674945735204	1.63333333333333	0.477752546828935	5.31184340461499	3	102	1
SPNCRNA.674	5	58	6	100	1636	300	0.05	6.51113645245418	0.0354523227383863	4.61669821812155	0.0304891655037137	0.223580815770315	1.41034482758621	0.498802747640756	3.65778214600235	3	102	1
SPAC22F3.13	97	1424	8	100	4075	300	0.97	126.316047177611	0.349447852760736	45.5060530468454	0.0551424125910221	0.0840619435257762	2.77580758426966	2.24705331308415	3.42552419867538	51	146	3.56053936340719e-08
SPNCRNA.675	0	29	5	100	1709	300	0	0	0.0169689877121123	2.20974788907164	0.00315841214605714	0.170434554760817	0	0.0539772635761165	2.91272654086237	1	99	1
SPNCRNA.676	1	17	13	100	476	300	0.01	1.30222729049084	0.0357142857142857	4.65081175175299	0.0029153350293855	0.415929044001673	0.28	0.013876994739875	1.97982224944796	3	98	1
SPAC22F3.04	0	2	4	100	4373	300	0	0	0.000457351932311914	0.0595576167615292	0.0514242900386907	4.05388820080272	0	2.24878420339195	177.276531021103	0	100	1
SPAC22F3.02	6	93	4	100	2772	300	0.06	7.81336374294502	0.0335497835497836	4.36894437285887	0.0255105262389048	0.152637530693737	1.78838709677419	0.70715178734244	4.2311123508304	3	103	1
SPAC1296.01c	12	872	26	100	2107	300	0.12	15.62672748589	0.413858566682487	53.8937919937356	0.00742526007214933	0.0248928939132762	0.289954128440367	0.156450229720186	0.524493274752729	32	80	1
SPAC1296.03c	9	278	12	100	1536	300	0.09	11.7200456144175	0.180989583333333	23.5689574711232	0.0156200174645825	0.0646602184549093	0.49726618705036	0.239923468255987	0.993180955467407	16	93	1
SPAC1296.05c	6	179	27	100	846	300	0.06	7.81336374294502	0.211583924349882	27.5530360517565	0.0134297640633495	0.0781703655925778	0.283575418994413	0.113615803975936	0.661321292913208	18	88	1
SPAPJ696.01c	23	1068	47	100	4351	300	0.23	29.9512276812892	0.245460813606068	31.9645770223906	0.0139114158946678	0.0330368509376081	0.937013108614232	0.605285705576996	1.43743338429533	24	99	1
SPAC22G7.01c	21	783	82	100	2181	300	0.21	27.3467731003076	0.359009628610729	46.7512135925871	0.0169342537892135	0.042037712425503	0.584942528735632	0.369336075142746	0.916842508000221	31	90	1
SPNCRNA.677	5	185	1	100	2412	300	0.05	6.51113645245418	0.0766998341625207	9.98806172225559	0.00982370140661173	0.0679922623928052	0.651891891891892	0.236947677927475	1.63997336891446	7	98	1
SPNCRNA.678	12	75	12	100	2184	300	0.12	15.62672748589	0.0343406593406593	4.47193437668557	0.0826895391668443	0.302819251267094	3.4944	1.80593953540388	6.61357244767334	3	109	1
SPAC22G7.06c	127	7162	276	100	6746	300	1.27	165.382865892336	1.06166617254669	138.253066328126	0.0148175846407058	0.0212061149798128	1.19623289583915	0.999594259862014	1.43056451653817	116	111	1
SPAC22G7.07c	4	239	14	100	2098	300	0.04	5.20890916196335	0.113918017159199	14.8347150823313	0.0053141842028246	0.046488761329154	0.351129707112971	0.11149158457526	0.975334212685651	10	94	1
SPAC22G7.09c	10	702	16	100	1558	300	0.1	13.0222729049084	0.450577663671374	58.6754530118464	0.00720429122516981	0.0272818810348401	0.221937321937322	0.112242857288146	0.425051706522808	34	76	1
SPAC22G7.11c	24	100	21	100	459	300	0.24	31.2534549717801	0.217864923747277	28.3709649344409	0.14978337060291	0.381759745464199	1.1016	0.687505671067358	1.75227723168068	22	102	1
SPAC4G8.02c	49	420	184	100	430	300	0.49	63.809137234051	0.976744186046512	127.194293489803	0.0857757309768341	0.158248173763042	0.501666666666667	0.368835643200387	0.680467147181082	73	76	1
SPAC4G8.03c	22	1040	52	100	4780	300	0.22	28.6490003907984	0.217573221757322	28.33297870524	0.0135243279756253	0.0327676832399372	1.01115384615385	0.64646287723489	1.566295258869	21	101	1
SPAC4G8.06c	18	461	139	100	1097	300	0.18	23.4400912288351	0.420237010027347	54.7244102931883	0.0236312873703025	0.0636802597542562	0.428329718004338	0.259235222452218	0.698572449504191	34	84	1
SPAC4G8.07c	22	392	129	100	1707	300	0.22	28.6490003907984	0.229642647920328	29.904692318243	0.0356051708402913	0.0876241100652241	0.958010204081633	0.607780266243772	1.49574355881337	22	100	1
SPNCRNA.682	4	1	5	100	145	300	0.04	5.20890916196335	0.00689655172413793	0.898087786545405	0.426108445717464	93.9671732569018	5.8	0.617857246290322	136.252401222508	0	104	1
SPNCRNA.683	3	151	7	100	2330	300	0.03	3.90668187147251	0.0648068669527897	8.43932707571315	0.00507011293360218	0.0642065370819103	0.462913907284768	0.118133631352931	1.49601231400851	6	97	1
SPAC4G8.11c	6	88	13	100	2176	300	0.06	7.81336374294502	0.0404411764705882	5.26636036595559	0.0269184339717189	0.161583291300711	1.48363636363636	0.585745123224602	3.51605241870346	4	102	1
SPAC4G8.12c	7	324	17	100	2602	300	0.07	9.11559103343586	0.124519600307456	16.215282172138	0.00938522612135217	0.047107999675477	0.56216049382716	0.244203583677583	1.22575015155591	11	96	1
SPAC4G8.13c	22	1916	73	100	3258	300	0.22	28.6490003907984	0.588090853284224	76.5827958434759	0.00735682060117222	0.0177470325594062	0.374091858037578	0.239685215186191	0.578198320785453	45	77	1
SPAC16C9.01c	2	256	52	100	1815	300	0.02	2.60445458098167	0.141046831955923	18.3675033810278	0.00134564266044255	0.0317347326104677	0.141796875	0.0244234142870323	0.575985396879988	12	90	1
SPAC16C9.02c	28	850	55	100	1151	300	0.28	36.4623641337434	0.738488271068636	96.1679580292972	0.0221672850122455	0.0486241728814533	0.379152941176471	0.255145450490946	0.559664229865528	54	74	1
SPAC16C9.04c	16	1201	16	100	1726	300	0.16	20.8356366478534	0.695828505214368	90.6126868991596	0.00785645115847313	0.0222375356740095	0.229941715237302	0.135602346995246	0.383819865733404	47	69	1
SPNCRNA.687	5	32	23	100	476	300	0.05	6.51113645245418	0.0672268907563025	8.75446917977033	0.0535632372137715	0.419835709093511	0.74375	0.254961009137552	1.99841797528511	6	99	1
SPAC16C9.06c	10	456	12	100	2792	300	0.1	13.0222729049084	0.163323782234957	21.2684686412544	0.0110623328154713	0.042113327505523	0.612280701754386	0.308860332207958	1.1758041039542	15	95	1
SPAC2G11.03c	7	744	3	100	2546	300	0.07	9.11559103343586	0.29222309505106	38.0540889287189	0.00410715778619535	0.0204074716356157	0.239543010752688	0.104568237236534	0.519574227842776	24	83	1
SPAC2G11.05c	5	269	9	100	2343	300	0.05	6.51113645245418	0.114810072556551	14.9508809706374	0.00678298899885899	0.0465556180019025	0.43550185873606	0.158925432243266	1.09079812978457	10	95	1
SPNCRNA.688	29	216	6	100	1295	300	0.29	37.7645914242343	0.166795366795367	21.7205478568356	0.0892959845108351	0.200660754897515	1.73865740740741	1.15638299941531	2.59855677592282	18	111	1
SPAC2G11.07c	107	2519	61	100	1816	300	1.07	139.33832008252	1.38711453744493	180.633840569737	0.0348304974318487	0.0517568559638648	0.771385470424772	0.632521833362373	0.939904504303786	120	87	1
SPAC2G11.08c	11	91	32	100	856	300	0.11	14.3245001953992	0.106308411214953	13.8437714292834	0.0612248669371449	0.232548478246199	1.03472527472527	0.524084860981961	1.99061497378746	10	101	1
SPAC2G11.10c	4	256	11	100	1537	300	0.04	5.20890916196335	0.166558230318803	21.6896672977003	0.00496418864038086	0.0433729760232022	0.24015625	0.0762995794026538	0.666642641476617	14	90	1
SPAC2G11.11c	103	865	14	100	3069	300	1.03	134.129410920556	0.281850765721733	36.7033758968581	0.0965375875546783	0.146743288170866	3.6544161849711	2.96273856205308	4.50355151396387	44	159	2.04400780946459e-14
SPNCRNA.691	11	119	14	100	716	300	0.11	14.3245001953992	0.166201117318436	21.6431630682136	0.0472268124937116	0.176207938487938	0.661848739495798	0.338143977454975	1.26164883957364	15	96	1
SPAC2G11.15c	11	114	20	100	953	300	0.11	14.3245001953992	0.119622245540399	15.5775352692503	0.0492368997981436	0.184177994723418	0.919561403508772	0.469227655076308	1.75521628971417	11	100	1
SPNCRNA.692	10	67	7	100	1056	300	0.1	13.0222729049084	0.0634469696969697	8.26223754383391	0.0722524882859709	0.299410714969809	1.57611940298507	0.762986276299853	3.16177715008118	6	104	1
SPAC521.04c	3	1555	8	100	3070	300	0.03	3.90668187147251	0.506514657980456	65.9597210655782	0.000497677993820013	0.00615636950318433	0.0592282958199357	0.0152787144102744	0.189000543747759	34	69	1
SPAC23G3.02c	8	3423	32	100	15008	300	0.08	10.4178183239267	0.228078358208955	29.7009862430046	0.00108575926719368	0.00480997557005331	0.350756646216769	0.162950750820428	0.721881133553601	20	88	1
SPNCRNA.694	3	7	60	100	421	300	0.03	3.90668187147251	0.0166270783847981	2.16522352338144	0.0880775067426534	1.82748877281164	1.80428571428571	0.370806303386571	7.69372773353701	1	102	1
SPAC23G3.05c	11	506	21	100	1341	300	0.11	14.3245001953992	0.377330350484713	49.1369879931666	0.0113548031344992	0.0404892897810747	0.291521739130435	0.152267910033635	0.542961375964212	30	81	1
SPAC23G3.07c	29	418	51	100	1121	300	0.29	37.7645914242343	0.372881355932203	48.5576277810143	0.0467022536607294	0.102423397534075	0.777727272727273	0.523532263536776	1.14816628635698	35	94	1
SPAC23G3.08c	61	1081	41	100	3354	300	0.61	79.4358647199411	0.322301729278473	41.9710107638818	0.0432102484806345	0.0735416116823422	1.89263644773358	1.44927173404048	2.46658565582576	39	122	0.854085611561662
SPAC23G3.10c	9	912	6	100	2720	300	0.09	11.7200456144175	0.335294117647059	43.6629150341045	0.00479928364484022	0.0195455348292806	0.268421052631579	0.130540515139654	0.531638547356434	27	82	1
SPAC23G3.12c	4	739	17	100	2876	300	0.04	5.20890916196335	0.256954102920723	33.4612645226957	0.00172895429782548	0.0149339980878583	0.155669824086604	0.0497247256054609	0.429501785006805	21	83	1
SPAC22H12.01c	17	694	59	100	1009	300	0.17	22.1378639383442	0.68780971258672	89.5684578395085	0.0146499728921928	0.0403770286264095	0.247161383285303	0.147818226482225	0.407404218840472	47	70	1
SPAC22H12.04c	227	3953	1088	100	717	300	2.27	295.60559494142	5.51324965132496	717.950415524446	0.0501156869986849	0.0657812239878406	0.411735390842398	0.359329475780571	0.471651375992817	276	51	1
SPAC22H12.05c	0	478	6	100	2597	300	0	0	0.184058529072006	23.9686039605167	0.00019023550569149	0.0100383778697233	0	0.004940416082808	0.260696673276715	15	85	1
SPAC1687.03c	9	469	21	100	1170	300	0.09	11.7200456144175	0.400854700854701	52.2003930974532	0.00930179127306444	0.0381400049716087	0.224520255863539	0.108830957894854	0.446238058167822	31	78	1
SPNCRNA.695	4	47	5	100	1522	300	0.04	5.20890916196335	0.030880420499343	4.02133263160771	0.0260887115061924	0.246100574600521	1.29531914893617	0.397070189124249	3.74565074541993	3	101	1
SPAC1687.06c	89	1040	377	100	263	300	0.89	115.898228853684	3.95437262357414	514.94919471881	0.0684910802126473	0.106803519519756	0.225067307692308	0.180131540959262	0.280893256336958	150	39	1
SPNCRNA.696	3	34	9	100	679	300	0.03	3.90668187147251	0.0500736377025037	6.52072575503512	0.0216350687008803	0.299112990062463	0.599117647058824	0.146902116478977	2.03097720252413	4	99	1
SPAC1687.12c	23	496	34	100	993	300	0.23	29.9512276812892	0.499496475327291	65.0457941675181	0.0297941390559214	0.07152721480417	0.460463709677419	0.2958558008253	0.710265243005408	40	83	1
SPAC1687.13c	31	376	62	100	1057	300	0.31	40.3690460052159	0.355723746452223	46.3233170505728	0.0561281360785147	0.120431205827923	0.871462765957447	0.5932743983499	1.27295784560115	34	97	1
SPAC1687.14c	27	390	111	100	771	300	0.27	35.1601368432526	0.505836575875486	65.8714193633497	0.0459026459009013	0.103692187741276	0.533769230769231	0.353909399895949	0.799466767485238	42	85	1
SPAC1687.23c	1	0	2	100	298	300	0.01	1.30222729049084	0	0	0.0577765545925511	8.27870929775896	NA	0.172174132685802	24.6705537073217	0	101	1
SPAC1687.16c	290	1007	53	100	1343	300	2.9	377.645914242343	0.749813849590469	97.6428057724701	0.252163435168679	0.328839718558668	3.86762661370407	3.38655493431536	4.41631742024292	167	223	7.76124602146925e-28
