WT_3MBPP1_combined_pr_counts	WT_3MBPP1_combinedgb_counts	WT_3MBPP1_combinedterm_counts	WT_3MBPP1_combinedpr_map	WT_3MBPP1_combinedgb_map	WT_3MBPP1_combinedterm_map	WT_3MBPP1_combinedpr_density	WT_3MBPP1_combinedpr_densityRPKM	WT_3MBPP1_combinedgb_density	WT_3MBPP1_combinedgb_densityRPKM	WT_3MBPP1_combinedpause_index_CI_low	WT_3MBPP1_combinedpause_index_CI_high	WT_3MBPP1_combinedpause_index_scaled	WT_3MBPP1_combinedpause_index_CI_low_scaled	WT_3MBPP1_combinedpause_index_CI_high_scaled	WT_3MBPP1_combined_ExpPR	WT_3MBPP1_combined_ExpGB	WT_3MBPP1_combinedFexact_Pval
SPAC343.13	13	362	25	100	1727	300	0.13	6.75446746973128	0.209612044006948	10.8909056346832	0.0197634578441138	0.0638806892775816	0.620193370165746	0.341314916967845	1.10321950382383	19	94	1
SPAC343.15	271	1953	334	100	1621	300	2.71	140.80466802286	1.20481184454041	62.5989416238086	0.121946496511621	0.157861351348536	2.24931387608807	1.97675270845337	2.55893250535976	202	169	1.72314265345327e-08
SPAC343.16	118	3532	868	100	2117	300	1.18	61.3097816483301	1.66839867737364	86.6857276374074	0.0276851141549906	0.0402850234826054	0.707265005662514	0.586093866661152	0.852833947126757	136	82	1
SPAC343.18	14	706	210	100	1097	300	0.14	7.27404189047984	0.643573381950775	33.4384267136266	0.0112224689711839	0.0343734657851715	0.217535410764873	0.123110484613887	0.377076919663332	44	70	1
SPAC343.19	638	2359	403	100	2499	300	6.38	331.488480437581	0.943977591036415	49.0466610062366	0.24755823666567	0.29545146745456	6.75863501483679	6.18648033427509	7.38333217168945	358	380	6.54147600724117e-88
SPAC824.02	150	3067	110	100	3977	300	1.5	77.936163112284	0.771184309781242	40.0687641044967	0.0413660193139797	0.0577938348993515	1.94506031953049	1.64512658811697	2.29846081394721	108	142	0.00133472135140881
SPAC824.04	9	527	183	100	1240	300	0.09	4.67616978673704	0.425	22.0819128818138	0.00828423873322976	0.0339157205018443	0.211764705882353	0.102724560292049	0.420554934222869	32	77	1
SPAC824.05	41	1991	148	100	2839	300	0.41	21.302551250691	0.701303275801339	36.4379243293548	0.0149178787810798	0.0283183665742555	0.584625816172777	0.423518578594855	0.803958427043115	58	83	1
SPAC824.06	31	1591	933	100	1283	300	0.31	16.1068070432054	1.24006235385815	64.4304679197942	0.013418853415728	0.0281287695671541	0.249987429289755	0.17216388932379	0.360892113546588	72	59	1
SPAC824.07	243	1269	961	100	1051	300	2.43	126.2565842419	1.20742150333016	62.7345328192125	0.166522266702911	0.22014878508122	2.01255319148936	1.75014902304759	2.31376373120362	187	156	4.6476900008661e-05
SPAC824.08	126	2463	407	100	2092	300	1.26	65.4663770143186	1.17734225621415	61.1716920795269	0.0425894327939165	0.0614061709180697	1.07020706455542	0.890970934048733	1.28461709560602	122	104	1
SPNCRNA.177	5	50	180	100	228	300	0.05	2.5978721037428	0.219298245614035	11.3941758936088	0.03514736074431	0.261181710785662	0.228	0.0801359824970267	0.595494300591309	18	87	1
SPAC664.03	79	1043	161	100	1360	300	0.79	41.0463792391363	0.766911764705882	39.8467735912315	0.0598375828683343	0.0957451822740161	1.03010546500479	0.813791127009346	1.30213447892662	77	102	1
SPAC664.05	411	3399	2895	100	664	300	4.11	213.545086927658	5.11897590361446	265.968893994632	0.109003642468488	0.134119582576157	0.802894969108561	0.723784185990757	0.890554028305683	427	84	1
SPSNORNA.31	1341	574	1618	100	87	300	13.41	696.749298223819	6.59770114942529	342.799675298475	2.11615514810148	2.57933447287286	2.03252613240418	1.84105497884829	2.24402099139939	1251	190	0.028727343126756
SPAC664.06	1341	4418	799	100	937	300	13.41	696.749298223819	4.71504802561366	244.981834670986	0.285400019774895	0.322808670031083	2.8440855590765	2.67419818529076	3.02471723819125	1188	253	9.75630094365677e-23
SPAC664.09	165	3408	121	100	2393	300	1.65	85.7297794235124	1.42415378186377	73.9953876268739	0.0412783687180599	0.0567606225017059	1.15858274647887	0.987791363423174	1.35828169646582	155	110	1
SPAC664.10	51	1774	430	100	2776	300	0.51	26.4982954581766	0.639048991354467	33.2033509512949	0.0215344998370005	0.0382751048960183	0.798060879368658	0.597797715475134	1.06251691191347	58	93	1
SPAC664.11	725	10716	2422	100	2292	300	7.25	376.691455042706	4.67539267015707	242.921443836892	0.0627072692509623	0.0729913708955064	1.5506718924972	1.43725061123206	1.67296222092501	679	146	0.10365860004933
SPAC664.13	5	36	31	100	310	300	0.05	2.5978721037428	0.116129032258065	6.03376746675747	0.047976302371859	0.369952422653469	0.430555555555556	0.148726537352763	1.14685251022575	10	95	1
SPAC664.14	230	4343	231	100	2000	300	2.3	119.502116772169	2.1715	112.82558546555	0.0462734772367927	0.0605931481794961	1.05917568501036	0.925469544735854	1.21186296358992	225	105	1
SPAC664.15	20	2570	139	100	2511	300	0.2	10.3914884149712	1.02349661489446	53.1782660821904	0.00487633563340103	0.0122799869406202	0.195408560311284	0.1224447877547	0.308350472078973	60	60	1
SPAC17A5.01	9	1686	111	100	3069	300	0.09	4.67616978673704	0.549364613880743	28.5435801036843	0.00260023240760453	0.0105547611730497	0.163825622775801	0.079801132589383	0.323925620400895	38	71	1
SPNCRNA.759	14	48	25	100	408	300	0.14	7.27404189047984	0.117647058823529	6.11264024410071	0.153629527054766	0.545151350465457	1.19	0.626808470383444	2.22421750989906	12	102	1
SPAC17A5.03	761	652	1295	100	232	300	7.61	395.396134189654	2.81034482758621	146.018328589682	1.04982679859274	1.29766179316708	2.7078527607362	2.43559817273515	3.01057536014763	635	226	1.82617527557977e-11
SPNCRNA.556	0	5	7	100	649	300	0	0	0.00770416024653313	0.400288459744653	0.0190383591688732	1.16008855872718	0	0.123558951005987	7.52897474613941	0	100	1
SPAC17A5.19	10	54	162	100	673	300	0.1	5.1957442074856	0.0802377414561664	4.16894780392604	0.08865091657921	0.375966037996413	1.2462962962963	0.596620668578083	2.53025143571586	8	102	1
SPAC17A5.06	69	4391	747	100	2570	300	0.69	35.8506350316507	1.70856031128405	88.7724234049388	0.0122935451943525	0.0200511777354157	0.403848781598725	0.31594411149486	0.515315267800184	106	63	1
SPAC17A5.08	1	652	262	100	1048	300	0.01	0.51957442074856	0.622137404580153	32.3246681610745	7.99505415160846e-05	0.00998370331644763	0.0160736196319018	0.000837881675088566	0.104629210756371	38	63	1
SPAC17A5.10	20	1024	479	100	1675	258	0.2	10.3914884149712	0.61134328358209	31.7638332445687	0.0122047686655735	0.0309070695757759	0.3271484375	0.204429875148356	0.517693415394246	45	75	1
SPAC17A5.11	0	118	209	100	1078	300	0	0	0.109461966604824	5.68736378926995	0.000771710724765841	0.0409002962922262	0	0.00831904161297577	0.440905194030199	9	91	1
SPAC17A5.12	78	1809	638	100	1919	300	0.78	40.5268048183877	0.942678478374153	48.9791624353385	0.0341362385580221	0.0543849368952895	0.82742951907131	0.655074417928443	1.04364693902061	86	92	1
SPAC17A5.13	194	1675	272	100	708	300	1.94	100.797437625221	2.36581920903955	122.921914513254	0.0995330888537322	0.134727671729192	0.820011940298507	0.704694269084424	0.953871915842678	206	88	1
SPAC17A5.14	71	4584	215	100	4061	300	0.71	36.8897838731478	1.12878601329722	58.6488339007978	0.0121612451428009	0.0196936807385757	0.628994328097731	0.493868165249145	0.799760374793559	90	81	1
SPAC17A5.16	224	2767	90	100	3786	300	2.24	116.384670247677	0.730850501848917	37.9731226151946	0.0704764946895899	0.0929630256578644	3.06492229851825	2.66824008894787	3.51958015140674	136	188	8.40865272677802e-18
SPAC1610.01	94	332	56	100	967	300	0.94	48.8399955503647	0.343329886246122	17.8385426771998	0.223664361772876	0.358092055287179	2.73789156626506	2.16283437834371	3.46275017462702	49	145	1.36276485638285e-06
SPNCRNA.762	245	2833	219	100	2961	300	2.45	127.295733083397	0.95677136102668	49.7113925694249	0.0757284395721209	0.0987353711493868	2.56069537592658	2.2423190957305	2.92355433973334	168	177	2.8870773691512e-12
SPAC1610.04	34	955	331	100	1869	300	0.34	17.665530305451	0.510968432316747	26.5486127241774	0.0248841760492538	0.0506823825096637	0.665403141361257	0.465085250360554	0.947253729105614	45	89	1
SPAC1002.01	186	321	357	100	481	300	1.86	96.6408422592322	0.667359667359667	34.6743012599351	0.481711083411244	0.69684916091197	2.78710280373832	2.31703031120808	3.35184446398658	114	172	1.54108780141443e-09
SPAC1002.02	139	646	222	100	837	300	1.39	72.2208444840499	0.771804062126643	40.1009648510836	0.178358046189759	0.259443472882743	1.80097523219814	1.49285684660828	2.17154186802856	104	135	0.120232787583259
SPNCRNA.763	2	187	191	100	2281	300	0.02	1.03914884149712	0.0819815870232354	4.25955355896452	0.00183837759603243	0.0435581151700113	0.243957219251337	0.0419333929654997	0.993560607027958	7	95	1
SPAC1002.11	42	1344	492	100	1871	300	0.42	21.8221256714395	0.718332442544094	37.3227162739746	0.0226912909439779	0.0428803971427475	0.5846875	0.424554053561827	0.802292230540806	59	83	1
SPAC1002.20	1	40	303	100	548	300	0.01	0.51957442074856	0.072992700729927	3.79251402006248	0.00127611792778602	0.168327520214101	0.137	0.00699312624426737	0.922434810773276	6	95	1
SPAC1002.14	61	1495	507	100	1485	300	0.61	31.6940396656622	1.00673400673401	52.3073238396699	0.0313074519985262	0.0530680697238979	0.605919732441472	0.464915662178113	0.788060835399884	80	81	1
SPAC1002.18	46	1328	324	100	1505	300	0.46	23.9004233544338	0.882392026578073	45.846832608245	0.0255140232010596	0.0468774448655268	0.521310240963855	0.383986049175946	0.705505545226178	68	78	1
SPAC1002.19	23	1916	193	100	1563	300	0.23	11.9502116772169	1.22584772872681	63.6919123579169	0.0077704978662326	0.0183760890865835	0.187625260960334	0.121452881649216	0.287218272423299	67	56	1
SPAC1399.05c	104	791	143	100	1609	300	1.04	54.0357397578503	0.491609695463021	25.5427822754575	0.106579412703592	0.16205472999658	2.11549936788875	1.71486275040079	2.60746060564496	67	137	0.00181046881331413
SPAC1399.04c	52	676	314	100	612	300	0.52	27.0178698789251	1.10457516339869	57.3909000696122	0.0573988574241432	0.102823758615953	0.470769230769231	0.351281007435757	0.629281402729631	79	73	1
SPNCRNA.178	8	219	46	100	837	300	0.08	4.15659536598848	0.261648745519713	13.5945995392992	0.0167547091889061	0.0762110187525764	0.305753424657534	0.140236915911144	0.637886226959065	22	86	1
SPAC1399.01c	29	1508	103	100	3116	300	0.29	15.0676582017082	0.48395378690629	25.1450008500908	0.0130696141421791	0.0281155764835157	0.599230769230769	0.4072491766703	0.876081363226349	42	87	1
SPAP11E10.01	8	531	95	100	1351	87	0.08	4.15659536598848	0.393042190969652	20.4214668702802	0.00696569217010224	0.0311648395074902	0.203540489642185	0.0941065012180812	0.421036981746192	30	78	1
SPAPB1A10.02	1	380	213	100	2207	300	0.01	0.51957442074856	0.172179429089261	8.94600271338708	0.000137042259813427	0.0171569895394532	0.058078947368421	0.00302452267408233	0.378654759135733	14	87	1
SPNCRNA.181	4	2	35	100	138	300	0.04	2.07829768299424	0.0144927536231884	0.753006406881971	0.317658834507675	15.6695269662331	2.76	0.438369191620591	21.6239472134017	1	103	1
SPAPB1A10.03	125	223	401	100	234	300	1.25	64.94680259357	0.952991452991453	49.5149982166363	0.447599676071664	0.701696931297798	1.31165919282511	1.04738324200769	1.64197081923685	109	116	1
SPAPB1A10.16	137	242	145	100	310	300	1.37	71.1816956425527	0.780645161290323	40.5603257487586	0.456568121269348	0.70170982152909	1.75495867768595	1.41536117593498	2.17530044674018	103	134	1
SPAPB1A10.05	6	882	291	100	1238	300	0.06	3.11744652449136	0.712439418416801	37.0165298142351	0.00275716386883503	0.015667071694649	0.0842176870748299	0.0341336886961776	0.193958347579755	44	62	1
SPNCRNA.766	0	584	134	100	1221	300	0	0	0.478296478296478	24.8510615656969	0.000155693313824608	0.00821351612948724	0	0.00190101536179847	0.100287031941039	32	68	1
SPAPB1A10.08	61	2446	267	100	1843	300	0.61	31.6940396656622	1.32718393922952	68.9570826451969	0.0191747115533264	0.0323678549552514	0.459619787408013	0.353389933927805	0.596539566825283	91	70	1
SPAPB1A10.09	62	1924	75	100	2338	300	0.62	32.2136140864107	0.822925577416595	42.7571080205402	0.0248078600694174	0.0417739239225956	0.753409563409563	0.580007768422979	0.976674341310286	73	89	1
SPAPB1A10.13	16	1252	77	100	2947	300	0.16	8.31319073197696	0.424838819138107	22.0735383365184	0.00753749773135564	0.021328549534552	0.376613418530351	0.222130058143051	0.628552354783248	34	82	1
SPAPB1A10.14	70	692	813	100	1368	300	0.7	36.3702094523992	0.505847953216374	26.2825657279242	0.0784747854382313	0.130182164427427	1.38381502890173	1.073535064795	1.7808920093672	57	113	1
SPAPB1A10.15	33	352	46	100	1120	300	0.33	17.1459558847025	0.314285714285714	16.3294817949547	0.0644925613237032	0.13559354728694	1.05	0.722316686825475	1.51864772961373	31	102	1
SPAC140.01	887	2772	821	100	1131	300	8.87	460.862511203973	2.45092838196286	127.343969435456	0.296464253803856	0.345362953899176	3.6190367965368	3.35301071052161	3.90605500859968	700	287	1.83849677346473e-35
SPAC140.02	432	11570	1328	100	1830	300	4.32	224.456149763378	6.3224043715847	328.495958910428	0.0338774296282131	0.0411474875328063	0.683284356093345	0.6199569621963	0.752999021850355	459	73	1
SPAC140.03	147	505	97	100	1496	300	1.47	76.3774398500383	0.337566844919786	17.5391097913117	0.241190309389848	0.351152619598249	4.35469306930693	3.60820702847213	5.25324318918981	62	185	1.30585486246056e-22
SPNCRNA.182	47	10	104	100	170	300	0.47	24.4199977751823	0.0588235294117647	3.05632012205035	2.29405959217049	9.90125107094736	7.99	3.89990130668984	16.8321268206105	8	139	1.39152524722201e-06
SPAC140.04	62	404	2	100	1566	300	0.62	32.2136140864107	0.257982120051086	13.4040910589028	0.11635964735717	0.202024951147427	2.40326732673267	1.82219207761328	3.1637107349687	33	129	0.00373101081655511
SPAC110.01	17	15908	767	100	5792	300	0.17	8.83276515272552	2.74654696132597	142.703554648966	0.000642952787223548	0.00175067124151878	0.0618959014332411	0.0372398254359879	0.101398878308768	85	32	1
SPAC110.02	345	2751	1313	100	3853	300	3.45	179.253175158253	0.713989099403063	37.0970472743132	0.111943373772514	0.140474079318031	4.83200654307525	4.31317819145498	5.41246627612373	185	260	1.47453735879205e-46
SPAC110.03	323	4749	491	100	1448	300	3.23	167.822537901785	3.27969613259669	170.404621832522	0.0606633126743251	0.0762435385293762	0.984847336281322	0.878404767524228	1.10400643790537	324	99	1
SPNCRNA.774	12	5	3	100	568	300	0.12	6.23489304898272	0.00880281690140845	0.457371849250493	0.787246454018499	7.78997361185054	13.632	4.47155985882508	44.2470501153111	0	112	0.00425728805712709
SPAP14E8.02	141	3102	261	100	2175	300	1.41	73.259993325547	1.42620689655172	74.1020622143464	0.0382500595898098	0.0539845954488447	0.988636363636364	0.831938796078364	1.17416495101237	141	100	1
SPAP14E8.03	114	627	172	100	1264	300	1.14	59.2314839653359	0.496044303797468	25.7731931811192	0.148150352142042	0.222974079729236	2.29818181818182	1.87262045107542	2.81839236777755	70	144	5.65080963442594e-05
SPAP14E8.04	32	896	229	100	1062	300	0.32	16.6263814639539	0.843691148775895	43.8360339915923	0.0246749902426721	0.0514100995311803	0.379285714285714	0.262048396377178	0.545975257021135	60	72	1
SPAC3H1.03	1	300	68	100	743	300	0.01	0.51957442074856	0.403768506056528	20.9787787650832	0.000173476895653187	0.0217541249283775	0.0247666666666667	0.00128893333470318	0.161633148217845	29	72	1
SPAC3H1.05	0	1960	524	100	2058	300	0	0	0.952380952380952	49.4832781665295	4.63778595689336e-05	0.00244462857280051	0	0.000954456349928653	0.0503104560282345	48	52	1
SPNCRNA.775	28	7	234	100	72	300	0.28	14.5480837809597	0.0972222222222222	5.05141797949989	1.6692129572011	10.0358952723548	2.88	1.20183332918479	7.22584459609545	11	117	1
SPAC3H1.07	175	4721	1240	100	990	300	1.75	90.925523630998	4.76868686868687	247.768771752925	0.0317805081340706	0.0432179288799422	0.366977335310316	0.314627030527299	0.427857495911428	227	48	1
SPNCRNA.776	532	227	30	100	696	300	5.32	276.413591838234	0.326149425287356	16.9458898721154	2.00055486976449	2.74604573286089	16.3115418502203	13.9238618935608	19.1124783007118	155	477	1.68716479596633e-122
SPAC3H1.10	7	1659	195	100	2111	300	0.07	3.63702094523992	0.785883467550924	40.8324947428641	0.00184576438360486	0.00913153261013029	0.0890717299578059	0.0389640861378985	0.19276665339985	47	60	1
SPNCRNA.778	6	123	62	100	1085	300	0.06	3.11744652449136	0.113364055299539	5.89010633659658	0.0194172757609807	0.114571013035513	0.529268292682927	0.210677442006641	1.24309549143532	10	96	1
SPNCRNA.779	52	168	232	100	703	300	0.52	27.0178698789251	0.238975817923186	12.4165722170353	0.22398548617829	0.426820935472858	2.17595238095238	1.57461796783338	3.00055117637419	29	123	0.375206893067196
SPNCRNA.781	79	432	69	100	1304	300	0.79	41.0463792391363	0.331288343558282	17.2128949205044	0.142792690019094	0.233899367350748	2.38462962962963	1.86201667784898	3.05004775025375	44	135	0.000580419727292286
SPNCRNA.784	5	34	180	100	222	300	0.05	2.5978721037428	0.153153153153153	7.95744608353651	0.0506159886425307	0.393324464431894	0.326470588235294	0.112367494786418	0.873180311038804	13	92	1
SPAC3H1.11	310	13508	2216	100	3878	300	3.1	161.068070432054	3.48323878287777	180.980177294264	0.020471242639655	0.0257228458285762	0.889976310334617	0.793874789565822	0.997531961232187	318	92	1
SPAC3H1.13	10	311	75	100	1171	300	0.1	5.1957442074856	0.265584970111016	13.7991157004955	0.0161648705000164	0.0619696814551372	0.376527331189711	0.189290633555192	0.725664969839657	23	87	1
SPAC3H1.14	38	231	202	100	856	300	0.38	19.7438279884453	0.269859813084112	14.0212256066492	0.114915128941925	0.234573070768736	1.40813852813853	0.983673503742878	2.00794548578038	29	109	1
SPAC9G1.02	969	8568	233	100	4530	300	9.69	503.467613705355	1.89139072847682	98.2718242157542	0.105765525747025	0.120929204613586	5.12321428571429	4.79117831634025	5.47809296899543	699	370	1.06219201617014e-73
SPAC9G1.04	37	974	603	100	1217	300	0.37	19.2242535676967	0.800328677074774	41.5830308799587	0.0269556506948744	0.0533000168862952	0.462310061601643	0.328050268956621	0.648661205506213	60	77	1
SPAC9G1.05	202	2190	132	100	2153	300	2.02	104.954032991209	1.01718532280539	52.8503474890547	0.0796386849679906	0.106794162655978	1.98587214611872	1.71462088736084	2.2992783219832	152	150	0.000105082326880448
SPAC9G1.07	25	987	270	100	1334	300	0.25	12.989360518714	0.739880059970015	38.4422753582331	0.0166603861833712	0.0382023560749549	0.337892603850051	0.222249551686172	0.509619430039899	53	72	1
SPAC9G1.09	27	476	10	100	5343	300	0.27	14.0285093602111	0.0890885270447314	4.62881198346088	0.0377016365575423	0.0847454783667937	3.03069327731092	2.01439844126949	4.52795090913779	10	117	0.0343138579723698
SPAC9G1.12	14	1466	154	100	2378	300	0.14	7.27404189047984	0.616484440706476	32.0309546180567	0.0054202405082773	0.0165040314363488	0.227094133697135	0.128893319286834	0.392465867556375	43	71	1
SPNCRNA.785	0	186	120	100	1131	300	0	0	0.164456233421751	8.54472522185961	0.000489242154341431	0.0258745383281726	0	0.00553332876560158	0.292641028491632	14	86	1
SPAC17H9.01	76	2315	422	100	4034	300	0.76	39.4876559768906	0.573872087258304	29.8169257321001	0.0259401351415763	0.0414865053090984	1.32433693304536	1.04642505161119	1.67356562416903	64	112	1
SPAC17H9.02	172	2867	414	100	3196	300	1.72	89.3668003687524	0.897058823529412	46.6088818612679	0.0512758857983727	0.0701621065824924	1.91737704918033	1.63877731011599	2.24238092637646	128	144	0.00108697320008735
SPAC17H9.05	128	2775	66	100	3190	300	1.28	66.5055258558157	0.869905956112853	45.1980883253058	0.0384746002579076	0.055262130361167	1.47142342342342	1.22733974822725	1.76286195852123	106	122	1
SPAC17H9.07	49	1172	160	100	1058	300	0.49	25.4591466166794	1.10775047258979	57.5558810129785	0.0310689020958839	0.0561002078016407	0.442337883959044	0.328708984174451	0.593540198541358	78	71	1
SPAC17H9.08	14	1020	40	100	2482	300	0.14	7.27404189047984	0.410958904109589	21.3523734554203	0.00778108219388246	0.0237494838276553	0.340666666666667	0.193126460052163	0.589462188602404	33	81	1
SPAC17H9.11	55	558	293	100	615	300	0.55	28.5765931411708	0.907317073170732	47.1418742727962	0.0739542760843355	0.131063444529378	0.606182795698925	0.454818797918663	0.806040183855672	73	82	1
SPNCRNA.788	94	96	282	100	186	300	0.94	48.8399955503647	0.516129032258065	26.8167442966999	0.729753499464583	1.31378106073311	1.82125	1.35734150900413	2.44363277296358	66	128	1
SPNCRNA.184	6	5	80	100	95	300	0.06	3.11744652449136	0.0526315789473684	2.73460221446611	0.325595132616408	4.51332755016755	1.14	0.309315375985587	4.28766117265917	5	101	1
SPAC17H9.16	123	1442	562	100	887	300	1.23	63.9076537520729	1.62570462232244	84.4674537451436	0.070636253113554	0.102931634568512	0.756595006934813	0.626543565117224	0.913003598622703	138	85	1
SPAC17H9.20	4	2512	98	100	4037	300	0.04	2.07829768299424	0.622244240772851	32.3302190963682	0.000509668068921833	0.00438340639293391	0.0642834394904459	0.0205752999423744	0.176958116082742	39	65	1
SPAC607.04	59	582	198	100	910	300	0.59	30.6548908241651	0.63956043956044	33.229924491831	0.0768182404153565	0.133501133586205	0.922508591065292	0.699045987779744	1.21486031563446	62	97	1
SPAC607.05	944	2457	443	100	1146	300	9.44	490.478253186641	2.14397905759162	111.395667694521	0.356168901364409	0.414445044795379	4.40302808302808	4.08169560963613	4.74954021335504	711	333	1.01003041782799e-49
SPNCRNA.186	33	642	240	100	751	300	0.33	17.1459558847025	0.854860186418109	44.4163486179195	0.0356246680458136	0.0737829769898529	0.386028037383178	0.26754125702406	0.554110157193795	61	72	1
SPAC607.10	33	2157	48	100	4160	300	0.33	17.1459558847025	0.518509615384615	26.940433306602	0.0106719454492073	0.0218166775734117	0.63643949930459	0.443952930687026	0.907573787053928	45	88	1
SPAC732.01	68	1985	232	100	975	300	0.68	35.3310606109021	2.03589743589744	105.780023095989	0.0266894214895936	0.0438928828493143	0.334005037783375	0.260221859523538	0.427955607780815	112	56	1
SPNCRNA.791	0	4	5	100	926	300	0	0	0.00431965442764579	0.224438194707801	0.0240893601812892	1.52670069174082	0	0.223067475278738	14.13724840552	0	100	1
SPAC3C7.04	68	2392	204	100	2875	300	0.68	35.3310606109021	0.832	43.2285918062802	0.0221640949110712	0.0363981685743631	0.817307692307692	0.637217728693297	1.04644734651294	76	92	1
SPAC3C7.09	49	438	220	100	1309	300	0.49	25.4591466166794	0.334606569900688	17.3853014734812	0.0823061184440541	0.151641310126216	1.46440639269406	1.07738709043267	1.98498474955216	37	112	1
SPAC3C7.10	128	550	144	100	1124	300	1.28	66.5055258558157	0.48932384341637	25.424015250152	0.191083203489033	0.283280423221369	2.61585454545455	2.14777520721673	3.18407195700818	74	154	8.64168271708267e-08
SPAC3C7.12	22	1262	310	100	1867	300	0.22	11.4306372564683	0.675950723085163	35.1206705401544	0.0111544850594018	0.0269806036634168	0.325467511885895	0.208254236059031	0.503727870395992	49	73	1
SPNCRNA.793	10	284	35	100	2123	300	0.1	5.1957442074856	0.133772962788507	6.95050096526571	0.0176837200319889	0.06793367717586	0.747535211267606	0.375425376279125	1.44223196644351	12	98	1
SPAC25A8.02	16	744	195	100	1575	300	0.16	8.31319073197696	0.472380952380952	24.5437059705987	0.0126549988695726	0.0359766123234019	0.338709677419355	0.199316232195768	0.56663164409358	37	79	1
SPAC631.02	21	14559	608	100	4835	300	0.21	10.9110628357198	3.01116856256463	156.452616167079	0.000916045146494029	0.00224744643938956	0.0697403667834329	0.0442907828329863	0.108664035344485	90	31	1
SPAC20H4.01	395	2692	979	100	2252	300	3.95	205.231896195681	1.19538188277087	62.1089849313998	0.131833138366194	0.163293666667232	3.30438335809807	2.96888227600669	3.67737337334607	269	226	8.42198784147493e-26
SPAC20H4.02	238	494	226	100	748	300	2.38	123.658712138157	0.660427807486631	34.3141395521108	0.411494091831615	0.563977835859732	3.60372469635628	3.07797580690048	4.2185542122308	134	204	3.86167634175201e-20
SPAC20H4.04	88	2331	47	100	3555	300	0.88	45.7225490258733	0.655696202531646	34.068297461741	0.030329033302706	0.0469359576035719	1.34208494208494	1.0781971339112	1.66857329280698	74	114	1
SPAC20H4.07	2	964	58	100	1816	300	0.02	1.03914884149712	0.530837004405286	27.5809329075778	0.000358820014685107	0.0083836951199182	0.0376763485477178	0.00651617146668155	0.152247903377715	35	67	1
SPAC20H4.08	24	966	726	100	875	300	0.24	12.4697860979654	1.104	57.361016050641	0.0161946555564012	0.0377924281817088	0.217391304347826	0.14170323611851	0.330683746589952	65	59	1
SPAC20H4.09	343	1297	207	100	2138	300	3.43	178.214026316756	0.606641721234799	31.519552091248	0.234354988872838	0.298385634094212	5.65407864302236	5.01050966210128	6.37948485693425	167	276	8.37369619213103e-54
SPAC20H4.10	93	2707	548	100	3073	300	0.93	48.3204211296161	0.880898145135047	45.7692143497023	0.0277799009474464	0.0424407028251507	1.05574067233099	0.853676356115028	1.30420279781688	90	103	1
SPAC23C11.01	249	3884	137	100	2586	300	2.49	129.374030766391	1.50193348801237	78.0366222036894	0.0562771429017722	0.0730133217225412	1.65786302780639	1.45532691543983	1.88812449974491	209	140	0.0752446567246443
SPAC23C11.03	67	1229	500	100	1872	300	0.67	34.8114861901535	0.656517094017094	34.110948883546	0.0422859869242214	0.0701580288492947	1.02053702196908	0.791593675221425	1.3133583000588	66	101	1
SPAC23C11.05	788	4364	696	100	997	300	7.88	409.424643549865	4.37713139418255	227.424550867273	0.167250904216331	0.194938306716969	1.8002658111824	1.66749151503682	1.94353491796818	722	166	0.000114056347190672
SPNCRNA.798	147	2731	117	100	1635	300	1.47	76.3774398500383	1.67033639143731	86.786406303628	0.0454289148547196	0.0637415684311353	0.88006224826071	0.742762757874666	1.04217464384906	154	93	1
SPAC23C11.08	81	889	215	100	507	300	0.81	42.0855280806334	1.7534516765286	91.1048639142939	0.0720762710573138	0.115028925836948	0.461946006749156	0.365426694260581	0.583196653993324	115	66	1
SPAC23C11.09	463	5195	639	100	2814	300	4.63	240.562956806583	1.84612651030561	95.9200112220601	0.0809460625037147	0.0981192192790622	2.50795380173243	2.27782219885453	2.76107483051281	365	198	4.63685416043158e-15
SPAC23C11.10	147	151	26	100	755	300	1.47	76.3774398500383	0.2	10.3914884149712	0.770911084379826	1.22932692072875	7.35	5.82037868706769	9.28141825150205	41	206	1.81310093062996e-34
SPAC23C11.11	337	3309	701	100	1972	300	3.37	175.096579792265	1.67799188640974	87.1841662402122	0.0908958181218549	0.114092385584608	2.00835297673013	1.79246553336298	2.24990184372847	273	164	2.06049483743377e-06
SPAC23C11.12	68	217	86	100	211	300	0.68	35.3310606109021	1.02843601895735	53.4349048826718	0.236381270241712	0.414832053650801	0.661198156682028	0.498764480210013	0.875295633203191	85	83	1
SPNCRNA.187	28	120	187	100	406	300	0.28	14.5480837809597	0.295566502463054	15.3568794309919	0.15125819532765	0.357855374323856	0.947333333333333	0.614108273030257	1.45289281975485	29	99	1
SPAC23C11.14	69	1896	666	100	1410	300	0.69	35.8506350316507	1.34468085106383	69.866177428317	0.0283989787695484	0.0465556886897134	0.513132911392405	0.400425600650633	0.656435210524959	96	73	1
SPAC23C11.15	82	1959	207	100	3393	300	0.82	42.6051025013819	0.57736516357206	29.9984170423351	0.033341096991128	0.0524814291139445	1.4202450229709	1.13126342090897	1.78069488983614	66	116	1
SPAC23C11.16	125	1582	168	100	2336	300	1.25	64.94680259357	0.67722602739726	35.186932090078	0.0655699052302297	0.0951492700529386	1.84576485461441	1.53171298617817	2.22268694843665	90	135	0.0375441944584106
