V4	CDK9as_dis2ts_3MBPP1_30Cr2_pr_counts	CDK9as_dis2ts_3MBPP1_30Cr2gb_counts	CDK9as_dis2ts_3MBPP1_30Cr2term_counts	CDK9as_dis2ts_3MBPP1_30Cr2pr_map	CDK9as_dis2ts_3MBPP1_30Cr2gb_map	CDK9as_dis2ts_3MBPP1_30Cr2term_map	CDK9as_dis2ts_3MBPP1_30Cr2pr_density	CDK9as_dis2ts_3MBPP1_30Cr2pr_densityRPKM	CDK9as_dis2ts_3MBPP1_30Cr2gb_density	CDK9as_dis2ts_3MBPP1_30Cr2gb_densityRPKM	CDK9as_dis2ts_3MBPP1_30Cr2pause_index_CI_low	CDK9as_dis2ts_3MBPP1_30Cr2pause_index_CI_high	CDK9as_dis2ts_3MBPP1_30Cr2pause_index_scaled	CDK9as_dis2ts_3MBPP1_30Cr2pause_index_CI_low_scaled	CDK9as_dis2ts_3MBPP1_30Cr2pause_index_CI_high_scaled	CDK9as_dis2ts_3MBPP1_30Cr2_ExpPR	CDK9as_dis2ts_3MBPP1_30Cr2_ExpGB	CDK9as_dis2ts_3MBPP1_30Cr2Fexact_Pval
SPAC1B3.13	20	560	12	100	2633	300	0.2	89.9365093212447	0.21268515001899	95.640799885866	0.022233293984041	0.0567347990298507	0.940357142857143	0.585402630599799	1.49382725845597	21	99	1
SPAC1B3.14	31	382	38	100	897	300	0.31	139.401589447929	0.425863991081382	191.503604017366	0.0552594825138633	0.118511325645266	0.727931937172775	0.495677558149354	1.06304659103804	39	92	1
SPAC1B3.15c	43	202	1	100	2741	300	0.43	193.363495040676	0.0736957314848595	33.1396842081201	0.15100541414665	0.299153715438272	5.83480198019802	4.13905840175968	8.19980334016302	9	134	6.51331344126419e-12
SPAC1B3.16c	111	1859	95	100	2012	300	1.11	499.147626732908	0.923956262425447	415.487005040243	0.0490622180615097	0.0726073439374121	1.20135556750941	0.987131827397575	1.46085976002073	101	110	1
SPAC1B3.17	5	171	13	100	2467	300	0.05	22.4841273303112	0.069314957438184	31.1697265787046	0.0106169438041754	0.0736434632185813	0.721345029239766	0.261920003649008	1.8167842376024	6	99	1
SPAC1B3.18c	0	125	25	100	1204	300	0	0	0.103820598006645	46.6863109018089	0.000728417876617712	0.0385932182083468	0	0.00877015123447725	0.464662347228496	9	91	1
SPAC1B3.20	14	79	26	100	323	300	0.14	62.9555565248713	0.244582043343653	109.984276104928	0.0961061414278186	0.321167116115049	0.572405063291139	0.310422836811854	1.03736978505161	22	92	1
SPAC1B3.21	5	4	61	100	65	300	0.05	22.4841273303112	0.0615384615384615	27.6727720988445	0.292873678803667	5.51760650706156	0.8125	0.190367891222384	3.58644422959001	6	99	1
SPAC1B9.02c	32	650	23	100	2493	300	0.32	143.898414913991	0.260730044123546	117.245750218229	0.0339303302613506	0.0710435243234242	1.22732307692308	0.845883133415471	1.77111506138297	27	105	1
SPAC1B9.03c	66	303	26	100	1239	300	0.66	296.790480760107	0.24455205811138	109.970792269319	0.16536913008689	0.286447637830353	2.69881188118812	2.04892352177657	3.54908623271807	32	134	0.000108245682491178
SPAC1D4.01	6	131	7	100	1689	300	0.06	26.9809527963734	0.0775606867969213	34.8776871553672	0.018254597425565	0.10742556867282	0.773587786259542	0.308320150517794	1.81441785488393	7	99	1
SPAC1D4.02c	34	325	20	100	1921	300	0.34	152.892065846116	0.169182717334722	76.0785151728384	0.0722517776216309	0.150750919045673	2.00966153846154	1.38795664811153	2.89592515486738	19	115	1
SPAC1D4.03c	12	67	48	100	1502	300	0.12	53.9619055927468	0.044607190412783	20.059074981769	0.0920632802069059	0.34092750821653	2.69014925373134	1.38279046870773	5.12073117341228	4	108	1
SPAC1D4.04	28	511	29	100	1676	300	0.28	125.911113049743	0.304892601431981	137.104881453329	0.0367171046720377	0.0812321178453613	0.918356164383562	0.615378674303353	1.36145029508826	29	99	1
SPAC1D4.05c	11	297	73	100	3266	300	0.11	49.4650801266846	0.0909369259032456	40.8927484207129	0.0192516686219211	0.0693328045376592	1.20962962962963	0.628759497191942	2.26440939619995	9	102	1
SPAC1D4.06c	3	54	12	100	1057	300	0.03	13.4904763981867	0.0510879848628193	22.9733751340928	0.0138817681280433	0.184093203713225	0.587222222222222	0.146730289113418	1.94586516324879	5	98	1
SPAC1D4.07c	1	4	31	100	316	300	0.01	4.49682546606223	0.0126582278481013	5.69218413425599	0.0106420142837121	2.34682041637603	0.79	0.0336287651365303	7.41595251574824	1	100	1
SPAC1D4.08	20	237	10	100	1557	300	0.2	89.9365093212447	0.152215799614644	68.4487884044155	0.0519510390729976	0.135604626275869	1.31392405063291	0.808877678366572	2.11136403111528	15	105	1
SPAC1D4.09c	44	183	10	100	847	300	0.44	197.860320506738	0.216056670602125	97.1569138476256	0.170590740847147	0.337891705466216	2.03650273224044	1.44490357497533	2.86194274529885	25	119	1
SPAC1D4.10	0	70	1	100	2960	300	0	0	0.0236486486486486	10.6343845481201	0.00130257172772573	0.069312198904719	0	0.0385561231406818	2.05164108757968	2	98	1
SPAC1D4.11c	12	787	16	100	3901	300	0.12	53.9619055927468	0.201743142783902	90.7203702074078	0.00822349218248146	0.0275944938245228	0.594815756035578	0.320798430038602	1.07646120409463	18	94	1
SPAC1D4.12	7	180	15	100	3093	300	0.07	31.4777782624356	0.05819592628516	26.1696923340188	0.016777635797926	0.0854235965633659	1.20283333333333	0.518932275229851	2.64215184170491	5	102	1
SPAC1D4.13	17	176	1	100	1672	300	0.17	76.446032923058	0.105263157894737	47.3350049059182	0.0567377429728355	0.162199994397238	1.615	0.948655062505809	2.71198390632183	11	106	1
SPAC1D4.14	8	260	11	100	5032	300	0.08	35.9746037284979	0.0516693163751987	23.234789769002	0.0141428551966507	0.0640468422251845	1.54830769230769	0.711668473495465	3.22283710077128	5	103	1
SPAC1F12.02c	183	572	156	100	502	300	1.83	822.919060289389	1.1394422310757	512.387284180796	0.269906152751863	0.379105918460269	1.60604895104895	1.35492888681435	1.90311171067055	150	133	1
SPAC1F12.04c	8	54	14	100	586	300	0.08	35.9746037284979	0.0921501706484642	41.4383234073994	0.065270252253	0.322760045088218	0.868148148148148	0.38248367820258	1.89137386421696	9	99	1
SPAC1F12.05	13	182	263	100	3015	300	0.13	58.458731058809	0.0603648424543947	27.1450160803757	0.0389105568412981	0.128418595613527	2.15357142857143	1.17315328876514	3.87182065774785	6	107	1
SPAC1F12.06c	3	38	0	100	2346	300	0.03	13.4904763981867	0.0161977834612106	7.28386051621334	0.0194610923009429	0.265906476544449	1.85210526315789	0.456557225380121	6.23816593973279	1	102	1
SPAC1F12.07	75	425	14	100	1299	300	0.75	337.261909954668	0.327174749807544	147.12477467871	0.136968871106112	0.227050848207667	2.29235294117647	1.77922563566839	2.94939051821759	43	132	0.00306031499270962
SPAC1F12.08	9	44	14	100	1154	300	0.09	40.4714291945601	0.0381282495667244	17.1456083628023	0.0931490031031492	0.43464471577696	2.36045454545455	1.07493949581034	5.01580002006611	4	105	1
SPAC1F12.09	10	129	7	100	1599	300	0.1	44.9682546606223	0.0806754221388368	36.2783292759242	0.0383949426931728	0.151767479550191	1.23953488372093	0.613935133663833	2.42676199800755	8	102	1
SPAC1F12.10c	184	222	18	100	737	300	1.84	827.415885755451	0.301221166892809	135.453901420056	0.678514615865518	1.01234886511368	6.10846846846847	5.00065271892887	7.46101113588785	65	219	1.03267902449842e-33
SPAC1F3.01	18	176	4	100	2291	300	0.18	80.9428583891202	0.0768223483195111	34.5456692285881	0.0609616434533545	0.169443157124704	2.34306818181818	1.39663125151635	3.88194272972697	8	110	1
SPAC1F3.02c	29	486	7	100	3740	300	0.29	130.407938515805	0.129946524064171	58.4346838638034	0.0402414404893027	0.0879281469145592	2.23168724279835	1.50502987429992	3.28851269460452	14	115	1
SPAC1F3.03	10	371	2	100	4680	300	0.1	44.9682546606223	0.0792735042735043	35.6479112801087	0.0135740645523615	0.0518531933979597	1.26145552560647	0.635266221050516	2.42672945102451	8	102	1
SPAC1F3.04c	14	85	13	100	966	300	0.14	62.9555565248713	0.087991718426501	39.5683400222867	0.0896152175034525	0.29747006156969	1.59105882352941	0.865683001083351	2.8735607947632	9	105	1
SPAC1F3.05	8	204	16	100	2085	300	0.08	35.9746037284979	0.097841726618705	43.9977167902492	0.01796877363993	0.0819017170651707	0.81764705882353	0.37464893039254	1.70765080080881	9	99	1
SPAC1F3.06c	15	393	12	100	5959	300	0.15	67.4523819909335	0.0659506628628965	29.6568620265558	0.0219448867204043	0.0652566836929101	2.27442748091603	1.30769579966889	3.88864578126051	7	108	1
SPAC1F3.07c	24	138	23	100	1343	300	0.24	107.923811185494	0.102755026061057	46.2071417957251	0.10995036478083	0.272971628831356	2.33565217391304	1.47663339900655	3.66600897520511	11	113	1
SPAC1F3.08c	0	0	45	100	126	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPAC1F3.09	1	166	23	100	3107	300	0.01	4.49682546606223	0.0534277438043128	24.0255238933483	0.000312752777597662	0.0394671145725028	0.187168674698795	0.00971722879995937	1.22624324976766	5	96	1
SPAC1F3.10c	6	153	4	100	4258	300	0.06	26.9809527963734	0.0359323626115547	16.1581563247422	0.0156737031058513	0.0916973825185607	1.66980392156863	0.667386278247148	3.90447454764032	3	103	1
SPAC1F5.02	32	932	29	100	1626	300	0.32	143.898414913991	0.573185731857319	257.751619579951	0.0237278299190213	0.0494117024490887	0.558283261802575	0.385814514483286	0.803434281822182	48	84	1
SPAC1F5.03c	11	401	1	100	1926	300	0.11	49.4650801266846	0.208203530633437	93.6254938676509	0.0143021207384698	0.0511879971822066	0.528329177057357	0.275458845422927	0.985880825729299	19	92	1
SPAC1F5.04c	17	647	16	100	5667	300	0.17	76.446032923058	0.114169754720311	51.3401460480372	0.0157070957058579	0.0433302864126174	1.48901081916538	0.890121113650967	2.45552733100303	11	106	1
SPAC1F5.05c	9	64	10	100	731	300	0.09	40.4714291945601	0.0875512995896033	39.3702913581372	0.0653916692987574	0.29214596752283	1.02796875	0.478013102573917	2.13558702259189	8	101	1
SPAC1F5.06	34	418	1	100	4375	300	0.34	152.892065846116	0.0955428571428571	42.9639553100346	0.0564013124459481	0.116735327487842	3.55861244019139	2.46755741951023	5.10717057759311	11	123	0.000131262851366127
SPAC1F5.07c	5	79	4	100	1526	300	0.05	22.4841273303112	0.0517693315858453	23.2797648636249	0.0226202098337309	0.162233403369686	0.965822784810127	0.345184402062733	2.47568173542141	5	100	1
SPAC1F5.08c	15	132	11	100	1608	300	0.15	67.4523819909335	0.082089552238806	36.9142389005109	0.0640462931926315	0.198353031216654	1.82727272727273	1.02986439453751	3.18951674196379	8	107	1
SPAC1F5.09c	1	60	42	100	1569	300	0.01	4.49682546606223	0.0382409177820268	17.196273292781	0.000857068701558265	0.11087817119528	0.2615	0.0134474079274492	1.73967850605394	3	98	1
SPAC1F5.10	4	213	34	100	1269	300	0.04	17.9873018642489	0.167848699763593	75.4786307542361	0.00595646982454793	0.0522267511707544	0.23830985915493	0.0755876020735132	0.662757472356873	14	90	1
SPAC1F5.11c	14	532	32	100	11254	300	0.14	62.9555565248713	0.0472720810378532	21.2574297844776	0.0148658689022014	0.0457021132059029	2.96157894736842	1.67300488625375	5.14331582019231	5	109	1
SPAC1F7.01c	61	714	33	100	4193	300	0.61	274.306353429796	0.170283806343907	76.5736556825289	0.0651784531729956	0.111759947463968	3.58225490196078	2.73293254154371	4.68609459716418	23	138	5.80671935814072e-09
SPAC1F7.02c	22	535	69	100	1792	300	0.22	98.9301602533691	0.298549107142857	134.252322787014	0.0261743243349439	0.0639867976434659	0.736897196261682	0.469043892082196	1.14664341377091	28	94	1
SPAC1F7.03	7	671	9	100	2794	300	0.07	31.4777782624356	0.240157480314961	107.994627334565	0.00455211204101882	0.0226376398645111	0.291475409836066	0.127186010426066	0.632495657814441	20	87	1
SPAC1F7.04	0	808	18	100	1846	300	0	0	0.437703141928494	196.82746351995	0.00011251893703014	0.00593394858858589	0	0.00207709957757638	0.109540690945295	30	70	1
SPAC1F7.05	15	1245	52	100	2820	300	0.15	67.4523819909335	0.441489361702128	198.530060469769	0.00697635079410791	0.0204489897480275	0.339759036144578	0.196733092393843	0.576661510894375	35	80	1
SPAC1F7.06	1	14	4	100	1703	300	0.01	4.49682546606223	0.00822078684674104	3.69674436434946	0.00350210863509423	0.514391103811047	1.21642857142857	0.0596409100556548	8.76008049790213	0	101	1
SPAC1F7.07c	28	552	54	100	1565	300	0.28	125.911113049743	0.352715654952077	158.610073946732	0.0340166756553476	0.0751382804843675	0.793840579710145	0.532360974006191	1.17591408958035	33	95	1
SPAC1F7.08	27	643	24	100	2603	300	0.27	121.41428758368	0.247022666154437	111.081781585786	0.0279910000791209	0.0625496297946301	1.09301710730949	0.728605732059517	1.62816686355422	25	102	1
SPAC1F7.09c	4	163	5	100	1381	300	0.04	17.9873018642489	0.118030412744388	53.0762165798801	0.00776015215327495	0.0684807627327286	0.338895705521472	0.107167701236727	0.945719333338982	10	94	1
SPAC1F7.10	6	62	5	100	1196	300	0.06	26.9809527963734	0.0518394648829431	23.3113025832658	0.037753824816887	0.232375224760094	1.15741935483871	0.451535744809969	2.77920768813073	5	101	1
SPAC1F7.11c	27	321	12	100	2884	300	0.27	121.41428758368	0.11130374479889	50.0513514079742	0.0556081531486572	0.12635480480768	2.42579439252336	1.60373913680727	3.64407257065349	12	115	1
SPAC1F7.12	106	406	24	100	1100	300	1.06	476.663499402597	0.369090909090909	165.973739929206	0.209586229485697	0.324987113345116	2.87192118226601	2.30544852434267	3.57485824679628	55	151	2.37876206359249e-08
SPAC1F7.13c	114	297	231	100	608	300	1.14	512.638103131095	0.488486842105263	219.664007141527	0.307454520778543	0.478913206742259	2.33373737373737	1.86932348633354	2.91179229699294	70	144	0.000193233844262668
SPAC1F7.14c	16	5	7	100	37	300	0.16	71.9492074569957	0.135135135135135	60.7679117035437	1.10306078806446	9.96835611214117	1.184	0.40813249158385	3.68829176149223	13	103	1
SPAC1F8.01	4	81	1	100	1598	300	0.04	17.9873018642489	0.0506883604505632	22.7936710107034	0.0154160419382817	0.139843211786121	0.789135802469136	0.246348350173741	2.23469452434222	5	99	1
SPAC1F8.02c	0	2	0	100	558	300	0	0	0.003584229390681	1.61176540002231	0.0514242900386907	4.05388820080272	0	0.286947538415894	22.6206961604792	0	100	1
SPAC1F8.03c	2	98	7	100	1899	300	0.02	8.99365093212447	0.0516061084781464	23.2063662808899	0.00348380743353746	0.0838510391091277	0.387551020408163	0.0661575031628764	1.59233123268234	5	97	1
SPAC1F8.04c	2	11	0	100	1167	300	0.02	8.99365093212447	0.00942587832047986	4.23865296715378	0.0278623380972679	0.863501028037994	2.12181818181818	0.325153485595116	10.0770569972034	0	102	1
SPAC1F8.05	0	67	22	100	977	300	0	0	0.0685772773797339	30.8380047314401	0.00136109033415423	0.0724580173373754	0	0.0132978525646868	0.707914829386158	6	94	1
SPAC1F8.06	2	135	9	100	1314	300	0.02	8.99365093212447	0.102739726027397	46.2002616376257	0.00253903773066691	0.0605618847516051	0.194666666666667	0.0333629557809631	0.795783165636091	9	93	1
SPAC1F8.07c	74	2592	77	100	1684	300	0.74	332.765084488605	1.53919239904988	692.147957721693	0.022496188230452	0.0361751490954004	0.480771604938272	0.378835809800812	0.609189510766543	105	69	1
SPAC1F8.08	3	30	4	100	957	300	0.03	13.4904763981867	0.0313479623824451	14.096631555054	0.0243559280368764	0.341769974278403	0.957	0.233086231312907	3.27073865384432	3	100	1
SPAC1F8.09c	2	0	4	100	24	300	0.02	8.99365093212447	0	0	0.246676758328458	19.4460633145857	NA	0.0592024219988298	4.66705519550058	0	102	1
SPAC20G4.01	4	63	4	100	1032	300	0.04	17.9873018642489	0.061046511627907	27.4515508102636	0.0196776916573705	0.181294313351474	0.655238095238095	0.203073777904064	1.87095731378721	5	99	1
SPAC20G4.02c	0	249	11	100	4486	300	0	0	0.055506018724922	24.9600878521956	0.000365347368350029	0.0193041167059016	0	0.0163894829441823	0.865982675426746	5	95	1
SPAC20G4.03c	14	246	2	100	2437	300	0.14	62.9555565248713	0.100943783340172	45.3926575564756	0.0318763867987747	0.0997130079798051	1.38691056910569	0.776827546286139	2.43000600446785	10	104	1
SPAC20G4.04c	10	97	7	100	1516	300	0.1	44.9682546606223	0.0639841688654354	28.7725639978916	0.0506418843098303	0.203608875590338	1.56288659793814	0.767730966137028	3.08671055394952	6	104	1
SPAC20G4.05c	8	105	24	100	1795	300	0.08	35.9746037284979	0.0584958217270195	26.3045500800298	0.0344404470454427	0.161450431509463	1.36761904761905	0.618206024465696	2.89803524559485	5	103	1
SPAC20G4.06c	38	240	76	100	669	300	0.38	170.879367710365	0.358744394618834	161.321092952905	0.110713043132066	0.225553811448387	1.05925	0.740670258553521	1.50895499858971	36	102	1
SPAC20G4.07c	4	190	4	100	1396	300	0.04	17.9873018642489	0.136103151862464	61.2032119306464	0.0066695594124919	0.0586279590564316	0.293894736842105	0.0931070493983869	0.818446308427785	12	92	1
SPAC20G4.08	22	507	19	100	3374	300	0.22	98.9301602533691	0.15026674570243	67.5723328776986	0.0276060412838388	0.067555179608052	1.46406311637081	0.931427832916722	2.27931175997567	15	107	1
SPAC20G8.01	36	217	36	100	2493	300	0.36	161.88571677824	0.0870437224227838	39.1420427651626	0.114679302787508	0.238985287163105	4.13585253456221	2.85895501849258	5.9579032089762	10	126	3.31973109964788e-06
SPAC20G8.02	8	272	8	100	2115	300	0.08	35.9746037284979	0.128605200945626	57.8315142680344	0.0135257382929029	0.0611882983453684	0.622058823529412	0.286069364894896	1.29413251000454	12	96	1
SPAC20G8.03	82	851	22	100	2016	300	0.82	368.739688217103	0.422123015873016	189.821352758877	0.076293500283651	0.12154193987408	1.94256169212691	1.5380769657184	2.45028550786144	54	128	0.106019618917981
SPAC20G8.04c	36	294	1	100	2289	300	0.36	161.88571677824	0.128440366972477	57.7573913072214	0.0852449658725575	0.175127262389663	2.80285714285714	1.95125726882284	4.00866303609939	15	121	0.0140914324572238
SPAC20G8.05c	13	905	0	100	3544	300	0.13	58.458731058809	0.255361173814898	114.831462945438	0.00795519446756309	0.0253860087173226	0.509082872928177	0.281932091930436	0.899680148941912	22	91	1
SPAC20G8.06	31	1088	15	100	6403	300	0.31	139.401589447929	0.169920349836014	76.4102156344793	0.0195897850059586	0.0412032050027287	1.82438419117647	1.25433393393153	2.63824121632472	19	112	1
SPAC20G8.07c	2	185	13	100	905	300	0.02	8.99365093212447	0.204419889502762	91.924056488565	0.00185809880274821	0.0440336318276785	0.0978378378378379	0.0168157941648713	0.39850436804049	17	85	1
SPAC20G8.08c	2	156	11	100	3337	300	0.02	8.99365093212447	0.0467485765657776	21.0220189603149	0.0022003627673571	0.0523146397279398	0.427820512820513	0.0734261055467064	1.74573952772135	4	98	1
SPAC20G8.09c	47	482	22	100	3124	300	0.47	211.350796904925	0.154289372599232	69.381237984699	0.0714070467047967	0.132762901857539	3.04622406639004	2.23075613905785	4.14751305402953	19	128	8.26212452000019e-05
SPAC20G8.10c	7	100	88	100	1401	300	0.07	31.4777782624356	0.0713775874375446	32.0972552895234	0.0298330429584381	0.155804925389961	0.9807	0.417960931847718	2.18282700471336	7	100	1
SPAC20H4.01	29	295	74	100	2252	300	0.29	130.407938515805	0.130994671403197	58.9060174284351	0.0658176063550895	0.145932433988942	2.21383050847458	1.48221249511661	3.28639841343097	14	115	1
SPAC20H4.02	25	129	18	100	748	300	0.25	112.420636651556	0.172459893048128	77.5522038933193	0.123251372226838	0.302557640679726	1.44961240310078	0.921920264256749	2.26313115228435	18	107	1
SPAC20H4.03c	18	149	3	100	1361	300	0.18	80.9428583891202	0.109478324761205	49.2304918768018	0.0716935121302808	0.201057795320027	1.6441610738255	0.975748700093122	2.73639659430557	11	107	1
SPAC20H4.04	7	187	4	100	3555	300	0.07	31.4777782624356	0.0526019690576653	23.6541874023527	0.0161589117873433	0.0821748813852026	1.3307486631016	0.574449314040055	2.92131703324395	5	102	1
SPAC20H4.05c	3	45	4	100	3311	300	0.03	13.4904763981867	0.013591060102688	6.11166251805498	0.0165507769135196	0.222631693494114	2.20733333333333	0.547996223606634	7.37133537159012	1	102	1
SPAC20H4.06c	1	92	8	100	1804	300	0.01	4.49682546606223	0.0509977827050998	22.9328127981001	0.000561863119575834	0.071710661114407	0.196086956521739	0.0101360106771481	1.2936603265039	4	97	1
SPAC20H4.07	0	140	13	100	1816	300	0	0	0.0770925110132159	34.6671566766912	0.000650248906709307	0.0344313879887212	0	0.011808520145841	0.625274005875177	7	93	1
SPAC20H4.08	6	127	44	100	875	300	0.06	26.9809527963734	0.145142857142857	65.2682096217033	0.0188179933998959	0.110883340379032	0.413385826771654	0.164657442249089	0.970229228316532	13	93	1
SPAC20H4.09	19	108	72	100	2138	300	0.19	85.4396838551824	0.0505144995322732	22.7154887902115	0.104651330662638	0.292522798335789	3.7612962962963	2.23744544956721	6.25413742841916	5	114	0.0670833126260877
SPAC20H4.10	36	396	26	100	3073	300	0.36	161.88571677824	0.128864301985031	57.9480274832621	0.0636190623489266	0.129330152691957	2.79363636363636	1.95501378598251	3.97431559222383	15	121	0.0123714744638531
SPAC20H4.11c	1	18	3	100	1166	300	0.01	4.49682546606223	0.0154373927958834	6.9419261054134	0.00276112751307903	0.390963955466763	0.647777777777778	0.0321947468025015	4.55863972074246	1	100	1
SPAC212.01c	0	0	0	0	1	0	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	1
SPAC212.02	0	0	0	0	30	35	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	1
SPAC212.03	0	0	0	0	35	0	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	1
SPAC212.04c	0	17	0	0	598	35	NA	NA	0.0284280936454849	12.7836175456619	0.00541762860743838	0.297388981119444	NA	NA	NA	0	0	1
SPAC212.06c	0	1	0	20	55	0	0	0	0.0181818181818182	8.17604630193133	0.120791776113059	17.3080587281839	0	0.332177384310912	47.5971615025058	0	20	1
SPAC212.07c	0	2	0	100	690	300	0	0	0.00289855072463768	1.30342767132239	0.0514242900386907	4.05388820080272	0	0.354827601266966	27.9718285855388	0	100	1
SPAC212.08c	0	2	2	0	437	300	NA	NA	0.0045766590389016	2.05804369156166	0.0514242900386907	4.05388820080272	NA	NA	NA	0	0	1
SPAC212.10	0	0	0	21	1	34	0	0	0	0	NA	NA	NA	NA	NA	0	21	1
SPAC212.11	0	0	0	0	33	0	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	1
SPAC21E11.03c	54	189	6	100	1258	300	0.54	242.828575167361	0.150238473767886	67.5596194821751	0.208671719946264	0.390397616368814	3.59428571428571	2.625090236924	4.91120201391968	20	134	4.56386939141189e-07
SPAC21E11.04	12	66	6	100	644	300	0.12	53.9619055927468	0.102484472049689	46.0854783788987	0.093386708828291	0.346374249837915	1.17090909090909	0.601410404854194	2.23065016895617	10	102	1
SPAC21E11.05c	7	127	0	100	2442	300	0.07	31.4777782624356	0.052006552006552	23.3864387465153	0.0236276620339326	0.121911246513962	1.3459842519685	0.576987506868634	2.97707263987095	5	102	1
SPAC21E11.06	113	443	34	100	1884	300	1.13	508.141277665032	0.235138004246285	105.737456553374	0.206330047491303	0.315126467493787	4.80568848758465	3.88725809473615	5.93698264758295	40	173	7.54579343215116e-22
SPAC21E11.07	25	130	6	100	1032	300	0.25	112.420636651556	0.125968992248062	56.6460572275281	0.122338398173798	0.300141498153006	1.98461538461538	1.26253226915359	3.09746026093902	13	112	1
SPAC21E11.08	21	698	22	100	2222	300	0.21	94.4333347873069	0.314131413141314	141.259413830398	0.0189823638409422	0.0471927655585165	0.668510028653295	0.421788124545735	1.04862325071024	28	93	1
SPAC222.03c	16	100	27	100	524	300	0.16	71.9492074569957	0.190839694656489	85.8172798866839	0.0909009382211653	0.277611332130453	0.8384	0.476320916278906	1.45468338036358	18	98	1
SPAC222.04c	16	62	50	100	360	300	0.16	71.9492074569957	0.172222222222222	77.4453274710718	0.143195477077038	0.458977422468797	0.929032258064516	0.515503717477335	1.65231872088767	17	99	1
SPAC222.05c	10	98	19	100	1857	300	0.1	44.9682546606223	0.0527732902530964	23.7312275538018	0.0501420375681961	0.201459026393403	1.89489795918367	0.931137637641401	3.74109412012549	5	105	1
SPAC222.06	10	224	18	100	1030	300	0.1	44.9682546606223	0.21747572815534	97.795039261936	0.0223505799090906	0.0864137924971013	0.459821428571429	0.230210973063634	0.890062062720143	19	91	1
SPAC222.07c	2	138	4	100	2149	300	0.02	8.99365093212447	0.0642159143787808	28.8767759104974	0.00248440987657333	0.0592280260309191	0.311449275362319	0.053389968247561	1.27281027940445	6	96	1
SPAC222.08c	14	285	3	100	1081	254	0.14	62.9555565248713	0.263644773358002	118.556453083047	0.0275737132867709	0.0858754990137394	0.531017543859649	0.298071840629993	0.928314144338523	23	91	1
SPAC222.09	94	956	5	100	2143	300	0.94	422.70159380985	0.446103593093794	200.604999792604	0.0790801883240004	0.122129678623221	2.10713389121339	1.69468843578333	2.61723901289563	59	135	0.00353451387630671
SPAC222.10c	6	269	9	100	2294	300	0.06	26.9809527963734	0.117262423714037	52.730865316946	0.00897972017280236	0.0517447103569054	0.511672862453532	0.205994780764086	1.18702365558741	11	95	1
SPAC222.11	9	266	23	100	1177	300	0.09	40.4714291945601	0.225998300764656	101.62749141653	0.0163163320019632	0.0676138162502496	0.398233082706767	0.192043227663107	0.795814617265438	20	89	1
SPAC222.12c	41	1074	74	100	1693	300	0.41	184.369844108552	0.634376845835794	285.268195543464	0.027577218751529	0.052647075864446	0.646303538175047	0.466882313463386	0.891314994385071	54	87	1
SPAC222.13c	6	161	9	100	2403	300	0.06	26.9809527963734	0.0669995838535164	30.1285434888065	0.0149072951774369	0.0870619202374237	0.895527950310559	0.358222303113809	2.09209794330529	6	100	1
SPAC222.14c	25	277	10	100	2727	300	0.25	112.420636651556	0.101576824349102	45.677325049477	0.0585807841977114	0.137982354605901	2.46119133574007	1.59749798507159	3.76277881010292	11	114	1
SPAC222.15	0	25	10	100	758	300	0	0	0.0329815303430079	14.8312185556142	0.00366831680942558	0.19871450933181	0	0.0278058414154459	1.50625598073512	3	97	1
SPAC222.16c	1	72	4	100	1428	300	0.01	4.49682546606223	0.0504201680672269	22.6730695767844	0.000715997910998929	0.0920295000659521	0.198333333333333	0.0102244501690647	1.3141812609418	4	97	1
SPAC222.17	6	21	8	100	433	300	0.06	26.9809527963734	0.0484988452655889	21.8090842464912	0.103455146530996	0.746225057313577	1.23714285714286	0.447960784479212	3.23115449816779	4	102	1
SPAC222.18	6	84	4	100	655	300	0.06	26.9809527963734	0.12824427480916	57.6692120838515	0.0281618351084639	0.169531331092438	0.467857142857143	0.184460019960439	1.11043021865547	12	94	1
SPAC222.19	9	45	17	100	352	300	0.09	40.4714291945601	0.127840909090909	57.4878255604547	0.0912125373273881	0.42431042986337	0.704	0.321068131392406	1.49357271311906	12	97	1
SPAC227.01c	14	66	6	100	1578	300	0.14	62.9555565248713	0.0418250950570342	18.8080152572945	0.114000417119971	0.388109971496201	3.34727272727273	1.79892658215315	6.12437535021004	4	110	1
SPAC227.02c	5	74	50	100	455	300	0.05	22.4841273303112	0.162637362637363	73.1351834040891	0.0241011851621313	0.173575785233404	0.307432432432432	0.109660392487697	0.789769822811989	14	91	1
SPAC227.03c	26	182	8	100	1473	300	0.26	116.917462117618	0.123557365919891	55.5615909588137	0.0925946755299897	0.218866038196055	2.10428571428571	1.36391957055675	3.22389674262789	13	113	1
SPAC227.04	11	33	27	100	726	300	0.11	49.4650801266846	0.0454545454545455	20.4401157548283	0.158787272077412	0.684906045016448	2.42	1.15279559528201	4.97241788681941	4	107	1
