CDK9as_dis2ts_3MBPP1_18Cr2_pr_counts	CDK9as_dis2ts_3MBPP1_18Cr2gb_counts	CDK9as_dis2ts_3MBPP1_18Cr2term_counts	CDK9as_dis2ts_3MBPP1_18Cr2pr_map	CDK9as_dis2ts_3MBPP1_18Cr2gb_map	CDK9as_dis2ts_3MBPP1_18Cr2term_map	CDK9as_dis2ts_3MBPP1_18Cr2pr_density	CDK9as_dis2ts_3MBPP1_18Cr2pr_densityRPKM	CDK9as_dis2ts_3MBPP1_18Cr2gb_density	CDK9as_dis2ts_3MBPP1_18Cr2gb_densityRPKM	CDK9as_dis2ts_3MBPP1_18Cr2pause_index_CI_low	CDK9as_dis2ts_3MBPP1_18Cr2pause_index_CI_high	CDK9as_dis2ts_3MBPP1_18Cr2pause_index_scaled	CDK9as_dis2ts_3MBPP1_18Cr2pause_index_CI_low_scaled	CDK9as_dis2ts_3MBPP1_18Cr2pause_index_CI_high_scaled	CDK9as_dis2ts_3MBPP1_18Cr2_ExpPR	CDK9as_dis2ts_3MBPP1_18Cr2_ExpGB	CDK9as_dis2ts_3MBPP1_18Cr2Fexact_Pval
SPAC22G7.01c	9	349	17	100	2181	300	0.09	28.2738885298803	0.160018340210912	50.27045237622	0.0124711001537758	0.0513800642418941	0.56243553008596	0.27199469435385	1.12059920111571	15	94	1
SPNCRNA.677	3	101	2	100	2412	300	0.03	9.42462950996011	0.0418739635157546	13.1548864083191	0.00753578426970861	0.0966587113855281	0.716435643564356	0.181763116585372	2.33140811861894	4	99	1
SPNCRNA.678	13	55	4	100	2184	300	0.13	40.8400612098271	0.0251831501831502	7.91139534566248	0.123065831078266	0.445686086145299	5.16218181818182	2.68775775074932	9.73378412141334	2	111	0.0808706034756335
SPAC22G7.06c	85	2617	66	100	6746	300	0.85	267.03116944887	0.387933590275719	121.87101209391	0.0260058889007613	0.0405147206437039	2.19109667558273	1.75435726524536	2.73312305462427	51	134	0.00127569653846436
SPAC22G7.07c	3	123	11	100	2098	300	0.03	9.42462950996011	0.0586272640610105	18.4180080985874	0.00620750739763349	0.0790741089129652	0.511707317073171	0.130233505202351	1.65897480499401	5	98	1
SPAC22G7.09c	7	313	9	100	1558	300	0.07	21.9908021899069	0.200898587933248	63.1131586781667	0.00971211066326715	0.0487794381823576	0.348434504792332	0.151314684133702	0.759983646881131	17	90	1
SPAC22G7.11c	8	43	9	100	459	300	0.08	25.1323453598936	0.093681917211329	29.430578716651	0.0808957432945332	0.411184877419853	0.853953488372093	0.371311461721908	1.88733858735713	9	99	1
SPAC4G8.02c	18	123	74	100	430	300	0.18	56.5477770597606	0.286046511627907	89.8627464903173	0.0863305926172658	0.24507260449626	0.629268292682927	0.371221548254243	1.05381219933392	26	92	1
SPAC4G8.03c	3	213	21	100	4780	300	0.03	9.42462950996011	0.0445606694560669	13.9989266779742	0.0036067745359091	0.0453320878714689	0.673239436619718	0.172403822816455	2.16687380025621	4	99	1
SPAC4G8.06c	14	166	24	100	1097	300	0.14	43.9816043798138	0.151321786690975	47.5383925449218	0.0468843810267497	0.148929754204434	0.925180722891566	0.514321659863445	1.63375940362264	14	100	1
SPAC4G8.07c	5	199	47	100	1707	300	0.05	15.7077158499335	0.116578793204452	36.6237311556739	0.00914075422446366	0.0631464578452458	0.428894472361809	0.156032674611595	1.07791003541835	10	95	1
SPNCRNA.682	0	4	4	100	145	300	0	0	0.0275862068965517	8.66632598617021	0.0240893601812892	1.52670069174082	0	0.0349295722628694	2.21371600302419	2	98	1
SPNCRNA.683	1	65	1	100	2330	300	0.01	3.1415431699867	0.0278969957081545	8.76396163301011	0.000792046066761278	0.10216021966882	0.358461538461538	0.0184546733555378	2.38033311828351	2	99	1
SPAC4G8.11c	3	48	6	100	2176	300	0.03	9.42462950996011	0.0220588235294118	6.92987463967655	0.0155539315870732	0.208111576518362	1.36	0.338453551334714	4.52850790503955	2	101	1
SPAC4G8.12c	6	162	11	100	2602	300	0.06	18.8492590199202	0.0622598001537279	19.5591849937681	0.0148167323828659	0.0865152252004829	0.963703703703704	0.385531376602172	2.25112615971656	6	100	1
SPAC4G8.13c	4	551	12	100	3258	300	0.04	12.5661726799468	0.169122160834868	53.1304569264172	0.00231660576783476	0.0200514922783105	0.236515426497278	0.0754750159160564	0.653277618427356	15	89	1
SPAC16C9.01c	5	131	15	100	1815	300	0.05	15.7077158499335	0.0721763085399449	22.6744989128517	0.0138009654253936	0.0965760114495429	0.692748091603053	0.250487522470894	1.7528546078092	7	98	1
SPAC16C9.02c	6	223	33	100	1151	300	0.06	18.8492590199202	0.193744569939183	60.8656930414452	0.0108105965933926	0.0625530613813901	0.309686098654709	0.124429966789949	0.7199857364998	17	89	1
SPAC16C9.04c	17	554	7	100	1726	300	0.17	53.4062338897739	0.320973348783314	100.835163161798	0.0183233558095258	0.0506624491424784	0.529638989169675	0.316261121272415	0.874433872199176	28	89	1
SPNCRNA.687	3	17	6	100	476	300	0.03	9.42462950996011	0.0357142857142857	11.2197970356668	0.041196253876563	0.635657655765951	0.84	0.19609416845244	3.02573044144593	3	100	1
SPAC16C9.06c	6	190	5	100	2792	300	0.06	18.8492590199202	0.0680515759312321	21.3786963573594	0.0126627828227814	0.0735780355546299	0.881684210526316	0.353544896412056	2.05429875268527	6	100	1
SPAC2G11.03c	8	377	2	100	2546	300	0.08	25.1323453598936	0.148075412411626	46.5185300504708	0.00978850019904126	0.0440030371960176	0.54026525198939	0.24921521506759	1.12031732701061	13	95	1
SPAC2G11.05c	3	144	8	100	2343	300	0.03	9.42462950996011	0.0614596670934699	19.3078197387147	0.00531350966814021	0.0673735146119058	0.488125	0.124495531524525	1.57856144735695	5	98	1
SPNCRNA.688	12	92	10	100	1295	300	0.12	37.6985180398404	0.071042471042471	22.3182989682453	0.0679833540806981	0.244662716521161	1.68913043478261	0.880384435345041	3.16838217894903	7	105	1
SPAC2G11.07c	29	875	44	100	1816	300	0.29	91.1047519296144	0.481828193832599	151.368407144183	0.022464397842735	0.0485872239846351	0.601874285714286	0.407953464824068	0.882343987560973	41	88	1
SPAC2G11.08c	10	42	10	100	856	300	0.1	31.415431699867	0.0490654205607477	15.4141136845142	0.112157616821759	0.491860651814333	2.03809523809524	0.960069199994259	4.21032717953069	5	105	1
SPAC2G11.10c	8	127	14	100	1537	300	0.08	25.1323453598936	0.0826284970722186	25.9580990623495	0.0286117183009633	0.132795542838807	0.968188976377953	0.439762110285805	2.04106749343246	8	100	1
SPAC2G11.11c	49	455	9	100	3069	300	0.49	153.935615329348	0.148256761159987	46.5755015426507	0.0792775738890694	0.145888614689511	3.30507692307692	2.43302874265554	4.4773215848211	19	130	5.10205097667879e-06
SPNCRNA.691	5	64	16	100	716	300	0.05	15.7077158499335	0.0893854748603352	28.0808328043504	0.0277326661996524	0.201785321431333	0.559375	0.198565889989511	1.44478290144835	8	97	1
SPAC2G11.15c	7	39	11	100	953	300	0.07	21.9908021899069	0.0409233997901364	12.8562627103338	0.0733885921552218	0.418049319325345	1.71051282051282	0.699393283239263	3.98401001317054	4	103	1
SPNCRNA.692	0	24	5	100	1056	300	0	0	0.0227272727272727	7.13987084087887	0.0038226010111885	0.207313917589234	0	0.0403666666781506	2.18923496974232	2	98	1
SPAC521.04c	2	614	10	100	3070	300	0.02	6.2830863399734	0.2	62.830863399734	0.000562881520850122	0.0131768191035199	0.1	0.0172804626900987	0.40452834647806	17	85	1
SPAC23G3.02c	2	1395	26	100	15008	300	0.02	6.2830863399734	0.0929504264392324	29.2007777327522	0.000248072863759917	0.00579009185645773	0.215168458781362	0.0372307753930883	0.868976985817177	8	94	1
SPNCRNA.694	1	10	41	100	421	300	0.01	3.1415431699867	0.0237529691211401	7.46209779094229	0.00478667548335045	0.750794709134687	0.421	0.0201519037849054	3.16084572545703	2	99	1
SPAC23G3.05c	10	241	18	100	1341	300	0.1	31.415431699867	0.179716629381059	56.4587549565097	0.0207956024817674	0.0802302126494307	0.55643153526971	0.2788690292805	1.07588715162887	16	94	1
SPAC23G3.07c	10	146	20	100	1121	300	0.1	31.415431699867	0.130240856378234	40.9157272808259	0.0340240602129133	0.133679857064242	0.767808219178082	0.381409714986759	1.49855119769015	12	98	1
SPAC23G3.08c	38	431	17	100	3354	300	0.38	119.378640459495	0.12850327966607	40.3698600555834	0.0623447173568206	0.124174749184253	2.95712296983759	2.09104182014776	4.16482108763986	15	123	0.00208544843150626
SPAC23G3.10c	4	389	6	100	2720	300	0.04	12.5661726799468	0.143014705882353	44.9286872472363	0.0032761270134615	0.0284531430345642	0.279691516709512	0.0891106547661527	0.773925490540146	13	91	1
SPAC23G3.12c	5	376	14	100	2876	300	0.05	15.7077158499335	0.130737134909597	41.0716353238873	0.00486487849458914	0.0332153469272988	0.382446808510638	0.139913905504384	0.955273377629114	12	93	1
SPAC22H12.01c	5	255	28	100	1009	300	0.05	15.7077158499335	0.252725470763132	79.3947976557591	0.00715194220827631	0.0491377239346059	0.197843137254902	0.072163096881508	0.495799634500173	21	84	1
SPAC22H12.04c	94	1558	401	100	717	300	0.94	295.30505797875	2.17294281729428	682.639366644251	0.0487121345297669	0.0746486494730011	0.432593068035944	0.349266004578428	0.535230816721418	132	62	1
SPAC22H12.05c	0	222	3	100	2597	300	0	0	0.0854832499037351	26.8549319883345	0.000409826050165415	0.0216615147569164	0	0.0106431825227958	0.562549538237119	7	93	1
SPAC1687.03c	4	235	21	100	1170	300	0.04	12.5661726799468	0.200854700854701	63.0993713629808	0.00540382943888812	0.0472880583831526	0.199148936170213	0.063224804434991	0.553270283082885	17	87	1
SPNCRNA.695	1	50	3	100	1522	300	0.01	3.1415431699867	0.0328515111695138	10.3204440538328	0.00102543367718739	0.133694516307104	0.3044	0.0156071005667921	2.03483053819412	3	98	1
SPAC1687.06c	56	385	183	100	263	300	0.56	175.926417519255	1.4638783269962	459.883695986647	0.10875822091702	0.194105885545429	0.382545454545455	0.286034121011763	0.510498478984478	92	64	1
SPNCRNA.696	0	19	9	100	679	300	0	0	0.0279823269513991	8.79076881145027	0.00484054272324269	0.264551414760663	0	0.0328672850908179	1.7963041062249	2	98	1
SPAC1687.12c	10	168	22	100	993	300	0.1	31.415431699867	0.169184290030211	53.149975081346	0.0296553253476317	0.115814790638176	0.591071428571428	0.294477380701983	1.15004087103709	15	95	1
SPAC1687.13c	14	158	25	100	1057	300	0.14	43.9816043798138	0.149479659413434	46.9596803082213	0.0492010380606329	0.156660332883592	0.936582278481013	0.52005497230089	1.65589971857957	14	100	1
SPAC1687.14c	10	119	27	100	771	300	0.1	31.415431699867	0.154345006485084	48.488150094477	0.0415336395168731	0.164889400783063	0.647899159663866	0.320224360675092	1.27129728003742	14	96	1
SPAC1687.23c	0	0	2	100	298	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPAC1687.16c	78	318	22	100	1343	300	0.78	245.040367258963	0.236783320923306	74.3865024613381	0.189956165907088	0.316335838072143	3.29415094339623	2.5511113081322	4.24839030530888	34	144	9.60168366773569e-09
SPAC1687.17c	8	127	11	100	902	249	0.08	25.1323453598936	0.14079822616408	44.2323705752008	0.0286117183009633	0.132795542838807	0.568188976377953	0.258077699074689	1.19781579640604	13	95	1
SPAC1687.18c	8	169	26	100	1733	300	0.08	25.1323453598936	0.0975187536064628	30.6359374337999	0.0216251039208264	0.0991810155052315	0.820355029585799	0.374763050947921	1.71880699870566	9	99	1
SPAC1687.19c	7	143	18	100	1263	300	0.07	21.9908021899069	0.113222486144101	35.5693328034916	0.0210349508945039	0.107987760245594	0.618251748251748	0.265671429797585	1.36388541190185	10	97	1
SPAC1687.20c	0	95	28	100	1978	300	0	0	0.0480283114256825	15.0883013725347	0.000958984579164924	0.0508974270961784	0	0.0189687149758822	1.00675110796241	4	96	1
SPAC1687.22c	58	893	18	100	3446	300	0.58	182.209503859229	0.259141033081834	81.4102742541534	0.0493292960121648	0.0853285413460829	2.23816349384099	1.6998875405792	2.94042153478602	32	126	0.0232331212614628
SPNCRNA.698	22	99	256	100	932	300	0.22	69.1139497397075	0.106223175965665	33.3704692949231	0.136133704714176	0.359699022350542	2.07111111111111	1.26876612793612	3.35239488830705	11	111	1
SPAC222.03c	24	144	59	100	524	300	0.24	75.3970360796808	0.274809160305344	86.3324840607033	0.10552083230929	0.261210336008509	0.873333333333333	0.552929161300677	1.36874216068459	26	98	1
SPAC222.04c	14	69	89	100	360	300	0.14	43.9816043798138	0.191666666666667	60.2129107580785	0.109303293786136	0.370305707043447	0.730434782608696	0.39349185763009	1.33310054535641	18	96	1
SPAC222.05c	9	172	18	100	1857	300	0.09	28.2738885298803	0.0926225094238018	29.0977611867374	0.0250713585091148	0.105282093309551	0.971686046511628	0.465575127514262	1.95508847275836	9	100	1
SPAC222.07c	3	168	3	100	2149	300	0.03	9.42462950996011	0.0781758957654723	24.5592951399612	0.00456254854168681	0.0576277375611026	0.38375	0.0980491681608496	1.23842008018809	7	96	1
SPAC222.08c	17	530	14	100	1081	254	0.17	53.4062338897739	0.490286771507863	154.025705836536	0.0191463597647581	0.0529757894799294	0.346735849056604	0.206972149057035	0.572668284278037	38	79	1
SPSNRNA.02	331	215	528	85	50	300	3.89411764705882	1223.35386972423	4.3	1350.86356309428	1.29207390597099	1.83465163792041	0.905608755129959	0.76004347410058	1.07920684583553	337	79	1
SPAC222.10c	8	308	5	100	2294	300	0.08	25.1323453598936	0.134263295553618	42.1793939126375	0.0119601220541352	0.0539627379692134	0.595844155844156	0.274365199921862	1.23790520901376	12	96	1
SPAC222.17	9	37	15	100	433	300	0.09	28.2738885298803	0.0854503464203233	26.8445952169764	0.109412337320634	0.523875714264458	1.05324324324324	0.473755420598344	2.2683818427651	8	101	1
SPAC222.12c	34	1759	65	100	1693	300	0.34	106.812467779548	1.03898405197874	326.401325221891	0.0135490977498727	0.0274363313255329	0.327242751563388	0.229386224905345	0.464497089341272	68	66	1
SPAC222.13c	13	249	5	100	2403	300	0.13	40.8400612098271	0.103620474406991	32.5528193644065	0.0285975281694039	0.093326972853397	1.25457831325301	0.687198601910776	2.24264715766713	10	103	1
SPAC222.14c	11	331	11	100	2727	300	0.11	34.5569748698537	0.121378804547121	38.131675440616	0.017294931612513	0.0621326965569541	0.906253776435045	0.471632785073229	1.69435863510814	12	99	1
SPNCRNA.50	5	0	1	100	72	300	0.05	15.7077158499335	0	0	0.862003156980681	52.525534954449	NA	0.620642273026091	37.8183851672033	0	105	1
SPAC222.16c	6	118	14	100	1428	300	0.06	18.8492590199202	0.0826330532212885	25.9595303962487	0.0202222844137787	0.119540330802538	0.726101694915254	0.28877422142876	1.70703592386024	8	98	1
SPAC821.03c	18	459	11	100	1824	300	0.18	56.5477770597606	0.251644736842105	79.0552804289417	0.0237332678134787	0.0639604750435454	0.715294117647059	0.432894804917851	1.16663906479427	23	95	1
SPAC821.04c	6	487	65	100	3253	300	0.06	18.8492590199202	0.14970796188134	47.0314025140954	0.00498151380031588	0.028448198582943	0.400780287474333	0.162048643924276	0.925419899903137	13	93	1
SPSNRNA.03	0	515	294	100	379	300	0	0	1.35883905013193	426.885153705317	0.00017656219998473	0.00931590471635634	0	0.000669170737942125	0.0353072788749905	57	43	1
SPNCRNA.702	12	31	5	100	1320	300	0.12	37.6985180398404	0.0234848484848485	7.37786653557483	0.188115649521722	0.782620859583069	5.10967741935484	2.48312657368674	10.3305953464965	2	110	0.301564200747971
SPAC821.07c	0	178	20	100	2398	300	0	0	0.0742285237698082	23.3192111867236	0.000511258068640113	0.0270433726961308	0	0.0122599684859899	0.648500077253217	6	94	1
SPAC821.08c	32	1078	19	100	2494	300	0.32	100.529381439574	0.432237369687249	135.7892356554	0.0205316050635948	0.042682833755287	0.740333951762523	0.512058230286054	1.06450987385686	39	93	1
SPAC821.10c	4	1695	191	100	1654	300	0.04	12.5661726799468	1.02478839177751	321.941697287029	0.000755023680788622	0.00649920872980653	0.0390324483775811	0.0124880916802438	0.107496912391	52	52	1
SPAC821.13c	20	1128	17	100	4819	300	0.2	62.830863399734	0.234073459223905	73.5351877100021	0.0110841768814703	0.0280453628628445	0.854432624113475	0.534146483918055	1.35150603636048	22	98	1
SPAC139.01c	11	458	7	100	2750	300	0.11	34.5569748698537	0.166545454545455	52.3209735219604	0.0125357421073259	0.0447666252379873	0.660480349344978	0.344732907951463	1.23108219404465	15	96	1
SPAC139.02c	1	463	30	100	1235	300	0.01	3.1415431699867	0.374898785425101	117.776071878854	0.000112523239146477	0.0140717835465155	0.0266738660907127	0.00138966200345899	0.173786526799466	27	74	1
SPAC139.04c	4	228	10	100	1553	300	0.04	12.5661726799468	0.146812620734063	46.1218185934944	0.00556820764217216	0.0487550106724445	0.272456140350877	0.0864742646829336	0.757165315743063	13	91	1
SPNCRNA.706	1	178	10	100	2220	300	0.01	3.1415431699867	0.0801801801801802	25.1889497413348	0.000291775029982894	0.0367849157743496	0.124719101123595	0.00647740566562024	0.816625130190561	7	94	1
SPNCRNA.707	2	17	18	100	914	300	0.02	6.2830863399734	0.0185995623632385	5.84313281069737	0.018791857082423	0.52761009643784	1.07529411764706	0.171757573733346	4.82235628144186	1	101	1
SPAC23C4.05c	7	307	31	100	1370	300	0.07	21.9908021899069	0.224087591240876	70.3980841741546	0.00990019485974451	0.0497421061819459	0.312377850162866	0.1356326695785	0.681466854692658	19	88	1
SPAC23C4.06c	0	150	13	100	3248	300	0	0	0.0461822660098522	14.508358235776	0.000606834606982162	0.0321220572027316	0	0.0197099880347806	1.04332441794472	4	96	1
SPAC23C4.09c	2	161	5	100	1989	300	0.02	6.2830863399734	0.0809451985922574	25.4292835780724	0.00213263284448509	0.0506716621815947	0.247080745341615	0.0424180672768085	1.00785936079192	7	95	1
SPNCRNA.708	0	43	3	100	1875	300	0	0	0.0229333333333333	7.20460566983617	0.00212472625826863	0.113763425024706	0	0.0398386173425369	2.13306421921324	2	98	1
SPAC23C4.16c	13	251	13	100	1516	300	0.13	40.8400612098271	0.1655672823219	52.0136764951624	0.0283730538704136	0.0925717863796706	0.785179282868526	0.43013549667547	1.40338828151581	16	97	1
SPNCRNA.709	1	0	24	100	174	300	0.01	3.1415431699867	0	0	0.0577765545925511	8.27870929775896	NA	0.100531204991039	14.4049541781006	0	101	1
SPAC23C4.18c	5	382	2	100	4245	300	0.05	15.7077158499335	0.0899882214369847	28.270188243461	0.00478894060032735	0.032690076546732	0.555628272251309	0.203290528483896	1.38769374940877	8	97	1
SPAC1A6.01c	10	257	7	100	3369	300	0.1	31.415431699867	0.0762837637281092	23.9648736920921	0.0195176058795581	0.0751676347799802	1.31089494163424	0.657548142082312	2.53239761573753	7	103	1
SPAC1A6.03c	75	722	22	100	2247	300	0.75	235.615737749003	0.321317311971518	100.943220682261	0.0812802559494799	0.132565751614979	2.33414127423823	1.82636735118481	2.97875243878858	42	133	0.000981976556930647
SPAC1A6.04c	138	6009	116	100	2975	300	1.38	433.532957458165	2.01983193277311	634.53892129244	0.0193256908652438	0.0272743570977287	0.683225162256615	0.574939303241004	0.81141212365743	159	79	1
SPAC1A6.05c	26	441	5	100	1790	300	0.26	81.6801224196543	0.246368715083799	77.3977954169908	0.0388488126178321	0.0888139655282695	1.05532879818594	0.695393745859194	1.58976998295602	24	102	1
SPAC1A6.06c	0	22	12	100	1500	300	0	0	0.0146666666666667	4.60759664931383	0.00417368066078422	0.226956323474185	0	0.0626052099117633	3.40434485211277	1	99	1
SPAC1A6.08c	2	11	4	100	900	300	0.02	6.2830863399734	0.0122222222222222	3.83966387442819	0.0278623380972679	0.863501028037994	1.63636363636364	0.250761042875411	7.77150925234195	1	101	1
SPAC1A6.09c	37	749	14	100	2039	300	0.37	116.237097289508	0.367336929867582	115.400482310939	0.03498604772388	0.0694462325167228	1.00724966622163	0.713365513089913	1.41600868101598	36	101	1
SPAC30D11.13	19	127	7	100	1008	300	0.19	59.6893202297473	0.125992063492063	39.5809506536023	0.0895228173847087	0.24723769019824	1.50803149606299	0.902389999237864	2.49215591719826	13	106	1
SPAC30D11.12	26	203	158	100	308	244	0.26	81.6801224196543	0.659090909090909	207.056254385487	0.0832535596835089	0.195650158792988	0.39448275862069	0.256420963825207	0.602602489082402	50	76	1
SPAC30D11.11	36	819	94	100	1871	300	0.36	113.095554119521	0.437733832175307	137.515973074244	0.0310051067452773	0.0620328378195095	0.822417582417583	0.580105547204138	1.16063439560302	41	95	1
SPAC30D11.10	38	405	244	100	1874	300	0.38	119.378640459495	0.216115261472785	67.8935423609719	0.0662862846611359	0.132269632279543	1.75832098765432	1.24220497454969	2.47873290891864	24	114	1
SPAC30D11.09	1	272	106	100	1922	300	0.01	3.1415431699867	0.141519250780437	44.4588835710917	0.000191275561707976	0.0240053613353031	0.0706617647058824	0.0036763162960273	0.461383044864526	12	89	1
SPAC30D11.07	8	107	2	100	1246	300	0.08	25.1323453598936	0.0858747993579454	26.9779389396932	0.0338141973422712	0.158344647716889	0.931588785046729	0.4213248988847	1.97297431055244	8	100	1
SPAC30D11.05	23	188	7	100	1624	300	0.23	72.2554929096941	0.11576354679803	36.3676179776786	0.0773560598187013	0.191838601036923	1.9868085106383	1.25626241145571	3.11545888083962	12	111	1
SPAC30D11.03	15	389	21	100	2242	300	0.15	47.1231475498005	0.173505798394291	54.5075955898674	0.0221682005404223	0.0659349102409904	0.86452442159383	0.497011056116268	1.47826068760301	17	98	1
SPNCRNA.713	2	45	4	100	2241	300	0.02	6.2830863399734	0.0200803212851406	6.30831961844719	0.00746010635017271	0.186622106896886	0.996	0.167180983307371	4.18220141555923	2	100	1
SPNCRNA.714	1	2	9	81	391	300	0.0123456790123457	3.87844835800827	0.0051150895140665	1.60692745267862	0.0179700152612445	6.97865092307548	2.41358024691358	0.0867441477425508	33.6870680360804	0	82	1
SPAC56F8.04c	10	145	14	100	900	300	0.1	31.415431699867	0.161111111111111	50.613751072008	0.0342534334744306	0.134623713040325	0.620689655172414	0.308280901269876	1.21161341736292	15	95	1
SPAC56F8.05c	16	527	43	100	1407	300	0.16	50.2646907197872	0.37455579246624	117.668319160127	0.0178245111742294	0.0509121678568193	0.427172675521822	0.250790872221407	0.716334201745447	31	85	1
SPAC56F8.06c	32	312	35	100	1522	300	0.32	100.529381439574	0.204993429697766	64.3995708959166	0.0700188537104622	0.149448209548334	1.56102564102564	1.06568695347323	2.27460174932564	22	110	1
SPNCRNA.716	13	165	30	100	1253	300	0.13	40.8400612098271	0.131683958499601	41.3690840421234	0.0428298020649401	0.141959680218628	0.987212121212121	0.5366574198737	1.77875479313941	13	100	1
SPAC56F8.14c	8	477	30	100	3777	300	0.08	25.1323453598936	0.126290706910246	39.6747707726676	0.00774930204258369	0.0347165306306472	0.633459119496855	0.292691138148386	1.31124336191955	12	96	1
SPAC22A12.01c	2	112	0	100	2816	300	0.02	6.2830863399734	0.0397727272727273	12.494773971538	0.00305384507541723	0.0732002744492739	0.502857142857143	0.0859962773237492	2.06131972849155	3	99	1
SPAC22A12.02c	3	1	5	100	183	300	0.03	9.42462950996011	0.00546448087431694	1.71669025682333	0.281109371130232	74.8083338953006	5.49	0.514430149168325	136.8992510284	0	103	1
SPAC22A12.03c	4	129	19	100	1113	300	0.04	12.5661726799468	0.115902964959569	36.4114167949941	0.00977241720803936	0.086861895364978	0.345116279069767	0.108767003525478	0.966772895412205	10	94	1
SPAC22A12.04c	16	308	196	82	255	300	0.195121951219512	61.2984033168137	1.2078431372549	379.449135825845	0.030327842443341	0.087619098377798	0.161545771301869	0.0943121929640481	0.272474025443152	53	45	1
SPAC22A12.06c	108	1851	150	100	1509	300	1.08	339.286662358564	1.22664015904573	385.35430136815	0.047815682261236	0.0711359946184923	0.880453808752026	0.721538645322052	1.07344215879305	114	94	1
SPAC22A12.07c	41	654	12	100	2866	300	0.41	128.803269969455	0.228192602930914	71.6876913179101	0.0451115499957588	0.0867985928197786	1.79672782874618	1.29289702287845	2.48764767021485	26	115	1
SPAC22A12.08c	20	239	11	100	1735	300	0.2	62.830863399734	0.137752161383285	43.2754361744566	0.0515245541024066	0.134447682000669	1.45188284518828	0.893951013676755	2.33266728271161	14	106	1
SPAC22A12.09c	1	405	40	100	1906	300	0.01	3.1415431699867	0.212486883525708	66.7536717651949	0.00012860173157091	0.0160941569973198	0.0470617283950617	0.00245114900374154	0.306754632368915	17	84	1
SPNCRNA.718	2	46	20	100	1300	300	0.02	6.2830863399734	0.0353846153846154	11.1162296784145	0.00730283643198064	0.182405882134092	0.565217391304348	0.0949368736157483	2.3712764677432	3	99	1
SPAC22A12.12c	22	195	44	100	895	300	0.22	69.1139497397075	0.217877094972067	68.4470299606041	0.070704878116432	0.178375172734369	1.00974358974359	0.632808659142066	1.5964577959726	21	101	1
SPAC22A12.14c	4	156	17	100	1253	300	0.04	12.5661726799468	0.124501197126895	39.1125885489166	0.00810369756165723	0.0716003105379711	0.321282051282051	0.101539330447565	0.897151891040778	11	93	1
SPAC22A12.15c	39	3079	28	100	2592	300	0.39	122.520183629481	1.18788580246914	373.179452947109	0.00910996378811588	0.0175390745239737	0.328314387788243	0.236130261387964	0.454612811661399	75	64	1
SPAC22A12.17c	8	194	3	100	3232	300	0.08	25.1323453598936	0.0600247524752475	18.8570351168756	0.0188808640609253	0.0861922677447493	1.33278350515464	0.610229526449105	2.7857340935103	6	102	1
SPNCRNA.720	2	8	2	100	610	300	0.02	6.2830863399734	0.0131147540983607	4.120056616376	0.0367281083767776	1.26151517249186	1.525	0.224041461098343	7.69524255220033	1	101	1
SPAC4C5.02c	14	516	8	100	2262	300	0.14	43.9816043798138	0.228116710875332	71.6638495010229	0.0153233200116834	0.0471304094621633	0.613720930232558	0.346613498664279	1.06608986203413	21	93	1
SPNCRNA.722	0	61	3	100	2649	300	0	0	0.0230275575688939	7.23420662020343	0.00149545868574188	0.0796917976497406	0	0.0396147005853023	2.11103571974163	2	98	1
SPAC10F6.01c	97	1847	41	100	4905	300	0.97	304.72968748871	0.376554536187564	118.296233128755	0.0425807250207153	0.0647074532167501	2.57598808879264	2.08858456226608	3.17390058028159	53	144	7.70038642489332e-07
SPAC10F6.02c	10	425	4	100	3591	300	0.1	31.415431699867	0.118351434140908	37.18061395835	0.0118628963552906	0.0452104871663918	0.844941176470588	0.425996608118485	1.62350859414513	11	99	1
SPAC10F6.03c	102	1388	41	100	2113	300	1.02	320.437403338644	0.656885944155229	206.363555132113	0.0597785149765137	0.0902550047511782	1.55278097982709	1.26312002145373	1.9070882503924	80	122	1
SPAC10F6.05c	1	280	39	100	2025	300	0.01	3.1415431699867	0.138271604938272	43.4386216096927	0.000185828161301273	0.0233159719156747	0.0723214285714286	0.00376302026635077	0.472148431292413	12	89	1
SPAC10F6.07c	6	13	9	100	366	300	0.06	18.8492590199202	0.0355191256830601	11.1584866693517	0.156809542376265	1.29895387832877	1.68923076923077	0.573922925097129	4.75417119468331	3	103	1
SPAC10F6.08c	15	313	48	100	983	300	0.15	47.1231475498005	0.318413021363174	100.030825249831	0.0274817580356686	0.0821582058367241	0.471086261980831	0.270145681490623	0.807615163374998	27	88	1
SPAC10F6.09c	35	564	29	100	3689	300	0.35	109.954010949535	0.152886961236107	48.0300988851315	0.0434109750165555	0.0882940291612306	2.28927304964539	1.60143086836073	3.2571667357578	17	118	0.55598677605688
SPAC10F6.11c	5	242	2	100	2545	300	0.05	15.7077158499335	0.0950884086444008	29.8724340721722	0.00753239342687344	0.0518057586774975	0.525826446280992	0.191699412713929	1.31845655834231	9	96	1
SPAC10F6.12c	16	66	8	100	987	300	0.16	50.2646907197872	0.0668693009118541	21.0072795561421	0.135015271252872	0.429486017253515	2.39272727272727	1.33260072726585	4.23902699029219	7	109	1
SPAC10F6.13c	95	1313	124	100	1199	300	0.95	298.446601148737	1.09507923269391	344.023868406384	0.0584128273487959	0.0895278985812379	0.867517136329018	0.700369799912063	1.07343950398904	101	94	1
