CDK9as_dis2ts_3MBPP1_30C_combined_pr_counts	CDK9as_dis2ts_3MBPP1_30C_combinedgb_counts	CDK9as_dis2ts_3MBPP1_30C_combinedterm_counts	CDK9as_dis2ts_3MBPP1_30C_combinedpr_map	CDK9as_dis2ts_3MBPP1_30C_combinedgb_map	CDK9as_dis2ts_3MBPP1_30C_combinedterm_map	CDK9as_dis2ts_3MBPP1_30C_combinedpr_density	CDK9as_dis2ts_3MBPP1_30C_combinedpr_densityRPKM	CDK9as_dis2ts_3MBPP1_30C_combinedgb_density	CDK9as_dis2ts_3MBPP1_30C_combinedgb_densityRPKM	CDK9as_dis2ts_3MBPP1_30C_combinedpause_index_CI_low	CDK9as_dis2ts_3MBPP1_30C_combinedpause_index_CI_high	CDK9as_dis2ts_3MBPP1_30C_combinedpause_index_scaled	CDK9as_dis2ts_3MBPP1_30C_combinedpause_index_CI_low_scaled	CDK9as_dis2ts_3MBPP1_30C_combinedpause_index_CI_high_scaled	CDK9as_dis2ts_3MBPP1_30C_combined_ExpPR	CDK9as_dis2ts_3MBPP1_30C_combined_ExpGB	CDK9as_dis2ts_3MBPP1_30C_combinedFexact_Pval
SPAPB2B4.07	79	455	74	100	1446	300	0.79	170.603836081243	0.314661134163209	67.9524007011621	0.135708365816816	0.221854928904577	2.51063736263736	1.96234296971115	3.20802227196018	42	137	9.70439048161936e-05
SPNCRNA.204	32	171	73	100	324	300	0.32	69.1053513240477	0.527777777777778	113.97583985737	0.125898225219362	0.276782913597636	0.606315789473684	0.407910249710733	0.896776640056342	45	87	1
SPAC6F6.01	32	739	28	100	6086	300	0.32	69.1053513240477	0.121426224120933	26.2225058682177	0.029876016804862	0.0624194348287684	2.6353450608931	1.8182543827439	3.79884680367884	14	118	0.0810299313360622
SPNCRNA.847	2	24	17	100	1806	300	0.02	4.31908445775298	0.0132890365448505	2.86982355996876	0.0136196282081625	0.36239285157422	1.505	0.245970485439415	6.54481489943041	1	101	1
SPNCRNA.848	0	61	6	100	2002	300	0	0	0.0304695304695305	6.580023774299	0.00149545868574188	0.0796917976497406	0	0.0299390828885524	1.59542978894781	2	98	1
SPNCRNA.205	4	58	328	100	1712	300	0.04	8.63816891550597	0.0338785046728972	7.3162061492311	0.0213144671287785	0.197555404582638	1.18068965517241	0.364903677244687	3.38214852645476	3	101	1
SPAC6F6.05	56	464	90	100	742	300	0.56	120.934364817084	0.62533692722372	135.044150161549	0.0905321838358268	0.160533807677655	0.89551724137931	0.671748804061835	1.1911608529682	60	96	1
SPAC6F6.09	18	205	14	100	687	300	0.18	38.8717601197769	0.298398835516739	64.4404886345969	0.0525185373456028	0.14495552492896	0.603219512195122	0.360802351564291	0.995844456261957	27	91	1
SPNCRNA.849	2	43	18	100	1494	300	0.02	4.31908445775298	0.0287817938420348	6.21554992246915	0.00779588264304348	0.195667063440159	0.694883720930233	0.11647048668707	2.92326592779598	2	100	1
SPAC6F6.12	14	752	15	100	1658	300	0.14	30.2335912042709	0.453558504221954	97.9478743133367	0.0105395855764679	0.0322594235628239	0.308670212765957	0.174746328857837	0.53486124267162	35	79	1
SPNCRNA.851	2	36	10	100	1065	300	0.02	4.31908445775298	0.0338028169014084	7.29986105535715	0.00925365154988372	0.235628337171256	0.591666666666667	0.0985513890062616	2.50944179087388	3	99	1
SPAC6F6.15	0	895	168	100	1497	300	0	0	0.597862391449566	129.110908139242	0.000101578625804353	0.00535654510018363	0	0.00152063202829116	0.0801874801497489	37	63	1
SPAC6F6.17	63	1239	21	100	4232	300	0.63	136.051160419219	0.292769376181474	63.2247831185721	0.0391361072323474	0.0659343863908319	2.15186440677966	1.65624005807294	2.79034323206001	36	127	0.0304446052718779
SPAC1805.04	2	697	270	100	5730	300	0.02	4.31908445775298	0.121640488656195	26.2687771994226	0.000495990496693043	0.0116036120081409	0.16441893830703	0.0284202554605114	0.664886968066472	11	91	1
SPAC1805.05	68	1426	86	100	1782	300	0.68	146.848871563601	0.800224466891134	172.811852883158	0.0370907590606126	0.0612005293974953	0.849761570827489	0.660957326460117	1.09059343386337	74	94	1
SPNCRNA.853	0	24	10	100	687	300	0	0	0.0349344978165939	7.54425232795281	0.0038226010111885	0.207313917589234	0	0.026261268946865	1.42424661383804	3	97	1
SPAC1805.08	57	299	125	100	497	300	0.57	123.09390704596	0.601609657947686	129.920146163797	0.142102335128019	0.255216694619255	0.947458193979933	0.706248605586252	1.2684269722577	58	99	1
SPAC1805.18	30	58	62	100	137	300	0.3	64.7862668662948	0.423357664233577	91.4258753830923	0.325077922086829	0.819985519015339	0.708620689655173	0.445356753258956	1.12338016105101	38	92	1
SPSNORNA.52	19	7	16	100	72	300	0.19	41.0313023486533	0.0972222222222222	20.9955494474103	1.08114081555528	7.09557927472993	1.95428571428571	0.778421387199801	5.10881707780555	10	109	1
SPAC1805.10	4	363	745	100	3621	300	0.04	8.63816891550597	0.100248550124275	21.6490977377014	0.0035094170537111	0.030504472191242	0.39900826446281	0.127075991514879	1.10456693804487	9	95	1
SPAC1805.13	320	1720	445	100	642	300	3.2	691.053513240477	2.6791277258567	578.568946054138	0.164813447941206	0.209982743013381	1.19441860465116	1.05810233578254	1.3480892101459	305	115	1
SPAC1805.14	36	463	21	100	1802	300	0.36	77.7435202395537	0.256936736958935	55.486573361255	0.0545326134088536	0.110368021356068	1.40112311015119	0.982677693627543	1.98883174483634	27	109	1
SPAC1805.17	103	1591	59	100	4129	300	1.03	222.432849574279	0.38532332283846	83.2121987440663	0.0527618323157645	0.079362080124406	2.67307982401006	2.17853605631792	3.27686028833672	56	147	7.47668841439904e-08
SPAC1B2.06	5	23	8	100	586	300	0.05	10.7977111443825	0.0392491467576792	8.4760189870579	0.0725872728326126	0.602116315135574	1.27391304347826	0.42536141879911	3.52840160669446	3	102	1
SPAC1B2.04	76	610	78	100	986	300	0.76	164.125209394613	0.618661257606491	133.602511117105	0.0974235294400415	0.159108356495462	1.22845901639344	0.960596000278809	1.56880839504525	67	109	1
SPAC1B2.05	32	499	7	100	4846	300	0.32	69.1053513240477	0.102971522905489	22.2371352086127	0.0440794834749148	0.0927944496636579	3.10765531062124	2.13609176919437	4.49681903070086	12	120	0.00413707398217884
SPAC3F10.03	28	1141	179	100	2067	300	0.28	60.4671824085418	0.552007740686986	119.208402668025	0.0165408989852103	0.0361625486140367	0.507239263803681	0.341900382024298	0.747479879852139	45	83	1
SPAC3F10.04	91	481	9	100	3680	300	0.91	196.518342827761	0.13070652173913	28.2266253285215	0.150221753283138	0.238021590561659	6.96216216216216	5.52816052081946	8.75919453266907	22	169	5.13194227419249e-29
SPAC3F10.19	51	442	20	100	1142	300	0.51	110.136653672701	0.387040280210158	83.5829829390026	0.0853865307199331	0.155519463222698	1.31769230769231	0.975114180821636	1.77603227000321	42	109	1
SPAC3F10.09	26	338	11	100	1839	300	0.26	56.1480979507888	0.183795541054921	39.6914232387305	0.0505060574584869	0.116303726888439	1.41461538461538	0.928806396661573	2.13882553747839	19	107	1
SPAC3F10.13	136	639	21	100	2456	300	1.36	293.697743127203	0.260179153094463	56.1867868180814	0.176081615806784	0.257113476812021	5.22716744913928	4.32456448421461	6.31470699050324	48	188	1.68910468885214e-28
SPAC3F10.17	15	602	14	100	1556	300	0.15	32.3931334331474	0.386889460154242	83.5504127110314	0.0143774785945741	0.0424437627736412	0.387707641196013	0.223713566931573	0.660424948757857	32	83	1
SPAC8F11.03	19	260	21	100	3252	300	0.19	41.0313023486533	0.0799507995079951	17.2657127769953	0.0445050056202845	0.11858903885592	2.37646153846154	1.44730278277165	3.85651554359452	8	111	1
SPAC8F11.04	35	877	2	100	2322	300	0.35	75.5839780106772	0.377691645133506	81.564105715964	0.028024359810053	0.0565624454250163	0.926681870011402	0.65072563478943	1.31337998276888	37	98	1
SPAC8F11.06	6	172	13	100	1223	300	0.06	12.957253373259	0.140637775960752	30.3713216162516	0.0139681596788476	0.0814035054143965	0.426627906976744	0.170830592872306	0.995564871218069	13	93	1
SPNCRNA.857	3	260	13	100	1945	300	0.03	6.47862668662948	0.133676092544987	28.8679166842102	0.00295930171968875	0.0370707652080162	0.224423076923077	0.0575584184479461	0.721026383295915	12	91	1
SPACUNK4.19	0	39	944	100	2331	300	0	0	0.0167310167310167	3.61313371626697	0.00234390037330292	0.125706278271577	0	0.0546363177016912	2.93021334651046	1	99	1
SPACUNK4.16c	102	4140	150	100	2960	300	1.02	220.273307345402	1.39864864864865	302.04408201178	0.0201387571040452	0.0301127636595651	0.729275362318841	0.596107210279738	0.891337804323127	117	85	1
SPACUNK4.13c	0	74	23	100	1470	300	0	0	0.0503401360544218	10.8711649616912	0.00123194994651341	0.0655194206443666	0	0.0181096642137471	0.963135483472189	4	96	1
SPACUNK4.12c	7	275	34	100	2963	300	0.07	15.1167956021354	0.0928113398582518	20.0430007742503	0.0110405175838151	0.0555934707710626	0.754218181818182	0.327130536008442	1.64723453894658	9	98	1
SPACUNK4.11c	19	85	19	100	445	300	0.19	41.0313023486533	0.191011235955056	41.2496830234835	0.13157600020812	0.375769502713261	0.994705882352941	0.585513200926135	1.67217428707401	19	100	1
SPACUNK4.20	2	25	4	100	1274	300	0.02	4.31908445775298	0.0196232339089482	4.23772022934947	0.0131043842240231	0.346856126123875	1.0192	0.166949855014055	4.41894704681816	1	101	1
SPNCRNA.559	0	11	15	100	951	300	0	0	0.0115667718191377	2.49789321952065	0.00843437698064696	0.473726222726494	0	0.0802109250859526	4.50513637812896	1	99	1
SPNCRNA.858	2	46	3	100	1889	300	0.02	4.31908445775298	0.0243515087347803	5.25881114496128	0.00730283643198064	0.182405882134092	0.821304347826087	0.137950580200114	3.445647113513	2	100	1
SPACUNK4.07c	64	1590	170	100	3789	300	0.64	138.210702648095	0.419635787806809	90.6221204516659	0.0310880761948306	0.0520161186411253	1.5251320754717	1.17792720702213	1.97089073531224	48	116	1
SPACUNK4.06c	66	491	42	100	860	300	0.66	142.529787105848	0.57093023255814	123.294794695158	0.10305326543228	0.1750301284616	1.15600814663951	0.886258082717609	1.50525910476976	60	106	1
SPNCRNA.209	1	7	0	100	442	300	0.01	2.15954222887649	0.0158371040723982	3.42008950274557	0.00660323359662749	1.14229470290644	0.631428571428571	0.0291862924970935	5.04894258684644	1	100	1
SPAC513.02	0	11	1	100	1054	300	0	0	0.0104364326375712	2.25379169996598	0.00843437698064696	0.473726222726494	0	0.0888983333760189	4.99307438753725	1	99	1
SPAC513.04	0	2	3	100	102	300	0	0	0.0196078431372549	4.23439652720881	0.0514242900386907	4.05388820080272	0	0.0524527758394646	4.13496596481878	1	99	1
SPAC513.05	14	721	4	100	5600	300	0.14	30.2335912042709	0.12875	27.8041061967848	0.0109902675199559	0.0336542978473163	1.0873786407767	0.615454981117529	1.88464067944971	13	101	1
SPAC513.07	4	948	67	100	1733	300	0.04	8.63816891550597	0.547028274668205	118.133065953544	0.00134863362433498	0.0116333111577891	0.0731223628691983	0.0233718207097252	0.201605282364486	36	68	1
SPAC2E1P3.01	18	443	15	100	1533	300	0.18	38.8717601197769	0.28897586431833	62.4055582121517	0.0245819329163914	0.0662942034614087	0.622889390519187	0.37684103160828	1.0162901390634	26	92	1
SPNCRNA.859	6	192	35	100	1464	227	0.06	12.957253373259	0.131147540983607	28.3218652967409	0.0125326473807305	0.0728004147558318	0.4575	0.183477957653894	1.06579807202538	12	94	1
SPAC2E1P3.04	4	823	24	100	3164	300	0.04	8.63816891550597	0.260113780025284	56.1726692277292	0.0015529415590721	0.0134053366366813	0.153778857837181	0.0491350709290413	0.424144851184595	21	83	1
SPNCRNA.862	6	108	1	100	1328	61	0.06	12.957253373259	0.0813253012048193	17.5625422227907	0.0220506719126712	0.13089424785925	0.737777777777778	0.292832923000274	1.73827561157084	7	99	1
SPAPB2C8.01	15	332	16	100	1797	300	0.15	32.3931334331474	0.184752365052866	39.8980534216469	0.0259280513212636	0.0773974335347653	0.811897590361446	0.465927082243106	1.39083188061973	17	98	1
SPAPB24D3.01	0	766	43	100	2836	300	0	0	0.270098730606488	58.3289614710646	0.000118690172897497	0.00625969356900027	0	0.00336605330337303	0.177524909616848	21	79	1
SPAPB24D3.03	10	375	11	100	1262	300	0.1	21.5954222887649	0.297147385103011	64.1702326330178	0.0134305607171394	0.0512949265737931	0.336533333333333	0.1694936762503	0.647341973361269	25	85	1
SPNCRNA.864	0	33	10	100	1215	300	0	0	0.0271604938271605	5.86542333768924	0.0027729657495468	0.149200036234492	0	0.0336915338569936	1.81278044024908	2	98	1
SPNCRNA.865	6	116	1	100	2653	300	0.06	12.957253373259	0.0437240859404448	9.44240100074154	0.0205632941232057	0.121650830995752	1.37224137931034	0.545544193088648	3.22739654631729	4	102	1
SPNCRNA.210	4	11	1	100	176	300	0.04	8.63816891550597	0.0625	13.4971389304781	0.0978590667085697	1.23052614057963	0.64	0.172231957407083	2.16572600742014	6	98	1
SPNCRNA.867	0	116	41	100	3070	300	0	0	0.0377850162866449	8.15983382897958	0.000785041648909857	0.0416110040714889	0	0.0241007786215326	1.27745782499471	3	97	1
SPNCRNA.31	6	16	6	100	272	300	0.06	12.957253373259	0.0588235294117647	12.7031895816264	0.131382868523957	1.01767236361504	1.02	0.357361402385163	2.76806882903292	5	101	1
SPAPB1A11.01	25	116	1	100	2823	300	0.25	53.9885557219123	0.0410910379029401	8.87378315797637	0.136494761426698	0.337911681108674	6.08405172413793	3.85324711507568	9.53924675769786	4	121	8.34048232284325e-07
SPRRNA.13	17	0	3	31	34	300	0.548387096774194	118.426509325485	0	0	3.36259936812642	184.582604763103	NA	3.68801221020317	202.445437482113	0	48	0.172640224147363
SPAPB1A11.02	1	22	2	100	1211	300	0.01	2.15954222887649	0.0181668042939719	3.92319810365671	0.0022789459676721	0.315231910448174	0.550454545454545	0.0275980356685091	3.81745843552739	1	100	1
SPAPB1A11.03	0	12	1	100	1479	300	0	0	0.00811359026369168	1.75216408022433	0.00771806013949717	0.431135285113533	0	0.114150109463163	6.37649086682916	0	100	1
SPAC31G5.01	53	491	139	100	1250	300	0.53	114.455738130454	0.3928	84.8268187502686	0.0804372208925499	0.144500038604104	1.34928716904277	1.00546526115687	1.8062504825513	43	110	1
SPAC31G5.02	49	476	22	100	1146	300	0.49	105.817569214948	0.415357766143106	89.6982636077845	0.0758308299990963	0.139357735839157	1.17970588235294	0.869021311789643	1.59703965271673	43	106	1
SPAC31G5.03	149	558	371	100	392	300	1.49	321.771792102597	1.4234693877551	307.404225437011	0.221932095389914	0.321134673721295	1.04673835125448	0.869973813928463	1.25884792098747	146	103	1
SPAC31G5.04	78	687	23	100	1288	300	0.78	168.444293852366	0.533385093167702	115.186763294887	0.0891800370611722	0.144349885966917	1.46235807860262	1.1486388773479	1.85922653125389	61	117	1
SPAC31G5.06	10	65	22	100	697	300	0.1	21.5954222887649	0.0932568149210904	20.1392029952614	0.0743686232145637	0.309098486746857	1.07230769230769	0.518349303805509	2.15441645262559	9	101	1
SPAC31G5.07	6	28	8	100	504	300	0.06	12.957253373259	0.0555555555555556	11.9974568270916	0.0797443418588746	0.542440899588623	1.08	0.401911482968728	2.73390213392666	5	101	1
SPAC31G5.08	8	354	5	100	1905	300	0.08	17.2763378310119	0.185826771653543	40.1300760641616	0.0104191042378104	0.0468876973495704	0.430508474576271	0.198483935730288	0.893210634509315	16	92	1
SPNCRNA.71	9	0	65	100	3	300	0.09	19.4358800598884	0	0	1.69403618186291	96.5536640961915	NA	0.0508210854558874	2.89660992288574	0	109	1
SPAC31G5.10	11	68	14	100	1358	300	0.11	23.7549645176414	0.0500736377025037	10.8136135172019	0.0809346906481379	0.31528382472255	2.19676470588235	1.09909309900171	4.28155433973223	5	106	1
SPNCRNA.01	8	74	142	100	705	300	0.08	17.2763378310119	0.104964539007092	22.6675354520369	0.0483093617962613	0.231939700284371	0.762162162162162	0.340581000663642	1.63517488700481	10	98	1
SPAC31G5.11	136	420	247	100	291	300	1.36	293.697743127203	1.44329896907216	311.686507260525	0.265594662745501	0.394590687043195	0.942285714285714	0.772880468589408	1.1482588992957	139	97	1
SPAC31G5.21	18	246	398	100	414	300	0.18	38.8717601197769	0.594202898550725	128.32062519411	0.0439193691436027	0.120359049339324	0.302926829268293	0.181826188254515	0.498286464264803	43	75	1
SPAC31G5.13	185	1015	119	100	1462	300	1.85	399.515312342151	0.694254445964432	149.927179364544	0.155333268147608	0.213793203970283	2.66472906403941	2.27097238031804	3.12565664204554	116	169	7.42483896747081e-11
SPAC31G5.14	57	776	30	100	1565	300	0.57	123.09390704596	0.495846645367412	107.080176971767	0.0555866914669462	0.0968458978573278	1.14954896907216	0.869931721457708	1.51563830146718	52	105	1
SPAC31G5.15	7	286	7	100	3413	300	0.07	15.1167956021354	0.0837972458247876	18.0963691022173	0.010620030117285	0.0534328384872962	0.83534965034965	0.362461627902938	1.82366277757142	8	99	1
SPAC31G5.19	4	992	7	100	5144	300	0.04	8.63816891550597	0.192846034214619	41.645915455783	0.00128894295570757	0.0111160773953861	0.20741935483871	0.0663032256415974	0.571811021218663	16	88	1
SPAC1786.02	100	1293	20	100	3250	300	1	215.954222887649	0.397846153846154	85.9165569826863	0.0627558654166074	0.0952209112331662	2.51353441608662	2.03956562603974	3.0946796150779	56	144	1.98284927199257e-06
SPAC1786.03	50	694	74	100	1789	300	0.5	107.977111443825	0.387926215762996	83.7743044628443	0.0534737761611563	0.0968037248876646	1.28890489913545	0.956645855523086	1.73181863824032	41	109	1
SPAC24C9.03	13	371	0	100	1996	129	0.13	28.0740489753944	0.185871743486974	40.1397879215019	0.0192888931506669	0.0623146410502735	0.699407008086253	0.385006307287311	1.24380023536346	17	96	1
SPAC24C9.04	18	367	53	100	819	300	0.18	38.8717601197769	0.448107448107448	96.7706957262115	0.0296116035196994	0.0801921194917785	0.401689373297003	0.242519032826338	0.656773458637666	36	82	1
SPNCRNA.879	4	9	0	100	1212	300	0.04	8.63816891550597	0.00742574257425743	1.60362046698749	0.115554998947778	1.57169221691214	5.38666666666667	1.40052658724706	19.0489096689751	0	104	1
SPNCRNA.880	18	219	18	100	1323	300	0.18	38.8717601197769	0.165532879818594	35.7475244235791	0.0492272923446735	0.135500708113948	1.08739726027397	0.65127707772003	1.79267436834753	16	102	1
SPNCRNA.212	0	48	125	100	660	300	0	0	0.0727272727272727	15.7057616645563	0.0019023677648798	0.101687091822644	0	0.0125556272482067	0.671134806029453	6	94	1
SPNCRNA.882	3	51	174	100	489	300	0.03	6.47862668662948	0.104294478527607	22.5228330619021	0.014670351198998	0.195367709223204	0.287647058823529	0.0717380173631	0.955348098101467	9	94	1
SPAC24C9.08	30	510	29	100	2052	300	0.3	64.7862668662948	0.248538011695906	53.6728331738309	0.039953411923419	0.0860915723072768	1.20705882352941	0.819844012668557	1.76659906374532	25	105	1
SPAC24C9.09	11	244	152	100	2532	300	0.11	23.7549645176414	0.0963665086887836	20.8107544962821	0.0233740766938377	0.0846173667952595	1.14147540983607	0.59183162188797	2.14251172725597	9	102	1
SPAC24C9.11	56	653	9	100	2518	300	0.56	120.934364817084	0.25933280381255	56.0040141166143	0.0646257941006749	0.113540491857389	2.15938744257274	1.62727749545499	2.85894958496906	32	124	0.083492996006304
SPAC24C9.14	48	633	73	100	3931	300	0.48	103.658026986072	0.161027728313406	34.7746179312851	0.0558926261466164	0.102579320837557	2.98085308056872	2.19713913382349	4.03239310212435	20	128	9.31754454489574e-05
SPAC16A10.01	11	393	16	100	3288	300	0.11	23.7549645176414	0.119525547445255	25.812046713761	0.0145906738362129	0.052239676796349	0.92030534351145	0.479741355734679	1.71764057306396	11	100	1
SPAC16A10.02	18	172	0	100	2229	300	0.18	38.8717601197769	0.0771646478241364	16.6640315552605	0.0623441524894308	0.173484997107646	2.33267441860465	1.38965115898941	3.86698058552943	8	110	1
SPNCRNA.215	2	1	13	100	258	300	0.02	4.31908445775298	0.00387596899224806	0.837031871657555	0.143294171183347	55.6482554667983	5.16	0.369698961653035	143.57249910434	0	102	1
SPAC16A10.04	0	291	28	100	1407	300	0	0	0.20682302771855	44.6643062262302	0.00031257650792717	0.0165092710382989	0	0.00439795146653529	0.232285443508866	17	83	1
SPNCRNA.885	7	26	1	100	1310	300	0.07	15.1167956021354	0.0198473282442748	4.28611434738846	0.106577846309068	0.650129905786559	3.52692307692308	1.3961697866488	8.51670176580393	2	105	1
SPNCRNA.886	8	77	73	100	985	300	0.08	17.2763378310119	0.0781725888324873	16.8817006724355	0.0464972036115854	0.222540807947366	1.02337662337662	0.457997455574116	2.19202695828156	7	101	1
SPAC589.04	58	233	21	100	1048	300	0.58	125.253449274837	0.222328244274809	48.0127232183418	0.184712851626807	0.334823709490378	2.60875536480687	1.93579068504893	3.50895247545916	28	130	0.00152600202931085
SPNCRNA.560	0	16	3	100	968	300	0	0	0.0165289256198347	3.56949128739916	0.00576104614150375	0.317064970660191	0	0.0557669266497563	3.06918891599065	1	99	1
SPAC589.09	0	305	7	100	2236	179	0	0	0.136404293381038	29.4570831756409	0.000298218269419893	0.0157492147946213	0	0.00666816050422881	0.352152442807733	12	88	1
SPAC589.11	0	13	103	100	745	300	0	0	0.0174496644295302	3.76832872152945	0.00711390234765344	0.395564521747562	0	0.0529985724900182	2.94695568701934	1	99	1
SPAC589.12	68	1200	30	100	3037	300	0.68	146.848871563601	0.395126769838657	85.3292945226141	0.0440279746113948	0.0728069157695492	1.72096666666667	1.33712958894806	2.21114603192121	47	121	1
SPNCRNA.887	3	129	2	100	2045	300	0.03	6.47862668662948	0.063080684596577	13.6225402212747	0.00592279017111697	0.0753360581576788	0.475581395348837	0.121121058999342	1.54062238932453	6	97	1
SPAC688.08	32	608	15	100	3403	300	0.32	69.1053513240477	0.178665883044373	38.5836519293831	0.0362519470717512	0.0759985623334354	1.79105263157895	1.23365375885169	2.58623107620681	20	112	1
SPAC688.09	41	384	32	100	1602	300	0.41	88.5412313839362	0.239700374531835	51.7643081079009	0.0763035090530615	0.148865036087841	1.71046875	1.22238221503005	2.38481787812722	27	114	1
SPAC688.10	10	542	6	100	4511	300	0.1	21.5954222887649	0.120150742629129	25.9470602538475	0.0093178862092369	0.0353878704447688	0.832287822878229	0.420329846898677	1.59634683576352	11	99	1
SPAC688.11	10	1042	74	100	3480	300	0.1	21.5954222887649	0.299425287356322	64.6621552439455	0.004861142418309	0.0183498507919534	0.333973128598848	0.169167756157153	0.638574807559979	25	85	1
SPNCRNA.889	17	90	37	100	647	300	0.17	36.7122178909004	0.139103554868624	30.0400000925633	0.108521606645522	0.324588255128262	1.22211111111111	0.70213479499653	2.10008601067985	14	103	1
SPAC688.13	16	312	30	100	1750	300	0.16	34.5526756620239	0.178285714285714	38.5015528805409	0.0299441787335176	0.0864803757031915	0.897435897435897	0.524023127836559	1.51340657480585	17	99	1
SPAC688.14	4	104	8	100	1558	300	0.04	8.63816891550597	0.0667522464698331	14.4154295123976	0.0120746883594801	0.108217665143438	0.599230769230769	0.188123644640699	1.68603122293476	6	98	1
SPAC688.16	24	69	15	100	454	300	0.24	51.8290134930358	0.151982378854626	32.8212365181669	0.212702492068773	0.565087134406987	1.57913043478261	0.965669313992231	2.56549559020772	16	108	1
SPAC3G9.16c	17	104	184	100	406	300	0.17	36.7122178909004	0.25615763546798	55.3183231042254	0.0944795371635463	0.279136951781061	0.663653846153846	0.383586920883998	1.13329602423111	23	94	1
SPAC3G9.15c	77	392	108	100	532	300	0.77	166.28475162349	0.736842105263158	159.124164233005	0.152652502879196	0.25242839232455	1.045	0.812111315317325	1.3429190471666	75	102	1
SPNCRNA.216	3	9	13	100	515	300	0.03	6.47862668662948	0.0174757281553398	3.77395729318222	0.071737496193308	1.33450631594981	1.71666666666667	0.369448105395536	6.87270752714152	1	102	1
SPAC3G9.13c	0	198	2	100	6574	300	0	0	0.0301186492242166	6.5042494876414	0.000459557779400578	0.0242991940891064	0	0.030211328417794	1.59742901941785	2	98	1
SPNCRNA.217	0	6	2	100	438	300	0	0	0.0136986301369863	2.95827702585821	0.0157393406208896	0.93492067967121	0	0.0689383119194963	4.0949525769599	1	99	1
SPAC3G9.11c	8	156	12	100	2235	300	0.08	17.2763378310119	0.0697986577181208	15.0733148861178	0.0233931714748532	0.10761315146132	1.14615384615385	0.52283738246297	2.40515393516051	7	101	1
SPAC3G9.10c	1	319	13	100	1111	300	0.01	2.15954222887649	0.287128712871287	62.0066580568498	0.000163173660918847	0.0204525853956386	0.0348275862068965	0.00181285937280839	0.227228223745545	22	79	1
SPNCRNA.218	6	10	9	100	220	300	0.06	12.957253373259	0.0454545454545455	9.81610104034769	0.194510555385167	1.78756624263686	1.32	0.427923221847367	3.93264573380109	4	102	1
SPAC3G9.09c	37	791	119	100	1072	300	0.37	79.9030624684302	0.737873134328358	159.346819313555	0.0331429435353186	0.0657295032966788	0.501441213653603	0.355292354698615	0.704620275340397	58	79	1
SPAC3G9.07c	13	228	7	100	1670	300	0.13	28.0740489753944	0.136526946107784	29.4835705499305	0.0311884039534293	0.102069760748322	0.95219298245614	0.520846346022269	1.70456500449697	13	100	1
SPNCRNA.893	251	910	1	100	1149	300	2.51	542.045099447999	0.791993037423847	171.034240929296	0.239247251662948	0.317927998644979	3.16921978021978	2.74895092160727	3.65299270443081	155	196	5.95294290351455e-18
SPNCRNA.219	6	6	3	100	191	300	0.06	12.957253373259	0.031413612565445	6.78390228966437	0.286781544887712	3.48697472981235	1.91	0.547752750735531	6.66012173394159	3	103	1
SPAC1486.01	33	919	37	100	1064	300	0.33	71.2648935529242	0.863721804511278	186.524371084351	0.0249556795155658	0.0513992827140198	0.382067464635473	0.26552843004562	0.54688836807717	61	72	1
SPNCRNA.14	1	9	8	100	327	273	0.01	2.15954222887649	0.0275229357798165	5.94369420791695	0.00526992812214453	0.847902870266008	0.363333333333333	0.0172326649594126	2.77264238576985	2	99	1
SPAC1486.05	53	2918	60	100	5286	300	0.53	114.455738130454	0.552024214907302	119.211960345471	0.0137036271159886	0.0240117649702417	0.960102810143934	0.724373729351155	1.26926189632698	54	99	1
SPAC1486.11	33	8	57	100	13	300	0.33	71.2648935529242	0.615384615384615	132.8949063924	1.82755098034107	9.67016956352061	0.53625	0.237581627444339	1.25712204325768	50	83	1
SPAC1486.06	18	509	46	100	1769	300	0.18	38.8717601197769	0.287733182589033	62.1371958450048	0.0214221087058485	0.0576215299964571	0.625579567779961	0.378957103006459	1.01932486563733	26	92	1
SPAC1486.08	31	135	51	100	1881	300	0.31	66.9458090951712	0.0717703349282297	15.4991069058121	0.152350360555709	0.344379690182044	4.31933333333333	2.86571028205289	6.47778197232424	8	123	2.33401646815501e-05
SPAC1486.09	26	543	29	100	1443	300	0.26	56.1480979507888	0.376299376299376	81.2634393818389	0.0316214904015294	0.0719670476427394	0.690939226519337	0.456298106494069	1.03848449748473	34	92	1
SPAC1486.10	11	561	9	100	2437	300	0.11	23.7549645176414	0.230201066885515	49.7128925071691	0.0102485375112169	0.03649384596341	0.477843137254902	0.249756859148355	0.889355026128303	20	91	1
SPAC6G10.06	0	12	3	100	1063	300	0	0	0.0112888052681091	2.43786516900451	0.00771806013949717	0.431135285113533	0	0.0820429792828549	4.58296808075686	1	99	1
SPAC6G10.07	29	551	131	100	2705	300	0.29	62.6267246374183	0.20369685767098	43.9891966029925	0.0355416376027175	0.0774501442122166	1.42368421052632	0.961401297153509	2.09502640094046	21	108	1
SPAC6G10.08	42	677	60	100	1397	300	0.42	90.7007736128127	0.484609878310666	104.653549674258	0.0448302405996772	0.0855451381625988	0.866676514032496	0.626278461177491	1.1950655801315	46	96	1
SPAC6G10.09	23	644	6	100	3460	300	0.23	49.6694712641593	0.186127167630058	40.1949478438283	0.0229997457313227	0.054960112807461	1.23571428571429	0.795791202303765	1.90161990313815	19	104	1
